,accommodation_type,spain_travelers,spain_nights,spain_avg_stay,galicia_travelers,galicia_nights,galicia_avg_stay,come_from,year,month
0,Hotels,3004915,10132886,3.4,112149,243320,2.2,All,2001,Jan
1,Hotels,3518883,11753586,3.3,131003,269836,2.1,All,2001,Feb
2,Hotels,4333254,14516657,3.4,153081,333034,2.2,All,2001,Mar
3,Hotels,5384678,18085751,3.4,192698,432250,2.2,All,2001,Apr
4,Hotels,5673119,21063744,3.7,190637,415208,2.2,All,2001,May
5,Hotels,5914352,23896573,4,223705,492633,2.2,All,2001,Jun
6,Hotels,6405959,28657024,4.5,298884,749927,2.5,All,2001,Jul
7,Hotels,7179051,32004309,4.5,427613,1156687,2.7,All,2001,Aug
8,Hotels,6307038,26584837,4.2,268462,630954,2.4,All,2001,Sep
9,Hotels,5310403,20014768,3.8,217515,482315,2.2,All,2001,Oct
10,Hotels,3657828,11920037,3.3,161423,346905,2.2,All,2001,Nov
11,Hotels,3214821,10051397,3.1,142827,298509,2.1,All,2001,Dec
12,Hotels,2873435,9797644,3.4,108183,222059,2.1,All,2002,Jan
13,Hotels,3507891,11501625,3.3,131176,280931,2.1,All,2002,Feb
14,Hotels,4756621,15746849,3.3,191192,443540,2.3,All,2002,Mar
15,Hotels,4853120,15757341,3.3,184244,421468,2.3,All,2002,Apr
16,Hotels,5677357,20427391,3.6,205784,476556,2.3,All,2002,May
17,Hotels,5725690,22781459,4,230917,536688,2.3,All,2002,Jun
18,Hotels,6407711,27712422,4.3,308475,786138,2.6,All,2002,Jul
19,Hotels,7383775,32147463,4.4,456479,1212446,2.7,All,2002,Aug
20,Hotels,6224753,25483036,4.1,269226,654173,2.4,All,2002,Sep
21,Hotels,5360250,19395671,3.6,223860,534390,2.4,All,2002,Oct
22,Hotels,3714810,11536070,3.1,156617,374867,2.4,All,2002,Nov
23,Hotels,3383399,10267810,3,146300,320322,2.2,All,2002,Dec
24,Hotels,2971006,10088783,3.4,137871,280901,2,All,2003,Jan
25,Hotels,3463674,11135676,3.2,139395,282281,2,All,2003,Feb
26,Hotels,4421552,14414114,3.3,180307,359477,2,All,2003,Mar
27,Hotels,5408500,17483719,3.2,224575,442799,2,All,2003,Apr
28,Hotels,5984961,20977540,3.5,248741,497162,2,All,2003,May
29,Hotels,6276681,24047255,3.8,278545,566649,2,All,2003,Jun
30,Hotels,6795963,28557092,4.2,356909,798338,2.2,All,2003,Jul
31,Hotels,7697588,33851008,4.4,514028,1244312,2.4,All,2003,Aug
32,Hotels,6517598,25943815,4,359072,749524,2.1,All,2003,Sep
33,Hotels,5537248,19635547,3.6,258606,540816,2.1,All,2003,Oct
34,Hotels,3868099,11600240,3,186815,390682,2.1,All,2003,Nov
35,Hotels,3588510,10426118,2.9,166523,327362,2,All,2003,Dec
36,Hotels,3153660,10404685,3.3,149815,298485,2,All,2004,Jan
37,Hotels,3970007,12278676,3.1,179565,355294,2,All,2004,Feb
38,Hotels,4735606,14731784,3.1,209544,424659,2,All,2004,Mar
39,Hotels,5591761,17537681,3.1,283982,566790,2,All,2004,Apr
40,Hotels,6211439,20624722,3.3,314695,631864,2,All,2004,May
41,Hotels,6525030,23776940,3.6,364961,774377,2.1,All,2004,Jun
42,Hotels,7232976,29131986,4,435725,1002068,2.3,All,2004,Jul
43,Hotels,8174422,34472302,4.2,557662,1353654,2.4,All,2004,Aug
44,Hotels,6996313,26878757,3.8,414833,903016,2.2,All,2004,Sep
45,Hotels,6227271,21180295,3.4,348610,713919,2.1,All,2004,Oct
46,Hotels,4135114,12294550,3,220292,447587,2,All,2004,Nov
47,Hotels,3877669,11384786,2.9,196305,402247,2.1,All,2004,Dec
48,Hotels,3356718,11088055,3.3,150465,304844,2,All,2005,Jan
49,Hotels,4048915,12430710,3.1,168159,323164,1.9,All,2005,Feb
50,Hotels,5247632,16184767,3.1,243531,501190,2.1,All,2005,Mar
51,Hotels,5516765,16480644,3,247600,484723,2,All,2005,Apr
52,Hotels,6737689,22318874,3.3,285453,570837,2,All,2005,May
53,Hotels,6971240,25042689,3.6,327823,686259,2.1,All,2005,Jun
54,Hotels,7795374,31022067,4,444056,1029088,2.3,All,2005,Jul
55,Hotels,8555081,35857571,4.2,562299,1405234,2.5,All,2005,Aug
56,Hotels,7442751,28313666,3.8,372192,813783,2.2,All,2005,Sep
57,Hotels,6414668,22163277,3.5,301284,622464,2.1,All,2005,Oct
58,Hotels,4511989,13162420,2.9,231499,466651,2,All,2005,Nov
59,Hotels,4030203,11572418,2.9,195541,386545,2,All,2005,Dec
60,Hotels,4004676,12075662,3,173085,341329,2,All,2006,Jan
61,Hotels,4709293,13221070,2.8,184829,362136,2,All,2006,Feb
62,Hotels,5763835,16370344,2.8,223164,446843,2,All,2006,Mar
63,Hotels,7293282,21185887,2.9,317080,639995,2,All,2006,Apr
64,Hotels,7591789,23734897,3.1,301550,595914,2,All,2006,May
65,Hotels,8156578,27996368,3.4,337023,694630,2.1,All,2006,Jun
66,Hotels,9057841,34105558,3.8,436045,1053291,2.4,All,2006,Jul
67,Hotels,9713364,37636214,3.9,537823,1353909,2.5,All,2006,Aug
68,Hotels,8420366,29918731,3.6,368279,788320,2.1,All,2006,Sep
69,Hotels,7357196,23372257,3.2,308137,646564,2.1,All,2006,Oct
70,Hotels,5114939,14269663,2.8,217297,442136,2,All,2006,Nov
71,Hotels,4672741,13141207,2.8,194910,392976,2,All,2006,Dec
72,Hotels,4158378,12356394,3,172364,343879,2,All,2007,Jan
73,Hotels,4853246,13555040,2.8,183873,363288,2,All,2007,Feb
74,Hotels,6151952,17428802,2.8,236112,475331,2,All,2007,Mar
75,Hotels,7394418,21690169,2.9,311548,644774,2.1,All,2007,Apr
76,Hotels,7639348,23486608,3.1,302965,599666,2,All,2007,May
77,Hotels,8555535,28459008,3.3,345944,728375,2.1,All,2007,Jun
78,Hotels,9176950,34315590,3.7,436462,1002555,2.3,All,2007,Jul
79,Hotels,10025687,38132493,3.8,560665,1368319,2.4,All,2007,Aug
80,Hotels,8621798,30142242,3.5,392998,837584,2.1,All,2007,Sep
81,Hotels,7540505,23476804,3.1,353104,734608,2.1,All,2007,Oct
82,Hotels,5534255,15289839,2.8,241326,511589,2.1,All,2007,Nov
83,Hotels,4771361,13356493,2.8,202162,415010,2.1,All,2007,Dec
84,Hotels,4328480,12710146,2.9,177452,366988,2.1,All,2008,Jan
85,Hotels,5242247,14831691,2.8,201173,415535,2.1,All,2008,Feb
86,Hotels,6614348,19216126,2.9,268667,587551,2.2,All,2008,Mar
87,Hotels,6656665,19300764,2.9,262492,541130,2.1,All,2008,Apr
88,Hotels,8109904,25060656,3.1,330869,685871,2.1,All,2008,May
89,Hotels,8280336,27737509,3.4,325833,702436,2.2,All,2008,Jun
90,Hotels,9219035,34559658,3.8,405295,964138,2.4,All,2008,Jul
91,Hotels,9954774,37945216,3.8,511162,1252030,2.5,All,2008,Aug
92,Hotels,8359855,29305643,3.5,352205,777991,2.2,All,2008,Sep
93,Hotels,7035977,22253202,3.2,314422,677489,2.2,All,2008,Oct
94,Hotels,4870882,13685099,2.8,209534,454474,2.2,All,2008,Nov
95,Hotels,4326374,11946130,2.8,173633,364733,2.1,All,2008,Dec
96,Hotels,3716510,11203819,3,152215,313760,2.1,All,2009,Jan
97,Hotels,4447323,12527991,2.8,172693,351328,2,All,2009,Feb
98,Hotels,5303127,15536341,2.9,201440,428640,2.1,All,2009,Mar
99,Hotels,6542718,19591068,3,261619,556533,2.1,All,2009,Apr
100,Hotels,7378804,22661503,3.1,296292,612711,2.1,All,2009,May
101,Hotels,7630129,26082353,3.4,316161,679821,2.2,All,2009,Jun
102,Hotels,8712905,32764251,3.8,405787,956703,2.4,All,2009,Jul
103,Hotels,9423345,36192581,3.8,525735,1282553,2.4,All,2009,Aug
104,Hotels,7827994,27387006,3.5,365607,794415,2.2,All,2009,Sep
105,Hotels,7011612,21752259,3.1,324035,685041,2.1,All,2009,Oct
106,Hotels,4710822,13255271,2.8,198713,424307,2.1,All,2009,Nov
107,Hotels,4435027,12030368,2.7,179159,358644,2,All,2009,Dec
108,Hotels,3767159,11308373,3,143036,288774,2,All,2010,Jan
109,Hotels,4610953,13108750,2.8,170478,341801,2,All,2010,Feb
110,Hotels,5706500,16752851,2.9,229789,472665,2.1,All,2010,Mar
111,Hotels,6786265,19843019,2.9,302232,631319,2.1,All,2010,Apr
112,Hotels,7810020,23982979,3.1,353932,703132,2,All,2010,May
113,Hotels,8087317,27357010,3.4,380253,790352,2.1,All,2010,Jun
114,Hotels,9399554,34909440,3.7,460670,1041017,2.3,All,2010,Jul
115,Hotels,10014468,39085826,3.9,562156,1363203,2.4,All,2010,Aug
116,Hotels,8400100,29696355,3.5,428272,936722,2.2,All,2010,Sep
117,Hotels,7679996,23976893,3.1,366463,778452,2.1,All,2010,Oct
118,Hotels,4976017,14363392,2.9,212608,446516,2.1,All,2010,Nov
119,Hotels,4650521,12778595,2.8,189104,380185,2,All,2010,Dec
120,Hotels,3929632,12183118,3.1,133249,264126,2,All,2011,Jan
121,Hotels,4831381,14238644,3,151539,301992,2,All,2011,Feb
122,Hotels,5829113,18086818,3.1,187904,385662,2.1,All,2011,Mar
123,Hotels,7423129,22618769,3.1,270104,573610,2.1,All,2011,Apr
124,Hotels,7797227,24670723,3.2,287655,584293,2,All,2011,May
125,Hotels,8809958,30704218,3.5,337527,687658,2,All,2011,Jun
126,Hotels,10051429,37980214,3.8,436211,995351,2.3,All,2011,Jul
127,Hotels,10608293,41694917,3.9,533274,1238733,2.3,All,2011,Aug
128,Hotels,8916593,32099863,3.6,377652,789680,2.1,All,2011,Sep
129,Hotels,7673432,24764256,3.2,301455,632895,2.1,All,2011,Oct
130,Hotels,4902197,14674921,3,176753,379528,2.2,All,2011,Nov
131,Hotels,4594592,13044798,2.8,160744,324808,2,All,2011,Dec
132,Hotels,4034869,12600203,3.1,131548,252363,1.9,All,2012,Jan
133,Hotels,4762348,14163457,3,158105,293888,1.9,All,2012,Feb
134,Hotels,5771561,17393498,3,185527,368188,2,All,2012,Mar
135,Hotels,7103715,21445224,3,264162,516845,2,All,2012,Apr
136,Hotels,7725234,24628932,3.2,274675,529467,1.9,All,2012,May
137,Hotels,8587613,30243838,3.5,314766,621732,2,All,2012,Jun
138,Hotels,9616052,37395658,3.9,382199,858680,2.3,All,2012,Jul
139,Hotels,10239776,40581091,4,512595,1192209,2.3,All,2012,Aug
140,Hotels,8756163,32045387,3.7,366450,738346,2,All,2012,Sep
141,Hotels,7258395,23909187,3.3,292194,593495,2,All,2012,Oct
142,Hotels,4772075,13854509,2.9,178517,377337,2.1,All,2012,Nov
143,Hotels,4334680,12398564,2.9,155608,300775,1.9,All,2012,Dec
144,Hotels,3694459,11887105,3.2,129630,252630,2,All,2013,Jan
145,Hotels,4347642,13104722,3,137974,274269,2,All,2013,Feb
146,Hotels,6171037,18815829,3.1,212889,416611,2,All,2013,Mar
147,Hotels,6283128,19135958,3.1,215955,413115,1.9,All,2013,Apr
148,Hotels,8113029,26359256,3.3,304175,557376,1.8,All,2013,May
149,Hotels,8725022,30808604,3.5,342241,620747,1.8,All,2013,Jun
150,Hotels,9644412,37670863,3.9,428494,901969,2.1,All,2013,Jul
151,Hotels,10715764,41900828,3.9,577496,1286495,2.2,All,2013,Aug
152,Hotels,8886542,32647844,3.7,393134,776613,2,All,2013,Sep
153,Hotels,7468192,25015770,3.4,289918,567519,2,All,2013,Oct
154,Hotels,5112181,15087587,3,183610,382620,2.1,All,2013,Nov
155,Hotels,4659511,13595795,2.9,158644,311722,2,All,2013,Dec
156,Hotels,3939144,12807505,3.3,121683,243482,2,All,2014,Jan
157,Hotels,4657133,13875208,3,147368,273306,1.9,All,2014,Feb
158,Hotels,5770836,18129451,3.1,173536,347773,2,All,2014,Mar
159,Hotels,7301730,22298622,3.1,275286,497394,1.8,All,2014,Apr
160,Hotels,8518421,26691702,3.1,342928,605385,1.8,All,2014,May
161,Hotels,9038987,31567799,3.5,365093,672547,1.8,All,2014,Jun
162,Hotels,9885449,37641540,3.8,463334,935350,2,All,2014,Jul
163,Hotels,11228638,42991384,3.8,630950,1348682,2.1,All,2014,Aug
164,Hotels,9342635,33858937,3.6,439837,841736,1.9,All,2014,Sep
165,Hotels,7988684,26243441,3.3,333424,644457,1.9,All,2014,Oct
166,Hotels,5144062,15113125,2.9,186778,379913,2,All,2014,Nov
167,Hotels,4998810,14041916,2.8,167354,306595,1.8,All,2014,Dec
168,Hotels,4251906,13342087,3.1,134299,245042,1.8,All,2015,Jan
169,Hotels,4937718,14513335,2.9,154119,277693,1.8,All,2015,Feb
170,Hotels,6146078,18596568,3,214636,402529,1.9,All,2015,Mar
171,Hotels,7668482,23087381,3,296831,535116,1.8,All,2015,Apr
172,Hotels,9087139,28041622,3.1,373093,629586,1.7,All,2015,May
173,Hotels,9481768,32092513,3.4,435025,758369,1.7,All,2015,Jun
174,Hotels,10616662,39850064,3.8,561337,1089423,1.9,All,2015,Jul
175,Hotels,11747649,44813404,3.8,675925,1456226,2.2,All,2015,Aug
176,Hotels,9766395,34918861,3.6,485775,897307,1.9,All,2015,Sep
177,Hotels,8685869,28073790,3.2,374290,692765,1.9,All,2015,Oct
178,Hotels,5509265,15862738,2.9,198161,371364,1.9,All,2015,Nov
179,Hotels,5318037,15043365,2.8,182698,329282,1.8,All,2015,Dec
180,Hotels,4689264,14470851,3.1,148902,265687,1.8,All,2016,Jan
181,Hotels,5561906,16379849,3,173224,317397,1.8,All,2016,Feb
182,Hotels,7221796,22022933,3.1,262252,493117,1.9,All,2016,Mar
183,Hotels,7675800,23387155,3.1,280355,491565,1.8,All,2016,Apr
184,Hotels,9569945,30401275,3.2,386192,642368,1.7,All,2016,May
185,Hotels,10180427,34430872,3.4,458661,792141,1.7,All,2016,Jun
186,Hotels,11605320,42948946,3.7,584427,1203311,2.1,All,2016,Jul
187,Hotels,12187504,46502956,3.8,703201,1524943,2.2,All,2016,Aug
188,Hotels,10486719,37218422,3.6,517662,970571,1.9,All,2016,Sep
189,Hotels,9274924,30587997,3.3,406240,770664,1.9,All,2016,Oct
190,Hotels,5786675,17134705,3,216372,424881,2,All,2016,Nov
191,Hotels,5540097,16013165,2.9,187963,355234,1.9,All,2016,Dec
192,Hotels,4984634,15200690,3.1,158633,282884,1.8,All,2017,Jan
193,Hotels,5689624,16346534,2.9,179698,310984,1.7,All,2017,Feb
194,Hotels,6921086,20508641,3,222560,410421,1.8,All,2017,Mar
195,Hotels,9209286,27549426,3,377253,694042,1.8,All,2017,Apr
196,Hotels,9844007,31439920,3.2,399010,683429,1.7,All,2017,May
197,Hotels,10640606,36646402,3.4,466956,868876,1.9,All,2017,Jun
198,Hotels,11910574,43624461,3.7,588140,1267165,2.2,All,2017,Jul
199,Hotels,12338502,46657187,3.8,705408,1615964,2.3,All,2017,Aug
200,Hotels,10933324,37961599,3.5,527839,1014086,1.9,All,2017,Sep
201,Hotels,9458368,30898617,3.3,428851,810140,1.9,All,2017,Oct
202,Hotels,6068289,17537436,2.9,239171,466701,2,All,2017,Nov
203,Hotels,5805767,16211799,2.8,202132,383233,1.9,All,2017,Dec
204,Hotels,5133729,15395882,3,164009,303264,1.9,All,2018,Jan
205,Hotels,5826145,16527859,2.8,181676,326011,1.8,All,2018,Feb
206,Hotels,7532288,21918931,2.9,267366,494182,1.9,All,2018,Mar
207,Hotels,8499926,25207350,3,302710,580378,1.9,All,2018,Apr
208,Hotels,10040281,31921157,3.2,382717,680504,1.8,All,2018,May
209,Hotels,10846347,36168465,3.3,426307,813193,1.9,All,2018,Jun
210,Hotels,11707840,42717096,3.7,508165,1149410,2.3,All,2018,Jul
211,Hotels,12500596,46306240,3.7,638335,1500958,2.4,All,2018,Aug
212,Hotels,11000902,37768667,3.4,491917,972150,2,All,2018,Sep
213,Hotels,9666570,31132356,3.2,384469,759622,2,All,2018,Oct
214,Hotels,6485702,18261076,2.8,237145,500036,2.1,All,2018,Nov
215,Hotels,6071139,16655848,2.7,221861,414244,1.9,All,2018,Dec
216,Hotels,5251558,15506154,3,165838,310111,1.9,All,2019,Jan
217,Hotels,6011298,16589486,2.8,182276,336183,1.8,All,2019,Feb
218,Hotels,7534311,21520914,2.9,236030,459639,2,All,2019,Mar
219,Hotels,9138989,26808982,2.9,361936,685300,1.9,All,2019,Apr
220,Hotels,10509949,31905788,3,425307,765901,1.8,All,2019,May
221,Hotels,11371775,37163185,3.3,458837,869655,1.9,All,2019,Jun
222,Hotels,12124664,43199530,3.6,538734,1218281,2.3,All,2019,Jul
223,Hotels,13028096,47059511,3.6,660807,1561584,2.4,All,2019,Aug
224,Hotels,11038778,37572668,3.4,528165,1035296,2,All,2019,Sep
225,Hotels,9772631,30363238,3.1,414582,790547,1.9,All,2019,Oct
226,Hotels,6693210,18339394,2.7,241546,500430,2.1,All,2019,Nov
227,Hotels,6240788,16966744,2.7,239907,460726,1.9,All,2019,Dec
228,Hotels,5577618,15968171,2.9,180317,339884,1.9,All,2020,Jan
229,Hotels,6456402,17614206,2.7,206955,389964,1.9,All,2020,Feb
230,Hotels,2656776,8372820,3.2,89509,181298,2,All,2020,Mar
231,Hotels,0,0,0,0,0,0,All,2020,Apr
232,Hotels,98561,271149,2.8,5047,18199,3.6,All,2020,May
233,Hotels,944923,1870057,2,56948,116471,2.1,All,2020,Jun
234,Hotels,4407783,11731245,2.7,264759,608700,2.3,All,2020,Jul
235,Hotels,5924218,16927211,2.9,396344,919074,2.3,All,2020,Aug
236,Hotels,3513294,8219094,2.3,211556,418692,2,All,2020,Sep
237,Hotels,2406759,5128825,2.1,142293,276943,2,All,2020,Oct
238,Hotels,1184922,2874269,2.4,53263,133067,2.5,All,2020,Nov
239,Hotels,1417815,3245991,2.3,53096,124003,2.3,All,2020,Dec
240,Hotels,1124601,2459473,2.2,43847,111342,2.5,All,2021,Jan
241,Hotels,1179236,2436961,2.1,42639,101490,2.4,All,2021,Feb
242,Hotels,1770722,3588559,2,87430,176822,2,All,2021,Mar
243,Hotels,1955719,4142415,2.1,100896,192632,1.9,All,2021,Apr
244,Hotels,3404118,7342738,2.2,154200,284554,1.9,All,2021,May
245,Hotels,5676067,14259621,2.5,270110,519822,1.9,All,2021,Jun
246,Hotels,8544001,26351353,3.1,498954,1081020,2.2,All,2021,Jul
247,Hotels,10408035,34460041,3.3,655951,1518874,2.3,All,2021,Aug
248,Hotels,8256057,25679512,3.1,464492,933729,2,All,2021,Sep
249,Hotels,8131666,23935219,2.9,399130,747281,1.9,All,2021,Oct
250,Hotels,5391958,14930647,2.8,230884,435577,1.9,All,2021,Nov
251,Hotels,4881952,13220155,2.7,202542,393769,1.9,All,2021,Dec
252,Hotels,3751404,10535401,2.8,127380,236312,1.9,All,2022,Jan
253,Hotels,5142667,13619131,2.7,177628,319265,1.8,All,2022,Feb
254,Hotels,6061335,17641307,2.9,215509,411995,1.9,All,2022,Mar
255,Hotels,8659193,25143654,2.9,379028,682981,1.8,All,2022,Apr
256,Hotels,9873034,29840173,3,442557,766477,1.7,All,2022,May
257,Hotels,11001231,35179402,3.2,481511,892970,1.9,All,2022,Jun
258,Hotels,12302057,42354522,3.4,615150,1305670,2.1,All,2022,Jul
259,Hotels,12858732,46293221,3.6,726543,1614350,2.2,All,2022,Aug
260,Campings,74077,610631,8.2,106,213,2,All,2001,Jan
261,Campings,94216,661869,7,148,260,1.8,All,2001,Feb
262,Campings,153151,766973,5,182,257,1.4,All,2001,Mar
263,Campings,562854,2029034,3.6,3861,10419,2.7,All,2001,Apr
264,Campings,350987,1294749,3.7,1364,3809,2.8,All,2001,May
265,Campings,618809,2293948,3.7,14035,50665,3.6,All,2001,Jun
266,Campings,1490929,7695126,5.2,69703,296203,4.3,All,2001,Jul
267,Campings,1868831,10960084,5.9,100646,391973,3.9,All,2001,Aug
268,Campings,471494,2212046,4.7,9902,33747,3.4,All,2001,Sep
269,Campings,186968,827295,4.4,669,1661,2.5,All,2001,Oct
270,Campings,97029,605697,6.2,317,630,2,All,2001,Nov
271,Campings,89004,643289,7.2,80,248,3.1,All,2001,Dec
272,Campings,75561,642838,8.5,155,248,1.6,All,2002,Jan
273,Campings,98369,698488,7.1,276,564,2,All,2002,Feb
274,Campings,320388,1459244,4.6,1457,4353,3,All,2002,Mar
275,Campings,290874,1080651,3.7,1389,3069,2.2,All,2002,Apr
276,Campings,401230,1459251,3.6,2135,6125,2.9,All,2002,May
277,Campings,671931,2508686,3.7,13464,52649,3.9,All,2002,Jun
278,Campings,1493613,7927260,5.3,85829,343594,4,All,2002,Jul
279,Campings,1768721,10980245,6.2,93366,399323,4.3,All,2002,Aug
280,Campings,489158,2388737,4.9,9263,32618,3.5,All,2002,Sep
281,Campings,192541,798514,4.2,505,1027,2,All,2002,Oct
282,Campings,115162,639533,5.6,189,364,1.9,All,2002,Nov
283,Campings,102531,689238,6.7,1293,5722,4.4,All,2002,Dec
284,Campings,96345,682929,7.1,656,4192,6.4,All,2003,Jan
285,Campings,113932,738595,6.5,649,2967,4.6,All,2003,Feb
286,Campings,162825,841378,5.2,285,466,1.6,All,2003,Mar
287,Campings,525820,1829429,3.5,2118,6237,2.9,All,2003,Apr
288,Campings,519644,1734859,3.3,3108,6542,2.1,All,2003,May
289,Campings,767861,2701383,3.5,12494,41115,3.3,All,2003,Jun
290,Campings,1598616,7291761,4.6,55874,245160,4.4,All,2003,Jul
291,Campings,2225168,10631285,4.8,104530,416396,4,All,2003,Aug
292,Campings,581820,2334886,4,11320,41082,3.6,All,2003,Sep
293,Campings,195499,849114,4.3,..,..,..,All,2003,Oct
294,Campings,128250,717138,5.6,391,704,1.8,All,2003,Nov
295,Campings,116809,762448,6.5,163,560,3.4,All,2003,Dec
296,Campings,118265,822877,7,145,234,1.6,All,2004,Jan
297,Campings,124347,856119,6.9,211,386,1.8,All,2004,Feb
298,Campings,173369,918345,5.3,598,1021,1.7,All,2004,Mar
299,Campings,511388,1822817,3.6,3177,8636,2.7,All,2004,Apr
300,Campings,435567,1506089,3.5,3801,9007,2.4,All,2004,May
301,Campings,706362,2569531,3.6,16680,66754,4,All,2004,Jun
302,Campings,1528945,7135212,4.7,83159,291324,3.5,All,2004,Jul
303,Campings,2024089,10015139,5,111214,405825,3.7,All,2004,Aug
304,Campings,576064,2336328,4.1,12328,49374,4,All,2004,Sep
305,Campings,241568,992413,4.1,1147,3039,2.7,All,2004,Oct
306,Campings,119937,667004,5.6,470,915,2,All,2004,Nov
307,Campings,114025,777116,6.8,404,944,2.3,All,2004,Dec
308,Campings,100277,790165,7.9,259,528,2,All,2005,Jan
309,Campings,107435,784462,7.3,189,562,3,All,2005,Feb
310,Campings,287099,1331933,4.6,1037,3987,3.8,All,2005,Mar
311,Campings,350027,1192251,3.4,1055,2406,2.3,All,2005,Apr
312,Campings,465980,1705624,3.7,2928,6460,2.2,All,2005,May
313,Campings,677969,2612369,3.9,20941,61773,3,All,2005,Jun
314,Campings,1588857,7597673,4.8,86520,306626,3.5,All,2005,Jul
315,Campings,1949574,10189336,5.2,129352,458426,3.5,All,2005,Aug
316,Campings,561031,2459804,4.4,13967,51427,3.7,All,2005,Sep
317,Campings,235984,1036814,4.4,660,1896,2.9,All,2005,Oct
318,Campings,119245,705068,5.9,268,1086,4.1,All,2005,Nov
319,Campings,112671,776902,6.9,216,547,2.5,All,2005,Dec
320,Campings,92770,756542,8.2,180,308,1.7,All,2006,Jan
321,Campings,116201,789418,6.8,332,552,1.7,All,2006,Feb
322,Campings,180367,900987,5,233,373,1.6,All,2006,Mar
323,Campings,582001,2104660,3.6,4587,11778,2.6,All,2006,Apr
324,Campings,446392,1748061,3.9,3908,9450,2.4,All,2006,May
325,Campings,714251,2730533,3.8,15713,58548,3.7,All,2006,Jun
326,Campings,1580017,7628557,4.8,79855,317104,4,All,2006,Jul
327,Campings,1831383,10111193,5.5,111009,406022,3.7,All,2006,Aug
328,Campings,570086,2513990,4.4,12625,46211,3.7,All,2006,Sep
329,Campings,235619,1084943,4.6,812,1848,2.3,All,2006,Oct
330,Campings,126550,708085,5.6,496,836,1.7,All,2006,Nov
331,Campings,144111,845202,5.9,416,876,2.1,All,2006,Dec
332,Campings,92348,764924,8.3,307,614,2,All,2007,Jan
333,Campings,120995,847154,7,482,929,1.9,All,2007,Feb
334,Campings,222568,1048252,4.7,257,1365,5.3,All,2007,Mar
335,Campings,523728,2019608,3.9,4524,12358,2.7,All,2007,Apr
336,Campings,433816,1741122,4,4085,10049,2.5,All,2007,May
337,Campings,728090,2767090,3.8,14140,48919,3.5,All,2007,Jun
338,Campings,1439517,7211117,5,69453,273888,3.9,All,2007,Jul
339,Campings,1824566,9732542,5.3,112094,410957,3.7,All,2007,Aug
340,Campings,559357,2484233,4.4,14020,49720,3.6,All,2007,Sep
341,Campings,239627,1103141,4.6,770,1544,2,All,2007,Oct
342,Campings,149208,803166,5.4,1403,2942,2.1,All,2007,Nov
343,Campings,123286,812383,6.6,371,754,2,All,2007,Dec
344,Campings,98588,804202,8.2,404,533,1.3,All,2008,Jan
345,Campings,130851,867236,6.6,438,683,1.6,All,2008,Feb
346,Campings,346002,1611867,4.7,2252,7187,3.2,All,2008,Mar
347,Campings,326294,1318818,4,2128,8900,4.2,All,2008,Apr
348,Campings,455136,1883187,4.1,3552,10823,3.1,All,2008,May
349,Campings,677078,2678350,4,17017,61874,3.6,All,2008,Jun
350,Campings,1412116,7223874,5.1,71544,277925,3.9,All,2008,Jul
351,Campings,1836059,9658701,5.3,105991,395695,3.7,All,2008,Aug
352,Campings,526153,2430331,4.6,11432,52746,4.6,All,2008,Sep
353,Campings,214447,1064457,5,633,1491,2.4,All,2008,Oct
354,Campings,123931,750743,6.1,532,1034,1.9,All,2008,Nov
355,Campings,114244,778684,6.8,221,432,2,All,2008,Dec
356,Campings,94151,806483,8.6,126,169,1.3,All,2009,Jan
357,Campings,114637,831897,7.3,356,578,1.6,All,2009,Feb
358,Campings,197558,1032910,5.2,935,1717,1.8,All,2009,Mar
359,Campings,473928,1800424,3.8,4412,14013,3.2,All,2009,Apr
360,Campings,474931,1866665,3.9,4134,15136,3.7,All,2009,May
361,Campings,659521,2687509,4.1,18302,66531,3.6,All,2009,Jun
362,Campings,1413583,6922832,4.9,66835,272361,4.1,All,2009,Jul
363,Campings,1754069,9378956,5.4,103423,401702,3.9,All,2009,Aug
364,Campings,510723,2453471,4.8,15848,67740,4.3,All,2009,Sep
365,Campings,262725,1186459,4.5,876,1907,2.2,All,2009,Oct
366,Campings,114480,740855,6.5,347,708,2,All,2009,Nov
367,Campings,109308,810821,7.4,225,464,2.1,All,2009,Dec
368,Campings,90918,812621,8.9,166,310,1.9,All,2010,Jan
369,Campings,103496,823502,8,268,475,1.8,All,2010,Feb
370,Campings,215418,1083884,5,1335,2303,1.7,All,2010,Mar
371,Campings,439940,1768155,4,4137,10967,2.7,All,2010,Apr
372,Campings,462850,1887968,4.1,4679,11073,2.4,All,2010,May
373,Campings,655687,2781886,4.2,17377,62442,3.6,All,2010,Jun
374,Campings,1407573,6972649,5,77417,287387,3.7,All,2010,Jul
375,Campings,1761470,9530380,5.4,119043,437695,3.7,All,2010,Aug
376,Campings,514243,2394160,4.7,17381,61496,3.5,All,2010,Sep
377,Campings,256015,1235425,4.8,1052,2348,2.2,All,2010,Oct
378,Campings,101891,731304,7.2,330,652,2,All,2010,Nov
379,Campings,105562,787259,7.5,147,322,2.2,All,2010,Dec
380,Campings,89311,793632,8.9,223,363,1.6,All,2011,Jan
381,Campings,111076,823785,7.4,352,557,1.6,All,2011,Feb
382,Campings,175935,972881,5.5,420,799,1.9,All,2011,Mar
383,Campings,484355,1934737,4,4712,14242,3,All,2011,Apr
384,Campings,412952,1802880,4.4,4461,13167,3,All,2011,May
