,accommodation_type,spain_travelers,spain_nights,spain_avg_stay,galicia_travelers,galicia_nights,galicia_avg_stay,come_from,year,month
1591,Apartments,421773,3576889,..,5158,33735,..,Spain,2003,Aug
1592,Apartments,220617,1650610,..,1662,8802,..,Spain,2003,Sep
1593,Apartments,106891,588283,..,676,2419,..,Spain,2003,Oct
1594,Apartments,82139,431029,..,688,2544,..,Spain,2003,Nov
1595,Apartments,98725,465492,..,1118,3839,..,Spain,2003,Dec
1596,Apartments,73371,431480,..,647,2847,..,Spain,2004,Jan
1597,Apartments,94340,440536,..,742,3407,..,Spain,2004,Feb
1598,Apartments,103582,505548,..,734,3723,..,Spain,2004,Mar
1599,Apartments,205679,992138,..,1518,6632,..,Spain,2004,Apr
1600,Apartments,141352,716928,..,1237,4188,..,Spain,2004,May
1601,Apartments,195604,1208893,..,2370,8416,..,Spain,2004,Jun
1602,Apartments,317523,2434247,..,3840,25641,..,Spain,2004,Jul
1603,Apartments,442095,3848818,..,4388,38401,..,Spain,2004,Aug
1604,Apartments,222683,1708288,..,2016,9661,..,Spain,2004,Sep
1605,Apartments,140778,728732,..,1985,6552,..,Spain,2004,Oct
1606,Apartments,76642,418293,..,721,2560,..,Spain,2004,Nov
1607,Apartments,110146,496084,..,1527,5993,..,Spain,2004,Dec
1608,Apartments,75262,419988,..,815,3191,..,Spain,2005,Jan
1609,Apartments,95057,438531,..,1084,3830,..,Spain,2005,Feb
1610,Apartments,159741,816870,..,1704,5898,..,Spain,2005,Mar
1611,Apartments,141378,620023,..,914,3410,..,Spain,2005,Apr
1612,Apartments,164873,826074,..,1420,4381,..,Spain,2005,May
1613,Apartments,231829,1328121,..,2236,7136,..,Spain,2005,Jun
1614,Apartments,355147,2706063,..,5418,35168,..,Spain,2005,Jul
1615,Apartments,467211,4087174,..,6070,48514,..,Spain,2005,Aug
1616,Apartments,256372,1826333,..,2594,13420,..,Spain,2005,Sep
1617,Apartments,138311,720528,..,1418,5735,..,Spain,2005,Oct
1618,Apartments,88317,474779,..,1258,5138,..,Spain,2005,Nov
1619,Apartments,116330,590454,..,1401,5647,..,Spain,2005,Dec
1620,Apartments,87340,498223,..,1524,4857,..,Spain,2006,Jan
1621,Apartments,105276,491543,..,1384,5752,..,Spain,2006,Feb
1622,Apartments,112401,586912,..,1173,4990,..,Spain,2006,Mar
1623,Apartments,285219,1238056,..,2584,7762,..,Spain,2006,Apr
1624,Apartments,168291,812358,..,1516,5221,..,Spain,2006,May
1625,Apartments,261397,1472208,..,2524,8746,..,Spain,2006,Jun
1626,Apartments,374441,2805063,..,7003,34789,..,Spain,2006,Jul
1627,Apartments,495422,4175712,..,7186,45651,..,Spain,2006,Aug
1628,Apartments,310349,1976223,..,2884,12636,..,Spain,2006,Sep
1629,Apartments,168252,863564,..,2518,8436,..,Spain,2006,Oct
1630,Apartments,99129,539348,..,1064,4706,..,Spain,2006,Nov
1631,Apartments,144749,703811,..,1632,5767,..,Spain,2006,Dec
1632,Apartments,81826,502383,..,1585,3730,..,Spain,2007,Jan
1633,Apartments,111092,519271,..,1292,4646,..,Spain,2007,Feb
1634,Apartments,131627,619042,..,1494,5165,..,Spain,2007,Mar
1635,Apartments,257955,1183762,..,2978,8388,..,Spain,2007,Apr
1636,Apartments,174536,888910,..,1974,5601,..,Spain,2007,May
1637,Apartments,299589,1593325,..,2852,9738,..,Spain,2007,Jun
1638,Apartments,406593,2965577,..,6216,37421,..,Spain,2007,Jul
1639,Apartments,527911,4244149,..,7515,54211,..,Spain,2007,Aug
1640,Apartments,303341,1905453,..,3342,15970,..,Spain,2007,Sep
1641,Apartments,184388,883788,..,1972,6072,..,Spain,2007,Oct
1642,Apartments,115209,581658,..,1238,4416,..,Spain,2007,Nov
1643,Apartments,140120,669390,..,1849,5835,..,Spain,2007,Dec
1644,Apartments,88275,500779,..,1866,5313,..,Spain,2008,Jan
1645,Apartments,125564,566177,..,1863,5822,..,Spain,2008,Feb
1646,Apartments,184564,881314,..,3030,9729,..,Spain,2008,Mar
1647,Apartments,156254,725338,..,1796,5356,..,Spain,2008,Apr
1648,Apartments,226571,1042406,..,2431,7922,..,Spain,2008,May
1649,Apartments,279963,1532885,..,2758,11818,..,Spain,2008,Jun
1650,Apartments,384577,2819026,..,6121,36698,..,Spain,2008,Jul
1651,Apartments,523573,4119267,..,7910,52751,..,Spain,2008,Aug
1652,Apartments,275450,1801798,..,3362,13774,..,Spain,2008,Sep
1653,Apartments,154563,768351,..,1887,6577,..,Spain,2008,Oct
1654,Apartments,98063,506142,..,1338,4742,..,Spain,2008,Nov
1655,Apartments,129836,585046,..,2100,6312,..,Spain,2008,Dec
1656,Apartments,80403,461930,..,1462,4933,..,Spain,2009,Jan
1657,Apartments,104928,457968,..,1418,5074,..,Spain,2009,Feb
1658,Apartments,113252,517149,..,1803,5954,..,Spain,2009,Mar
1659,Apartments,223520,1024952,..,3560,11196,..,Spain,2009,Apr
1660,Apartments,206300,875670,..,2580,8413,..,Spain,2009,May
1661,Apartments,274324,1409210,..,3126,12064,..,Spain,2009,Jun
1662,Apartments,397290,2724164,..,6436,36946,..,Spain,2009,Jul
1663,Apartments,541272,3948242,..,8653,57080,..,Spain,2009,Aug
1664,Apartments,278716,1625201,..,4166,16894,..,Spain,2009,Sep
1665,Apartments,174800,737076,..,3236,9116,..,Spain,2009,Oct
1666,Apartments,100140,479732,..,1114,4277,..,Spain,2009,Nov
1667,Apartments,154058,621259,..,2520,7474,..,Spain,2009,Dec
1668,Apartments,92991,474901,..,1342,4554,..,Spain,2010,Jan
1669,Apartments,121288,496409,..,1336,4204,..,Spain,2010,Feb
1670,Apartments,161833,662032,..,2022,5752,..,Spain,2010,Mar
1671,Apartments,227143,966478,..,2948,9434,..,Spain,2010,Apr
1672,Apartments,221525,899304,..,2983,7425,..,Spain,2010,May
1673,Apartments,304143,1459273,..,3702,12372,..,Spain,2010,Jun
1674,Apartments,443102,2775818,..,6928,41714,..,Spain,2010,Jul
1675,Apartments,557470,4032640,..,8933,58858,..,Spain,2010,Aug
1676,Apartments,283052,1591165,..,5138,20010,..,Spain,2010,Sep
1677,Apartments,192441,774650,..,3073,8818,..,Spain,2010,Oct
1678,Apartments,106079,481958,..,1378,4834,..,Spain,2010,Nov
1679,Apartments,161259,631714,..,2169,7545,..,Spain,2010,Dec
1680,Apartments,99790,481185,..,1454,5138,..,Spain,2011,Jan
1681,Apartments,123422,466049,..,1484,5120,..,Spain,2011,Feb
1682,Apartments,139091,560607,..,1703,6980,..,Spain,2011,Mar
1683,Apartments,258538,1027617,..,3886,11984,..,Spain,2011,Apr
1684,Apartments,208087,824479,..,2897,9304,..,Spain,2011,May
1685,Apartments,343006,1589262,..,4204,14614,..,Spain,2011,Jun
1686,Apartments,483856,2939739,..,8294,46299,..,Spain,2011,Jul
1687,Apartments,604441,4119093,..,10223,57889,..,Spain,2011,Aug
1688,Apartments,325588,1761806,..,4928,18183,..,Spain,2011,Sep
1689,Apartments,182929,775543,..,2658,7508,..,Spain,2011,Oct
1690,Apartments,104105,501350,..,1580,5428,..,Spain,2011,Nov
1691,Apartments,144436,617571,..,1838,6747,..,Spain,2011,Dec
1692,Apartments,100414,484648,..,1329,4407,..,Spain,2012,Jan
1693,Apartments,119007,497509,..,1441,4401,..,Spain,2012,Feb
1694,Apartments,158210,615808,..,2949,7956,..,Spain,2012,Mar
1695,Apartments,246266,1014599,..,4570,16295,..,Spain,2012,Apr
1696,Apartments,202068,785228,..,3117,9989,..,Spain,2012,May
1697,Apartments,368222,1514054,..,4431,14813,..,Spain,2012,Jun
1698,Apartments,460680,2750842,..,8066,40420,..,Spain,2012,Jul
1699,Apartments,570389,3745505,..,11459,63512,..,Spain,2012,Aug
1700,Apartments,318848,1672320,..,6406,23863,..,Spain,2012,Sep
1701,Apartments,175382,706698,..,2873,8535,..,Spain,2012,Oct
1702,Apartments,110754,468249,..,2514,7445,..,Spain,2012,Nov
1703,Apartments,144510,559630,..,2405,7399,..,Spain,2012,Dec
1704,Apartments,95072,444253,..,1715,4915,..,Spain,2013,Jan
1705,Apartments,122751,472542,..,2265,5605,..,Spain,2013,Feb
1706,Apartments,234745,891090,..,2835,8474,..,Spain,2013,Mar
1707,Apartments,161637,640538,..,3080,8006,..,Spain,2013,Apr
1708,Apartments,238200,892185,..,3570,9324,..,Spain,2013,May
1709,Apartments,368383,1528032,..,5204,15829,..,Spain,2013,Jun
1710,Apartments,474270,2719646,..,8171,41316,..,Spain,2013,Jul
1711,Apartments,617929,3809529,..,12332,65947,..,Spain,2013,Aug
1712,Apartments,327017,1665803,..,5518,21728,..,Spain,2013,Sep
1713,Apartments,186966,732210,..,3322,9800,..,Spain,2013,Oct
1714,Apartments,130599,523766,..,2528,7392,..,Spain,2013,Nov
1715,Apartments,163480,633424,..,2974,9980,..,Spain,2013,Dec
1716,Apartments,99561,452611,..,1886,5920,..,Spain,2014,Jan
1717,Apartments,131042,467980,..,2313,6445,..,Spain,2014,Feb
1718,Apartments,149089,568019,..,2701,7720,..,Spain,2014,Mar
1719,Apartments,274295,1026343,..,4083,12498,..,Spain,2014,Apr
1720,Apartments,264240,954075,..,3702,10134,..,Spain,2014,May
1721,Apartments,366499,1580319,..,3907,16164,..,Spain,2014,Jun
1722,Apartments,475069,2728140,..,9252,52542,..,Spain,2014,Jul
1723,Apartments,652696,3978030,..,12877,79467,..,Spain,2014,Aug
1724,Apartments,350110,1663049,..,5778,21821,..,Spain,2014,Sep
1725,Apartments,208060,762341,..,2786,8099,..,Spain,2014,Oct
1726,Apartments,133782,506054,..,2303,7633,..,Spain,2014,Nov
1727,Apartments,179801,630535,..,2919,9013,..,Spain,2014,Dec
1728,Apartments,126008,513686,..,2256,7639,..,Spain,2015,Jan
1729,Apartments,152894,498915,..,3492,9961,..,Spain,2015,Feb
1730,Apartments,184627,637419,..,3708,9220,..,Spain,2015,Mar
1731,Apartments,287368,1009594,..,4805,13698,..,Spain,2015,Apr
1732,Apartments,302212,1003398,..,4487,11629,..,Spain,2015,May
1733,Apartments,401461,1688788,..,5357,20372,..,Spain,2015,Jun
1734,Apartments,540633,3007947,..,12751,64888,..,Spain,2015,Jul
1735,Apartments,676479,4167730,..,15569,84965,..,Spain,2015,Aug
1736,Apartments,367836,1795636,..,6982,25238,..,Spain,2015,Sep
1737,Apartments,274322,963984,..,4301,12082,..,Spain,2015,Oct
1738,Apartments,156545,562000,..,2993,9137,..,Spain,2015,Nov
1739,Apartments,231433,791643,..,3642,10787,..,Spain,2015,Dec
1740,Apartments,152989,594807,..,4297,11227,..,Spain,2016,Jan
1741,Apartments,179969,605573,..,5569,13012,..,Spain,2016,Feb
1742,Apartments,291456,1041026,..,7614,24385,..,Spain,2016,Mar
1743,Apartments,266249,857649,..,5363,14898,..,Spain,2016,Apr
1744,Apartments,328814,1154271,..,5944,16596,..,Spain,2016,May
1745,Apartments,443828,1846421,..,8941,27620,..,Spain,2016,Jun
1746,Apartments,631517,3352625,..,16454,77763,..,Spain,2016,Jul
1747,Apartments,695989,4282437,..,20699,100947,..,Spain,2016,Aug
1748,Apartments,437114,1989529,..,9778,34481,..,Spain,2016,Sep
1749,Apartments,285593,1047700,..,7709,20326,..,Spain,2016,Oct
1750,Apartments,177156,645325,..,4169,12127,..,Spain,2016,Nov
1751,Apartments,257953,897689,..,4582,14158,..,Spain,2016,Dec
1752,Apartments,163263,650999,..,3424,10150,..,Spain,2017,Jan
1753,Apartments,190841,649497,..,4881,13087,..,Spain,2017,Feb
1754,Apartments,223393,738082,..,4314,12809,..,Spain,2017,Mar
1755,Apartments,458656,1530402,..,10446,27725,..,Spain,2017,Apr
1756,Apartments,337768,1172680,..,6986,17843,..,Spain,2017,May
1757,Apartments,507584,1985335,..,9403,29533,..,Spain,2017,Jun
1758,Apartments,662595,3539791,..,18554,83872,..,Spain,2017,Jul
1759,Apartments,752847,4546676,..,22362,104466,..,Spain,2017,Aug
1760,Apartments,484616,2079239,..,11061,41128,..,Spain,2017,Sep
1761,Apartments,300886,1073590,..,8557,22125,..,Spain,2017,Oct
1762,Apartments,187852,661329,..,4149,11567,..,Spain,2017,Nov
1763,Apartments,280473,954832,..,4954,14742,..,Spain,2017,Dec
1764,Apartments,162496,615723,..,3147,9025,..,Spain,2018,Jan
1765,Apartments,198534,648003,..,3390,9528,..,Spain,2018,Feb
1766,Apartments,312809,1057124,..,5982,16461,..,Spain,2018,Mar
1767,Apartments,315024,1058606,..,6743,17087,..,Spain,2018,Apr
1768,Apartments,331768,1161416,..,6883,16588,..,Spain,2018,May
1769,Apartments,511590,1924422,..,9639,26869,..,Spain,2018,Jun
1770,Apartments,662484,3409285,..,17810,82436,..,Spain,2018,Jul
1771,Apartments,777595,4404736,..,23759,108847,..,Spain,2018,Aug
1772,Apartments,482052,2085158,..,11289,40409,..,Spain,2018,Sep
1773,Apartments,304669,1044060,..,7357,20891,..,Spain,2018,Oct
1774,Apartments,216671,734863,..,4167,10877,..,Spain,2018,Nov
1775,Apartments,279916,960547,..,5188,14011,..,Spain,2018,Dec
1776,Apartments,159484,598954,..,3457,8580,..,Spain,2019,Jan
1777,Apartments,202033,623450,..,3366,8509,..,Spain,2019,Feb
1778,Apartments,272196,830914,..,4782,11883,..,Spain,2019,Mar
1779,Apartments,390879,1324421,..,8943,29729,..,Spain,2019,Apr
1780,Apartments,378883,1246123,..,7540,28271,..,Spain,2019,May
1781,Apartments,545008,2025538,..,9770,32303,..,Spain,2019,Jun
1782,Apartments,672023,3374071,..,20532,95737,..,Spain,2019,Jul
1783,Apartments,834401,4581486,..,24618,113901,..,Spain,2019,Aug
1784,Apartments,480084,2034461,..,15176,49890,..,Spain,2019,Sep
1785,Apartments,309995,967028,..,9588,21696,..,Spain,2019,Oct
1786,Apartments,236062,732923,..,5371,12802,..,Spain,2019,Nov
1787,Apartments,291501,926390,..,5994,16087,..,Spain,2019,Dec
1788,Apartments,190249,662623,..,3928,12357,..,Spain,2020,Jan
1789,Apartments,243027,726154,..,4719,13525,..,Spain,2020,Feb
1790,Apartments,61539,282699,..,1572,7002,..,Spain,2020,Mar
1791,Apartments,0,0,..,0,0,..,Spain,2020,Apr
1792,Apartments,..,..,..,..,..,..,Spain,2020,May
1793,Apartments,108093,382767,..,4930,16895,..,Spain,2020,Jun
1794,Apartments,506894,2320686,..,18529,78259,..,Spain,2020,Jul
1795,Apartments,748104,3907502,..,24949,114308,..,Spain,2020,Aug
1796,Apartments,354397,1482058,..,11974,37578,..,Spain,2020,Sep
1797,Apartments,195968,721181,..,5242,15229,..,Spain,2020,Oct
1798,Apartments,..,..,..,2204,10071,..,Spain,2020,Nov
1799,Apartments,95398,445582,..,2161,11264,..,Spain,2020,Dec
1800,Apartments,76755,388882,..,1850,9750,..,Spain,2021,Jan
1801,Apartments,73061,370833,..,963,7642,..,Spain,2021,Feb
1802,Apartments,129207,528702,..,4197,11169,..,Spain,2021,Mar
1803,Apartments,168096,652571,..,6315,16464,..,Spain,2021,Apr
1804,Apartments,261612,897734,..,7821,18727,..,Spain,2021,May
1805,Apartments,510534,1911764,..,12689,39371,..,Spain,2021,Jun
1806,Apartments,889744,4223363,..,27587,115341,..,Spain,2021,Jul
1807,Apartments,1048708,5725927,..,30781,143306,..,Spain,2021,Aug
1808,Apartments,564063,2458215,..,17041,56489,..,Spain,2021,Sep
1809,Apartments,432997,1444935,..,12357,32570,..,Spain,2021,Oct
1810,Apartments,234940,820919,..,5393,16483,..,Spain,2021,Nov
1811,Apartments,324626,1115504,..,7200,22265,..,Spain,2021,Dec
1812,Apartments,204151,781933,..,4582,14765,..,Spain,2022,Jan
1813,Apartments,251639,825895,..,7636,19934,..,Spain,2022,Feb
1814,Apartments,240405,857664,..,5616,16326,..,Spain,2022,Mar
1815,Apartments,479919,1527313,..,16270,36455,..,Spain,2022,Apr
1816,Apartments,422758,1370809,..,11629,27342,..,Spain,2022,May
1817,Apartments,622707,2372225,..,13979,38809,..,Spain,2022,Jun
1818,Apartments,820502,3854632,..,30211,115059,..,Spain,2022,Jul
1819,Apartments,910736,4757494,..,32584,142170,..,Spain,2022,Aug
1820,Rural Tourism,43967,98256,..,3112,4579,..,Spain,2001,Jan
1821,Rural Tourism,59594,117510,..,3755,6119,..,Spain,2001,Feb
1822,Rural Tourism,71449,134499,..,3677,5094,..,Spain,2001,Mar
1823,Rural Tourism,114480,328653,..,8849,19819,..,Spain,2001,Apr
1824,Rural Tourism,65169,135102,..,5046,8199,..,Spain,2001,May
1825,Rural Tourism,78638,164525,..,6531,11269,..,Spain,2001,Jun
1826,Rural Tourism,113700,391311,..,11132,29292,..,Spain,2001,Jul
1827,Rural Tourism,158525,739833,..,20723,64045,..,Spain,2001,Aug
1828,Rural Tourism,93896,253393,..,9722,21428,..,Spain,2001,Sep
1829,Rural Tourism,105092,238302,..,7865,14814,..,Spain,2001,Oct
1830,Rural Tourism,81135,193276,..,6385,10736,..,Spain,2001,Nov
1831,Rural Tourism,101121,273132,..,6111,12664,..,Spain,2001,Dec
1832,Rural Tourism,46204,106005,..,3126,5429,..,Spain,2002,Jan
1833,Rural Tourism,69567,137122,..,4306,7042,..,Spain,2002,Feb
1834,Rural Tourism,122265,335056,..,9583,21641,..,Spain,2002,Mar
1835,Rural Tourism,82509,183223,..,5420,9925,..,Spain,2002,Apr
1836,Rural Tourism,90606,206458,..,7359,14113,..,Spain,2002,May
1837,Rural Tourism,88806,198268,..,6852,12815,..,Spain,2002,Jun
1838,Rural Tourism,125306,426038,..,14728,40097,..,Spain,2002,Jul
1839,Rural Tourism,183821,839262,..,24712,80853,..,Spain,2002,Aug
1840,Rural Tourism,102802,274594,..,11115,25625,..,Spain,2002,Sep
1841,Rural Tourism,112914,226323,..,9031,15172,..,Spain,2002,Oct
1842,Rural Tourism,94500,201090,..,6688,12063,..,Spain,2002,Nov
1843,Rural Tourism,94500,201090,..,6688,12063,..,Spain,2002,Dec
1844,Rural Tourism,50644,120410,..,3438,5571,..,Spain,2003,Jan
1845,Rural Tourism,75161,130945,..,5190,7330,..,Spain,2003,Feb
1846,Rural Tourism,93011,187422,..,6695,10606,..,Spain,2003,Mar
1847,Rural Tourism,133314,370859,..,10684,23514,..,Spain,2003,Apr
1848,Rural Tourism,93198,238959,..,7332,14567,..,Spain,2003,May
1849,Rural Tourism,97471,219791,..,7887,13346,..,Spain,2003,Jun
1850,Rural Tourism,134652,450465,..,14377,34602,..,Spain,2003,Jul
1851,Rural Tourism,191124,930713,..,24769,79712,..,Spain,2003,Aug
1852,Rural Tourism,113595,308508,..,11404,25523,..,Spain,2003,Sep
1853,Rural Tourism,114491,239801,..,8339,14344,..,Spain,2003,Oct
1854,Rural Tourism,96667,199815,..,6267,10218,..,Spain,2003,Nov
1855,Rural Tourism,129376,327689,..,10546,19808,..,Spain,2003,Dec
1856,Rural Tourism,66726,180006,..,4628,7817,..,Spain,2004,Jan
1857,Rural Tourism,96549,190342,..,6513,10766,..,Spain,2004,Feb
1858,Rural Tourism,116986,252083,..,7888,13301,..,Spain,2004,Mar
1859,Rural Tourism,159557,428502,..,13283,27563,..,Spain,2004,Apr
1860,Rural Tourism,113427,233007,..,11538,18858,..,Spain,2004,May
1861,Rural Tourism,124093,286488,..,11970,20478,..,Spain,2004,Jun
1862,Rural Tourism,153863,537927,..,18248,41043,..,Spain,2004,Jul
1863,Rural Tourism,218510,1068940,..,29864,89155,..,Spain,2004,Aug
1864,Rural Tourism,125570,337443,..,14703,29258,..,Spain,2004,Sep
1865,Rural Tourism,164769,394418,..,14469,27553,..,Spain,2004,Oct
1866,Rural Tourism,106177,214142,..,6904,11760,..,Spain,2004,Nov
1867,Rural Tourism,142064,419333,..,9927,20058,..,Spain,2004,Dec
1868,Rural Tourism,67160,162065,..,4435,7075,..,Spain,2005,Jan
1869,Rural Tourism,90336,197379,..,5013,7907,..,Spain,2005,Feb
1870,Rural Tourism,161912,463972,..,10739,23345,..,Spain,2005,Mar
1871,Rural Tourism,131804,249743,..,7383,11905,..,Spain,2005,Apr
1872,Rural Tourism,132048,294388,..,9461,16529,..,Spain,2005,May
1873,Rural Tourism,134539,309317,..,9635,17683,..,Spain,2005,Jun
1874,Rural Tourism,188174,675178,..,19244,48420,..,Spain,2005,Jul
1875,Rural Tourism,256934,1267731,..,29741,97977,..,Spain,2005,Aug
1876,Rural Tourism,150769,401429,..,13673,28931,..,Spain,2005,Sep
1877,Rural Tourism,162694,378027,..,10876,20389,..,Spain,2005,Oct
1878,Rural Tourism,124608,257787,..,7489,12992,..,Spain,2005,Nov
1879,Rural Tourism,169426,431592,..,8877,17002,..,Spain,2005,Dec
1880,Rural Tourism,91538,214552,..,4851,8281,..,Spain,2006,Jan
1881,Rural Tourism,114967,239301,..,6269,10380,..,Spain,2006,Feb
1882,Rural Tourism,147768,306562,..,6512,11356,..,Spain,2006,Mar
1883,Rural Tourism,247385,675067,..,15184,32946,..,Spain,2006,Apr
1884,Rural Tourism,145348,316619,..,8780,14846,..,Spain,2006,May
1885,Rural Tourism,161756,353097,..,10713,19415,..,Spain,2006,Jun
1886,Rural Tourism,217720,735969,..,19011,48583,..,Spain,2006,Jul
1887,Rural Tourism,295265,1409161,..,29044,95839,..,Spain,2006,Aug
1888,Rural Tourism,179097,467547,..,12405,25667,..,Spain,2006,Sep
1889,Rural Tourism,198967,486912,..,10031,19263,..,Spain,2006,Oct
1890,Rural Tourism,156988,331155,..,7036,12013,..,Spain,2006,Nov
1891,Rural Tourism,223436,598633,..,10070,20433,..,Spain,2006,Dec
1892,Rural Tourism,92597,210314,..,4419,8248,..,Spain,2007,Jan
1893,Rural Tourism,127780,264708,..,5634,9332,..,Spain,2007,Feb
1894,Rural Tourism,169901,340154,..,8245,14516,..,Spain,2007,Mar
1895,Rural Tourism,269813,780927,..,13713,31583,..,Spain,2007,Apr
1896,Rural Tourism,165399,352389,..,9416,17284,..,Spain,2007,May
1897,Rural Tourism,191722,408773,..,12167,21491,..,Spain,2007,Jun
1898,Rural Tourism,229579,779978,..,17865,46075,..,Spain,2007,Jul
1899,Rural Tourism,323574,1443893,..,32225,97418,..,Spain,2007,Aug
1900,Rural Tourism,187274,484586,..,14479,31647,..,Spain,2007,Sep
1901,Rural Tourism,221486,521327,..,12654,24776,..,Spain,2007,Oct
1902,Rural Tourism,175376,428421,..,9631,17551,..,Spain,2007,Nov
1903,Rural Tourism,227910,622713,..,9832,20162,..,Spain,2007,Dec
1904,Rural Tourism,94994,222154,..,4088,7610,..,Spain,2008,Jan
1905,Rural Tourism,146510,291846,..,6697,11102,..,Spain,2008,Feb
1906,Rural Tourism,223082,661224,..,12501,29132,..,Spain,2008,Mar
1907,Rural Tourism,170283,347275,..,7611,13696,..,Spain,2008,Apr
1908,Rural Tourism,188874,481692,..,12053,23196,..,Spain,2008,May
1909,Rural Tourism,191315,437415,..,10783,21498,..,Spain,2008,Jun
1910,Rural Tourism,236103,770555,..,16717,44939,..,Spain,2008,Jul
1911,Rural Tourism,318734,1446976,..,27840,88347,..,Spain,2008,Aug
1912,Rural Tourism,190899,485496,..,13996,28143,..,Spain,2008,Sep
1913,Rural Tourism,206847,432702,..,11430,20741,..,Spain,2008,Oct
1914,Rural Tourism,172383,344850,..,9813,16328,..,Spain,2008,Nov
1915,Rural Tourism,220944,553669,..,11567,21388,..,Spain,2008,Dec
1916,Rural Tourism,93478,251416,..,4375,7281,..,Spain,2009,Jan
1917,Rural Tourism,129787,256989,..,6584,10495,..,Spain,2009,Feb
1918,Rural Tourism,173301,377638,..,8992,15717,..,Spain,2009,Mar
1919,Rural Tourism,257825,695788,..,13106,26922,..,Spain,2009,Apr
1920,Rural Tourism,192493,423731,..,11129,20965,..,Spain,2009,May
1921,Rural Tourism,186232,426948,..,12154,22658,..,Spain,2009,Jun
1922,Rural Tourism,257089,780128,..,20125,46705,..,Spain,2009,Jul
1923,Rural Tourism,326356,1478869,..,32245,95200,..,Spain,2009,Aug
1924,Rural Tourism,202160,504378,..,15004,29761,..,Spain,2009,Sep
1925,Rural Tourism,234174,537013,..,14188,25584,..,Spain,2009,Oct
1926,Rural Tourism,172657,351492,..,8843,13915,..,Spain,2009,Nov
1927,Rural Tourism,223319,578401,..,11325,21003,..,Spain,2009,Dec
1928,Rural Tourism,100003,257816,..,4776,7807,..,Spain,2010,Jan
1929,Rural Tourism,129096,259748,..,5120,8294,..,Spain,2010,Feb
1930,Rural Tourism,194783,411382,..,9578,17186,..,Spain,2010,Mar
1931,Rural Tourism,201763,555229,..,12841,24933,..,Spain,2010,Apr
1932,Rural Tourism,186022,359912,..,13943,23026,..,Spain,2010,May
1933,Rural Tourism,193096,423403,..,14870,25982,..,Spain,2010,Jun
1934,Rural Tourism,238836,748181,..,22498,50240,..,Spain,2010,Jul
1935,Rural Tourism,311780,1401639,..,30797,87731,..,Spain,2010,Aug
1936,Rural Tourism,186492,442536,..,17730,30455,..,Spain,2010,Sep
1937,Rural Tourism,252215,586830,..,17848,32245,..,Spain,2010,Oct
1938,Rural Tourism,140270,281980,..,9725,15459,..,Spain,2010,Nov
1939,Rural Tourism,226249,613957,..,10561,20514,..,Spain,2010,Dec
1940,Rural Tourism,88468,204466,..,3482,5193,..,Spain,2011,Jan
1941,Rural Tourism,128200,258876,..,3664,5574,..,Spain,2011,Feb
1942,Rural Tourism,154317,313202,..,5830,9828,..,Spain,2011,Mar
1943,Rural Tourism,249151,613955,..,10783,20745,..,Spain,2011,Apr
1944,Rural Tourism,177240,357226,..,8126,13870,..,Spain,2011,May
1945,Rural Tourism,209044,457910,..,10817,18992,..,Spain,2011,Jun
1946,Rural Tourism,264501,820440,..,17261,36652,..,Spain,2011,Jul
1947,Rural Tourism,329230,1407791,..,25066,79196,..,Spain,2011,Aug
1948,Rural Tourism,191872,438581,..,11368,21165,..,Spain,2011,Sep
1949,Rural Tourism,219542,475481,..,11750,19396,..,Spain,2011,Oct
1950,Rural Tourism,154702,314614,..,6792,10972,..,Spain,2011,Nov
1951,Rural Tourism,212325,496378,..,7592,14161,..,Spain,2011,Dec
1952,Rural Tourism,93046,211579,..,3231,5052,..,Spain,2012,Jan
1953,Rural Tourism,121177,242716,..,4397,6355,..,Spain,2012,Feb
1954,Rural Tourism,164296,315116,..,6255,8862,..,Spain,2012,Mar
1955,Rural Tourism,244897,654763,..,10001,20545,..,Spain,2012,Apr
1956,Rural Tourism,164201,325000,..,7821,13035,..,Spain,2012,May
1957,Rural Tourism,183083,374475,..,8579,14921,..,Spain,2012,Jun
1958,Rural Tourism,237859,695715,..,13761,29260,..,Spain,2012,Jul
1959,Rural Tourism,313989,1265588,..,22296,62665,..,Spain,2012,Aug
1960,Rural Tourism,174868,395433,..,11061,20215,..,Spain,2012,Sep
1961,Rural Tourism,211870,457177,..,11235,18957,..,Spain,2012,Oct
1962,Rural Tourism,154721,351437,..,6233,10304,..,Spain,2012,Nov
1963,Rural Tourism,216028,508761,..,8823,12964,..,Spain,2012,Dec
1964,Rural Tourism,71387,155621,..,2382,3722,..,Spain,2013,Jan
1965,Rural Tourism,99693,187970,..,4664,6477,..,Spain,2013,Feb
1966,Rural Tourism,204041,514445,..,7730,14817,..,Spain,2013,Mar
1967,Rural Tourism,127275,259726,..,4057,6424,..,Spain,2013,Apr
1968,Rural Tourism,158278,325174,..,7227,12134,..,Spain,2013,May
1969,Rural Tourism,186847,389560,..,8922,14830,..,Spain,2013,Jun
1970,Rural Tourism,216001,645947,..,13453,31832,..,Spain,2013,Jul
1971,Rural Tourism,313224,1189338,..,25301,69570,..,Spain,2013,Aug
1972,Rural Tourism,172913,385335,..,11602,22233,..,Spain,2013,Sep
1973,Rural Tourism,182965,352630,..,7541,12346,..,Spain,2013,Oct
1974,Rural Tourism,178491,355939,..,7194,11828,..,Spain,2013,Nov
