destination,year,month,travellers_Spain,nights_Spain,travellers_Foreign,nights_Foreign,travellers_All,nights_All,avg_stay_All
Ribadeo,2010,Aug,13380.0,23701.0,1256.0,1892.0,14636.0,25593.0,1.8
Ribadeo,2010,Sep,5656.0,9622.0,991.0,1602.0,6647.0,11224.0,1.7
Ribadeo,2010,Oct,4048.0,6142.0,782.0,1154.0,4830.0,7296.0,1.5
Ribadeo,2010,Nov,2470.0,4054.0,237.0,560.0,2707.0,4614.0,1.7
Ribadeo,2010,Dec,2360.0,3576.0,100.0,450.0,2460.0,4026.0,1.6
Ribadeo,2012,Jan,1305.0,2203.0,95.0,308.0,1400.0,2511.0,1.8
Ribadeo,2012,Feb,1595.0,2851.0,90.0,124.0,1685.0,2975.0,1.8
Ribadeo,2012,Mar,2045.0,3692.0,170.0,418.0,2215.0,4110.0,1.9
Ribadeo,2012,Apr,2689.0,5357.0,319.0,482.0,3008.0,5839.0,1.9
Ribadeo,2012,May,1994.0,3328.0,1059.0,1471.0,3053.0,4799.0,1.6
Ribadeo,2012,Jun,3747.0,5990.0,961.0,1445.0,4708.0,7435.0,1.6
Ribadeo,2012,Jul,6406.0,14130.0,890.0,1184.0,7296.0,15314.0,2.1
Ribadeo,2012,Aug,9389.0,19139.0,1091.0,1382.0,10480.0,20521.0,2.0
Ribadeo,2012,Sep,5427.0,9292.0,1162.0,1244.0,6589.0,10536.0,1.6
Ribadeo,2012,Oct,3917.0,5570.0,747.0,844.0,4664.0,6414.0,1.4
Ribadeo,2012,Nov,1891.0,2984.0,168.0,171.0,2059.0,3155.0,1.5
Ribadeo,2012,Dec,1642.0,2750.0,67.0,76.0,1709.0,2826.0,1.7
Ribadeo,2013,Jan,1375.0,2058.0,69.0,86.0,1444.0,2144.0,1.5
Ribadeo,2013,Feb,1371.0,2151.0,50.0,62.0,1421.0,2213.0,1.6
Ribadeo,2013,Mar,2926.0,4518.0,215.0,294.0,3141.0,4812.0,1.5
Ribadeo,2013,Apr,2316.0,3409.0,436.0,583.0,2752.0,3992.0,1.5
Ribadeo,2013,May,3355.0,5272.0,897.0,1034.0,4252.0,6306.0,1.5
Ribadeo,2013,Jun,4511.0,6680.0,1241.0,1627.0,5752.0,8307.0,1.4
Ribadeo,2013,Jul,9297.0,17220.0,1635.0,2157.0,10932.0,19377.0,1.8
Ribadeo,2013,Aug,15595.0,23438.0,1882.0,2315.0,17477.0,25753.0,1.5
Ribadeo,2013,Sep,7107.0,10716.0,1564.0,2194.0,8671.0,12910.0,1.5
Ribadeo,2013,Oct,4214.0,5698.0,712.0,1346.0,4926.0,7044.0,1.4
Ribadeo,2013,Nov,2359.0,3288.0,97.0,270.0,2456.0,3558.0,1.5
Ribadeo,2013,Dec,2195.0,2822.0,54.0,295.0,2249.0,3117.0,1.4
Ribadeo,2014,Jan,1191.0,1704.0,124.0,356.0,1315.0,2060.0,1.6
Ribadeo,2014,Feb,1739.0,2215.0,101.0,184.0,1840.0,2399.0,1.3
Ribadeo,2014,Mar,2400.0,3281.0,233.0,405.0,2633.0,3686.0,1.4
Ribadeo,2014,Apr,4071.0,6214.0,626.0,995.0,4697.0,7209.0,1.5
Ribadeo,2014,May,3197.0,4595.0,1613.0,1978.0,4810.0,6573.0,1.4
Ribadeo,2014,Jun,4415.0,6403.0,1598.0,2161.0,6013.0,8564.0,1.4
Ribadeo,2014,Jul,8612.0,16058.0,1635.0,2544.0,10247.0,18602.0,1.8
Ribadeo,2014,Aug,10931.0,21587.0,1845.0,2643.0,12776.0,24230.0,1.9
Ribadeo,2014,Sep,7233.0,12098.0,1272.0,1625.0,8505.0,13723.0,1.6
Ribadeo,2014,Oct,4365.0,6380.0,537.0,718.0,4902.0,7098.0,1.5
Ribadeo,2014,Nov,2154.0,3044.0,143.0,417.0,2297.0,3461.0,1.5
Ribadeo,2014,Dec,2804.0,4183.0,179.0,234.0,2983.0,4417.0,1.5
Ribadeo,2015,Jan,1432.0,2123.0,187.0,281.0,1619.0,2404.0,1.5
Ribadeo,2015,Feb,1660.0,2485.0,197.0,405.0,1857.0,2890.0,1.6
Ribadeo,2015,Mar,2911.0,4204.0,309.0,679.0,3220.0,4883.0,1.5
Ribadeo,2015,Apr,3759.0,5994.0,438.0,761.0,4197.0,6755.0,1.6
Ribadeo,2015,May,4002.0,6177.0,1342.0,2180.0,5344.0,8357.0,1.6
Ribadeo,2015,Jun,5063.0,7537.0,1756.0,2359.0,6819.0,9896.0,1.5
Ribadeo,2015,Jul,10075.0,18083.0,1399.0,1900.0,11474.0,19983.0,1.7
Ribadeo,2015,Aug,11310.0,22046.0,1436.0,1888.0,12746.0,23934.0,1.9
Ribadeo,2015,Sep,7213.0,11154.0,1770.0,2314.0,8983.0,13468.0,1.5
Ribadeo,2015,Oct,4846.0,6803.0,914.0,1414.0,5760.0,8217.0,1.4
Ribadeo,2015,Nov,2853.0,3930.0,182.0,251.0,3035.0,4181.0,1.4
Ribadeo,2015,Dec,2762.0,3787.0,115.0,528.0,2877.0,4315.0,1.5
Ribadeo,2016,Feb,1162.0,1628.0,1162.0,1628.0,2324.0,3256.0,1.4010327022375215
Ribadeo,2016,Mar,3830.0,6534.0,372.0,672.0,4202.0,7206.0,1.7
Ribadeo,2016,Apr,3222.0,4401.0,594.0,785.0,3816.0,5186.0,1.4
Ribadeo,2016,May,4395.0,6644.0,1599.0,2256.0,5994.0,8900.0,1.5
Ribadeo,2016,Jun,6812.0,9669.0,2009.0,2759.0,8821.0,12428.0,1.4
Ribadeo,2016,Jul,10024.0,17201.0,1702.0,2369.0,11726.0,19570.0,1.7
Ribadeo,2016,Aug,11506.0,20942.0,1734.0,2369.0,13240.0,23311.0,1.8
Ribadeo,2016,Sep,8471.0,13550.0,2054.0,3223.0,10525.0,16773.0,1.6
Ribadeo,2016,Oct,5272.0,7844.0,848.0,1430.0,6120.0,9274.0,1.5
Ribadeo,2016,Nov,3180.0,4344.0,388.0,662.0,3568.0,5006.0,1.4
Ribadeo,2016,Dec,3270.0,5020.0,143.0,227.0,3413.0,5247.0,1.5
Ribadeo,2017,Jan,1610.0,3080.0,154.0,462.0,1764.0,3542.0,2.0
Ribadeo,2017,Feb,1918.0,3677.0,132.0,357.0,2050.0,4034.0,2.0
Ribadeo,2017,Mar,2052.0,4347.0,214.0,430.0,2266.0,4777.0,2.1
Ribadeo,2017,Apr,4269.0,7920.0,625.0,874.0,4894.0,8794.0,1.8
Ribadeo,2017,May,2702.0,5034.0,966.0,1446.0,3668.0,6480.0,1.8
Ribadeo,2017,Jun,4914.0,8903.0,1640.0,2415.0,6554.0,11318.0,1.7
Ribadeo,2017,Jul,8196.0,15714.0,1775.0,2422.0,9971.0,18136.0,1.8
Ribadeo,2017,Aug,10341.0,20802.0,1804.0,2888.0,12145.0,23690.0,2.0
Ribadeo,2017,Sep,6507.0,11440.0,1788.0,2531.0,8295.0,13971.0,1.7
Ribadeo,2017,Oct,4267.0,7929.0,691.0,913.0,4958.0,8842.0,1.8
Ribadeo,2018,Mar,2369.0,5249.0,198.0,238.0,2567.0,5487.0,2.1
Ribadeo,2018,Apr,2903.0,5766.0,562.0,694.0,3465.0,6460.0,1.9
Ribadeo,2018,May,2953.0,5465.0,1593.0,2180.0,4546.0,7645.0,1.7
Ribadeo,2018,Jun,4363.0,8023.0,1141.0,2125.0,5504.0,10148.0,1.8
Ribadeo,2018,Jul,5490.0,10994.0,1314.0,2127.0,6804.0,13121.0,1.9
Ribadeo,2018,Aug,9019.0,18471.0,1779.0,2569.0,10798.0,21040.0,2.0
Ribadeo,2018,Sep,5676.0,10988.0,1972.0,2893.0,7648.0,13881.0,1.8
Ribadeo,2018,Oct,3111.0,6421.0,616.0,912.0,3727.0,7333.0,2.0
Ribadeo,2019,Jan,1384.0,2632.0,208.0,427.0,1592.0,3059.0,1.9
Ribadeo,2019,Feb,1398.0,2630.0,127.0,226.0,1525.0,2856.0,1.9
Ribadeo,2019,Mar,2206.0,3895.0,226.0,313.0,2432.0,4208.0,1.7
Ribadeo,2019,Apr,3388.0,6308.0,1235.0,1611.0,4623.0,7919.0,1.7
Ribadeo,2019,May,3469.0,6021.0,1055.0,1708.0,4524.0,7729.0,1.7
Ribadeo,2019,Jun,4477.0,8351.0,1700.0,2529.0,6177.0,10880.0,1.8
Ribadeo,2019,Jul,6998.0,13071.0,2582.0,3494.0,9580.0,16565.0,1.7
Ribadeo,2019,Aug,9795.0,19691.0,3084.0,3814.0,12879.0,23505.0,1.8
Ribadeo,2019,Sep,5836.0,9456.0,2838.0,4042.0,8674.0,13498.0,1.6
Ribadeo,2019,Oct,3176.0,4934.0,1406.0,2250.0,4582.0,7184.0,1.6
Ribadeo,2019,Nov,2093.0,2700.0,222.0,586.0,2315.0,3286.0,1.4
Ribadeo,2019,Dec,1518.0,3474.0,106.0,471.0,1624.0,3945.0,2.4
Ribadeo,2020,Jan,1299.0,2849.0,157.0,282.0,1456.0,3131.0,2.2
Ribadeo,2020,Feb,1729.0,3528.0,108.0,474.0,1837.0,4002.0,2.2
Ribadeo,2020,Apr,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ribadeo,2020,Jul,3283.0,5782.0,436.0,746.0,3719.0,6528.0,1.8
Ribadeo,2020,Aug,8081.0,17230.0,478.0,779.0,8559.0,18009.0,2.1
Ribadeo,2020,Sep,3730.0,6346.0,207.0,1158.0,3937.0,7504.0,1.9
Ribadeo,2020,Oct,2090.0,3888.0,99.0,481.0,2189.0,4369.0,2.0
Ribadeo,2020,Nov,476.0,1171.0,19.0,189.0,495.0,1360.0,2.8
Ribadeo,2020,Dec,446.0,1369.0,21.0,187.0,467.0,1556.0,3.3
Ribadeo,2021,Jan,183.0,523.0,31.0,50.0,214.0,573.0,2.7
Ribadeo,2021,Feb,189.0,385.0,15.0,142.0,204.0,527.0,2.6
Ribadeo,2021,Mar,683.0,1117.0,55.0,514.0,738.0,1631.0,2.2
Ribadeo,2021,Apr,741.0,1298.0,73.0,195.0,814.0,1493.0,1.8
Ribadeo,2021,May,2379.0,3716.0,146.0,224.0,2525.0,3940.0,1.6
Ribadeo,2021,Jun,4569.0,8177.0,393.0,527.0,4962.0,8704.0,1.8
Ribadeo,2021,Jul,9569.0,18052.0,1574.0,1965.0,11143.0,20017.0,1.8
Ribadeo,2021,Aug,11913.0,23775.0,1774.0,2120.0,13687.0,25895.0,1.9
Ribadeo,2021,Sep,8200.0,13874.0,1903.0,2772.0,10103.0,16646.0,1.7
Ribadeo,2021,Oct,5357.0,8824.0,968.0,1241.0,6325.0,10065.0,1.6
Ribadeo,2021,Nov,1991.0,3166.0,228.0,328.0,2219.0,3494.0,1.6
Ribadeo,2021,Dec,1418.0,2358.0,213.0,302.0,1631.0,2660.0,1.6
Ribadeo,2022,Jan,961.0,1577.0,110.0,308.0,1071.0,1885.0,1.8
Ribadeo,2022,Feb,1766.0,2789.0,161.0,406.0,1927.0,3195.0,1.7
Ribadeo,2022,Mar,1838.0,2628.0,331.0,958.0,2169.0,3586.0,1.7
Ribadeo,2022,Apr,3990.0,6277.0,586.0,1064.0,4576.0,7341.0,1.6
Ribadeo,2022,May,3166.0,4828.0,1236.0,1876.0,4402.0,6704.0,1.5
Ribadeo,2022,Jun,4313.0,7193.0,1880.0,2681.0,6193.0,9874.0,1.6
Ribadeo,2022,Jul,8488.0,16683.0,2099.0,2884.0,10587.0,19567.0,1.9
Ribadeo,2022,Aug,9803.0,21464.0,2338.0,3342.0,12141.0,24806.0,2.0
Viveiro,2005,Feb,1102.9,1944.1,54.4,186.6,1157.0,2131.0,1.8
Viveiro,2005,Mar,1942.0,3256.8,164.4,361.4,2106.0,3618.0,1.7
Viveiro,2005,Apr,1568.7,2687.1,120.3,283.7,1689.0,2971.0,1.8
Viveiro,2005,May,1548.1,2963.2,108.0,236.3,1656.0,3199.0,1.9
Viveiro,2005,Jun,1708.7,3156.4,251.4,428.3,1960.0,3584.0,1.8
Viveiro,2005,Jul,3513.5,7908.6,323.7,890.3,3838.0,8799.0,2.3
Viveiro,2005,Aug,4781.4,13141.6,412.4,676.5,5193.0,13819.0,2.7
Viveiro,2005,Sep,3447.5,6074.5,310.3,596.9,3758.0,6671.0,1.8
Viveiro,2005,Oct,1732.3,3245.7,167.1,392.7,1899.0,3639.0,1.9
Viveiro,2005,Nov,1324.6,2509.1,78.6,174.4,1404.0,2683.0,1.9
Viveiro,2005,Dec,1205.6,2495.0,37.7,80.8,1244.0,2576.0,2.1
Viveiro,2006,Jan,1052.0,1990.3,73.0,209.6,1125.0,2200.0,2.0
Viveiro,2006,Feb,1108.7,1910.7,143.2,503.2,1252.0,2414.0,1.9
Viveiro,2006,Mar,1679.1,2954.2,150.9,281.0,1830.0,3235.0,1.8
Viveiro,2006,Apr,2706.1,4811.3,133.5,332.0,2839.0,5143.0,1.8
Viveiro,2006,May,1987.6,3850.4,194.7,438.7,2183.0,4289.0,2.0
Viveiro,2006,Jun,2501.4,4688.2,364.3,876.0,2865.0,5564.0,1.9
Viveiro,2006,Jul,3895.5,11275.0,520.0,2099.7,4416.0,13375.0,3.0
Viveiro,2006,Aug,5326.7,13669.5,513.9,1046.8,5841.0,14716.0,2.5
Viveiro,2006,Sep,3069.7,6097.0,313.0,505.1,3383.0,6602.0,2.0
Viveiro,2006,Oct,2017.9,3539.3,236.6,391.2,2255.0,3930.0,1.7
Viveiro,2006,Nov,1614.1,2981.4,120.3,257.0,1734.0,3238.0,1.9
Viveiro,2006,Dec,1014.4,1895.3,164.8,505.7,1179.0,2401.0,2.0
Viveiro,2007,Jan,892.0,1608.0,28.0,94.0,920.0,1702.0,1.9
Viveiro,2007,Feb,1172.0,1956.0,260.0,414.0,1432.0,2370.0,1.7
Viveiro,2007,Mar,1991.0,3671.0,128.0,264.0,2119.0,3935.0,1.9
Viveiro,2007,Apr,3015.0,5023.0,269.0,492.0,3284.0,5515.0,1.7
Viveiro,2007,May,2348.0,3894.0,142.0,225.0,2490.0,4119.0,1.7
Viveiro,2007,Jun,2545.0,4588.0,321.0,550.0,2866.0,5138.0,1.8
Viveiro,2007,Jul,3962.0,8940.0,453.0,723.0,4415.0,9663.0,2.2
Viveiro,2007,Aug,5690.0,14110.0,372.0,798.0,6062.0,14908.0,2.5
Viveiro,2007,Sep,3116.0,5904.0,435.0,729.0,3551.0,6633.0,1.9
Viveiro,2007,Oct,2374.0,4462.0,121.0,216.0,2495.0,4678.0,1.9
Viveiro,2007,Nov,1687.0,2814.0,172.0,398.0,1859.0,3212.0,1.7
Viveiro,2007,Dec,1470.0,2424.0,83.0,189.0,1553.0,2613.0,1.7
Viveiro,2008,Feb,1641.0,2474.0,105.0,348.0,1746.0,2822.0,1.6
Viveiro,2008,Mar,2208.0,4093.0,79.0,142.0,2287.0,4235.0,1.9
Viveiro,2008,May,1958.0,3548.0,232.0,468.0,2190.0,4016.0,1.8
Viveiro,2008,Jun,2464.0,4363.0,284.0,503.0,2748.0,4866.0,1.8
Viveiro,2008,Jul,3507.0,8781.0,469.0,663.0,3976.0,9444.0,2.4
Viveiro,2008,Aug,4786.0,12755.0,293.0,541.0,5079.0,13296.0,2.6
Viveiro,2008,Sep,2871.0,6016.0,384.0,800.0,3255.0,6816.0,2.1
Viveiro,2008,Nov,1235.0,2366.0,138.0,293.0,1373.0,2659.0,1.9
Viveiro,2008,Dec,951.0,1671.0,39.0,111.0,990.0,1782.0,1.8
Viveiro,2012,Jun,1705.0,3731.0,180.0,364.0,1885.0,4095.0,2.2
Viveiro,2012,Jul,2881.0,6639.0,317.0,706.0,3198.0,7345.0,2.3
Viveiro,2012,Aug,5331.0,13065.0,439.0,813.0,5770.0,13878.0,2.4
Viveiro,2013,Aug,4329.0,13733.0,305.0,670.0,4634.0,14403.0,3.1
Viveiro,2016,Jul,3102.0,6881.0,440.0,958.0,3542.0,7839.0,2.2
Viveiro,2016,Aug,4047.0,10962.0,472.0,1101.0,4519.0,12063.0,2.7
Viveiro,2017,Jul,3651.0,7953.0,467.0,1081.0,4118.0,9034.0,2.2
Viveiro,2017,Aug,4324.0,12738.0,608.0,1204.0,4932.0,13942.0,2.8
Viveiro,2017,Sep,2234.0,4297.0,856.0,2195.0,3090.0,6492.0,2.1
Viveiro,2017,Dec,2461.0,4191.0,26.0,40.0,2487.0,4231.0,1.7012464817048654
Viveiro,2018,Mar,3214.0,4978.0,171.0,827.0,3385.0,5805.0,1.7
Viveiro,2018,Apr,3314.0,5808.0,117.0,173.0,3431.0,5981.0,1.7
Viveiro,2018,May,3486.0,6379.0,452.0,753.0,3938.0,7132.0,1.8
Viveiro,2018,Jun,4740.0,10121.0,575.0,1187.0,5315.0,11308.0,2.1
Viveiro,2018,Jul,5925.0,13879.0,558.0,1553.0,6483.0,15432.0,2.4
Viveiro,2018,Aug,6883.0,22569.0,746.0,1736.0,7629.0,24305.0,3.2
Viveiro,2018,Sep,5567.0,11987.0,403.0,708.0,5970.0,12695.0,2.1
Viveiro,2018,Oct,4024.0,7681.0,572.0,1160.0,4596.0,8841.0,1.9
Viveiro,2018,Nov,2585.0,4197.0,87.0,397.0,2672.0,4594.0,1.7
Viveiro,2018,Dec,2461.0,4191.0,26.0,40.0,2487.0,4231.0,1.7
Viveiro,2019,Jan,1570.0,2735.0,102.0,179.0,1672.0,2914.0,1.7
Viveiro,2019,Feb,2339.0,3428.0,97.0,270.0,2436.0,3698.0,1.5
Viveiro,2019,Mar,2831.0,4413.0,237.0,586.0,3068.0,4999.0,1.6
Viveiro,2019,Apr,3765.0,7128.0,232.0,448.0,3997.0,7576.0,1.9
Viveiro,2019,May,4009.0,7480.0,414.0,810.0,4423.0,8290.0,1.9
Viveiro,2019,Jun,4575.0,10371.0,673.0,1401.0,5248.0,11772.0,2.2
Viveiro,2019,Jul,5354.0,14420.0,786.0,1794.0,6140.0,16214.0,2.6
Viveiro,2019,Aug,6108.0,20741.0,760.0,2225.0,6868.0,22966.0,3.3
Viveiro,2019,Sep,4905.0,9825.0,483.0,1319.0,5388.0,11144.0,2.1
Viveiro,2019,Oct,3700.0,7199.0,203.0,348.0,3903.0,7547.0,1.9
Viveiro,2019,Nov,2949.0,5754.0,56.0,181.0,3005.0,5935.0,2.0
Viveiro,2019,Dec,2316.0,3752.0,56.0,148.0,2372.0,3900.0,1.6
Viveiro,2020,Jan,2150.0,3435.0,222.0,587.0,2372.0,4022.0,1.7
Viveiro,2020,Apr,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Viveiro,2020,Jul,2012.0,4607.0,30.0,35.0,2042.0,4642.0,2.3
Viveiro,2020,Aug,4521.0,14185.0,168.0,375.0,4689.0,14560.0,3.1
Viveiro,2020,Sep,2984.0,5531.0,66.0,145.0,3050.0,5676.0,1.9
Viveiro,2020,Oct,2500.0,4012.0,73.0,96.0,2573.0,4108.0,1.6
Viveiro,2020,Nov,85.0,349.0,0.0,0.0,85.0,349.0,4.1
Viveiro,2021,Mar,1328.0,1898.0,66.0,213.0,1394.0,2111.0,1.5
Viveiro,2021,Apr,1574.0,2367.0,23.0,32.0,1597.0,2399.0,1.5
Viveiro,2021,May,2119.0,3431.0,52.0,138.0,2171.0,3569.0,1.6
Viveiro,2021,Jun,3234.0,6882.0,74.0,131.0,3308.0,7013.0,2.1
Viveiro,2021,Jul,5455.0,13778.0,173.0,341.0,5628.0,14119.0,2.5
Viveiro,2021,Aug,6826.0,19774.0,162.0,485.0,6988.0,20259.0,2.9
Viveiro,2021,Sep,4785.0,10292.0,152.0,273.0,4937.0,10565.0,2.1
Viveiro,2021,Oct,4405.0,9405.0,93.0,129.0,4498.0,9534.0,2.1
Viveiro,2021,Nov,2170.0,4145.0,58.0,126.0,2228.0,4271.0,1.9
Viveiro,2021,Dec,1830.0,3228.0,45.0,69.0,1875.0,3297.0,1.8
Viveiro,2022,Jan,1539.0,2392.0,33.0,54.0,1572.0,2446.0,1.6
Viveiro,2022,Feb,2184.0,3264.0,72.0,126.0,2256.0,3390.0,1.5
Viveiro,2022,Mar,2217.0,4278.0,53.0,69.0,2270.0,4347.0,1.9
Viveiro,2022,Apr,3506.0,5923.0,120.0,188.0,3626.0,6111.0,1.7
Viveiro,2022,May,3290.0,6228.0,174.0,220.0,3464.0,6448.0,1.9
Viveiro,2022,Jun,4246.0,8199.0,852.0,1389.0,5098.0,9588.0,1.9
Viveiro,2022,Jul,5728.0,15910.0,403.0,853.0,6131.0,16763.0,2.7
Viveiro,2022,Aug,6345.0,18660.0,430.0,973.0,6775.0,19633.0,2.9
Ourense,2005,Jan,5386.7,9324.8,289.4,560.8,5676.0,9886.0,1.7
Ourense,2005,Feb,5710.9,9780.9,883.1,1264.1,6594.0,11045.0,1.7
Ourense,2005,Mar,7412.5,14028.8,761.5,1068.1,8173.0,15097.0,1.9
Ourense,2005,Apr,7707.1,12875.6,580.3,950.7,8287.0,13827.0,1.7
Ourense,2005,May,8125.7,15809.8,904.3,1819.1,9030.0,17629.0,2.0
Ourense,2005,Jun,9514.0,15544.4,740.7,1770.5,10255.0,17314.0,1.7
Ourense,2005,Jul,8830.3,15142.1,904.1,1977.3,9734.0,17119.0,1.8
Ourense,2005,Aug,10321.0,15502.1,897.1,1502.2,11218.0,17004.0,1.5
Ourense,2005,Sep,9355.1,16311.5,694.6,1879.8,10050.0,18192.0,1.8
Ourense,2005,Oct,9380.3,15211.8,621.2,2260.7,10001.0,17473.0,1.8
Ourense,2005,Nov,7744.7,12590.0,608.3,1543.2,8353.0,14133.0,1.7
Ourense,2005,Dec,6653.7,11131.3,672.6,1214.5,7327.0,12345.0,1.7
Ourense,2006,Jan,5438.4,8911.3,963.4,1663.3,6401.0,10574.0,1.7
Ourense,2006,Feb,5699.3,9755.2,915.2,1694.3,6614.0,11449.0,1.7
Ourense,2006,Mar,8085.7,13736.4,804.3,1952.2,8890.0,15688.0,1.8
Ourense,2006,Apr,9126.1,15549.8,767.7,1499.6,9894.0,17050.0,1.7
Ourense,2006,May,7575.0,11298.4,965.2,1765.4,8540.0,13063.0,1.5
Ourense,2006,Jun,8320.2,13798.4,854.2,1944.4,9174.0,15742.0,1.7
Ourense,2006,Jul,8876.3,14206.4,906.4,2422.6,9782.0,16629.0,1.7
Ourense,2006,Aug,8850.9,15797.9,815.9,1559.1,9667.0,17357.0,1.8
Ourense,2006,Sep,9103.6,14438.5,1272.7,2360.7,10377.0,16799.0,1.6
Ourense,2006,Oct,8758.9,15172.9,790.7,1655.7,9550.0,16829.0,1.8
Ourense,2006,Nov,7731.3,11761.8,538.7,877.3,8270.0,12639.0,1.5
Ourense,2006,Dec,5848.4,10229.4,337.0,739.7,6185.0,10969.0,1.8
Ourense,2007,Jan,5424.0,8507.0,511.0,818.0,5935.0,9325.0,1.6
Ourense,2007,Feb,5611.0,8821.0,554.0,1035.0,6165.0,9856.0,1.6
Ourense,2007,Mar,6960.0,11737.0,495.0,928.0,7455.0,12665.0,1.7
Ourense,2007,Apr,7567.0,13582.0,894.0,1946.0,8461.0,15528.0,1.8
Ourense,2007,May,7714.0,13120.0,970.0,1859.0,8684.0,14979.0,1.7
Ourense,2007,Jun,8853.0,14363.0,729.0,1265.0,9582.0,15628.0,1.6
Ourense,2007,Jul,8654.0,15022.0,789.0,1856.0,9443.0,16878.0,1.8
Ourense,2007,Aug,9270.0,18186.0,1111.0,2194.0,10381.0,20380.0,2.0
Ourense,2007,Sep,9307.0,14642.0,1340.0,2043.0,10647.0,16685.0,1.6
Ourense,2007,Oct,9343.0,15238.0,852.0,1703.0,10195.0,16941.0,1.7
Ourense,2007,Nov,8336.0,13556.0,702.0,1790.0,9038.0,15346.0,1.7
Ourense,2007,Dec,6943.0,11916.0,536.0,1220.0,7479.0,13136.0,1.8
Ourense,2008,Jan,6233.0,10546.0,617.0,1184.0,6850.0,11730.0,1.7
Ourense,2008,Feb,7641.0,11398.0,933.0,2163.0,8574.0,13561.0,1.6
Ourense,2008,Mar,8388.0,13992.0,1079.0,2681.0,9467.0,16673.0,1.8
Ourense,2008,Apr,8738.0,13073.0,1174.0,3066.0,9912.0,16139.0,1.6
Ourense,2008,May,9126.0,12979.0,1626.0,5144.0,10752.0,18123.0,1.7
Ourense,2008,Jun,9530.0,13943.0,1013.0,2055.0,10543.0,15998.0,1.5
Ourense,2008,Jul,9827.0,15570.0,825.0,2160.0,10652.0,17730.0,1.7
Ourense,2008,Aug,8681.0,15610.0,911.0,2282.0,9592.0,17892.0,1.9
Ourense,2008,Sep,6398.0,11600.0,2457.0,4145.0,8855.0,15745.0,1.8
Ourense,2008,Oct,9163.0,13401.0,994.0,2609.0,10157.0,16010.0,1.6
Ourense,2008,Nov,7760.0,11365.0,620.0,1465.0,8380.0,12830.0,1.5
Ourense,2008,Dec,6788.0,10617.0,509.0,983.0,7297.0,11600.0,1.6
Ourense,2009,Jan,5502.0,8793.0,635.0,1954.0,6137.0,10747.0,1.8
Ourense,2009,Feb,6209.0,9107.0,774.0,1642.0,6983.0,10749.0,1.5
Ourense,2009,Mar,6714.0,10719.0,589.0,987.0,7303.0,11706.0,1.6
Ourense,2009,Apr,7250.0,11776.0,465.0,1040.0,7715.0,12816.0,1.7
Ourense,2009,May,7700.0,13001.0,809.0,1800.0,8509.0,14801.0,1.7
Ourense,2009,Jun,8173.0,12950.0,1012.0,2111.0,9185.0,15061.0,1.6
Ourense,2009,Jul,7673.0,14211.0,744.0,1586.0,8417.0,15797.0,1.9
Ourense,2009,Aug,8430.0,14575.0,1011.0,1639.0,9441.0,16214.0,1.7
Ourense,2009,Sep,8097.0,13351.0,1282.0,2133.0,9379.0,15484.0,1.7
Ourense,2009,Oct,8249.0,13335.0,1040.0,1907.0,9289.0,15242.0,1.6
Ourense,2009,Nov,6328.0,9661.0,682.0,1878.0,7010.0,11539.0,1.7
Ourense,2009,Dec,6766.0,10511.0,818.0,1467.0,7584.0,11978.0,1.6
Ourense,2010,Jan,5622.0,8359.0,611.0,1503.0,6233.0,9862.0,1.6
Ourense,2010,Feb,6794.0,10153.0,716.0,1199.0,7510.0,11352.0,1.5
Ourense,2010,Mar,7168.0,11361.0,882.0,1555.0,8050.0,12916.0,1.6
Ourense,2010,Apr,8478.0,14458.0,1006.0,1722.0,9484.0,16180.0,1.7
Ourense,2010,May,8691.0,13229.0,1106.0,2068.0,9797.0,15297.0,1.6
Ourense,2010,Jun,9015.0,14777.0,1130.0,2094.0,10145.0,16871.0,1.7
Ourense,2010,Jul,8529.0,15849.0,741.0,1824.0,9270.0,17673.0,1.9
Ourense,2010,Aug,9345.0,15697.0,1105.0,2281.0,10450.0,17978.0,1.7
Ourense,2010,Sep,8886.0,13793.0,1270.0,2660.0,10156.0,16453.0,1.6
Ourense,2010,Oct,10408.0,16135.0,1251.0,2254.0,11659.0,18389.0,1.6
Ourense,2010,Nov,7063.0,10191.0,759.0,1232.0,7822.0,11423.0,1.5
Ourense,2010,Dec,6845.0,10470.0,567.0,1315.0,7412.0,11785.0,1.6
Ourense,2012,Jan,5388.0,8185.0,498.0,869.0,5886.0,9054.0,1.5
Ourense,2012,Feb,6639.0,10563.0,675.0,997.0,7314.0,11560.0,1.6
Ourense,2012,Mar,6411.0,9756.0,954.0,1475.0,7365.0,11231.0,1.5
Ourense,2012,Apr,6900.0,11561.0,619.0,1044.0,7519.0,12605.0,1.7
Ourense,2012,May,6538.0,10427.0,1040.0,1722.0,7578.0,12149.0,1.6
Ourense,2012,Jun,7324.0,12197.0,766.0,1416.0,8090.0,13613.0,1.7
Ourense,2012,Jul,7881.0,12488.0,1377.0,2039.0,9258.0,14527.0,1.6
Ourense,2012,Aug,8747.0,16023.0,1576.0,2895.0,10323.0,18918.0,1.8
Ourense,2012,Sep,8573.0,13730.0,1584.0,2653.0,10157.0,16383.0,1.6
