destination,year,month,travellers_Spain,nights_Spain,travellers_Foreign,nights_Foreign,travellers_All,nights_All,avg_stay_All
Santiago de Compostela,2019,Jun,36990.0,68253.0,45553.0,79293.0,82543.0,147546.0,1.8
Santiago de Compostela,2019,Jul,48628.0,92998.0,37021.0,67715.0,85649.0,160713.0,1.9
Santiago de Compostela,2019,Aug,63606.0,124492.0,38956.0,64787.0,102562.0,189279.0,1.9
Santiago de Compostela,2019,Sep,41913.0,73323.0,53564.0,93674.0,95477.0,166997.0,1.8
Santiago de Compostela,2019,Oct,37371.0,70882.0,47138.0,87004.0,84509.0,157886.0,1.9
Santiago de Compostela,2019,Nov,29997.0,58997.0,15055.0,27498.0,45052.0,86495.0,1.9
Santiago de Compostela,2019,Dec,30667.0,61236.0,9087.0,16154.0,39754.0,77390.0,2.0
Santiago de Compostela,2020,Jan,22663.0,46484.0,8651.0,15804.0,31314.0,62288.0,2.0
Santiago de Compostela,2020,Feb,27122.0,51669.0,10693.0,18598.0,37815.0,70267.0,1.9
Santiago de Compostela,2020,Mar,7531.0,17359.0,5196.0,8737.0,12727.0,26096.0,2.1
Santiago de Compostela,2020,Apr,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Santiago de Compostela,2020,Jul,24755.0,46417.0,5168.0,9279.0,29923.0,55696.0,1.9
Santiago de Compostela,2020,Aug,42152.0,78623.0,7189.0,11769.0,49341.0,90392.0,1.8
Santiago de Compostela,2020,Sep,23267.0,43103.0,5064.0,8307.0,28331.0,51410.0,1.8
Santiago de Compostela,2020,Oct,14843.0,29085.0,3608.0,6348.0,18451.0,35433.0,1.9
Santiago de Compostela,2020,Nov,4274.0,12276.0,948.0,1424.0,5222.0,13700.0,2.6
Santiago de Compostela,2020,Dec,5656.0,14088.0,904.0,1470.0,6560.0,15558.0,2.4
Santiago de Compostela,2021,Jan,3718.0,12031.0,533.0,1131.0,4251.0,13162.0,3.1
Santiago de Compostela,2021,Feb,4330.0,11163.0,370.0,987.0,4700.0,12150.0,2.6
Santiago de Compostela,2021,Mar,7658.0,19716.0,771.0,1871.0,8429.0,21587.0,2.6
Santiago de Compostela,2021,Apr,8270.0,17141.0,906.0,1710.0,9176.0,18851.0,2.1
Santiago de Compostela,2021,May,13780.0,26809.0,3489.0,5535.0,17269.0,32344.0,1.9
Santiago de Compostela,2021,Jun,29760.0,52716.0,8693.0,13969.0,38453.0,66685.0,1.7
Santiago de Compostela,2021,Jul,62615.0,110013.0,16381.0,28554.0,78996.0,138567.0,1.8
Santiago de Compostela,2021,Aug,80744.0,156498.0,17546.0,31155.0,98290.0,187653.0,1.9
Santiago de Compostela,2021,Sep,56887.0,101776.0,26983.0,46775.0,83870.0,148551.0,1.8
Santiago de Compostela,2021,Oct,48704.0,88728.0,29162.0,49746.0,77866.0,138474.0,1.8
Santiago de Compostela,2021,Nov,34339.0,64982.0,11981.0,20120.0,46320.0,85102.0,1.8
Santiago de Compostela,2021,Dec,24675.0,48443.0,6989.0,12190.0,31664.0,60633.0,1.9
Santiago de Compostela,2022,Jan,16935.0,29820.0,6460.0,11704.0,23395.0,41524.0,1.8
Santiago de Compostela,2022,Feb,25326.0,46553.0,7419.0,12778.0,32745.0,59331.0,1.8
Santiago de Compostela,2022,Mar,31390.0,56008.0,13500.0,24475.0,44890.0,80483.0,1.8
Santiago de Compostela,2022,Apr,42970.0,76031.0,29672.0,50862.0,72642.0,126893.0,1.8
Santiago de Compostela,2022,May,39998.0,67915.0,47023.0,83658.0,87021.0,151573.0,1.7
Santiago de Compostela,2022,Jun,38931.0,68797.0,43992.0,79938.0,82923.0,148735.0,1.8
Santiago de Compostela,2022,Jul,62659.0,110921.0,40876.0,70235.0,103535.0,181156.0,1.8
Santiago de Compostela,2022,Aug,73924.0,139817.0,39613.0,66848.0,113537.0,206665.0,1.8
Lugo,2005,Jan,7141.0,11432.0,214.0,433.0,7355.0,11865.0,1.6
Lugo,2005,Feb,8757.0,13613.0,402.0,640.0,9159.0,14253.0,1.6
Lugo,2005,Mar,11065.0,18447.0,589.0,891.0,11654.0,19338.0,1.7
Lugo,2005,Apr,10099.0,17962.0,1156.0,1566.0,11255.0,19528.0,1.7
Lugo,2005,May,11346.0,19032.0,726.0,1209.0,12072.0,20241.0,1.7
Lugo,2005,Jun,13468.0,21537.0,1913.0,2479.0,15381.0,24016.0,1.6
Lugo,2005,Jul,13726.0,22579.0,1832.0,2246.0,15558.0,24825.0,1.6
Lugo,2005,Aug,22050.0,30972.0,3118.0,3402.0,25168.0,34374.0,1.4
Lugo,2005,Sep,15634.0,25937.0,1862.0,2342.0,17496.0,28279.0,1.6
Lugo,2005,Oct,16306.0,25990.0,978.0,1695.0,17284.0,27685.0,1.6
Lugo,2005,Nov,10448.0,19132.0,452.0,784.0,10900.0,19916.0,1.8
Lugo,2005,Dec,9967.0,15109.0,415.0,607.0,10382.0,15716.0,1.5
Lugo,2006,Jan,8037.0,13585.0,307.0,518.0,8344.0,14103.0,1.7
Lugo,2006,Feb,8740.0,13939.0,384.0,717.0,9124.0,14656.0,1.6
Lugo,2006,Mar,11434.0,19280.0,291.0,511.0,11725.0,19791.0,1.7
Lugo,2006,Apr,12068.0,20476.0,1531.0,1894.0,13599.0,22370.0,1.7
Lugo,2006,May,13997.0,21387.0,1622.0,2232.0,15619.0,23619.0,1.5
Lugo,2006,Jun,12306.0,21044.0,1330.0,1754.0,13636.0,22798.0,1.7
Lugo,2006,Jul,13339.0,21445.0,1955.0,2703.0,15294.0,24148.0,1.6
Lugo,2006,Aug,17205.0,27410.0,3276.0,4271.0,20481.0,31681.0,1.6
Lugo,2006,Sep,13035.0,20420.0,2296.0,3365.0,15331.0,23785.0,1.6
Lugo,2006,Oct,14550.0,24794.0,1560.0,3168.0,16110.0,27962.0,1.7
Lugo,2006,Nov,11568.0,20168.0,714.0,1332.0,12282.0,21500.0,1.8
Lugo,2006,Dec,9533.0,14802.0,737.0,1293.0,10270.0,16095.0,1.6
Lugo,2007,Jan,8352.0,14924.0,485.0,1103.0,8837.0,16027.0,1.8
Lugo,2007,Feb,8701.0,15197.0,425.0,874.0,9126.0,16071.0,1.8
Lugo,2007,Mar,11151.0,19313.0,662.0,1447.0,11813.0,20760.0,1.8
Lugo,2007,Apr,12521.0,20630.0,1607.0,2326.0,14128.0,22956.0,1.6
Lugo,2007,May,11069.0,18081.0,1915.0,2999.0,12984.0,21080.0,1.6
Lugo,2007,Jun,12844.0,20696.0,2021.0,3353.0,14865.0,24049.0,1.6
Lugo,2007,Jul,12661.0,20331.0,2383.0,2968.0,15044.0,23299.0,1.6
Lugo,2007,Aug,16956.0,26611.0,3265.0,4005.0,20221.0,30616.0,1.5
Lugo,2007,Sep,14021.0,21429.0,2199.0,3182.0,16220.0,24611.0,1.5
Lugo,2007,Oct,16400.0,25792.0,1499.0,2545.0,17899.0,28337.0,1.6
Lugo,2007,Nov,11073.0,18304.0,770.0,1648.0,11843.0,19952.0,1.7
Lugo,2007,Dec,10179.0,15875.0,495.0,1593.0,10674.0,17468.0,1.6
Lugo,2008,Jan,7920.0,11778.0,1795.0,2670.0,9715.0,14448.0,1.5
Lugo,2008,Feb,9523.0,14885.0,586.0,1944.0,10109.0,16829.0,1.7
Lugo,2008,Mar,12136.0,19165.0,960.0,2540.0,13096.0,21705.0,1.7
Lugo,2008,Apr,10065.0,19577.0,868.0,2516.0,10933.0,22093.0,2.0
Lugo,2008,May,14036.0,23957.0,2074.0,3128.0,16110.0,27085.0,1.7
Lugo,2008,Jun,12177.0,21001.0,2264.0,4218.0,14441.0,25219.0,1.8
Lugo,2008,Jul,11916.0,20511.0,2495.0,4212.0,14411.0,24723.0,1.7
Lugo,2008,Aug,14224.0,21346.0,2472.0,3286.0,16696.0,24632.0,1.5
Lugo,2008,Sep,12368.0,19404.0,2418.0,3017.0,14786.0,22421.0,1.5
Lugo,2008,Oct,13888.0,22829.0,1942.0,3130.0,15830.0,25959.0,1.6
Lugo,2008,Nov,8517.0,15867.0,369.0,1136.0,8886.0,17003.0,1.9
Lugo,2008,Dec,8468.0,13735.0,496.0,1134.0,8964.0,14869.0,1.7
Lugo,2009,Jan,6929.0,9882.0,312.0,791.0,7241.0,10673.0,1.5
Lugo,2009,Feb,7220.0,11922.0,700.0,1240.0,7920.0,13162.0,1.7
Lugo,2009,Mar,8167.0,13960.0,807.0,1272.0,8974.0,15232.0,1.7
Lugo,2009,Apr,10842.0,17440.0,1267.0,2028.0,12109.0,19468.0,1.6
Lugo,2009,May,10573.0,17459.0,1834.0,2936.0,12407.0,20395.0,1.6
Lugo,2009,Jun,11050.0,19021.0,1902.0,2787.0,12952.0,21808.0,1.7
Lugo,2009,Jul,11906.0,19180.0,1293.0,1975.0,13199.0,21155.0,1.6
Lugo,2009,Aug,15147.0,22817.0,2369.0,2994.0,17516.0,25811.0,1.5
Lugo,2009,Sep,12584.0,19343.0,2276.0,2705.0,14860.0,22048.0,1.5
Lugo,2009,Oct,14366.0,22883.0,1436.0,2482.0,15802.0,25365.0,1.6
Lugo,2009,Nov,8889.0,15445.0,667.0,1034.0,9556.0,16479.0,1.7
Lugo,2009,Dec,8899.0,13615.0,659.0,1162.0,9558.0,14777.0,1.6
Lugo,2010,Jan,6974.0,9924.0,356.0,776.0,7330.0,10700.0,1.5
Lugo,2010,Feb,7562.0,12502.0,451.0,1091.0,8013.0,13593.0,1.7
Lugo,2010,Mar,9472.0,15919.0,754.0,1721.0,10226.0,17640.0,1.7
Lugo,2010,Apr,11420.0,19317.0,1541.0,2273.0,12961.0,21590.0,1.7
Lugo,2010,May,11552.0,18975.0,2587.0,3984.0,14139.0,22959.0,1.6
Lugo,2010,Jun,13083.0,21716.0,2149.0,2783.0,15232.0,24499.0,1.6
Lugo,2010,Jul,12879.0,19930.0,3077.0,4951.0,15956.0,24881.0,1.6
Lugo,2010,Aug,16214.0,25407.0,3484.0,3977.0,19698.0,29384.0,1.5
Lugo,2010,Sep,13882.0,22121.0,2665.0,3802.0,16547.0,25923.0,1.6
Lugo,2010,Oct,16925.0,25517.0,1021.0,2849.0,17946.0,28366.0,1.6
Lugo,2010,Nov,8602.0,15911.0,529.0,743.0,9131.0,16654.0,1.8
Lugo,2010,Dec,8141.0,13983.0,442.0,675.0,8583.0,14658.0,1.7
Lugo,2012,Jan,7152.0,9808.0,462.0,1201.0,7614.0,11009.0,1.5
Lugo,2012,Feb,7798.0,11047.0,354.0,590.0,8152.0,11637.0,1.4
Lugo,2012,Mar,8819.0,13748.0,693.0,1138.0,9512.0,14886.0,1.6
Lugo,2012,Apr,11055.0,17406.0,1109.0,1485.0,12164.0,18891.0,1.6
Lugo,2012,May,9854.0,16474.0,1401.0,1677.0,11255.0,18151.0,1.6
Lugo,2012,Jun,9780.0,17264.0,1785.0,2498.0,11565.0,19762.0,1.7
Lugo,2012,Jul,8534.0,15827.0,2073.0,3108.0,10607.0,18935.0,1.8
Lugo,2012,Aug,12055.0,18960.0,2462.0,2778.0,14517.0,21738.0,1.5
Lugo,2012,Sep,11029.0,17774.0,2478.0,3226.0,13507.0,21000.0,1.6
Lugo,2012,Oct,13072.0,19878.0,1541.0,2267.0,14613.0,22145.0,1.5
Lugo,2012,Nov,8097.0,13352.0,563.0,819.0,8660.0,14171.0,1.6
Lugo,2012,Dec,7165.0,10596.0,372.0,483.0,7537.0,11079.0,1.5
Lugo,2013,Jan,7903.0,11984.0,404.0,830.0,8307.0,12814.0,1.5
Lugo,2013,Feb,6770.0,12466.0,309.0,687.0,7079.0,13153.0,1.9
Lugo,2013,Mar,9369.0,14608.0,765.0,1322.0,10134.0,15930.0,1.6
Lugo,2013,Apr,7688.0,13965.0,1311.0,2085.0,8999.0,16050.0,1.8
Lugo,2013,May,8590.0,17368.0,3166.0,4216.0,11756.0,21584.0,1.8
Lugo,2013,Jun,10120.0,17612.0,2103.0,3155.0,12223.0,20767.0,1.7
Lugo,2013,Jul,9453.0,17519.0,1754.0,2403.0,11207.0,19922.0,1.8
Lugo,2013,Aug,13072.0,23191.0,3049.0,4489.0,16121.0,27680.0,1.7
Lugo,2013,Sep,10598.0,17366.0,2901.0,4617.0,13499.0,21983.0,1.6
Lugo,2013,Oct,12063.0,19088.0,2031.0,3481.0,14094.0,22569.0,1.6
Lugo,2013,Nov,8232.0,14260.0,720.0,1273.0,8952.0,15533.0,1.7
Lugo,2013,Dec,7130.0,11217.0,802.0,1263.0,7932.0,12480.0,1.6
Lugo,2014,Jan,6244.0,9624.0,382.0,755.0,6626.0,10379.0,1.6
Lugo,2014,Feb,5861.0,8550.0,413.0,751.0,6274.0,9301.0,1.5
Lugo,2014,Mar,6662.0,11638.0,495.0,793.0,7157.0,12431.0,1.7
Lugo,2014,Apr,9164.0,16655.0,1874.0,2481.0,11038.0,19136.0,1.7
Lugo,2014,May,8711.0,15082.0,3343.0,4627.0,12054.0,19709.0,1.6
Lugo,2014,Jun,9134.0,15460.0,2722.0,3494.0,11856.0,18954.0,1.6
Lugo,2014,Jul,9250.0,16432.0,1950.0,2966.0,11200.0,19398.0,1.7
Lugo,2014,Aug,12775.0,23705.0,2373.0,3238.0,15148.0,26943.0,1.8
Lugo,2014,Sep,9812.0,17161.0,3493.0,6015.0,13305.0,23176.0,1.7
Lugo,2014,Oct,12460.0,20461.0,2219.0,3625.0,14679.0,24086.0,1.6
Lugo,2014,Nov,7785.0,16030.0,412.0,759.0,8197.0,16789.0,2.1
Lugo,2014,Dec,7037.0,13149.0,699.0,1278.0,7736.0,14427.0,1.9
Lugo,2015,Jan,6430.0,10342.0,284.0,486.0,6714.0,10828.0,1.6
Lugo,2015,Feb,6744.0,10429.0,346.0,471.0,7338.0,11444.0,1.5
Lugo,2015,Mar,7665.0,13633.0,610.0,998.0,8275.0,14631.0,1.8
Lugo,2015,Apr,8944.0,15796.0,1482.0,2659.0,10426.0,18455.0,1.8
Lugo,2015,May,9342.0,14471.0,3311.0,4133.0,12653.0,18604.0,1.5
Lugo,2015,Jun,8775.0,14958.0,2050.0,2760.0,10825.0,17718.0,1.6
Lugo,2015,Jul,10266.0,16762.0,2439.0,3328.0,12705.0,20090.0,1.6
Lugo,2015,Aug,15259.0,24996.0,3399.0,4615.0,18658.0,29611.0,1.6
Lugo,2015,Sep,10661.0,17590.0,2399.0,3913.0,13060.0,21503.0,1.7
Lugo,2015,Oct,11691.0,19599.0,2188.0,2899.0,13879.0,22498.0,1.6
Lugo,2015,Nov,7664.0,13210.0,664.0,1262.0,8328.0,14472.0,1.7
Lugo,2015,Dec,6969.0,10775.0,833.0,1110.0,7802.0,11885.0,1.5
Lugo,2016,Jan,7822.0,13746.0,338.0,819.0,8160.0,14565.0,1.8
Lugo,2016,Feb,6634.0,12946.0,436.0,637.0,7070.0,13583.0,1.9
Lugo,2016,Mar,9205.0,18943.0,1211.0,1823.0,10416.0,20766.0,2.0
Lugo,2016,Apr,8910.0,18377.0,1287.0,1997.0,10197.0,20374.0,2.0
Lugo,2016,May,9797.0,19108.0,4122.0,5348.0,13919.0,24456.0,1.8
Lugo,2016,Jun,13149.0,22086.0,3037.0,3825.0,16186.0,25911.0,1.6
Lugo,2016,Jul,13072.0,21446.0,2644.0,3256.0,15716.0,24702.0,1.6
Lugo,2016,Aug,16911.0,27425.0,3031.0,4600.0,19942.0,32025.0,1.6
Lugo,2016,Sep,11354.0,19157.0,4118.0,5008.0,15472.0,24165.0,1.6
Lugo,2016,Oct,12692.0,23140.0,2644.0,3478.0,15336.0,26618.0,1.7
Lugo,2016,Nov,7882.0,15852.0,612.0,920.0,8494.0,16772.0,2.0
Lugo,2016,Dec,8782.0,14798.0,714.0,1071.0,9496.0,15869.0,1.7
Lugo,2017,Jan,6334.0,14248.0,394.0,578.0,6728.0,14826.0,2.2
Lugo,2017,Feb,6822.0,15067.0,412.0,646.0,7234.0,15713.0,2.2
Lugo,2017,Mar,7759.0,18355.0,694.0,969.0,8453.0,19324.0,2.3
Lugo,2017,Apr,11396.0,25727.0,1383.0,1986.0,12779.0,27713.0,2.2
Lugo,2017,May,10749.0,21248.0,3119.0,3807.0,13868.0,25055.0,1.8
Lugo,2017,Jun,11115.0,22864.0,2266.0,3272.0,13381.0,26136.0,2.0
Lugo,2017,Jul,15289.0,26134.0,2228.0,3401.0,17517.0,29535.0,1.7
Lugo,2017,Aug,17558.0,30648.0,2969.0,3782.0,20527.0,34430.0,1.7
Lugo,2017,Sep,14269.0,25939.0,2729.0,3153.0,16998.0,29092.0,1.7
Lugo,2017,Oct,12859.0,25215.0,2234.0,3219.0,15093.0,28434.0,1.9
Lugo,2017,Nov,8778.0,19734.0,582.0,1034.0,9360.0,20768.0,2.2
Lugo,2017,Dec,9778.0,17654.0,1205.0,1939.0,10983.0,19593.0,1.7
Lugo,2018,Jan,9043.0,16179.0,356.0,924.0,9399.0,17103.0,1.8
Lugo,2018,Feb,9046.0,15736.0,481.0,991.0,9527.0,16727.0,1.8
Lugo,2018,Mar,11523.0,21875.0,801.0,1549.0,12324.0,23424.0,1.9
Lugo,2018,Apr,8387.0,21710.0,1564.0,2601.0,9951.0,24311.0,2.4
Lugo,2018,May,11306.0,20786.0,2928.0,4078.0,14234.0,24864.0,1.8
Lugo,2018,Jun,10102.0,20641.0,2180.0,3360.0,12282.0,24001.0,2.0
Lugo,2018,Jul,12123.0,22488.0,2316.0,3394.0,14439.0,25882.0,1.8
Lugo,2018,Aug,16560.0,28299.0,3066.0,4292.0,19626.0,32591.0,1.7
Lugo,2018,Sep,12818.0,24087.0,2969.0,4741.0,15787.0,28828.0,1.8
Lugo,2018,Oct,13409.0,24053.0,2172.0,4110.0,15581.0,28163.0,1.8
Lugo,2018,Nov,10246.0,20586.0,720.0,1451.0,10966.0,22037.0,2.0
Lugo,2018,Dec,9778.0,17654.0,1205.0,1939.0,10983.0,19593.0,1.8
Lugo,2019,Jan,8116.0,14973.0,573.0,2028.0,8689.0,17001.0,2.0
Lugo,2019,Feb,8594.0,14809.0,971.0,2493.0,9565.0,17302.0,1.8
Lugo,2019,Mar,8880.0,18701.0,629.0,2145.0,9509.0,20846.0,2.2
Lugo,2019,Apr,9934.0,20042.0,2466.0,4437.0,12400.0,24479.0,2.0
Lugo,2019,May,9596.0,20149.0,2923.0,4972.0,12519.0,25121.0,2.0
Lugo,2019,Jun,12860.0,24662.0,2912.0,4996.0,15772.0,29658.0,1.9
Lugo,2019,Jul,13371.0,24428.0,2563.0,4226.0,15934.0,28654.0,1.8
Lugo,2019,Aug,19826.0,34073.0,3390.0,4985.0,23216.0,39058.0,1.7
Lugo,2019,Sep,13861.0,26643.0,2879.0,4763.0,16740.0,31406.0,1.9
Lugo,2019,Oct,14790.0,25506.0,2049.0,3685.0,16839.0,29191.0,1.7
Lugo,2019,Nov,10206.0,18408.0,853.0,1661.0,11059.0,20069.0,1.8
Lugo,2019,Dec,9310.0,17380.0,778.0,1557.0,10088.0,18937.0,1.9
Lugo,2020,Jan,8048.0,15335.0,627.0,1028.0,8675.0,16363.0,1.9
Lugo,2020,Feb,9538.0,15620.0,866.0,1356.0,10404.0,16976.0,1.6
Lugo,2020,Mar,7654.0,11963.0,397.0,528.0,8051.0,12491.0,1.6
Lugo,2020,Apr,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lugo,2020,Jul,7066.0,11031.0,450.0,610.0,7516.0,11641.0,1.6
Lugo,2020,Aug,10436.0,16436.0,731.0,1327.0,11167.0,17763.0,1.6
Lugo,2020,Sep,7131.0,11062.0,463.0,691.0,7594.0,11753.0,1.6
Lugo,2020,Oct,6872.0,10865.0,419.0,790.0,7291.0,11655.0,1.6
Lugo,2020,Nov,3119.0,5862.0,245.0,365.0,3364.0,6227.0,1.9
Lugo,2020,Dec,3029.0,5467.0,200.0,374.0,3229.0,5841.0,1.8
Lugo,2021,Jan,2852.0,4852.0,226.0,353.0,3078.0,5205.0,1.7
Lugo,2021,Feb,2502.0,4460.0,153.0,314.0,2655.0,4774.0,1.8
Lugo,2021,Mar,4531.0,7401.0,207.0,289.0,4738.0,7690.0,1.6
Lugo,2021,Apr,5120.0,8437.0,258.0,423.0,5378.0,8860.0,1.7
Lugo,2021,May,5939.0,10123.0,493.0,840.0,6432.0,10963.0,1.7
Lugo,2021,Jun,8260.0,13298.0,748.0,1044.0,9008.0,14342.0,1.6
Lugo,2021,Jul,13991.0,22449.0,1194.0,1699.0,15185.0,24148.0,1.6
Lugo,2021,Aug,18352.0,32263.0,1420.0,1958.0,19772.0,34221.0,1.7
Lugo,2021,Sep,13867.0,23257.0,1730.0,2582.0,15597.0,25839.0,1.7
Lugo,2021,Oct,12810.0,21180.0,1433.0,2125.0,14243.0,23305.0,1.6
Lugo,2021,Nov,7771.0,14129.0,847.0,1482.0,8618.0,15611.0,1.8
Lugo,2021,Dec,6715.0,12220.0,502.0,1266.0,7217.0,13486.0,1.9
Lugo,2022,Jan,5453.0,8809.0,308.0,728.0,5761.0,9537.0,1.7
Lugo,2022,Feb,6400.0,10722.0,740.0,1371.0,7140.0,12093.0,1.7
Lugo,2022,Mar,7476.0,13019.0,738.0,1341.0,8214.0,14360.0,1.8
Lugo,2022,Apr,9632.0,16135.0,1632.0,2459.0,11264.0,18594.0,1.7
Lugo,2022,May,9491.0,15720.0,2603.0,4360.0,12094.0,20080.0,1.7
Lugo,2022,Jun,9700.0,17991.0,2409.0,3575.0,12109.0,21566.0,1.8
Lugo,2022,Jul,11131.0,20301.0,2258.0,3801.0,13389.0,24102.0,1.8
Lugo,2022,Aug,14150.0,27924.0,2078.0,2955.0,16228.0,30879.0,1.9
Ribadeo,2005,Jan,1867.0,2367.0,74.0,87.0,1941.0,2454.0,1.3
Ribadeo,2005,Feb,2233.0,2664.0,134.0,208.0,2367.0,2872.0,1.2
Ribadeo,2005,Mar,4110.0,5990.0,177.0,239.0,4287.0,6229.0,1.5
Ribadeo,2005,Apr,3096.0,3738.0,207.0,233.0,3303.0,3971.0,1.2
Ribadeo,2005,May,3723.0,4476.0,992.0,991.0,4715.0,5467.0,1.2
Ribadeo,2005,Jun,4518.0,6056.0,1095.0,1297.0,5613.0,7353.0,1.3
Ribadeo,2005,Jul,8589.0,11552.0,1083.0,1039.0,9672.0,12591.0,1.3
Ribadeo,2005,Aug,10396.0,16958.0,1062.0,1240.0,11458.0,18198.0,1.6
Ribadeo,2005,Sep,6654.0,8493.0,967.0,1066.0,7621.0,9559.0,1.3
Ribadeo,2005,Oct,4513.0,5875.0,548.0,773.0,5061.0,6648.0,1.3
Ribadeo,2005,Nov,2375.0,3731.0,208.0,285.0,2583.0,4016.0,1.6
Ribadeo,2005,Dec,2531.0,3438.0,187.0,257.0,2718.0,3695.0,1.4
Ribadeo,2006,Jan,2200.0,2680.0,173.0,401.0,2373.0,3081.0,1.3
Ribadeo,2006,Feb,2637.0,3450.0,146.0,182.0,2783.0,3632.0,1.3
Ribadeo,2006,Mar,3117.0,4356.0,207.0,208.0,3324.0,4564.0,1.4
Ribadeo,2006,Apr,4816.0,7260.0,461.0,765.0,5277.0,8025.0,1.5
Ribadeo,2006,May,4302.0,6080.0,808.0,1087.0,5110.0,7167.0,1.4
Ribadeo,2006,Jun,4556.0,6926.0,1165.0,1437.0,5721.0,8363.0,1.5
Ribadeo,2006,Jul,8493.0,11356.0,1666.0,1774.0,10159.0,13130.0,1.3
Ribadeo,2006,Aug,9613.0,18781.0,1186.0,1492.0,10799.0,20273.0,1.9
Ribadeo,2006,Sep,6226.0,8733.0,1768.0,1942.0,7994.0,10675.0,1.3
Ribadeo,2006,Oct,3141.0,5081.0,417.0,633.0,3558.0,5714.0,1.6
Ribadeo,2006,Nov,2532.0,3234.0,377.0,681.0,2909.0,3915.0,1.4
Ribadeo,2006,Dec,2498.0,3666.0,116.0,399.0,2614.0,4065.0,1.6
Ribadeo,2007,Jan,2358.0,3031.0,112.0,1323.0,2470.0,4354.0,1.8
Ribadeo,2007,Feb,3098.0,4212.0,198.0,1208.0,3296.0,5420.0,1.6
Ribadeo,2007,Mar,3885.0,5172.0,336.0,1790.0,4221.0,6962.0,1.7
Ribadeo,2007,Apr,4755.0,7683.0,545.0,2014.0,5300.0,9697.0,1.8
Ribadeo,2007,May,3069.0,4893.0,880.0,2429.0,3949.0,7322.0,1.9
Ribadeo,2007,Jun,4290.0,6677.0,1135.0,2776.0,5425.0,9453.0,1.7
Ribadeo,2007,Jul,6734.0,10707.0,1048.0,2318.0,7782.0,13025.0,1.7
Ribadeo,2007,Aug,10433.0,19579.0,935.0,1935.0,11368.0,21514.0,1.9
Ribadeo,2007,Sep,5629.0,7962.0,1083.0,1452.0,6712.0,9414.0,1.4
Ribadeo,2007,Oct,4061.0,5413.0,793.0,1898.0,4854.0,7311.0,1.5
Ribadeo,2007,Nov,2786.0,3864.0,364.0,1556.0,3150.0,5420.0,1.7
Ribadeo,2007,Dec,2156.0,3097.0,103.0,1270.0,2259.0,4367.0,1.9
Ribadeo,2008,Jan,1820.0,2934.0,106.0,559.0,1926.0,3493.0,1.8
Ribadeo,2008,Feb,2634.0,3909.0,140.0,484.0,2774.0,4393.0,1.6
Ribadeo,2008,Mar,4290.0,6320.0,306.0,1011.0,4596.0,7331.0,1.6
Ribadeo,2008,Apr,2530.0,3806.0,239.0,797.0,2769.0,4603.0,1.7
Ribadeo,2008,May,3314.0,5070.0,783.0,1208.0,4097.0,6278.0,1.5
Ribadeo,2008,Jun,4222.0,6526.0,962.0,1673.0,5184.0,8199.0,1.6
Ribadeo,2008,Jul,6651.0,10541.0,831.0,1394.0,7482.0,11935.0,1.6
Ribadeo,2008,Aug,10258.0,18334.0,856.0,1160.0,11114.0,19494.0,1.8
Ribadeo,2008,Sep,5293.0,8223.0,1048.0,1556.0,6341.0,9779.0,1.5
Ribadeo,2008,Oct,3088.0,5578.0,342.0,1161.0,3430.0,6739.0,2.0
Ribadeo,2008,Nov,2264.0,3982.0,217.0,743.0,2481.0,4725.0,1.9
Ribadeo,2008,Dec,2042.0,3451.0,184.0,566.0,2226.0,4017.0,1.8
Ribadeo,2009,Jan,2028.0,3171.0,136.0,469.0,2164.0,3640.0,1.7
Ribadeo,2009,Feb,2247.0,3774.0,220.0,734.0,2467.0,4508.0,1.8
Ribadeo,2009,Mar,3249.0,5083.0,311.0,1155.0,3560.0,6238.0,1.8
Ribadeo,2009,Apr,4035.0,6111.0,715.0,1628.0,4750.0,7739.0,1.6
Ribadeo,2009,May,3158.0,5391.0,1252.0,2268.0,4410.0,7659.0,1.7
Ribadeo,2009,Jun,5117.0,7395.0,1428.0,2858.0,6545.0,10253.0,1.6
Ribadeo,2009,Jul,6649.0,11662.0,1154.0,2309.0,7803.0,13971.0,1.8
Ribadeo,2009,Aug,10056.0,18336.0,1392.0,2285.0,11448.0,20621.0,1.8
Ribadeo,2009,Sep,4966.0,7905.0,1142.0,2170.0,6108.0,10075.0,1.7
Ribadeo,2009,Oct,3357.0,6266.0,561.0,1346.0,3918.0,7612.0,1.9
Ribadeo,2009,Nov,2745.0,4357.0,167.0,856.0,2912.0,5213.0,1.8
Ribadeo,2009,Dec,2473.0,4173.0,225.0,775.0,2698.0,4948.0,1.8
Ribadeo,2010,Jan,1708.0,2610.0,118.0,444.0,1826.0,3054.0,1.7
Ribadeo,2010,Feb,2030.0,3188.0,200.0,792.0,2230.0,3980.0,1.8
Ribadeo,2010,Mar,3003.0,4575.0,204.0,863.0,3207.0,5438.0,1.7
Ribadeo,2010,Apr,3608.0,5839.0,316.0,846.0,3924.0,6685.0,1.7
Ribadeo,2010,May,3608.0,5846.0,682.0,1288.0,4290.0,7134.0,1.7
Ribadeo,2010,Jun,4804.0,9314.0,1244.0,2038.0,6048.0,11352.0,1.9
Ribadeo,2010,Jul,7173.0,12673.0,1014.0,1637.0,8187.0,14310.0,1.8
