,accommodation,year,month,travellers,nights,avg_stay
997,Rural Tourism,2016,Jan,5039.0,7481.0,1.5
998,Rural Tourism,2016,Feb,5943.0,8685.0,1.5
999,Rural Tourism,2016,Mar,12357.0,24176.0,2.0
1000,Rural Tourism,2016,Apr,11281.0,15747.0,1.4
1001,Rural Tourism,2016,May,18852.0,27568.0,1.5
1002,Rural Tourism,2016,Jun,21573.0,37384.0,1.7
1003,Rural Tourism,2016,Jul,31637.0,74451.0,2.4
1004,Rural Tourism,2016,Aug,42780.0,118995.0,2.8
1005,Rural Tourism,2016,Sep,28192.0,50545.0,1.8
1006,Rural Tourism,2016,Oct,19470.0,32990.0,1.7
1007,Rural Tourism,2016,Nov,7472.0,12458.0,1.7
1008,Rural Tourism,2016,Dec,9071.0,17061.0,1.9
1009,Rural Tourism,2017,Jan,4494.0,7865.0,1.8
1010,Rural Tourism,2017,Feb,5504.0,8834.0,1.6
1011,Rural Tourism,2017,Mar,7662.0,11589.0,1.5
1012,Rural Tourism,2017,Apr,20016.0,38374.0,1.9
1013,Rural Tourism,2017,May,18083.0,28002.0,1.6
1014,Rural Tourism,2017,Jun,22633.0,38842.0,1.7
1015,Rural Tourism,2017,Jul,31851.0,76076.0,2.4
1016,Rural Tourism,2017,Aug,41654.0,119170.0,2.9
1017,Rural Tourism,2017,Sep,27646.0,51345.0,1.9
1018,Rural Tourism,2017,Oct,18777.0,33456.0,1.8
1019,Rural Tourism,2017,Nov,8745.0,14563.0,1.7
1020,Rural Tourism,2017,Dec,9455.0,20924.0,2.2
1021,Rural Tourism,2018,Jan,4542.0,7288.0,1.6
1022,Rural Tourism,2018,Feb,6200.0,10602.0,1.7
1023,Rural Tourism,2018,Mar,12294.0,23106.0,1.9
1024,Rural Tourism,2018,Apr,12921.0,20989.0,1.6
1025,Rural Tourism,2018,May,20861.0,30907.0,1.5
1026,Rural Tourism,2018,Jun,23521.0,37725.0,1.6
1027,Rural Tourism,2018,Jul,27771.0,60792.0,2.2
1028,Rural Tourism,2018,Aug,41313.0,109451.0,2.7
1029,Rural Tourism,2018,Sep,29476.0,49463.0,1.7
1030,Rural Tourism,2018,Oct,20926.0,33379.0,1.6
1031,Rural Tourism,2018,Nov,10054.0,16856.0,1.7
1032,Rural Tourism,2018,Dec,9407.0,17555.0,1.9
1033,Rural Tourism,2019,Jan,4524.0,7996.0,1.8
1034,Rural Tourism,2019,Feb,5910.0,9985.0,1.7
1035,Rural Tourism,2019,Mar,8268.0,13728.0,1.7
1036,Rural Tourism,2019,Mar,8268.0,13728.0,1.7
1037,Rural Tourism,2019,Apr,19567.0,34363.0,1.8
1038,Rural Tourism,2019,May,23436.0,35974.0,1.5
1039,Rural Tourism,2019,Jun,26757.0,40696.0,1.5
1040,Rural Tourism,2019,Jul,29363.0,67151.0,2.3
1041,Rural Tourism,2019,Aug,44079.0,112514.0,2.6
1042,Rural Tourism,2019,Sep,28968.0,46391.0,1.6
1043,Rural Tourism,2019,Oct,18792.0,27544.0,1.5
1044,Rural Tourism,2019,Nov,8648.0,13564.0,1.6
1045,Rural Tourism,2019,Dec,9042.0,17138.0,1.9
1046,Rural Tourism,2020,Jan,4038.0,6073.0,1.5
1047,Rural Tourism,2020,Feb,5426.0,8218.0,1.5
1048,Rural Tourism,2020,Mar,1379.0,2092.0,1.5
1049,Rural Tourism,2020,Apr,0.0,0.0,0.0
1050,Rural Tourism,2020,May,160.0,217.0,1.4
1051,Rural Tourism,2020,Jun,3633.0,7608.0,2.1
1052,Rural Tourism,2020,Jul,15475.0,42756.0,2.8
1053,Rural Tourism,2020,Aug,28090.0,79752.0,2.8
1054,Rural Tourism,2020,Sep,11530.0,23042.0,2.0
1055,Rural Tourism,2020,Oct,6144.0,10804.0,1.8
1056,Rural Tourism,2020,Nov,1352.0,2430.0,1.8
1057,Rural Tourism,2020,Dec,1429.0,2531.0,1.8
1058,Rural Tourism,2021,Jan,601.0,1261.0,2.1
1059,Rural Tourism,2021,Feb,292.0,768.0,2.6
1060,Rural Tourism,2021,Mar,3329.0,5365.0,1.6
1061,Rural Tourism,2021,Apr,5569.0,9850.0,1.8
1062,Rural Tourism,2021,May,8672.0,12695.0,1.5
1063,Rural Tourism,2021,Jun,11558.0,19723.0,1.7
1064,Rural Tourism,2021,Jul,27885.0,64165.0,2.3
1065,Rural Tourism,2021,Aug,41077.0,108044.0,2.6
1066,Rural Tourism,2021,Sep,24842.0,44164.0,1.8
1067,Rural Tourism,2021,Oct,19552.0,32170.0,1.7
1068,Rural Tourism,2021,Nov,8474.0,14479.0,1.7
1069,Rural Tourism,2021,Dec,8083.0,15359.0,1.9
1070,Rural Tourism,2022,Jan,3160.0,4818.0,1.5
1071,Rural Tourism,2022,Feb,4481.0,7236.0,1.6
1072,Rural Tourism,2022,Mar,5247.0,7747.0,1.5
1073,Rural Tourism,2022,Apr,19093.0,31825.0,1.7
1074,Rural Tourism,2022,May,22650.0,31237.0,1.4
1075,Rural Tourism,2022,Jun,21804.0,34829.0,1.6
1076,Rural Tourism,2022,Jul,30316.0,68206.0,2.3
1077,Rural Tourism,2022,Aug,40530.0,100910.0,2.5
1078,Hotels,2001,Jan,101507.0,219875.0,2.17
1079,Hotels,2001,Feb,106581.0,225723.0,2.12
1080,Hotels,2001,Mar,129918.0,286968.0,2.21
1081,Hotels,2001,Apr,158236.0,368551.0,2.33
1082,Hotels,2001,May,147902.0,342371.0,2.31
1083,Hotels,2001,Jun,171601.0,396343.0,2.31
1084,Hotels,2001,Jul,239528.0,620542.0,2.59
1085,Hotels,2001,Aug,355364.0,1001757.0,2.82
1086,Hotels,2001,Sep,213581.0,525114.0,2.46
1087,Hotels,2001,Oct,176900.0,409983.0,2.32
1088,Hotels,2001,Nov,140210.0,307451.0,2.19
1089,Hotels,2001,Dec,121860.0,259180.0,2.13
1090,Hotels,2002,Jan,96185.0,196889.0,2.05
1091,Hotels,2002,Feb,113314.0,244896.0,2.16
1092,Hotels,2002,Mar,166786.0,393199.0,2.36
1093,Hotels,2002,Apr,146223.0,348920.0,2.39
1094,Hotels,2002,May,157533.0,390835.0,2.48
1095,Hotels,2002,Jun,177250.0,438313.0,2.47
1096,Hotels,2002,Jul,251747.0,660803.0,2.62
1097,Hotels,2002,Aug,377593.0,1047092.0,2.77
1098,Hotels,2002,Sep,208683.0,532005.0,2.55
1099,Hotels,2002,Oct,183697.0,454979.0,2.48
1100,Hotels,2002,Nov,136043.0,326496.0,2.4
1101,Hotels,2002,Dec,123353.0,275176.0,2.23
1102,Hotels,2003,Jan,122462.0,247441.0,2.02
1103,Hotels,2003,Feb,123509.0,246385.0,1.99
1104,Hotels,2003,Mar,155501.0,312960.0,2.01
1105,Hotels,2003,Apr,182461.0,371767.0,2.04
1106,Hotels,2003,May,195477.0,407063.0,2.08
1107,Hotels,2003,Jun,220996.0,466540.0,2.11
1108,Hotels,2003,Jul,294373.0,676360.0,2.3
1109,Hotels,2003,Aug,425793.0,1072956.0,2.52
1110,Hotels,2003,Sep,284889.0,612544.0,2.15
1111,Hotels,2003,Oct,212470.0,452477.0,2.13
1112,Hotels,2003,Nov,158651.0,332031.0,2.09
1113,Hotels,2003,Dec,142905.0,282537.0,1.98
1114,Hotels,2004,Jan,132698.0,261089.0,1.97
1115,Hotels,2004,Feb,151684.0,297824.0,1.96
1116,Hotels,2004,Mar,186054.0,374700.0,2.01
1117,Hotels,2004,Apr,244930.0,498705.0,2.04
1118,Hotels,2004,May,254221.0,525853.0,2.07
1119,Hotels,2004,Jun,295654.0,639399.0,2.16
1120,Hotels,2004,Jul,361781.0,851761.0,2.35
1121,Hotels,2004,Aug,468415.0,1174325.0,2.51
1122,Hotels,2004,Sep,338609.0,756724.0,2.23
1123,Hotels,2004,Oct,290065.0,604603.0,2.08
1124,Hotels,2004,Nov,193019.0,393148.0,2.04
1125,Hotels,2004,Dec,172007.0,357886.0,2.08
1126,Hotels,2005,Jan,130891.0,260905.0,1.99
1127,Hotels,2005,Feb,146436.0,280656.0,1.92
1128,Hotels,2005,Mar,214316.0,449375.0,2.1
1129,Hotels,2005,Apr,200809.0,399133.0,1.99
1130,Hotels,2005,May,223232.0,462027.0,2.07
1131,Hotels,2005,Jun,254693.0,544703.0,2.14
1132,Hotels,2005,Jul,365832.0,873958.0,2.39
1133,Hotels,2005,Aug,468195.0,1218855.0,2.6
1134,Hotels,2005,Sep,295630.0,671642.0,2.27
1135,Hotels,2005,Oct,240793.0,509751.0,2.12
1136,Hotels,2005,Nov,197524.0,392404.0,1.99
1137,Hotels,2005,Dec,164919.0,330036.0,2.0
1138,Hotels,2006,Jan,148675.0,290107.0,1.95
1139,Hotels,2006,Feb,157591.0,307912.0,1.95
1140,Hotels,2006,Mar,194813.0,388385.0,1.99
1141,Hotels,2006,Apr,260980.0,544959.0,2.09
1142,Hotels,2006,May,231881.0,475049.0,2.05
1143,Hotels,2006,Jun,264688.0,559282.0,2.11
1144,Hotels,2006,Jul,356589.0,894305.0,2.51
1145,Hotels,2006,Aug,442343.0,1170150.0,2.65
1146,Hotels,2006,Sep,286742.0,643269.0,2.24
1147,Hotels,2006,Oct,246768.0,535246.0,2.17
1148,Hotels,2006,Nov,188688.0,379884.0,2.01
1149,Hotels,2006,Dec,165020.0,336119.0,2.04
1150,Hotels,2007,Jan,150174.0,288996.0,1.92
1151,Hotels,2007,Feb,154763.0,297623.0,1.92
1152,Hotels,2007,Mar,202108.0,399393.0,1.98
1153,Hotels,2007,Apr,252003.0,532241.0,2.11
1154,Hotels,2007,May,222944.0,451964.0,2.03
1155,Hotels,2007,Jun,258681.0,560940.0,2.17
1156,Hotels,2007,Jul,351175.0,836021.0,2.38
1157,Hotels,2007,Aug,457726.0,1171552.0,2.56
1158,Hotels,2007,Sep,303405.0,678052.0,2.23
1159,Hotels,2007,Oct,276480.0,596686.0,2.16
1160,Hotels,2007,Nov,205599.0,434480.0,2.11
1161,Hotels,2007,Dec,172760.0,350470.0,2.03
1162,Hotels,2008,Jan,150410.0,309651.0,2.06
1163,Hotels,2008,Feb,171467.0,343573.0,2.0
1164,Hotels,2008,Mar,230286.0,503697.0,2.19
1165,Hotels,2008,Apr,205601.0,429133.0,2.09
1166,Hotels,2008,May,244517.0,534778.0,2.19
1167,Hotels,2008,Jun,246229.0,556379.0,2.26
1168,Hotels,2008,Jul,324767.0,799759.0,2.46
1169,Hotels,2008,Aug,418257.0,1072448.0,2.56
1170,Hotels,2008,Sep,267969.0,623126.0,2.33
1171,Hotels,2008,Oct,251234.0,560036.0,2.23
1172,Hotels,2008,Nov,179452.0,389716.0,2.17
1173,Hotels,2008,Dec,149259.0,312260.0,2.09
1174,Hotels,2009,Jan,131600.0,261751.0,1.99
1175,Hotels,2009,Feb,147568.0,297417.0,2.02
1176,Hotels,2009,Mar,174744.0,368327.0,2.11
1177,Hotels,2009,Apr,214435.0,468836.0,2.19
1178,Hotels,2009,May,221102.0,481151.0,2.18
1179,Hotels,2009,Jun,239428.0,543608.0,2.27
1180,Hotels,2009,Jul,327882.0,806779.0,2.46
1181,Hotels,2009,Aug,436526.0,1117813.0,2.56
1182,Hotels,2009,Sep,282148.0,643505.0,2.28
1183,Hotels,2009,Oct,254540.0,563570.0,2.21
1184,Hotels,2009,Nov,171658.0,364689.0,2.12
1185,Hotels,2009,Dec,155555.0,313126.0,2.01
1186,Hotels,2010,Jan,125731.0,245674.0,1.95
1187,Hotels,2010,Feb,147111.0,287530.0,1.95
1188,Hotels,2010,Mar,201437.0,409948.0,2.04
1189,Hotels,2010,Apr,248503.0,531445.0,2.14
1190,Hotels,2010,May,262904.0,558830.0,2.13
1191,Hotels,2010,Jun,292478.0,639584.0,2.19
1192,Hotels,2010,Jul,364717.0,858602.0,2.35
1193,Hotels,2010,Aug,451126.0,1153831.0,2.56
1194,Hotels,2010,Sep,326117.0,755947.0,2.32
1195,Hotels,2010,Oct,291408.0,640473.0,2.2
1196,Hotels,2010,Nov,186311.0,392694.0,2.11
1197,Hotels,2010,Dec,166347.0,333406.0,2.0
1198,Hotels,2011,Jan,116959.0,221052.0,1.89
1199,Hotels,2011,Feb,132340.0,257635.0,1.95
1200,Hotels,2011,Mar,160293.0,329759.0,2.06
1201,Hotels,2011,Apr,215276.0,477139.0,2.22
1202,Hotels,2011,May,201701.0,444578.0,2.2
1203,Hotels,2011,Jun,243176.0,527578.0,2.17
1204,Hotels,2011,Jul,343931.0,828596.0,2.41
1205,Hotels,2011,Aug,417788.0,1030532.0,2.47
1206,Hotels,2011,Sep,275096.0,623876.0,2.27
1207,Hotels,2011,Oct,232510.0,517250.0,2.22
1208,Hotels,2011,Nov,151606.0,326234.0,2.15
1209,Hotels,2011,Dec,140786.0,284170.0,2.02
1210,Hotels,2012,Jan,113860.0,212237.0,1.86
1211,Hotels,2012,Feb,138387.0,249599.0,1.8
1212,Hotels,2012,Mar,156904.0,314351.0,2.0
1213,Hotels,2012,Apr,206239.0,418134.0,2.03
1214,Hotels,2012,May,182177.0,385255.0,2.11
1215,Hotels,2012,Jun,226777.0,466852.0,2.06
1216,Hotels,2012,Jul,293436.0,700690.0,2.39
1217,Hotels,2012,Aug,398558.0,990617.0,2.49
1218,Hotels,2012,Sep,252680.0,548205.0,2.17
1219,Hotels,2012,Oct,218505.0,467711.0,2.14
1220,Hotels,2012,Nov,153029.0,322244.0,2.11
1221,Hotels,2012,Dec,133041.0,252890.0,1.9
1222,Hotels,2013,Jan,113740.0,215028.0,1.89
1223,Hotels,2013,Feb,118884.0,231179.0,1.94
1224,Hotels,2013,Mar,178499.0,347558.0,1.95
1225,Hotels,2013,Apr,157662.0,317087.0,2.01
1226,Hotels,2013,May,196695.0,396529.0,2.02
1227,Hotels,2013,Jun,227905.0,435853.0,1.91
1228,Hotels,2013,Jul,325560.0,723996.0,2.22
1229,Hotels,2013,Aug,451989.0,1066191.0,2.36
1230,Hotels,2013,Sep,270135.0,578187.0,2.14
1231,Hotels,2013,Oct,208133.0,432806.0,2.08
1232,Hotels,2013,Nov,156933.0,329959.0,2.1
1233,Hotels,2013,Dec,139117.0,269797.0,1.94
1234,Hotels,2014,Jan,105476.0,207573.0,1.97
1235,Hotels,2014,Feb,129189.0,233365.0,1.81
1236,Hotels,2014,Mar,147056.0,294933.0,2.01
1237,Hotels,2014,Apr,204276.0,390314.0,1.91
1238,Hotels,2014,May,209214.0,404494.0,1.93
1239,Hotels,2014,Jun,234163.0,471734.0,2.01
1240,Hotels,2014,Jul,340620.0,735697.0,2.16
1241,Hotels,2014,Aug,479843.0,1098939.0,2.29
1242,Hotels,2014,Sep,286817.0,606072.0,2.11
1243,Hotels,2014,Oct,232581.0,481055.0,2.07
1244,Hotels,2014,Nov,156078.0,322387.0,2.07
1245,Hotels,2014,Dec,143794.0,263534.0,1.83
1246,Hotels,2015,Jan,114604.0,204728.0,1.79
1247,Hotels,2015,Feb,132654.0,234776.0,1.77
1248,Hotels,2015,Mar,177739.0,334757.0,1.88
1249,Hotels,2015,Apr,214954.0,410119.0,1.91
1250,Hotels,2015,May,221350.0,419383.0,1.89
1251,Hotels,2015,Jun,273485.0,520565.0,1.9
1252,Hotels,2015,Jul,408165.0,849171.0,2.08
1253,Hotels,2015,Aug,504571.0,1169976.0,2.32
1254,Hotels,2015,Sep,312121.0,628930.0,2.02
1255,Hotels,2015,Oct,252380.0,509317.0,2.02
1256,Hotels,2015,Nov,161194.0,307200.0,1.91
1257,Hotels,2015,Dec,155244.0,279375.0,1.8
1258,Hotels,2016,Jan,128415.0,222392.0,1.73
1259,Hotels,2016,Feb,148909.0,272258.0,1.83
1260,Hotels,2016,Mar,218093.0,417791.0,1.92
1261,Hotels,2016,Apr,199127.0,363353.0,1.82
1262,Hotels,2016,May,224761.0,410466.0,1.83
1263,Hotels,2016,Jun,290026.0,543736.0,1.87
1264,Hotels,2016,Jul,434600.0,960151.0,2.21
1265,Hotels,2016,Aug,526636.0,1230387.0,2.34
1266,Hotels,2016,Sep,327416.0,684870.0,2.09
1267,Hotels,2016,Oct,271124.0,561319.0,2.07
1268,Hotels,2016,Nov,176386.0,351473.0,1.99
1269,Hotels,2016,Dec,158715.0,303058.0,1.91
1270,Hotels,2017,Jan,133806.0,233001.0,1.74
1271,Hotels,2017,Feb,150944.0,259619.0,1.72
1272,Hotels,2017,Mar,183403.0,336761.0,1.84
1273,Hotels,2017,Apr,275310.0,533094.0,1.94
1274,Hotels,2017,May,231162.0,436823.0,1.89
1275,Hotels,2017,Jun,294836.0,599923.0,2.03
1276,Hotels,2017,Jul,427993.0,992971.0,2.32
1277,Hotels,2017,Aug,532857.0,1310118.0,2.46
1278,Hotels,2017,Sep,324660.0,706877.0,2.18
1279,Hotels,2017,Oct,276745.0,581362.0,2.1
1280,Hotels,2017,Nov,193308.0,387923.0,2.01
1281,Hotels,2017,Dec,171455.0,324672.0,1.89
1282,Hotels,2018,Jan,138288.0,249481.0,1.8
1283,Hotels,2018,Feb,151232.0,265015.0,1.75
1284,Hotels,2018,Mar,218929.0,406165.0,1.86
1285,Hotels,2018,Apr,218486.0,430021.0,1.97
1286,Hotels,2018,May,231563.0,447645.0,1.93
1287,Hotels,2018,Jun,283272.0,577608.0,2.04
1288,Hotels,2018,Jul,377584.0,914963.0,2.42
1289,Hotels,2018,Aug,483188.0,1210429.0,2.51
1290,Hotels,2018,Sep,320345.0,692979.0,2.16
1291,Hotels,2018,Oct,263596.0,559412.0,2.12
1292,Hotels,2018,Nov,195501.0,402090.0,2.06
1293,Hotels,2018,Dec,185832.0,346662.0,1.87
1294,Hotels,2019,Jan,139771.0,252961.0,1.81
1295,Hotels,2019,Feb,155544.0,281245.0,1.81
1296,Hotels,2019,Mar,189698.0,364653.0,1.92
1297,Hotels,2019,Apr,250716.0,494636.0,1.97
1298,Hotels,2019,May,257141.0,506098.0,1.97
1299,Hotels,2019,Jun,290639.0,591155.0,2.03
1300,Hotels,2019,Jul,404302.0,963299.0,2.38
1301,Hotels,2019,Aug,504005.0,1269972.0,2.52
1302,Hotels,2019,Sep,330300.0,711609.0,2.15
1303,Hotels,2019,Oct,273113.0,558569.0,2.05
1304,Hotels,2019,Nov,197689.0,412580.0,2.09
1305,Hotels,2019,Dec,207211.0,392872.0,1.9
1306,Hotels,2020,Jan,151176.0,278203.0,1.84
1307,Hotels,2020,Feb,171517.0,317158.0,1.85
1308,Hotels,2020,Mar,74065.0,147182.0,1.99
1309,Hotels,2020,Apr,0.0,0.0,0.0
1310,Hotels,2020,May,4606.0,15557.0,3.38
1311,Hotels,2020,Jun,53914.0,105791.0,1.96
1312,Hotels,2020,Jul,239192.0,552098.0,2.31
1313,Hotels,2020,Aug,357723.0,837783.0,2.34
1314,Hotels,2020,Sep,190153.0,373628.0,1.96
1315,Hotels,2020,Oct,126936.0,243277.0,1.92
1316,Hotels,2020,Nov,47909.0,113769.0,2.37
1317,Hotels,2020,Dec,48740.0,110512.0,2.27
1318,Hotels,2021,Jan,39470.0,96135.0,2.44
1319,Hotels,2021,Feb,38927.0,88896.0,2.28
1320,Hotels,2021,Mar,81456.0,159697.0,1.96
1321,Hotels,2021,Apr,93955.0,174635.0,1.86
1322,Hotels,2021,May,137888.0,249610.0,1.81
1323,Hotels,2021,Jun,229307.0,443180.0,1.93
1324,Hotels,2021,Jul,437167.0,965649.0,2.21
1325,Hotels,2021,Aug,573951.0,1357260.0,2.36
1326,Hotels,2021,Sep,365209.0,770473.0,2.11
1327,Hotels,2021,Oct,304785.0,598102.0,1.96
1328,Hotels,2021,Nov,196209.0,374296.0,1.91
1329,Hotels,2021,Dec,180211.0,349464.0,1.94
1330,Hotels,2022,Jan,109775.0,195591.0,1.78
1331,Hotels,2022,Feb,153048.0,272890.0,1.78
1332,Hotels,2022,Mar,174139.0,332906.0,1.91
1333,Hotels,2022,Apr,276491.0,520912.0,1.88
1334,Hotels,2022,May,272096.0,509886.0,1.87
1335,Hotels,2022,Jun,312708.0,621095.0,1.99
1336,Hotels,2022,Jul,464774.0,1041010.0,2.24
1337,Hotels,2022,Aug,568722.0,1324693.0,2.33
1338,Campings,2001,Jan,106.0,213.0,2.01
1339,Campings,2001,Feb,104.0,176.0,1.69
1340,Campings,2001,Mar,155.0,221.0,1.43
1341,Campings,2001,Mar,155.0,221.0,1.43
1342,Campings,2001,Apr,3244.0,9103.0,2.81
1343,Campings,2001,May,841.0,2701.0,3.21
1344,Campings,2001,Jun,10239.0,43009.0,4.2
1345,Campings,2001,Jul,54967.0,259453.0,4.72
1346,Campings,2001,Aug,77658.0,338681.0,4.36
1347,Campings,2001,Sep,6778.0,26425.0,3.9
1348,Campings,2001,Oct,536.0,1293.0,2.41
1349,Campings,2001,Nov,309.0,621.0,2.01
1350,Campings,2001,Dec,62.0,195.0,3.15
1351,Campings,2002,Jan,155.0,248.0,1.6
1352,Campings,2002,Jan,155.0,248.0,1.6
1353,Campings,2002,Feb,180.0,372.0,2.07
1354,Campings,2002,Mar,1306.0,4021.0,3.08
1355,Campings,2002,Apr,664.0,1697.0,2.56
1356,Campings,2002,May,1213.0,4296.0,3.54
1357,Campings,2002,Jun,10345.0,45972.0,4.44
1358,Campings,2002,Jul,69373.0,299861.0,4.32
1359,Campings,2002,Aug,71153.0,336645.0,4.73
1360,Campings,2002,Sep,5803.0,24796.0,4.27
1361,Campings,2002,Oct,235.0,620.0,2.64
1362,Campings,2002,Nov,189.0,364.0,1.93
1363,Campings,2002,Nov,189.0,364.0,1.93
1364,Campings,2002,Dec,1293.0,5722.0,4.43
1365,Campings,2003,Jan,656.0,4192.0,6.39
1366,Campings,2003,Feb,647.0,2963.0,4.58
1367,Campings,2003,Mar,201.0,328.0,1.63
1368,Campings,2003,Apr,1677.0,5424.0,3.23
1369,Campings,2003,May,1926.0,4403.0,2.29
1370,Campings,2003,Jun,9440.0,35201.0,3.73
1371,Campings,2003,Jul,45216.0,216640.0,4.79
1372,Campings,2003,Aug,78701.0,358026.0,4.55
1373,Campings,2003,Sep,7155.0,32797.0,4.58
1374,Campings,2003,Oct,0.0,0.0,0.0
1375,Campings,2003,Oct,0.0,0.0,0.0
1376,Campings,2003,Oct,0.0,0.0,0.0
1377,Campings,2003,Nov,388.0,618.0,1.59
1378,Campings,2003,Dec,132.0,421.0,3.19
1379,Campings,2004,Jan,145.0,234.0,1.61
1380,Campings,2004,Feb,201.0,362.0,1.8
1381,Campings,2004,Mar,585.0,941.0,1.61
1382,Campings,2004,Apr,2703.0,7320.0,2.71
1383,Campings,2004,May,2861.0,6777.0,2.37
1384,Campings,2004,Jun,12334.0,53842.0,4.37
1385,Campings,2004,Jul,67187.0,253552.0,3.77
1386,Campings,2004,Aug,82939.0,339293.0,4.09
1387,Campings,2004,Sep,8508.0,41120.0,4.83
1388,Campings,2004,Oct,909.0,2516.0,2.77
1389,Campings,2004,Nov,352.0,602.0,1.71
1390,Campings,2004,Dec,381.0,793.0,2.08
1391,Campings,2005,Jan,172.0,367.0,2.13
1392,Campings,2005,Feb,175.0,521.0,2.98
1393,Campings,2005,Mar,929.0,3718.0,4.0
1394,Campings,2005,Apr,658.0,1868.0,2.84
1395,Campings,2005,May,1808.0,3869.0,2.14
1396,Campings,2005,Jun,14797.0,46559.0,3.15
1397,Campings,2005,Jul,71257.0,269761.0,3.79
1398,Campings,2005,Aug,96589.0,384895.0,3.98
1399,Campings,2005,Sep,9231.0,42760.0,4.63
1400,Campings,2005,Oct,431.0,1047.0,2.43
1401,Campings,2005,Nov,229.0,393.0,1.72
1402,Campings,2005,Dec,216.0,472.0,2.19
1403,Campings,2006,Jan,125.0,241.0,1.93
1404,Campings,2006,Feb,215.0,396.0,1.84
1405,Campings,2006,Mar,137.0,224.0,1.64
1406,Campings,2006,Apr,3624.0,9671.0,2.67
1407,Campings,2006,May,2566.0,6030.0,2.35
1408,Campings,2006,Jun,11251.0,45798.0,4.07
1409,Campings,2006,Jul,63609.0,274771.0,4.32
1410,Campings,2006,Aug,82593.0,340584.0,4.12
1411,Campings,2006,Sep,8332.0,37120.0,4.46
1412,Campings,2006,Oct,646.0,1522.0,2.36
1413,Campings,2006,Nov,410.0,673.0,1.64
1414,Campings,2006,Dec,396.0,752.0,1.9
1415,Campings,2007,Jan,294.0,591.0,2.01
1416,Campings,2007,Feb,429.0,841.0,1.96
1417,Campings,2007,Mar,115.0,1063.0,9.24
1418,Campings,2007,Apr,3907.0,10670.0,2.73
1419,Campings,2007,May,2526.0,6137.0,2.43
1420,Campings,2007,Jun,10533.0,39274.0,3.73
1421,Campings,2007,Jul,55075.0,234950.0,4.27
1422,Campings,2007,Aug,81598.0,341069.0,4.18
1423,Campings,2007,Sep,9314.0,38862.0,4.17
1424,Campings,2007,Oct,397.0,681.0,1.72
1425,Campings,2007,Nov,1209.0,2390.0,1.98
1426,Campings,2007,Dec,247.0,622.0,2.52
1427,Campings,2008,Jan,225.0,315.0,1.4
1428,Campings,2008,Feb,269.0,449.0,1.67
1429,Campings,2008,Mar,1646.0,6100.0,3.71
1430,Campings,2008,Apr,1315.0,6812.0,5.18
1431,Campings,2008,May,1821.0,7617.0,4.18
1432,Campings,2008,Jun,12418.0,51182.0,4.12
1433,Campings,2008,Jul,58098.0,243620.0,4.19
1434,Campings,2008,Aug,80646.0,337320.0,4.18
1435,Campings,2008,Sep,8014.0,43293.0,5.4
1436,Campings,2008,Oct,423.0,1005.0,2.38
1437,Campings,2008,Nov,439.0,914.0,2.08
1438,Campings,2008,Dec,152.0,333.0,2.19
1439,Campings,2009,Jan,94.0,122.0,1.3
1440,Campings,2009,Feb,236.0,402.0,1.7
1441,Campings,2009,Mar,674.0,1189.0,1.76
1442,Campings,2009,Apr,3595.0,12663.0,3.52
1443,Campings,2009,May,2557.0,12137.0,4.75
1444,Campings,2009,Jun,14204.0,57104.0,4.02
1445,Campings,2009,Jul,54083.0,242211.0,4.48
1446,Campings,2009,Aug,80466.0,344629.0,4.28
1447,Campings,2009,Sep,11269.0,56598.0,5.02
1448,Campings,2009,Oct,751.0,1520.0,2.02
1449,Campings,2009,Nov,265.0,453.0,1.71
1450,Campings,2009,Dec,168.0,330.0,1.96
1451,Campings,2010,Jan,68.0,149.0,2.19
1452,Campings,2010,Feb,182.0,311.0,1.71
1453,Campings,2010,Mar,1020.0,1797.0,1.76
1454,Campings,2010,Apr,3057.0,9434.0,3.09
1455,Campings,2010,May,3128.0,8285.0,2.65
1456,Campings,2010,Jun,13130.0,53031.0,4.04
1457,Campings,2010,Jul,60831.0,254211.0,4.18
1458,Campings,2010,Aug,89594.0,375110.0,4.19
1459,Campings,2010,Sep,11565.0,45963.0,3.97
1460,Campings,2010,Oct,853.0,1819.0,2.13
1461,Campings,2010,Nov,206.0,385.0,1.87
1462,Campings,2010,Dec,73.0,147.0,2.01
1463,Campings,2011,Jan,0.0,0.0,0.0
1464,Campings,2011,Jan,0.0,0.0,0.0
1465,Campings,2011,Jan,0.0,0.0,0.0
1466,Campings,2011,Feb,298.0,489.0,1.64
1467,Campings,2011,Mar,203.0,311.0,1.53
1468,Campings,2011,Apr,3652.0,12280.0,3.36
1469,Campings,2011,May,2723.0,9412.0,3.46
1470,Campings,2011,Jun,14952.0,62310.0,4.17
1471,Campings,2011,Jul,64405.0,253785.0,3.94
1472,Campings,2011,Aug,82217.0,352613.0,4.29
1473,Campings,2011,Sep,10443.0,45187.0,4.33
1474,Campings,2011,Oct,946.0,1599.0,1.69
1475,Campings,2011,Nov,316.0,465.0,1.47
1476,Campings,2011,Dec,0.0,0.0,0.0
1477,Campings,2011,Dec,0.0,0.0,0.0
1478,Campings,2011,Dec,0.0,0.0,0.0
1479,Campings,2012,Jan,177.0,250.0,1.41
1480,Campings,2012,Feb,315.0,423.0,1.34
1481,Campings,2012,Mar,699.0,998.0,1.43
