,accommodation,year,month,travellers,nights,avg_stay
514,Campings,2020,Jul,67133.0,263312.0,3.9
515,Campings,2020,Aug,76918.0,307340.0,4.0
516,Campings,2020,Sep,19555.0,82303.0,4.2
517,Campings,2020,Oct,973.0,1851.0,1.9
518,Campings,2020,Nov,246.0,486.0,2.0
519,Campings,2020,Dec,0.0,0.0,0.0
520,Campings,2020,Dec,0.0,0.0,0.0
521,Campings,2020,Dec,0.0,0.0,0.0
522,Campings,2021,Jan,30.0,66.0,2.2
523,Campings,2021,Feb,85.0,192.0,2.3
524,Campings,2021,Mar,1490.0,2763.0,1.9
525,Campings,2021,Apr,2940.0,6088.0,2.1
526,Campings,2021,May,5581.0,10496.0,1.9
527,Campings,2021,Jun,31450.0,97712.0,3.1
528,Campings,2021,Jul,85264.0,335930.0,3.9
529,Campings,2021,Aug,125731.0,450846.0,3.6
530,Campings,2021,Sep,27988.0,107439.0,3.8
531,Campings,2021,Oct,3707.0,6868.0,1.9
532,Campings,2021,Nov,1860.0,2968.0,1.6
533,Campings,2021,Dec,1101.0,1775.0,1.6
534,Campings,2022,Jan,799.0,1190.0,1.5
535,Campings,2022,Feb,1009.0,1770.0,1.8
536,Campings,2022,Mar,1031.0,1908.0,1.9
537,Campings,2022,Apr,8940.0,20536.0,2.3
538,Campings,2022,May,9687.0,32530.0,3.4
539,Campings,2022,Jun,38472.0,112173.0,2.9
540,Campings,2022,Jul,91336.0,359632.0,3.9
541,Campings,2022,Aug,126338.0,469527.0,3.7
542,Apartments,2001,Jan,1777.0,5731.0,3.2
543,Apartments,2001,Feb,1566.0,5722.0,3.7
544,Apartments,2001,Mar,1717.0,6241.0,3.6
545,Apartments,2001,Apr,2304.0,8318.0,3.6
546,Apartments,2001,May,1783.0,6175.0,3.5
547,Apartments,2001,Jun,1555.0,7384.0,4.8
548,Apartments,2001,Jul,3478.0,27503.0,7.9
549,Apartments,2001,Aug,4433.0,34133.0,7.7
550,Apartments,2001,Sep,2722.0,11490.0,4.2
551,Apartments,2001,Oct,854.0,3962.0,4.6
552,Apartments,2001,Nov,530.0,3198.0,6.0
553,Apartments,2001,Dec,1079.0,4357.0,4.0
554,Apartments,2002,Jan,1381.0,4224.0,3.1
555,Apartments,2002,Feb,1258.0,4751.0,3.8
556,Apartments,2002,Mar,2412.0,7243.0,3.0
557,Apartments,2002,Apr,1854.0,5524.0,3.0
558,Apartments,2002,May,1823.0,6410.0,3.5
559,Apartments,2002,Jun,1936.0,7524.0,3.9
560,Apartments,2002,Jul,3359.0,24881.0,7.4
561,Apartments,2002,Aug,6181.0,41055.0,6.6
562,Apartments,2002,Sep,2124.0,9868.0,4.7
563,Apartments,2002,Oct,925.0,4350.0,4.7
564,Apartments,2002,Nov,700.0,2898.0,4.1
565,Apartments,2002,Dec,1392.0,4816.0,3.5
566,Apartments,2003,Jan,1805.0,5317.0,3.0
567,Apartments,2003,Feb,1505.0,4593.0,3.1
568,Apartments,2003,Mar,1150.0,4942.0,4.3
569,Apartments,2003,Apr,2454.0,7422.0,3.0
570,Apartments,2003,Apr,2454.0,7422.0,3.0
571,Apartments,2003,May,1439.0,4535.0,3.2
572,Apartments,2003,Jun,2078.0,6810.0,3.3
573,Apartments,2003,Jul,3264.0,21241.0,6.5
574,Apartments,2003,Aug,5347.0,35846.0,6.7
575,Apartments,2003,Sep,1847.0,10129.0,5.5
576,Apartments,2003,Oct,733.0,3105.0,4.2
577,Apartments,2003,Nov,724.0,3104.0,4.3
578,Apartments,2003,Dec,1499.0,5693.0,3.8
579,Apartments,2004,Jan,844.0,3703.0,4.4
580,Apartments,2004,Feb,1001.0,4630.0,4.6
581,Apartments,2004,Mar,842.0,4701.0,5.6
582,Apartments,2004,Apr,1726.0,7736.0,4.5
583,Apartments,2004,May,1420.0,5290.0,3.7
584,Apartments,2004,Jun,2655.0,9923.0,3.7
585,Apartments,2004,Jul,4195.0,28239.0,6.7
586,Apartments,2004,Aug,4720.0,41480.0,8.8
587,Apartments,2004,Sep,2208.0,11159.0,5.1
588,Apartments,2004,Oct,2112.0,7503.0,3.6
589,Apartments,2004,Nov,827.0,3661.0,4.4
590,Apartments,2004,Dec,1904.0,7670.0,4.0
591,Apartments,2005,Jan,1194.0,5281.0,4.4
592,Apartments,2005,Feb,1416.0,5682.0,4.0
593,Apartments,2005,Mar,2080.0,8093.0,3.9
594,Apartments,2005,Apr,1220.0,6212.0,5.1
595,Apartments,2005,May,1868.0,8137.0,4.4
596,Apartments,2005,Jun,2734.0,10676.0,3.9
597,Apartments,2005,Jul,6126.0,40067.0,6.5
598,Apartments,2005,Aug,6679.0,52722.0,7.9
599,Apartments,2005,Sep,2818.0,15520.0,5.5
600,Apartments,2005,Oct,1611.0,7966.0,4.9
601,Apartments,2005,Nov,1342.0,6300.0,4.7
602,Apartments,2005,Dec,1828.0,8124.0,4.4
603,Apartments,2006,Jan,1966.0,6872.0,3.5
604,Apartments,2006,Feb,1738.0,7570.0,4.4
605,Apartments,2006,Mar,1322.0,6025.0,4.6
606,Apartments,2006,Apr,2884.0,9206.0,3.2
607,Apartments,2006,May,1904.0,7184.0,3.8
608,Apartments,2006,Jun,2958.0,11348.0,3.8
609,Apartments,2006,Jul,7831.0,39445.0,5.0
610,Apartments,2006,Aug,8006.0,49599.0,6.2
611,Apartments,2006,Sep,3408.0,14668.0,4.3
612,Apartments,2006,Oct,2741.0,9656.0,3.5
613,Apartments,2006,Nov,1160.0,5762.0,5.0
614,Apartments,2006,Dec,2064.0,7437.0,3.6
615,Apartments,2007,Jan,1943.0,5348.0,2.8
616,Apartments,2007,Feb,1648.0,6846.0,4.2
617,Apartments,2007,Mar,1802.0,7313.0,4.1
618,Apartments,2007,Apr,3412.0,11028.0,3.2
619,Apartments,2007,May,2401.0,8223.0,3.4
620,Apartments,2007,Jun,3422.0,12470.0,3.6
621,Apartments,2007,Jun,3422.0,12470.0,3.6
622,Apartments,2007,Jul,6981.0,41657.0,6.0
623,Apartments,2007,Aug,8468.0,60255.0,7.1
624,Apartments,2007,Sep,4008.0,19118.0,4.8
625,Apartments,2007,Oct,2295.0,8242.0,3.6
626,Apartments,2007,Oct,2295.0,8242.0,3.6
627,Apartments,2007,Nov,1422.0,5818.0,4.1
628,Apartments,2007,Dec,2223.0,7859.0,3.5
629,Apartments,2008,Jan,2450.0,7523.0,3.1
630,Apartments,2008,Feb,2400.0,8199.0,3.4
631,Apartments,2008,Mar,3554.0,12459.0,3.5
632,Apartments,2008,Apr,2246.0,7764.0,3.5
633,Apartments,2008,May,3038.0,11363.0,3.7
634,Apartments,2008,Jun,3422.0,15184.0,4.4
635,Apartments,2008,Jun,3422.0,15184.0,4.4
636,Apartments,2008,Jul,6853.0,41166.0,6.0
637,Apartments,2008,Aug,9127.0,59193.0,6.5
638,Apartments,2008,Sep,4076.0,16352.0,4.0
639,Apartments,2008,Oct,2237.0,8055.0,3.6
640,Apartments,2008,Nov,1550.0,6232.0,4.0
641,Apartments,2008,Dec,2484.0,8185.0,3.3
642,Apartments,2009,Jan,1779.0,6605.0,3.7
643,Apartments,2009,Feb,1922.0,7540.0,3.9
644,Apartments,2009,Mar,2032.0,7762.0,3.8
645,Apartments,2009,Apr,3896.0,13002.0,3.3
646,Apartments,2009,May,3070.0,10391.0,3.4
647,Apartments,2009,Jun,3970.0,15612.0,3.9
648,Apartments,2009,Jul,7085.0,41057.0,5.8
649,Apartments,2009,Aug,9631.0,63250.0,6.6
650,Apartments,2009,Sep,4804.0,19342.0,4.0
651,Apartments,2009,Oct,3672.0,10918.0,3.0
652,Apartments,2009,Nov,1192.0,5415.0,4.5
653,Apartments,2009,Dec,2800.0,8620.0,3.1
654,Apartments,2010,Jan,1431.0,5771.0,4.0
655,Apartments,2010,Feb,1946.0,6494.0,3.3
656,Apartments,2010,Mar,2295.0,7476.0,3.3
657,Apartments,2010,Mar,2295.0,7476.0,3.3
658,Apartments,2010,Apr,3244.0,10970.0,3.4
659,Apartments,2010,May,3606.0,9399.0,2.6
660,Apartments,2010,Jun,4436.0,15312.0,3.5
661,Apartments,2010,Jul,7761.0,45575.0,5.9
662,Apartments,2010,Aug,10022.0,64503.0,6.4
663,Apartments,2010,Sep,5944.0,23266.0,3.9
664,Apartments,2010,Oct,3582.0,10415.0,2.9
665,Apartments,2010,Nov,1582.0,5662.0,3.6
666,Apartments,2010,Dec,2465.0,8970.0,3.6
667,Apartments,2011,Jan,1672.0,6250.0,3.7
668,Apartments,2011,Feb,1650.0,6426.0,3.9
669,Apartments,2011,Mar,1877.0,7783.0,4.2
670,Apartments,2011,Apr,4196.0,13046.0,3.1
671,Apartments,2011,May,3302.0,10743.0,3.3
672,Apartments,2011,Jun,5372.0,18074.0,3.4
673,Apartments,2011,Jul,9294.0,51742.0,5.6
674,Apartments,2011,Aug,11465.0,64406.0,5.6
675,Apartments,2011,Sep,5644.0,20789.0,3.7
676,Apartments,2011,Sep,5644.0,20789.0,3.7
677,Apartments,2011,Oct,3221.0,9286.0,2.9
678,Apartments,2011,Nov,1698.0,6142.0,3.6
679,Apartments,2011,Dec,1970.0,7457.0,3.8
680,Apartments,2011,Dec,1970.0,7457.0,3.8
681,Apartments,2012,Jan,1438.0,5010.0,3.5
682,Apartments,2012,Feb,1640.0,5286.0,3.2
683,Apartments,2012,Mar,3225.0,9082.0,2.8
684,Apartments,2012,Apr,5083.0,18326.0,3.6
685,Apartments,2012,May,3949.0,12385.0,3.1
686,Apartments,2012,Jun,5517.0,18422.0,3.3
687,Apartments,2012,Jul,9503.0,46905.0,4.9
688,Apartments,2012,Aug,13398.0,72739.0,5.4
689,Apartments,2012,Sep,7826.0,28493.0,3.6
690,Apartments,2012,Oct,3626.0,10444.0,2.9
691,Apartments,2012,Nov,2764.0,8679.0,3.1
692,Apartments,2012,Dec,2809.0,8865.0,3.2
693,Apartments,2013,Jan,1971.0,5549.0,2.8
694,Apartments,2013,Feb,2735.0,6820.0,2.5
695,Apartments,2013,Mar,3398.0,10149.0,3.0
696,Apartments,2013,Apr,3594.0,9372.0,2.6
697,Apartments,2013,May,4660.0,11987.0,2.6
698,Apartments,2013,Jun,6409.0,19081.0,3.0
699,Apartments,2013,Jul,9824.0,47465.0,4.8
700,Apartments,2013,Aug,13911.0,74406.0,5.4
701,Apartments,2013,Sep,6960.0,26299.0,3.8
702,Apartments,2013,Oct,3953.0,11627.0,2.9
703,Apartments,2013,Nov,2768.0,8298.0,3.0
704,Apartments,2013,Dec,3256.0,11271.0,3.5
705,Apartments,2014,Jan,2107.0,6649.0,3.2
706,Apartments,2014,Feb,2595.0,7305.0,2.8
707,Apartments,2014,Mar,3014.0,8492.0,2.8
708,Apartments,2014,Apr,4981.0,14360.0,2.9
709,Apartments,2014,May,4852.0,12676.0,2.6
710,Apartments,2014,Jun,5149.0,19332.0,3.8
711,Apartments,2014,Jul,10656.0,59468.0,5.6
712,Apartments,2014,Aug,14617.0,88687.0,6.1
713,Apartments,2014,Sep,7171.0,26221.0,3.7
714,Apartments,2014,Oct,3321.0,9321.0,2.8
715,Apartments,2014,Nov,2398.0,8051.0,3.4
716,Apartments,2014,Dec,3095.0,9526.0,3.1
717,Apartments,2015,Jan,2454.0,8288.0,3.4
718,Apartments,2015,Jan,2454.0,8288.0,3.4
719,Apartments,2015,Feb,3791.0,10736.0,2.8
720,Apartments,2015,Mar,4125.0,10485.0,2.5
721,Apartments,2015,Apr,5643.0,15648.0,2.8
722,Apartments,2015,May,6577.0,15345.0,2.3
723,Apartments,2015,Jun,7521.0,25520.0,3.4
724,Apartments,2015,Jul,14682.0,73045.0,5.0
725,Apartments,2015,Aug,18205.0,97235.0,5.3
726,Apartments,2015,Sep,9475.0,31623.0,3.3
727,Apartments,2015,Oct,5633.0,14297.0,2.5
728,Apartments,2015,Nov,3253.0,10047.0,3.1
729,Apartments,2015,Dec,4063.0,11856.0,2.9
730,Apartments,2016,Jan,4698.0,12578.0,2.7
731,Apartments,2016,Feb,6041.0,14302.0,2.4
732,Apartments,2016,Mar,8360.0,26130.0,3.1
733,Apartments,2016,Apr,6846.0,17763.0,2.6
734,Apartments,2016,May,9143.0,22994.0,2.5
735,Apartments,2016,Jun,12835.0,36727.0,2.9
736,Apartments,2016,Jul,19844.0,89055.0,4.5
737,Apartments,2016,Aug,24273.0,115109.0,4.7
738,Apartments,2016,Sep,13552.0,43529.0,3.2
739,Apartments,2016,Oct,10048.0,26170.0,2.6
740,Apartments,2016,Nov,4607.0,13454.0,2.9
741,Apartments,2016,Dec,5315.0,16116.0,3.0
742,Apartments,2017,Jan,3957.0,11803.0,3.0
743,Apartments,2017,Feb,5717.0,15125.0,2.7
744,Apartments,2017,Mar,5020.0,15198.0,3.0
745,Apartments,2017,Apr,12945.0,33582.0,2.6
746,Apartments,2017,May,11102.0,25664.0,2.3
747,Apartments,2017,Jun,15078.0,42212.0,2.8
748,Apartments,2017,Jul,23142.0,100587.0,4.4
749,Apartments,2017,Aug,27335.0,120486.0,4.4
750,Apartments,2017,Sep,16942.0,55097.0,3.3
751,Apartments,2017,Oct,11876.0,29472.0,2.5
752,Apartments,2017,Nov,4963.0,14027.0,2.8
753,Apartments,2017,Dec,5696.0,17758.0,3.1
754,Apartments,2018,Jan,3613.0,10472.0,2.9
755,Apartments,2018,Feb,3902.0,11429.0,2.9
756,Apartments,2018,Mar,6785.0,18387.0,2.7
757,Apartments,2018,Apr,8839.0,20969.0,2.4
758,Apartments,2018,May,11281.0,23587.0,2.1
759,Apartments,2018,Jun,12439.0,33785.0,2.7
760,Apartments,2018,Jul,21324.0,92305.0,4.3
761,Apartments,2018,Aug,28084.0,122775.0,4.4
762,Apartments,2018,Sep,15940.0,52053.0,3.3
763,Apartments,2018,Oct,9748.0,26098.0,2.7
764,Apartments,2018,Nov,4977.0,12687.0,2.6
765,Apartments,2018,Dec,5763.0,15694.0,2.7
766,Apartments,2019,Jan,4024.0,9877.0,2.5
767,Apartments,2019,Feb,3802.0,9586.0,2.5
768,Apartments,2019,Mar,5336.0,13383.0,2.5
769,Apartments,2019,Apr,10549.0,33828.0,3.2
770,Apartments,2019,May,9756.0,32896.0,3.4
771,Apartments,2019,Jun,13381.0,40277.0,3.0
772,Apartments,2019,Jul,23794.0,108029.0,4.5
773,Apartments,2019,Aug,29009.0,129908.0,4.5
774,Apartments,2019,Sep,21196.0,63078.0,3.0
775,Apartments,2019,Oct,12391.0,26875.0,2.2
776,Apartments,2019,Nov,6028.0,14465.0,2.4
777,Apartments,2019,Dec,6648.0,18170.0,2.7
778,Apartments,2020,Jan,4490.0,14752.0,3.3
779,Apartments,2020,Feb,5788.0,17473.0,3.0
780,Apartments,2020,Mar,1893.0,9266.0,4.9
781,Apartments,2020,Apr,0.0,0.0,0.0
782,Apartments,2020,May,1575.0,9328.0,5.9
783,Apartments,2020,Jun,5657.0,22072.0,3.9
784,Apartments,2020,Jul,19976.0,84978.0,4.3
785,Apartments,2020,Aug,26088.0,120035.0,4.6
786,Apartments,2020,Sep,12981.0,42287.0,3.3
787,Apartments,2020,Oct,5525.0,17559.0,3.2
788,Apartments,2020,Nov,2490.0,11979.0,4.8
789,Apartments,2020,Dec,2281.0,12408.0,5.4
790,Apartments,2021,Jan,1986.0,11095.0,5.6
791,Apartments,2021,Feb,1029.0,8654.0,8.4
792,Apartments,2021,Mar,4366.0,12140.0,2.8
793,Apartments,2021,Apr,6538.0,18307.0,2.8
794,Apartments,2021,May,8112.0,20500.0,2.5
795,Apartments,2021,Jun,13602.0,42680.0,3.1
796,Apartments,2021,Jul,29337.0,121766.0,4.2
797,Apartments,2021,Aug,32788.0,150726.0,4.6
798,Apartments,2021,Sep,19145.0,62428.0,3.3
799,Apartments,2021,Oct,13957.0,37056.0,2.7
800,Apartments,2021,Nov,5963.0,19551.0,3.3
801,Apartments,2021,Dec,7582.0,24640.0,3.3
802,Apartments,2022,Jan,4956.0,16788.0,3.4
803,Apartments,2022,Feb,8495.0,23275.0,2.7
804,Apartments,2022,Mar,6127.0,18523.0,3.0
805,Apartments,2022,Apr,18442.0,41667.0,2.3
806,Apartments,2022,May,15421.0,36164.0,2.4
807,Apartments,2022,Jun,18233.0,48755.0,2.7
808,Apartments,2022,Jul,35249.0,130019.0,3.7
809,Apartments,2022,Aug,37654.0,158686.0,4.2
810,Rural Tourism,2001,Jan,3152.0,4641.0,1.5
811,Rural Tourism,2001,Feb,3868.0,6425.0,1.7
812,Rural Tourism,2001,Mar,3806.0,5372.0,1.4
813,Rural Tourism,2001,Apr,9315.0,20808.0,2.2
814,Rural Tourism,2001,May,5716.0,9188.0,1.6
815,Rural Tourism,2001,Jun,7781.0,13663.0,1.8
816,Rural Tourism,2001,Jul,12587.0,33265.0,2.6
817,Rural Tourism,2001,Aug,22241.0,68889.0,3.1
818,Rural Tourism,2001,Sep,10563.0,24090.0,2.3
819,Rural Tourism,2001,Oct,8189.0,15506.0,1.9
820,Rural Tourism,2001,Nov,6447.0,11078.0,1.7
821,Rural Tourism,2001,Dec,6395.0,13457.0,2.1
822,Rural Tourism,2002,Jan,3152.0,5482.0,1.7
823,Rural Tourism,2002,Feb,4352.0,7144.0,1.6
824,Rural Tourism,2002,Mar,9775.0,22221.0,2.3
825,Rural Tourism,2002,Apr,5915.0,11026.0,1.9
826,Rural Tourism,2002,May,8268.0,15992.0,1.9
827,Rural Tourism,2002,May,8268.0,15992.0,1.9
828,Rural Tourism,2002,Jun,8728.0,16611.0,1.9
829,Rural Tourism,2002,Jul,16573.0,44600.0,2.7
830,Rural Tourism,2002,Aug,26788.0,88736.0,3.3
831,Rural Tourism,2002,Sep,12363.0,28867.0,2.3
832,Rural Tourism,2002,Oct,9674.0,16263.0,1.7
833,Rural Tourism,2002,Nov,6943.0,12657.0,1.8
834,Rural Tourism,2002,Nov,6943.0,12657.0,1.8
835,Rural Tourism,2002,Dec,6943.0,12657.0,1.8
836,Rural Tourism,2002,Dec,6943.0,12657.0,1.8
837,Rural Tourism,2003,Jan,3511.0,5806.0,1.7
838,Rural Tourism,2003,Feb,5436.0,8001.0,1.5
839,Rural Tourism,2003,Mar,6904.0,11043.0,1.6
840,Rural Tourism,2003,Apr,11152.0,24508.0,2.2
841,Rural Tourism,2003,May,8105.0,15801.0,2.0
842,Rural Tourism,2003,Jun,9469.0,16439.0,1.7
843,Rural Tourism,2003,Jul,16223.0,38952.0,2.4
844,Rural Tourism,2003,Aug,27075.0,85681.0,3.2
845,Rural Tourism,2003,Sep,13003.0,28203.0,2.2
846,Rural Tourism,2003,Oct,9213.0,16006.0,1.7
847,Rural Tourism,2003,Nov,6530.0,10591.0,1.6
848,Rural Tourism,2003,Dec,10830.0,20171.0,1.9
849,Rural Tourism,2004,Jan,5000.0,8564.0,1.7
850,Rural Tourism,2004,Feb,6700.0,11094.0,1.7
851,Rural Tourism,2004,Mar,8091.0,13794.0,1.7
852,Rural Tourism,2004,Apr,13879.0,29028.0,2.1
853,Rural Tourism,2004,May,13306.0,21794.0,1.6
854,Rural Tourism,2004,Jun,13529.0,23713.0,1.8
855,Rural Tourism,2004,Jul,20880.0,46516.0,2.2
856,Rural Tourism,2004,Aug,32262.0,95030.0,3.0
857,Rural Tourism,2004,Sep,16497.0,32143.0,2.0
858,Rural Tourism,2004,Oct,15628.0,29752.0,1.9
859,Rural Tourism,2004,Nov,7214.0,12306.0,1.7
860,Rural Tourism,2004,Dec,10142.0,20788.0,2.1
861,Rural Tourism,2005,Jan,4545.0,7672.0,1.7
862,Rural Tourism,2005,Jan,4545.0,7672.0,1.7
863,Rural Tourism,2005,Feb,5180.0,8205.0,1.6
864,Rural Tourism,2005,Mar,11146.0,24322.0,2.2
865,Rural Tourism,2005,Mar,11146.0,24322.0,2.2
866,Rural Tourism,2005,Apr,7843.0,12733.0,1.6
867,Rural Tourism,2005,May,11092.0,19339.0,1.7
868,Rural Tourism,2005,Jun,11598.0,21591.0,1.9
869,Rural Tourism,2005,Jul,21676.0,54597.0,2.5
870,Rural Tourism,2005,Aug,31881.0,103728.0,3.3
871,Rural Tourism,2005,Sep,15744.0,32485.0,2.1
872,Rural Tourism,2005,Oct,11682.0,21938.0,1.9
873,Rural Tourism,2005,Nov,7776.0,13874.0,1.8
874,Rural Tourism,2005,Dec,9049.0,17703.0,2.0
875,Rural Tourism,2006,Jan,4920.0,8633.0,1.8
876,Rural Tourism,2006,Feb,6542.0,10954.0,1.7
877,Rural Tourism,2006,Mar,6771.0,11854.0,1.8
878,Rural Tourism,2006,Apr,15903.0,34171.0,2.2
879,Rural Tourism,2006,May,10718.0,18374.0,1.7
880,Rural Tourism,2006,Jun,12656.0,22973.0,1.8
881,Rural Tourism,2006,Jul,21863.0,54877.0,2.5
882,Rural Tourism,2006,Aug,32637.0,104651.0,3.2
883,Rural Tourism,2006,Sep,15020.0,30074.0,2.0
884,Rural Tourism,2006,Oct,11146.0,22023.0,2.0
885,Rural Tourism,2006,Oct,11146.0,22023.0,2.0
886,Rural Tourism,2006,Nov,7227.0,12371.0,1.7
887,Rural Tourism,2006,Dec,10507.0,21299.0,2.0
888,Rural Tourism,2007,Jan,4545.0,8570.0,1.9
889,Rural Tourism,2007,Jan,4545.0,8570.0,1.9
890,Rural Tourism,2007,Feb,5809.0,9770.0,1.7
891,Rural Tourism,2007,Mar,8629.0,15100.0,1.8
892,Rural Tourism,2007,Apr,14781.0,33592.0,2.3
893,Rural Tourism,2007,May,12392.0,21482.0,1.7
894,Rural Tourism,2007,Jun,14813.0,26077.0,1.8
895,Rural Tourism,2007,Jul,20802.0,52676.0,2.5
896,Rural Tourism,2007,Aug,35495.0,105459.0,3.0
897,Rural Tourism,2007,Sep,17880.0,37056.0,2.1
898,Rural Tourism,2007,Oct,14116.0,27352.0,1.9
899,Rural Tourism,2007,Nov,9895.0,18112.0,1.8
900,Rural Tourism,2007,Dec,10138.0,20787.0,2.1
901,Rural Tourism,2008,Jan,4203.0,7956.0,1.9
902,Rural Tourism,2008,Feb,6811.0,11448.0,1.7
903,Rural Tourism,2008,Mar,12998.0,30039.0,2.3
904,Rural Tourism,2008,Apr,9193.0,16323.0,1.8
905,Rural Tourism,2008,May,14902.0,27286.0,1.8
906,Rural Tourism,2008,Jun,13387.0,26119.0,2.0
907,Rural Tourism,2008,Jul,19498.0,51485.0,2.6
908,Rural Tourism,2008,Aug,30953.0,97776.0,3.2
909,Rural Tourism,2008,Sep,17250.0,34382.0,2.0
910,Rural Tourism,2008,Oct,12723.0,22672.0,1.8
911,Rural Tourism,2008,Nov,9979.0,16720.0,1.7
912,Rural Tourism,2008,Dec,11804.0,22009.0,1.9
913,Rural Tourism,2009,Jan,4413.0,7455.0,1.7
914,Rural Tourism,2009,Feb,6678.0,10730.0,1.6
915,Rural Tourism,2009,Mar,9227.0,16085.0,1.7
916,Rural Tourism,2009,Apr,14361.0,29324.0,2.0
917,Rural Tourism,2009,May,14598.0,25731.0,1.8
918,Rural Tourism,2009,Jun,14509.0,27068.0,1.9
919,Rural Tourism,2009,Jul,22574.0,51502.0,2.3
920,Rural Tourism,2009,Aug,35489.0,102204.0,2.9
921,Rural Tourism,2009,Sep,17871.0,33576.0,1.9
922,Rural Tourism,2009,Oct,16309.0,28584.0,1.8
923,Rural Tourism,2009,Nov,9128.0,14967.0,1.6
924,Rural Tourism,2009,Dec,11784.0,21985.0,1.9
925,Rural Tourism,2010,Jan,4907.0,8174.0,1.7
926,Rural Tourism,2010,Feb,5387.0,8938.0,1.7
927,Rural Tourism,2010,Mar,9780.0,17674.0,1.8
928,Rural Tourism,2010,Apr,14155.0,27138.0,1.9
929,Rural Tourism,2010,May,17786.0,27757.0,1.6
930,Rural Tourism,2010,Jun,17437.0,30495.0,1.8
931,Rural Tourism,2010,Jul,25618.0,58523.0,2.3
932,Rural Tourism,2010,Aug,35248.0,98878.0,2.8
933,Rural Tourism,2010,Sep,22062.0,38684.0,1.8
934,Rural Tourism,2010,Oct,20111.0,35472.0,1.8
935,Rural Tourism,2010,Nov,10069.0,15869.0,1.6
936,Rural Tourism,2010,Dec,10883.0,21754.0,2.0
937,Rural Tourism,2011,Jan,3575.0,5409.0,1.5
938,Rural Tourism,2011,Feb,3724.0,5662.0,1.5
939,Rural Tourism,2011,Mar,6005.0,10190.0,1.7
940,Rural Tourism,2011,Apr,11538.0,21855.0,1.9
941,Rural Tourism,2011,May,11185.0,17597.0,1.6
942,Rural Tourism,2011,Jun,13759.0,22896.0,1.7
943,Rural Tourism,2011,Jul,19945.0,44385.0,2.2
944,Rural Tourism,2011,Aug,29237.0,90769.0,3.1
945,Rural Tourism,2011,Sep,15801.0,27749.0,1.8
946,Rural Tourism,2011,Oct,13679.0,22467.0,1.6
947,Rural Tourism,2011,Nov,6938.0,11204.0,1.6
948,Rural Tourism,2011,Dec,7849.0,14820.0,1.9
949,Rural Tourism,2012,Jan,3379.0,5253.0,1.6
950,Rural Tourism,2012,Feb,4583.0,6768.0,1.5
951,Rural Tourism,2012,Mar,6499.0,9240.0,1.4
952,Rural Tourism,2012,Apr,11568.0,23299.0,2.0
953,Rural Tourism,2012,May,11475.0,17928.0,1.6
954,Rural Tourism,2012,Jun,12615.0,20953.0,1.7
955,Rural Tourism,2012,Jul,18205.0,39070.0,2.2
956,Rural Tourism,2012,Aug,26554.0,74437.0,2.8
957,Rural Tourism,2012,Sep,15799.0,28150.0,1.8
958,Rural Tourism,2012,Oct,13258.0,21556.0,1.6
959,Rural Tourism,2012,Nov,6635.0,10987.0,1.7
960,Rural Tourism,2012,Dec,8931.0,13110.0,1.5
961,Rural Tourism,2013,Jan,2439.0,3885.0,1.6
962,Rural Tourism,2013,Feb,4780.0,6680.0,1.4
963,Rural Tourism,2013,Mar,8200.0,15531.0,1.9
964,Rural Tourism,2013,Apr,5706.0,8679.0,1.5
965,Rural Tourism,2013,May,9983.0,15887.0,1.6
966,Rural Tourism,2013,Jun,11795.0,19877.0,1.7
967,Rural Tourism,2013,Jul,16636.0,39014.0,2.4
968,Rural Tourism,2013,Aug,29195.0,80081.0,2.7
969,Rural Tourism,2013,Sep,15844.0,28708.0,1.8
970,Rural Tourism,2013,Oct,10124.0,16129.0,1.6
971,Rural Tourism,2013,Nov,7388.0,12247.0,1.7
972,Rural Tourism,2013,Dec,7089.0,12433.0,1.8
973,Rural Tourism,2014,Jan,2821.0,4883.0,1.7
974,Rural Tourism,2014,Feb,4298.0,6271.0,1.5
975,Rural Tourism,2014,Mar,6686.0,11115.0,1.7
976,Rural Tourism,2014,Apr,11143.0,22191.0,2.0
977,Rural Tourism,2014,May,15422.0,22529.0,1.5
978,Rural Tourism,2014,Jun,14965.0,24700.0,1.7
979,Rural Tourism,2014,Jul,21608.0,49295.0,2.3
980,Rural Tourism,2014,Aug,34579.0,89974.0,2.6
981,Rural Tourism,2014,Sep,19571.0,35072.0,1.8
982,Rural Tourism,2014,Oct,11725.0,18918.0,1.6
983,Rural Tourism,2014,Nov,6778.0,10312.0,1.5
984,Rural Tourism,2014,Dec,7395.0,13025.0,1.8
985,Rural Tourism,2015,Jan,3664.0,5764.0,1.6
986,Rural Tourism,2015,Feb,5981.0,8406.0,1.4
987,Rural Tourism,2015,Mar,9855.0,14866.0,1.5
988,Rural Tourism,2015,Apr,12890.0,22870.0,1.8
989,Rural Tourism,2015,May,17553.0,25594.0,1.5
990,Rural Tourism,2015,Jun,19445.0,31037.0,1.6
991,Rural Tourism,2015,Jul,26331.0,57675.0,2.2
992,Rural Tourism,2015,Aug,40133.0,100466.0,2.5
993,Rural Tourism,2015,Sep,24360.0,40645.0,1.7
994,Rural Tourism,2015,Oct,17683.0,27547.0,1.6
995,Rural Tourism,2015,Nov,7695.0,12666.0,1.7
996,Rural Tourism,2015,Dec,7738.0,14697.0,1.9
