"Viaxeiros, noites e estadía media por procedencia e tipo de aloxamento. España e Galicia. Datos mensuais"
"Número, días"


;;;;;;;
;España;;;Galicia;;;
;"Viaxeiros";"Noites";"Estadía media";"Viaxeiros";"Noites";"Estadía media";
"Todas as procedencias"
"Establecementos hoteleiros"
"2017/Febreiro";152206;1098996;7,2;149;259;1,7
"2017/Marzo";251201;1301501;5,2;669;1124;1,7
"2017/Abril";729910;2830916;3,9;6887;16726;2,4
"2017/Maio";573458;2410895;4,2;6243;13892;2,2
"2017/Xuño";978369;3857572;3,9;29305;87585;3
"2017/Xullo";1608655;7947659;4,9;81497;313381;3,9
"2017/Agosto";1932149;10549812;5,5;115120;421053;3,7
"2017/Setembro";811165;3640673;4,5;22002;70820;3,2
"2017/Outubro";384601;1859162;4,8;2059;4114;2
"2017/Novembro";158334;1016641;6,4;438;891;2
"2017/Decembro";162619;1128895;6,9;214;465;2,2
"2018/Xaneiro";123538;1087933;8,8;111;186;1,7
"2018/Febreiro";150770;1113666;7,4;225;474;2,1
"2018/Marzo";417647;1894500;4,5;1244;2993;2,4
"2018/Abril";506722;2189274;4,3;2643;5990;2,3
"2018/Maio";595744;2641848;4,4;6016;15637;2,6
"2018/Xuño";959068;3866059;4;25065;84550;3,4
"2018/Xullo";1548892;7797459;5;75673;302665;4
"2018/Agosto";1965971;10538184;5,4;117518;434259;3,7
"2018/Setembro";833615;3768210;4,5;30264;91806;3
"2018/Outubro";409548;1958045;4,8;1626;4001;2,5
"2018/Novembro";183527;1124485;6,1;293;582;2
"2018/Decembro";172317;1179053;6,8;208;424;2
"2019/Xaneiro";125019;1097811;8,8;108;226;2,1
"2019/Febreiro";168693;1167242;6,9;212;322;1,5
"2019/Marzo";308674;1482760;4,8;666;1227;1,8
"2019/Abril";642851;2678460;4,2;5029;12240;2,4
"2019/Maio";671835;2668449;4;8367;16826;2
"2019/Xuño";1116439;4456247;4;31913;99033;3,1
"2019/Xullo";1553253;7961345;5,1;75487;311878;4,1
"2019/Agosto";2079339;10915513;5,3;113298;426105;3,8
"2019/Setembro";815409;3903995;4,8;30516;106795;3,5
"2019/Outubro";429661;1961457;4,6;1911;3336;1,8
"2019/Novembro";206152;1187609;5,8;559;1032;1,9
"2019/Decembro";186917;1239648;6,6;357;682;1,9
"2020/Xaneiro";145392;1189124;8,2;207;368;1,8
"2020/Febreiro";216787;1351686;6,2;236;393;1,7
"2020/Marzo";83330;735620;8,8;15;23;1,5
"2020/Abril";0;0;0;0;0;0
"2020/Maio";18928;113305;6;..;..;..
"2020/Xuño";363880;1276431;3,5;16338;51272;3,1
"2020/Xullo";1165205;5009658;4,3;67133;263312;3,9
"2020/Agosto";1484702;7150388;4,8;76918;307340;4
"2020/Setembro";603385;2444351;4,1;19555;82303;4,2
"2020/Outubro";277333;1132501;4,1;973;1851;1,9
"2020/Novembro";49739;539761;10,9;246;486;2
"2020/Decembro";80706;621807;7,7;..;..;..
"2021/Xaneiro";45048;546250;12,1;30;66;2,2
"2021/Febreiro";51940;506810;9,8;85;192;2,3
"2021/Marzo";198288;896910;4,5;1490;2763;1,9
"2021/Abril";321779;1367430;4,3;2940;6088;2,1
"2021/Maio";516252;1757585;3,4;5581;10496;1,9
"2021/Xuño";944102;3510153;3,7;31450;97712;3,1
"2021/Xullo";1624160;7129022;4,4;85264;335930;3,9
"2021/Agosto";2049427;10246063;5;125731;450846;3,6
"2021/Setembro";896162;3965041;4,4;27988;107439;3,8
"2021/Outubro";565908;2342474;4,1;3707;6868;1,9
"2021/Novembro";204424;1161157;5,7;1860;2968;1,6
"2021/Decembro";204280;1268135;6,2;1101;1775;1,6
"2022/Xaneiro";176796;1255413;7,1;799;1190;1,5
"2022/Febreiro";225233;1337546;5,9;1009;1770;1,8
"2022/Marzo";266467;1393563;5,2;1031;1908;1,9
"2022/Abril";815660;3151059;3,9;8940;20536;2,3
"2022/Maio";795595;3086015;3,9;9687;32530;3,4
"2022/Xuño";1271427;4999095;3,9;38472;112173;2,9
"2022/Xullo";1856780;9048822;4,9;91336;359632;3,9
"2022/Agosto";2113639;11254378;5,3;126338;469527;3,7
"Apartamentos turísticos"
"2001/Xaneiro";512646;4985964;9,7;1777;5731;3,2
"2001/Febreiro";561661;5076833;9;1566;5722;3,7
"2001/Marzo";616600;5467442;8,9;1717;6241;3,6
"2001/Abril";753562;6028243;8;2304;8318;3,6
"2001/Maio";695100;6402292;9,2;1783;6175;3,5
"2001/Xuño";877862;8169270;9,3;1555;7384;4,8
"2001/Xullo";1067060;11264542;10,6;3478;27503;7,9
"2001/Agosto";1105213;12277949;11,1;4433;34133;7,7
"2001/Setembro";944611;9274376;9,8;2722;11490;4,2
"2001/Outubro";739419;6948075;9,4;854;3962;4,6
"2001/Novembro";564098;4994462;8,9;530;3198;6
"2001/Decembro";541176;4756806;8,8;1079;4357;4
"2002/Xaneiro";537939;4832539;9;1381;4224;3,1
"2002/Febreiro";580919;4750015;8,2;1258;4751;3,8
"2002/Marzo";707571;5713086;8,1;2412;7243;3
"2002/Abril";581374;4839691;8,3;1854;5524;3
"2002/Maio";668504;5891380;8,8;1823;6410;3,5
"2002/Xuño";834137;7429872;8,9;1936;7524;3,9
"2002/Xullo";1030684;10784647;10,5;3359;24881;7,4
"2002/Agosto";1221589;12520497;10,3;6181;41055;6,6
"2002/Setembro";867920;8371927;9,7;2124;9868;4,7
"2002/Outubro";735433;6538284;8,9;925;4350;4,7
"2002/Novembro";547244;4657407;8,5;700;2898;4,1
"2002/Decembro";559192;4624523;8,3;1392;4816;3,5
"2003/Xaneiro";516703;4730526;9,2;1805;5317;3
"2003/Febreiro";533227;4458348;8,4;1505;4593;3,1
"2003/Marzo";602489;5157754;8,6;1150;4942;4,3
"2003/Abril";704263;5443992;7,7;2454;7422;3
"2003/Maio";710967;5640115;7,9;1439;4535;3,2
"2003/Xuño";838540;7253337;8,7;2078;6810;3,3
"2003/Xullo";1047681;10419416;10;3264;21241;6,5
"2003/Agosto";1252510;12438034;9,9;5347;35846;6,7
"2003/Setembro";878991;8021230;9,1;1847;10129;5,5
"2003/Outubro";728225;6242960;8,6;733;3105;4,2
"2003/Novembro";524994;4446715;8,5;724;3104;4,3
"2003/Decembro";527525;4536205;8,6;1499;5693;3,8
"2004/Xaneiro";522246;4719845;9;844;3703;4,4
"2004/Febreiro";537572;4499264;8,4;1001;4630;4,6
"2004/Marzo";582015;4996804;8,6;842;4701;5,6
"2004/Abril";667860;5010887;7,5;1726;7736;4,5
"2004/Maio";658319;5064832;7,7;1420;5290;3,7
"2004/Xuño";766810;6554120;8,6;2655;9923;3,7
"2004/Xullo";1029182;9559977;9,3;4195;28239;6,7
"2004/Agosto";1211556;11960989;9,9;4720;41480;8,8
"2004/Setembro";826519;7433111;9;2208;11159;5,1
"2004/Outubro";715939;5779184;8,1;2112;7503;3,6
"2004/Novembro";466200;4124072;8,9;827;3661;4,4
"2004/Decembro";509964;4168694;8,2;1904;7670;4
"2005/Xaneiro";477587;4417219;9,3;1194;5281;4,4
"2005/Febreiro";515624;4288862;8,3;1416;5682;4
"2005/Marzo";594548;5030947;8,5;2080;8093;3,9
"2005/Abril";516769;3803160;7,4;1220;6212;5,1
"2005/Maio";617941;4700816;7,6;1868;8137;4,4
"2005/Xuño";767852;6021625;7,8;2734;10676;3,9
"2005/Xullo";1089689;9314864;8,6;6126;40067;6,5
"2005/Agosto";1225554;11646926;9,5;6679;52722;7,9
"2005/Setembro";872160;7236903;8,3;2818;15520;5,5
"2005/Outubro";695186;5535795;8;1611;7966;4,9
"2005/Novembro";504261;4181689;8,3;1342;6300;4,7
"2005/Decembro";513815;4087717;8;1828;8124;4,4
"2006/Xaneiro";481215;4291985;8,9;1966;6872;3,5
"2006/Febreiro";519019;4166572;8;1738;7570;4,4
"2006/Marzo";557221;4698429;8,4;1322;6025;4,6
"2006/Abril";737834;4900876;6,8;2884;9206;3,2
"2006/Maio";654554;4744979;7,3;1904;7184;3,8
"2006/Xuño";845251;6495523;7,7;2958;11348;3,8
"2006/Xullo";1131247;9978204;8,8;7831;39445;5
"2006/Agosto";1273171;11699909;9,2;8006;49599;6,2
"2006/Setembro";962501;7454105;7,7;3408;14668;4,3
"2006/Outubro";732837;5604036;7,7;2741;9656;3,5
"2006/Novembro";511200;4197777;8,2;1160;5762;5
"2006/Decembro";558709;4367866;7,8;2064;7437;3,6
"2007/Xaneiro";472689;4408970;9,3;1943;5348;2,8
"2007/Febreiro";506393;4266664;8,4;1648;6846;4,2
"2007/Marzo";579702;4813094;8,3;1802;7313;4,1
"2007/Abril";655456;4602651;7;3412;11028;3,2
"2007/Maio";638411;4717619;7,4;2401;8223;3,4
"2007/Xuño";864322;6455879;7,5;3422;12470;3,6
"2007/Xullo";1072912;9505891;8,9;6981;41657;6
"2007/Agosto";1217483;11306571;9,3;8468;60255;7,1
"2007/Setembro";877820;6997696;8;4008;19118;4,8
"2007/Outubro";703239;5439116;7,7;2295;8242;3,6
"2007/Novembro";501206;4010538;8;1422;5818;4,1
"2007/Decembro";521907;4142783;7,9;2223;7859;3,5
"2008/Xaneiro";465635;4327258;9,3;2450;7523;3,1
"2008/Febreiro";520662;4417886;8,5;2400;8199;3,4
"2008/Marzo";621500;4952491;8;3554;12459;3,5
"2008/Abril";524942;3887641;7,4;2246;7764;3,5
"2008/Maio";695312;4879554;7;3038;11363;3,7
"2008/Xuño";814780;6271876;7,7;3422;15184;4,4
"2008/Xullo";1057161;9407371;8,9;6853;41166;6
"2008/Agosto";1224652;11064294;9;9127;59193;6,5
"2008/Setembro";812471;6663493;8,2;4076;16352;4
"2008/Outubro";613089;4886643;8;2237;8055;3,6
"2008/Novembro";456027;3776285;8,3;1550;6232;4
"2008/Decembro";465928;3814239;8,2;2484;8185;3,3
"2009/Xaneiro";402382;3776014;9,4;1779;6605;3,7
"2009/Febreiro";438746;3618821;8,3;1922;7540;3,9
"2009/Marzo";457865;3871266;8,5;2032;7762;3,8
"2009/Abril";567102;3914367;6,9;3896;13002;3,3
"2009/Maio";610529;3914055;6,4;3070;10391;3,4
"2009/Xuño";739952;5125010;6,9;3970;15612;3,9
"2009/Xullo";1003039;8209545;8,2;7085;41057;5,8
"2009/Agosto";1186766;9970557;8,4;9631;63250;6,6
"2009/Setembro";759923;5706906;7,5;4804;19342;4
"2009/Outubro";577525;4083574;7,1;3672;10918;3
"2009/Novembro";419872;3397640;8,1;1192;5415;4,5
"2009/Decembro";476627;3542175;7,4;2800;8620;3,1
"2010/Xaneiro";391061;3302242;8,4;1431;5771;4
"2010/Febreiro";442722;3452486;7,8;1946;6494;3,3
"2010/Marzo";517219;3911769;7,6;2295;7476;3,3
"2010/Abril";577208;3456666;6;3244;10970;3,4
"2010/Maio";663015;4017444;6,1;3606;9399;2,6
"2010/Xuño";823217;5356871;6,5;4436;15312;3,5
"2010/Xullo";1130397;8519893;7,5;7761;45575;5,9
"2010/Agosto";1255559;10311195;8,2;10022;64503;6,4
"2010/Setembro";810297;5947369;7,3;5944;23266;3,9
"2010/Outubro";642648;4325333;6,7;3582;10415;2,9
"2010/Novembro";424129;3333720;7,9;1582;5662;3,6
"2010/Decembro";471846;3356308;7,1;2465;8970;3,6
"2011/Xaneiro";415048;3529696;8,5;1672;6250;3,7
"2011/Febreiro";460772;3567911;7,7;1650;6426;3,9
"2011/Marzo";521880;4022660;7,7;1877;7783;4,2
"2011/Abril";676484;4163431;6,2;4196;13046;3,1
"2011/Maio";666654;4112626;6,2;3302;10743;3,3
"2011/Xuño";917853;5866590;6,4;5372;18074;3,4
"2011/Xullo";1249090;9126037;7,3;9294;51742;5,6
"2011/Agosto";1388000;10914757;7,9;11465;64406;5,6
"2011/Setembro";940013;6573135;7;5644;20789;3,7
"2011/Outubro";670907;4634139;6,9;3221;9286;2,9
"2011/Novembro";453958;3635782;8;1698;6142;3,6
"2011/Decembro";490444;3602349;7,4;1970;7457;3,8
"2012/Xaneiro";427791;3692329;8,6;1438;5010;3,5
"2012/Febreiro";458225;3676875;8;1640;5286;3,2
"2012/Marzo";546280;3997765;7,3;3225;9082;2,8
"2012/Abril";614044;3773135;6,1;5083;18326;3,6
"2012/Maio";657609;3933046;6;3949;12385;3,1
"2012/Xuño";953093;5803031;6,1;5517;18422;3,3
"2012/Xullo";1239249;9076613;7,3;9503;46905;4,9
"2012/Agosto";1390813;10683874;7,7;13398;72739;5,4
"2012/Setembro";959237;6641927;6,9;7826;28493;3,6
"2012/Outubro";656024;4610518;7;3626;10444;2,9
"2012/Novembro";463145;3617857;7,8;2764;8679;3,1
"2012/Decembro";497017;3638471;7,3;2809;8865;3,2
"2013/Xaneiro";412908;3602296;8,7;1971;5549;2,8
"2013/Febreiro";463443;3579831;7,7;2735;6820;2,5
"2013/Marzo";650775;4341218;6,7;3398;10149;3
"2013/Abril";544903;3522662;6,5;3594;9372;2,6
"2013/Maio";770128;4624688;6;4660;11987;2,6
"2013/Xuño";982913;6060477;6,2;6409;19081;3
"2013/Xullo";1290883;9208894;7,1;9824;47465;4,8
"2013/Agosto";1479363;10869287;7,4;13911;74406;5,4
"2013/Setembro";967166;6714951;6,9;6960;26299;3,8
"2013/Outubro";704223;4832670;6,9;3953;11627;2,9
"2013/Novembro";499716;3746802;7,5;2768;8298;3
"2013/Decembro";518721;3763677;7,3;3256;11271;3,5
"2014/Xaneiro";436881;3817504;8,7;2107;6649;3,2
"2014/Febreiro";468440;3678288;7,9;2595;7305;2,8
"2014/Marzo";564020;4182668;7,4;3014;8492;2,8
"2014/Abril";721119;4294323;6;4981;14360;2,9
"2014/Maio";822815;4694127;5,7;4852;12676;2,6
"2014/Xuño";1010128;6299050;6,2;5149;19332;3,8
"2014/Xullo";1304654;9113225;7;10656;59468;5,6
"2014/Agosto";1537203;11250778;7,3;14617;88687;6,1
"2014/Setembro";1026900;6770148;6,6;7171;26221;3,7
"2014/Outubro";753541;4963765;6,6;3321;9321;2,8
"2014/Novembro";505275;3665996;7,3;2398;8051;3,4
"2014/Decembro";526085;3682861;7;3095;9526;3,1
"2015/Xaneiro";466527;3720019;8;2454;8288;3,4
"2015/Febreiro";503034;3668061;7,3;3791;10736;2,8
"2015/Marzo";580879;4096680;7,1;4125;10485;2,5
"2015/Abril";742805;4239965;5,7;5643;15648;2,8
"2015/Maio";889185;4809268;5,4;6577;15345;2,3
"2015/Xuño";1058050;6390710;6;7521;25520;3,4
"2015/Xullo";1399622;9677129;6,9;14682;73045;5
"2015/Agosto";1590097;11534032;7,3;18205;97235;5,3
"2015/Setembro";1060844;7021940;6,6;9475;31623;3,3
"2015/Outubro";887823;5478839;6,2;5633;14297;2,5
"2015/Novembro";558682;3906525;7;3253;10047;3,1
"2015/Decembro";603167;3978524;6,6;4063;11856;2,9
"2016/Xaneiro";538905;3989333;7,4;4698;12578;2,7
"2016/Febreiro";587684;4115569;7;6041;14302;2,4
"2016/Marzo";765943;4878254;6,4;8360;26130;3,1
"2016/Abril";793670;4385001;5,5;6846;17763;2,6
"2016/Maio";1012782;5525112;5,5;9143;22994;2,5
"2016/Xuño";1209863;7144775;5,9;12835;36727;2,9
"2016/Xullo";1589568;10477975;6,6;19844;89055;4,5
"2016/Agosto";1665185;11995155;7,2;24273;115109;4,7
"2016/Setembro";1233587;7700524;6,2;13552;43529;3,2
"2016/Outubro";988426;6096721;6,2;10048;26170;2,6
"2016/Novembro";620178;4209371;6,8;4607;13454;2,9
"2016/Decembro";702202;4293834;6,1;5315;16116;3
"2017/Xaneiro";583293;4293216;7,4;3957;11803;3
"2017/Febreiro";629513;4232211;6,7;5717;15125;2,7
"2017/Marzo";725390;4635353;6,4;5020;15198;3
"2017/Abril";1090755;5599062;5,1;12945;33582;2,6
"2017/Maio";1095549;5857644;5,4;11102;25664;2,3
"2017/Xuño";1375753;7719792;5,6;15078;42212;2,8
"2017/Xullo";1676886;10845761;6,5;23142;100587;4,4
"2017/Agosto";1756061;12373783;7,1;27335;120486;4,4
"2017/Setembro";1340836;7950693;5,9;16942;55097;3,3
"2017/Outubro";1028122;6142675;6;11876;29472;2,5
"2017/Novembro";645356;4226692;6,6;4963;14027;2,8
"2017/Decembro";714602;4271572;6;5696;17758;3,1
"2018/Xaneiro";572883;4106671;7,2;3613;10472;2,9
"2018/Febreiro";632829;4089162;6,5;3902;11429;2,9
"2018/Marzo";814768;4822514;5,9;6785;18387;2,7
"2018/Abril";894266;4682942;5,2;8839;20969;2,4
"2018/Maio";1057555;5544118;5,2;11281;23587;2,1
"2018/Xuño";1326290;7141846;5,4;12439;33785;2,7
"2018/Xullo";1607264;9992512;6,2;21324;92305;4,3
"2018/Agosto";1734152;11599826;6,7;28084;122775;4,4
"2018/Setembro";1303257;7489325;5,8;15940;52053;3,3
"2018/Outubro";984904;5791946;5,9;9748;26098;2,7
"2018/Novembro";655672;4060240;6,2;4977;12687;2,6
"2018/Decembro";705050;4116011;5,8;5763;15694;2,7
"2019/Xaneiro";552504;3895085;7,1;4024;9877;2,5
"2019/Febreiro";628221;3860664;6,2;3802;9586;2,5
"2019/Marzo";777521;4454289;5,7;5336;13383;2,5
"2019/Abril";962093;4881787;5,1;10549;33828;3,2
"2019/Maio";1071350;5324379;5;9756;32896;3,4
"2019/Xuño";1356915;7031678;5,2;13381;40277;3
"2019/Xullo";1619121;9756705;6;23794;108029;4,5
"2019/Agosto";1845564;11640089;6,3;29009;129908;4,5
"2019/Setembro";1286059;7280558;5,7;21196;63078;3
"2019/Outubro";987298;5340127;5,4;12391;26875;2,2
"2019/Novembro";676928;3886936;5,7;6028;14465;2,4
"2019/Decembro";715779;4030890;5,6;6648;18170;2,7
"2020/Xaneiro";591022;3895175;6,6;4490;14752;3,3
"2020/Febreiro";682518;3953642;5,8;5788;17473;3
"2020/Marzo";197077;1639455;8,3;1893;9266;4,9
"2020/Abril";0;0;0;0;0;0
"2020/Maio";15162;141512;9,3;1575;9328;5,9
"2020/Xuño";119485;472348;4;5657;22072;3,9
"2020/Xullo";688700;3458357;5;19976;84978;4,3
"2020/Agosto";964453;5357047;5,6;26088;120035;4,6
"2020/Setembro";433107;2014525;4,7;12981;42287;3,3
"2020/Outubro";260193;1147369;4,4;5525;17559;3,2
"2020/Novembro";113653;786320;6,9;2490;11979;4,8
"2020/Decembro";153107;953339;6,2;2281;12408;5,4
"2021/Xaneiro";112310;763133;6,8;1986;11095;5,6
"2021/Febreiro";102731;669045;6,5;1029;8654;8,4
"2021/Marzo";166577;882693;5,3;4366;12140;2,8
"2021/Abril";211556;1014398;4,8;6538;18307;2,8
"2021/Maio";351861;1435012;4,1;8112;20500;2,5
"2021/Xuño";671430;2846357;4,2;13602;42680;3,1
"2021/Xullo";1278036;6529229;5,1;29337;121766;4,2
"2021/Agosto";1530177;8937297;5,8;32788;150726;4,6
"2021/Setembro";970200;5084889;5,2;19145;62428;3,3
"2021/Outubro";905634;4436563;4,9;13957;37056;2,7
"2021/Novembro";588940;3364835;5,7;5963;19551;3,3
"2021/Decembro";635481;3335776;5,3;7582;24640;3,3
"2022/Xaneiro";477245;3001083;6,3;4956;16788;3,4
"2022/Febreiro";601947;3285320;5,5;8495;23275;2,7
"2022/Marzo";635619;3709109;5,8;6127;18523;3
"2022/Abril";998847;4555372;4,6;18442;41667;2,3
"2022/Maio";1094669;5087629;4,7;15421;36164;2,4
"2022/Xuño";1348029;6624610;4,9;18233;48755;2,7
"2022/Xullo";1786422;9922503;5,6;35249;130019;3,7
"2022/Agosto";1824634;11004287;6;37654;158686;4,2
"Aloxamentos de turismo rural"
"2001/Xaneiro";46422;115986;2,5;3152;4641;1,5
"2001/Febreiro";62848;139688;2,2;3868;6425;1,7
"2001/Marzo";76160;162562;2,1;3806;5372;1,4
"2001/Abril";125897;373464;3;9315;20808;2,2
"2001/Maio";76959;175038;2,3;5716;9188;1,6
"2001/Xuño";95746;222130;2,3;7781;13663;1,8
"2001/Xullo";134634;500619;3,7;12587;33265;2,6
"2001/Agosto";177627;847639;4,8;22241;68889;3,1
"2001/Setembro";108424;319444;3;10563;24090;2,3
"2001/Outubro";114999;288108;2,5;8189;15506;1,9
"2001/Novembro";84496;216711;2,6;6447;11078;1,7
"2001/Decembro";106678;299426;2,8;6395;13457;2,1
"2002/Xaneiro";49691;123167;2,5;3152;5482;1,7
"2002/Febreiro";75763;164753;2,2;4352;7144;1,6
"2002/Marzo";130136;375077;2,9;9775;22221;2,3
"2002/Abril";94730;232604;2,5;5915;11026;1,9
"2002/Maio";106965;263528;2,5;8268;15992;1,9
"2002/Xuño";102427;254967;2,5;8728;16611;1,9
"2002/Xullo";147928;534160;3,6;16573;44600;2,7
"2002/Agosto";206494;984650;4,8;26788;88736;3,3
"2002/Setembro";117975;353366;3;12363;28867;2,3
"2002/Outubro";123334;277423;2,3;9674;16263;1,7
"2002/Novembro";99925;225739;2,3;6943;12657;1,8
"2002/Decembro";99925;225739;2,3;6943;12657;1,8
"2003/Xaneiro";54110;141732;2,6;3511;5806;1,7
"2003/Febreiro";80967;160093;2;5436;8001;1,5
"2003/Marzo";101447;232684;2,3;6904;11043;1,6
"2003/Abril";145878;435674;3;11152;24508;2,2
"2003/Maio";108089;303225;2,8;8105;15801;2
"2003/Xuño";113783;289836;2,6;9469;16439;1,7
"2003/Xullo";157410;559568;3,6;16223;38952;2,4
"2003/Agosto";212027;1065490;5;27075;85681;3,2
"2003/Setembro";129209;392890;3;13003;28203;2,2
"2003/Outubro";126940;304257;2,4;9213;16006;1,7
"2003/Novembro";101588;230290;2,3;6530;10591;1,6
"2003/Decembro";136091;360401;2,7;10830;20171;1,9
"2004/Xaneiro";70888;207860;2,9;5000;8564;1,7
"2004/Febreiro";104311;235251;2,3;6700;11094;1,7
"2004/Marzo";125820;306453;2,4;8091;13794;1,7
"2004/Abril";173667;504297;2,9;13879;29028;2,1
"2004/Maio";131611;316659;2,4;13306;21794;1,6
"2004/Xuño";141044;372638;2,6;13529;23713;1,8
"2004/Xullo";177598;678120;3,8;20880;46516;2,2
"2004/Agosto";241982;1235149;5,1;32262;95030;3
"2004/Setembro";145567;441509;3;16497;32143;2
"2004/Outubro";178811;474258;2,7;15628;29752;1,9
"2004/Novembro";114569;261078;2,3;7214;12306;1,7
"2004/Decembro";148492;459242;3,1;10142;20788;2,1
"2005/Xaneiro";72998;203021;2,8;4545;7672;1,7
"2005/Febreiro";97276;243538;2,5;5180;8205;1,6
"2005/Marzo";173660;535996;3,1;11146;24322;2,2
"2005/Abril";147890;334528;2,3;7843;12733;1,6
"2005/Maio";154735;407305;2,6;11092;19339;1,7
"2005/Xuño";155529;413801;2,7;11598;21591;1,9
"2005/Xullo";222874;866386;3,9;21676;54597;2,5
"2005/Agosto";289427;1481363;5,1;31881;103728;3,3
"2005/Setembro";176158;534053;3;15744;32485;2,1
"2005/Outubro";181908;494517;2,7;11682;21938;1,9
"2005/Novembro";132961;309213;2,3;7776;13874;1,8
"2005/Decembro";177485;482609;2,7;9049;17703;2
"2006/Xaneiro";97041;259528;2,7;4920;8633;1,8
"2006/Febreiro";123643;296160;2,4;6542;10954;1,7
"2006/Marzo";161105;388247;2,4;6771;11854;1,8
"2006/Abril";268905;789513;2,9;15903;34171;2,2
"2006/Maio";172436;431594;2,5;10718;18374;1,7
"2006/Xuño";187891;469463;2,5;12656;22973;1,8
"2006/Xullo";254647;933653;3,7;21863;54877;2,5
"2006/Agosto";333524;1647277;4,9;32637;104651;3,2
"2006/Setembro";207324;601761;2,9;15020;30074;2
"2006/Outubro";221160;594879;2,7;11146;22023;2
"2006/Novembro";165633;378387;2,3;7227;12371;1,7
"2006/Decembro";232119;647920;2,8;10507;21299;2
"2007/Xaneiro";98344;254032;2,6;4545;8570;1,9
"2007/Febreiro";138021;321904;2,3;5809;9770;1,7
"2007/Marzo";185667;423106;2,3;8629;15100;1,8
"2007/Abril";293189;889476;3;14781;33592;2,3
"2007/Maio";195204;469856;2,4;12392;21482;1,7
"2007/Xuño";218557;523882;2,4;14813;26077;1,8
"2007/Xullo";270798;986486;3,6;20802;52676;2,5
"2007/Agosto";363129;1663148;4,6;35495;105459;3
"2007/Setembro";217051;618424;2,9;17880;37056;2,1
"2007/Outubro";243478;628529;2,6;14116;27352;1,9
"2007/Novembro";185088;486108;2,6;9895;18112;1,8
"2007/Decembro";236711;673671;2,9;10138;20787;2,1
"2008/Xaneiro";101802;269168;2,6;4203;7956;1,9
"2008/Febreiro";157022;354327;2,3;6811;11448;1,7
"2008/Marzo";238412;749566;3,1;12998;30039;2,3
"2008/Abril";192375;446425;2,3;9193;16323;1,8
"2008/Maio";219165;607897;2,8;14902;27286;1,8
"2008/Xuño";217885;556294;2,6;13387;26119;2
"2008/Xullo";275150;991513;3,6;19498;51485;2,6
"2008/Agosto";360216;1702153;4,7;30953;97776;3,2
"2008/Setembro";222309;631022;2,8;17250;34382;2
"2008/Outubro";227108;529951;2,3;12723;22672;1,8
"2008/Novembro";180595;396091;2,2;9979;16720;1,7
"2008/Decembro";231312;609517;2,6;11804;22009;1,9
"2009/Xaneiro";99435;294596;3;4413;7455;1,7
"2009/Febreiro";140059;309801;2,2;6678;10730;1,6
"2009/Marzo";187538;449666;2,4;9227;16085;1,7
"2009/Abril";283104;804301;2,8;14361;29324;2
"2009/Maio";225000;542362;2,4;14598;25731;1,8
"2009/Xuño";213411;540554;2,5;14509;27068;1,9
"2009/Xullo";297731;987814;3,3;22574;51502;2,3
"2009/Agosto";368049;1714810;4,7;35489;102204;2,9
"2009/Setembro";231651;629973;2,7;17871;33576;1,9
"2009/Outubro";255850;630087;2,5;16309;28584;1,8
"2009/Novembro";180707;394622;2,2;9128;14967;1,6
"2009/Decembro";231728;621851;2,7;11784;21985;1,9
"2010/Xaneiro";105645;293971;2,8;4907;8174;1,7
"2010/Febreiro";138860;311148;2,2;5387;8938;1,7
"2010/Marzo";209051;483946;2,3;9780;17674;1,8
"2010/Abril";223397;640318;2,9;14155;27138;1,9
"2010/Maio";219978;478207;2,2;17786;27757;1,6
"2010/Xuño";224109;543004;2,4;17437;30495;1,8
"2010/Xullo";281685;953678;3,4;25618;58523;2,3
"2010/Agosto";359341;1649048;4,6;35248;98878;2,8
"2010/Setembro";223317;584402;2,6;22062;38684;1,8
"2010/Outubro";276924;685963;2,5;20111;35472;1,8
"2010/Novembro";149870;331845;2,2;10069;15869;1,6
"2010/Decembro";235195;660457;2,8;10883;21754;2
"2011/Xaneiro";96168;249759;2,6;3575;5409;1,5
"2011/Febreiro";138291;315791;2,3;3724;5662;1,5
"2011/Marzo";171619;399187;2,3;6005;10190;1,7
"2011/Abril";277614;738410;2,7;11538;21855;1,9
"2011/Maio";212663;484645;2,3;11185;17597;1,6
"2011/Xuño";247104;598047;2,4;13759;22896;1,7
"2011/Xullo";316359;1079405;3,4;19945;44385;2,2
"2011/Agosto";384287;1703882;4,4;29237;90769;3,1
"2011/Setembro";235570;606935;2,6;15801;27749;1,8
"2011/Outubro";247759;598605;2,4;13679;22467;1,6
"2011/Novembro";165673;371913;2,2;6938;11204;1,6
"2011/Decembro";222880;549790;2,5;7849;14820;1,9
"2012/Xaneiro";100338;259689;2,6;3379;5253;1,6
"2012/Febreiro";132956;309619;2,3;4583;6768;1,5
"2012/Marzo";181837;401156;2,2;6499;9240;1,4
"2012/Abril";276853;777128;2,8;11568;23299;2
"2012/Maio";209872;484017;2,3;11475;17928;1,6
"2012/Xuño";224947;540244;2,4;12615;20953;1,7
"2012/Xullo";298663;999621;3,4;18205;39070;2,2
"2012/Agosto";377993;1588994;4,2;26554;74437;2,8
"2012/Setembro";225867;597649;2,7;15799;28150;1,8
"2012/Outubro";245239;593145;2,4;13258;21556;1,6
"2012/Novembro";167989;410884;2,5;6635;10987;1,7
"2012/Decembro";227814;565228;2,5;8931;13110;1,5
