Tipo de alojamiento	Total Nacional	Comunidades y Ciudades Autónomas	Residencia: Nivel 1	Residencia: Nivel 2	Viajeros y pernoctaciones	Periodo	Total
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2017M08	68.766
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2017M07	37.406
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2017M06	18.641
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2017M05	6.460
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2017M04	3.237
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2017M03	435
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2017M02	158
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2017M01	208
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2016M12	190
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2016M11	269
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2016M10	932
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2016M09	18.414
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2016M08	81.721
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2016M07	42.931
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2016M06	15.621
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2016M05	4.510
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2016M04	2.566
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2016M03	652
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2016M02	241
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2016M01	132
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2015M12	101
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2015M11	188
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2015M10	953
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2015M09	16.404
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2015M08	57.209
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2015M07	35.906
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2015M06	13.481
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2015M05	5.796
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2015M04	1.723
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2015M03	455
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2015M02	144
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2015M01	124
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2014M12	181
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2014M11	233
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2014M10	697
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2014M09	11.236
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2014M08	66.214
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2014M07	33.164
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2014M06	14.195
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2014M05	3.600
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2014M04	2.059
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2014M03	454
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2014M02	76
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2014M01	14
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2013M12	156
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2013M11	70
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2013M10	574
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2013M09	12.872
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2013M08	62.083
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2013M07	29.661
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2013M06	9.098
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2013M05	3.816
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2013M04	841
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2013M03	348
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2013M02	111
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2013M01	58
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2012M12	92
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2012M11	38
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2012M10	469
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2012M09	11.307
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2012M08	60.465
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2012M07	32.168
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2012M06	9.858
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2012M05	2.853
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2012M04	1.508
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2012M03	394
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2012M02	244
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2012M01	137
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2011M12	""
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2011M11	133
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2011M10	498
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2011M09	10.229
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2011M08	61.124
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2011M07	33.510
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2011M06	12.371
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2011M05	3.755
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2011M04	1.962
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2011M03	488
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2011M02	68
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2011M01	""
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2010M12	175
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2010M11	267
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2010M10	529
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2010M09	15.533
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2010M08	62.585
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2010M07	33.176
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2010M06	9.411
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2010M05	2.788
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2010M04	1.533
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2010M03	506
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2010M02	164
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2010M01	161
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2009M12	134
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2009M11	255
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2009M10	387
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2009M09	11.143
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2009M08	57.073
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2009M07	30.150
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2009M06	9.427
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2009M05	2.999
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2009M04	1.349
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2009M03	528
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2009M02	176
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2009M01	47
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2008M12	99
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2008M11	120
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2008M10	486
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2008M09	9.453
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2008M08	58.375
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2008M07	34.305
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2008M06	10.692
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2008M05	3.206
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2008M04	2.088
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2008M03	1.086
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2008M02	234
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2008M01	218
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2007M12	132
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2007M11	552
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2007M10	863
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2007M09	10.858
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2007M08	69.887
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2007M07	38.939
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2007M06	9.645
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2007M05	3.912
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2007M04	1.688
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2007M03	302
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2007M02	87
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2007M01	23
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2006M12	124
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2006M11	163
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2006M10	326
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2006M09	9.091
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2006M08	65.438
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2006M07	42.333
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2006M06	12.750
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2006M05	3.420
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2006M04	2.107
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2006M03	149
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2006M02	156
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2006M01	67
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2005M12	75
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2005M11	693
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2005M10	849
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2005M09	8.667
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2005M08	73.531
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2005M07	36.866
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2005M06	15.214
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2005M05	2.591
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2005M04	538
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2005M03	268
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2005M02	41
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2005M01	161
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2004M12	151
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2004M11	313
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2004M10	523
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2004M09	8.255
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2004M08	66.533
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2004M07	37.772
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2004M06	12.912
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2004M05	2.230
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2004M04	1.316
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2004M03	80
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2004M02	24
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2004M01	..
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2003M12	139
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2003M11	86
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2003M10	..
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2003M09	8.285
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2003M08	58.370
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2003M07	28.521
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2003M06	5.915
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2003M05	2.139
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2003M04	813
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2003M03	138
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2003M02	4
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2003M01	3.148
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2002M12	..
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2002M11	..
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2002M10	407
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2002M09	7.823
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2002M08	62.678
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2002M07	43.733
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2002M06	6.677
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2002M05	1.829
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2002M04	1.371
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2002M03	332
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2002M02	192
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2002M01	..
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2001M12	53
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2001M11	9
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2001M10	368
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2001M09	7.322
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2001M08	53.292
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2001M07	36.750
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2001M06	7.656
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2001M05	1.107
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2001M04	1.316
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2001M03	35
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2001M02	84
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en el Extranjero	Pernoctaciones	2001M01	..
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2022M08	30.362
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2022M07	21.855
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2022M06	14.301
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2022M05	12.934
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2022M04	13.446
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2022M03	4.582
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2022M02	3.964
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2022M01	2.946
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2021M12	7.460
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2021M11	7.383
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2021M10	15.692
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2021M09	19.350
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2021M08	36.573
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2021M07	25.411
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2021M06	10.416
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2021M05	8.227
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2021M04	5.358
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2021M03	3.226
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2021M02	292
Encuesta de Ocupación en Alojamientos de Turismo Rural	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2021M01	597
