Tipo de alojamiento	Total Nacional	Comunidades y Ciudades Autónomas	Residencia: Nivel 1	Residencia: Nivel 2	Viajeros y pernoctaciones	Periodo	Total
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2001M02	104
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Viajero	2001M01	106
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2022M08	397.102
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2022M07	322.090
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2022M06	92.308
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2022M05	23.155
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2022M04	15.418
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2022M03	724
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2022M02	1.256
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2022M01	975
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2021M12	1.600
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2021M11	1.747
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2021M10	4.041
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2021M09	83.856
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2021M08	402.618
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2021M07	309.554
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2021M06	86.446
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2021M05	9.492
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2021M04	5.730
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2021M03	2.763
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2021M02	192
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2021M01	66
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2020M12	.
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2020M11	455
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2020M10	1.626
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2020M09	77.200
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2020M08	289.778
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2020M07	251.034
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2020M06	48.825
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2020M05	.
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2020M04	0
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2020M03	23
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2020M02	195
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2020M01	152
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2019M12	.
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2019M11	707
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2019M10	1.208
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2019M09	77.635
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2019M08	347.344
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2019M07	271.095
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2019M06	83.672
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2019M05	8.853
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2019M04	9.297
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2019M03	746
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2019M02	137
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2019M01	150
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2018M12	139
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2018M11	392
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2018M10	2.046
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2018M09	62.260
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2018M08	353.616
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2018M07	264.295
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2018M06	68.362
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2018M05	8.855
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2018M04	3.447
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2018M03	2.485
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2018M02	304
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2018M01	47
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2017M12	318
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2017M11	568
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2017M10	1.454
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2017M09	46.308
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2017M08	352.287
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2017M07	275.975
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2017M06	68.944
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2017M05	7.432
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2017M04	13.490
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2017M03	689
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2017M02	101
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2017M01	43
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2016M12	48
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2016M11	629
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2016M10	1.638
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2016M09	47.758
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2016M08	351.846
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2016M07	293.689
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2016M06	80.529
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2016M05	7.849
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2016M04	4.864
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2016M03	5.104
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2016M02	216
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2016M01	142
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2015M12	385
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2015M11	577
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2015M10	707
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2015M09	46.226
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2015M08	303.440
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2015M07	245.386
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2015M06	81.267
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2015M05	11.285
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2015M04	10.666
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2015M03	1.738
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2015M02	181
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2015M01	181
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2014M12	489
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2014M11	696
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2014M10	1.225
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2014M09	48.559
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2014M08	323.592
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2014M07	232.123
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2014M06	54.204
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2014M05	9.523
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2014M04	8.148
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2014M03	491
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2014M02	186
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2014M01	201
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2013M12	511
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2013M11	949
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2013M10	1.172
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2013M09	43.693
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2013M08	329.046
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2013M07	221.873
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2013M06	55.926
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2013M05	6.756
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2013M04	3.462
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2013M03	2.552
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2013M02	231
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2013M01	111
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2012M12	465
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2012M11	599
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2012M10	1.400
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2012M09	46.232
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2012M08	314.523
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2012M07	228.721
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2012M06	56.092
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2012M05	7.342
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2012M04	11.412
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2012M03	998
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2012M02	423
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2012M01	250
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2011M12	""
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2011M11	465
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2011M10	1.599
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2011M09	45.187
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2011M08	352.613
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2011M07	253.785
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2011M06	62.310
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2011M05	9.412
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2011M04	12.280
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2011M03	311
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2011M02	489
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2011M01	""
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2010M12	147
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2010M11	385
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2010M10	1.819
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2010M09	45.963
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2010M08	375.110
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2010M07	254.211
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2010M06	53.031
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2010M05	8.285
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2010M04	9.434
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2010M03	1.797
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2010M02	311
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2010M01	149
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2009M12	330
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2009M11	453
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2009M10	1.520
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2009M09	56.598
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2009M08	344.629
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2009M07	242.211
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2009M06	57.104
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2009M05	12.137
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2009M04	12.663
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2009M03	1.189
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2009M02	402
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2009M01	122
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2008M12	333
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2008M11	914
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2008M10	1.005
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2008M09	43.293
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2008M08	337.320
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2008M07	243.620
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2008M06	51.182
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2008M05	7.617
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2008M04	6.812
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2008M03	6.100
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2008M02	449
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2008M01	315
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2007M12	622
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2007M11	2.390
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2007M10	681
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2007M09	38.862
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2007M08	341.069
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2007M07	234.950
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2007M06	39.274
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2007M05	6.137
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2007M04	10.670
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2007M03	1.063
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2007M02	841
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2007M01	591
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2006M12	752
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2006M11	673
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2006M10	1.522
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2006M09	37.120
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2006M08	340.584
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2006M07	274.771
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2006M06	45.798
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2006M05	6.030
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2006M04	9.671
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2006M03	224
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2006M02	396
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2006M01	241
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2005M12	472
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2005M11	393
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2005M10	1.047
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2005M09	42.760
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2005M08	384.895
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2005M07	269.761
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2005M06	46.559
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2005M05	3.869
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2005M04	1.868
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2005M03	3.718
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2005M02	521
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2005M01	367
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2004M12	793
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2004M11	602
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2004M10	2.516
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2004M09	41.120
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2004M08	339.293
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2004M07	253.552
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2004M06	53.842
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2004M05	6.777
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2004M04	7.320
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2004M03	941
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2004M02	362
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2004M01	234
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2003M12	421
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2003M11	618
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2003M10	..
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2003M09	32.797
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2003M08	358.026
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2003M07	216.640
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2003M06	35.201
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2003M05	4.403
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2003M04	5.424
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2003M03	328
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2003M02	2.963
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2003M01	4.192
Encuesta de Ocupación en Campings	Total Nacional	12 Galicia	Total 	Residentes en España	Pernoctaciones	2002M12	5.722
