accommodation_type,year,month,spain_travelers,spain_nights,spain_avg_stay,galicia_travelers,galicia_nights,galicia_avg_stay
Apartments,2004,Sep,222683.0,1708288.0,7.671389374132736,2016.0,9661.0,4.792162698412699
Apartments,2004,Oct,140778.0,728732.0,5.176462231314552,1985.0,6552.0,3.300755667506297
Apartments,2004,Nov,76642.0,418293.0,5.457751624435688,721.0,2560.0,3.550624133148405
Apartments,2004,Dec,110146.0,496084.0,4.503876672779765,1527.0,5993.0,3.9246889325474785
Apartments,2005,Jan,75262.0,419988.0,5.580345991336929,815.0,3191.0,3.9153374233128835
Apartments,2005,Feb,95057.0,438531.0,4.613347780805201,1084.0,3830.0,3.5332103321033212
Apartments,2005,Mar,159741.0,816870.0,5.113715326685072,1704.0,5898.0,3.461267605633803
Apartments,2005,Apr,141378.0,620023.0,4.385569183324138,914.0,3410.0,3.7308533916849016
Apartments,2005,May,164873.0,826074.0,5.01036555409315,1420.0,4381.0,3.085211267605634
Apartments,2005,Jun,231829.0,1328121.0,5.728882063935056,2236.0,7136.0,3.191413237924866
Apartments,2005,Jul,355147.0,2706063.0,7.619557535330441,5418.0,35168.0,6.4909560723514215
Apartments,2005,Aug,467211.0,4087174.0,8.748026052468798,6070.0,48514.0,7.992421746293245
Apartments,2005,Sep,256372.0,1826333.0,7.123761565225531,2594.0,13420.0,5.173477255204317
Apartments,2005,Oct,138311.0,720528.0,5.2094771927034005,1418.0,5735.0,4.044428772919605
Apartments,2005,Nov,88317.0,474779.0,5.375850628984227,1258.0,5138.0,4.084260731319555
Apartments,2005,Dec,116330.0,590454.0,5.075681251611794,1401.0,5647.0,4.030692362598145
Apartments,2006,Jan,87340.0,498223.0,5.7044080604534,1524.0,4857.0,3.187007874015748
Apartments,2006,Feb,105276.0,491543.0,4.669088871157719,1384.0,5752.0,4.15606936416185
Apartments,2006,Mar,112401.0,586912.0,5.221590555244171,1173.0,4990.0,4.254049445865302
Apartments,2006,Apr,285219.0,1238056.0,4.340720639228102,2584.0,7762.0,3.0038699690402475
Apartments,2006,May,168291.0,812358.0,4.827103053639232,1516.0,5221.0,3.4439313984168867
Apartments,2006,Jun,261397.0,1472208.0,5.632076879229677,2524.0,8746.0,3.46513470681458
Apartments,2006,Jul,374441.0,2805063.0,7.491335083497801,7003.0,34789.0,4.96772811652149
Apartments,2006,Aug,495422.0,4175712.0,8.428596227054914,7186.0,45651.0,6.352769273587532
Apartments,2006,Sep,310349.0,1976223.0,6.3677440558854705,2884.0,12636.0,4.381414701803052
Apartments,2006,Oct,168252.0,863564.0,5.132563060171647,2518.0,8436.0,3.3502779984114377
Apartments,2006,Nov,99129.0,539348.0,5.44086997750406,1064.0,4706.0,4.422932330827067
Apartments,2006,Dec,144749.0,703811.0,4.8622857498151975,1632.0,5767.0,3.533700980392157
Apartments,2007,Jan,81826.0,502383.0,6.139649989001051,1585.0,3730.0,2.3533123028391167
Apartments,2007,Feb,111092.0,519271.0,4.674242969790804,1292.0,4646.0,3.5959752321981426
Apartments,2007,Mar,131627.0,619042.0,4.703001663792383,1494.0,5165.0,3.4571619812583667
Apartments,2007,Apr,257955.0,1183762.0,4.589025217576709,2978.0,8388.0,2.816655473472129
Apartments,2007,May,174536.0,888910.0,5.092989411926479,1974.0,5601.0,2.837386018237082
Apartments,2007,Jun,299589.0,1593325.0,5.318369499547714,2852.0,9738.0,3.414446002805049
Apartments,2007,Jul,406593.0,2965577.0,7.293723699129105,6216.0,37421.0,6.020109395109395
Apartments,2007,Aug,527911.0,4244149.0,8.039516130559885,7515.0,54211.0,7.2137059214903525
Apartments,2007,Sep,303341.0,1905453.0,6.281554422250866,3342.0,15970.0,4.778575703171754
Apartments,2007,Oct,184388.0,883788.0,4.793088487320216,1972.0,6072.0,3.079107505070994
Apartments,2007,Nov,115209.0,581658.0,5.048720152071453,1238.0,4416.0,3.5670436187399033
Apartments,2007,Dec,140120.0,669390.0,4.777262346560091,1849.0,5835.0,3.155759870200108
Apartments,2008,Jan,88275.0,500779.0,5.672942509204192,1866.0,5313.0,2.847266881028939
Apartments,2008,Feb,125564.0,566177.0,4.509071071326177,1863.0,5822.0,3.125067096081589
Apartments,2008,Mar,184564.0,881314.0,4.775113239851759,3030.0,9729.0,3.210891089108911
Apartments,2008,Apr,156254.0,725338.0,4.64204436366429,1796.0,5356.0,2.9821826280623607
Apartments,2008,May,226571.0,1042406.0,4.600791804776428,2431.0,7922.0,3.2587412587412588
Apartments,2008,Jun,279963.0,1532885.0,5.475312809192643,2758.0,11818.0,4.284989122552575
Apartments,2008,Jul,384577.0,2819026.0,7.330199153875557,6121.0,36698.0,5.995425584054893
Apartments,2008,Aug,523573.0,4119267.0,7.867607764342317,7910.0,52751.0,6.66890012642225
Apartments,2008,Sep,275450.0,1801798.0,6.5412888001452165,3362.0,13774.0,4.096966091612136
Apartments,2008,Oct,154563.0,768351.0,4.971118573009064,1887.0,6577.0,3.485426603073662
Apartments,2008,Nov,98063.0,506142.0,5.161396245270898,1338.0,4742.0,3.5440956651718984
Apartments,2008,Dec,129836.0,585046.0,4.506038386888074,2100.0,6312.0,3.005714285714286
Apartments,2009,Jan,80403.0,461930.0,5.745183637426464,1462.0,4933.0,3.3741450068399454
Apartments,2009,Feb,104928.0,457968.0,4.3645928636779505,1418.0,5074.0,3.5782792665726375
Apartments,2009,Mar,113252.0,517149.0,4.566356444036308,1803.0,5954.0,3.3022739877981144
Apartments,2009,Apr,223520.0,1024952.0,4.585504652827487,3560.0,11196.0,3.1449438202247193
Apartments,2009,May,206300.0,875670.0,4.2446437227338825,2580.0,8413.0,3.2608527131782945
Apartments,2009,Jun,274324.0,1409210.0,5.137027748210146,3126.0,12064.0,3.8592450415866923
Apartments,2009,Jul,397290.0,2724164.0,6.856865262151073,6436.0,36946.0,5.740522063393412
Apartments,2009,Aug,541272.0,3948242.0,7.294376949112461,8653.0,57080.0,6.5965561077083095
Apartments,2009,Sep,278716.0,1625201.0,5.831028717404096,4166.0,16894.0,4.055208833413346
Apartments,2009,Oct,174800.0,737076.0,4.216681922196797,3236.0,9116.0,2.8170580964153276
Apartments,2009,Nov,100140.0,479732.0,4.790613141601757,1114.0,4277.0,3.8393177737881508
Apartments,2009,Dec,154058.0,621259.0,4.0326305677082654,2520.0,7474.0,2.965873015873016
Apartments,2010,Jan,92991.0,474901.0,5.106956587196611,1342.0,4554.0,3.3934426229508197
Apartments,2010,Feb,121288.0,496409.0,4.092812149594354,1336.0,4204.0,3.1467065868263475
Apartments,2010,Mar,161833.0,662032.0,4.090834378649595,2022.0,5752.0,2.8447082096933727
Apartments,2010,Apr,227143.0,966478.0,4.25493191513716,2948.0,9434.0,3.200135685210312
Apartments,2010,May,221525.0,899304.0,4.059605010721137,2983.0,7425.0,2.489104927924908
Apartments,2010,Jun,304143.0,1459273.0,4.797983185541012,3702.0,12372.0,3.341977309562399
Apartments,2010,Jul,443102.0,2775818.0,6.264512459885083,6928.0,41714.0,6.02107390300231
Apartments,2010,Aug,557470.0,4032640.0,7.233824241663228,8933.0,58858.0,6.588827941341095
Apartments,2010,Sep,283052.0,1591165.0,5.62145824795444,5138.0,20010.0,3.8945114830673413
Apartments,2010,Oct,192441.0,774650.0,4.025389599929329,3073.0,8818.0,2.8695086234949563
Apartments,2010,Nov,106079.0,481958.0,4.543387475372128,1378.0,4834.0,3.5079825834542815
Apartments,2010,Dec,161259.0,631714.0,3.917387556663504,2169.0,7545.0,3.4785615491009683
Apartments,2011,Jan,99790.0,481185.0,4.821976149914821,1454.0,5138.0,3.5337001375515817
Apartments,2011,Feb,123422.0,466049.0,3.776060993988106,1484.0,5120.0,3.450134770889488
Apartments,2011,Mar,139091.0,560607.0,4.0305052088201245,1703.0,6980.0,4.098649442160893
Apartments,2011,Apr,258538.0,1027617.0,3.974723251514284,3886.0,11984.0,3.0838908903757076
Apartments,2011,May,208087.0,824479.0,3.962184086463835,2897.0,9304.0,3.2115982050396963
Apartments,2011,Jun,343006.0,1589262.0,4.63333586001411,4204.0,14614.0,3.4762131303520456
Apartments,2011,Jul,483856.0,2939739.0,6.075648540061506,8294.0,46299.0,5.582228116710875
Apartments,2011,Aug,604441.0,4119093.0,6.8147147529701,10223.0,57889.0,5.662623496038345
Apartments,2011,Sep,325588.0,1761806.0,5.411151516640662,4928.0,18183.0,3.689732142857143
Apartments,2011,Oct,182929.0,775543.0,4.2395847569275515,2658.0,7508.0,2.8246802106847255
Apartments,2011,Nov,104105.0,501350.0,4.815810960088372,1580.0,5428.0,3.4354430379746836
Apartments,2011,Dec,144436.0,617571.0,4.275741504887978,1838.0,6747.0,3.6708378672470077
Apartments,2012,Jan,100414.0,484648.0,4.826498297050212,1329.0,4407.0,3.3160270880361176
Apartments,2012,Feb,119007.0,497509.0,4.180501987278059,1441.0,4401.0,3.0541290770298404
Apartments,2012,Mar,158210.0,615808.0,3.892345616585551,2949.0,7956.0,2.6978636826042726
Apartments,2012,Apr,246266.0,1014599.0,4.11993129380426,4570.0,16295.0,3.5656455142231946
Apartments,2012,May,202068.0,785228.0,3.885959182057525,3117.0,9989.0,3.2046839910170037
Apartments,2012,Jun,368222.0,1514054.0,4.111796687867645,4431.0,14813.0,3.343037689009253
Apartments,2012,Jul,460680.0,2750842.0,5.971264218112355,8066.0,40420.0,5.011157946937764
Apartments,2012,Aug,570389.0,3745505.0,6.566580000666212,11459.0,63512.0,5.542542979317567
Apartments,2012,Sep,318848.0,1672320.0,5.244881573665195,6406.0,23863.0,3.7251014673743366
Apartments,2012,Oct,175382.0,706698.0,4.029478509767251,2873.0,8535.0,2.9707622694048035
Apartments,2012,Nov,110754.0,468249.0,4.227829243187605,2514.0,7445.0,2.9614160700079553
Apartments,2012,Dec,144510.0,559630.0,3.872603972043457,2405.0,7399.0,3.0765072765072765
Apartments,2013,Jan,95072.0,444253.0,4.672805873443285,1715.0,4915.0,2.8658892128279883
Apartments,2013,Feb,122751.0,472542.0,3.849597966615343,2265.0,5605.0,2.4746136865342163
Apartments,2013,Mar,234745.0,891090.0,3.79599139491789,2835.0,8474.0,2.9890652557319224
Apartments,2013,Apr,161637.0,640538.0,3.962817919164548,3080.0,8006.0,2.5993506493506495
Apartments,2013,May,238200.0,892185.0,3.745528967254408,3570.0,9324.0,2.611764705882353
Apartments,2013,Jun,368383.0,1528032.0,4.147943851914991,5204.0,15829.0,3.0416986933128363
Apartments,2013,Jul,474270.0,2719646.0,5.734383368123643,8171.0,41316.0,5.056419042956798
Apartments,2013,Aug,617929.0,3809529.0,6.164994683855265,12332.0,65947.0,5.3476321764515085
Apartments,2013,Sep,327017.0,1665803.0,5.093933954503894,5518.0,21728.0,3.9376585719463573
Apartments,2013,Oct,186966.0,732210.0,3.9162735470620325,3322.0,9800.0,2.9500301023479834
Apartments,2013,Nov,130599.0,523766.0,4.010490126264367,2528.0,7392.0,2.9240506329113924
Apartments,2013,Dec,163480.0,633424.0,3.8746268656716416,2974.0,9980.0,3.355749831876261
Apartments,2014,Jan,99561.0,452611.0,4.546067235162362,1886.0,5920.0,3.1389183457051963
Apartments,2014,Feb,131042.0,467980.0,3.5712214404542055,2313.0,6445.0,2.7864245568525723
Apartments,2014,Mar,149089.0,568019.0,3.8099323223041273,2701.0,7720.0,2.8582006664198447
Apartments,2014,Apr,274295.0,1026343.0,3.741748847044241,4083.0,12498.0,3.0609845701689933
Apartments,2014,May,264240.0,954075.0,3.6106380563124434,3702.0,10134.0,2.7374392220421395
Apartments,2014,Jun,366499.0,1580319.0,4.311932638288235,3907.0,16164.0,4.13718965958536
Apartments,2014,Jul,475069.0,2728140.0,5.742618440689668,9252.0,52542.0,5.678988326848249
Apartments,2014,Aug,652696.0,3978030.0,6.094766935908907,12877.0,79467.0,6.171235536227382
Apartments,2014,Sep,350110.0,1663049.0,4.7500756904972725,5778.0,21821.0,3.77656628591208
Apartments,2014,Oct,208060.0,762341.0,3.6640440257617994,2786.0,8099.0,2.907035175879397
Apartments,2014,Nov,133782.0,506054.0,3.7826762942697822,2303.0,7633.0,3.314372557533652
Apartments,2014,Dec,179801.0,630535.0,3.5068492388807626,2919.0,9013.0,3.0877012675573825
Apartments,2015,Jan,126008.0,513686.0,4.076614183226462,2256.0,7639.0,3.386081560283688
Apartments,2015,Feb,152894.0,498915.0,3.263143092600102,3492.0,9961.0,2.852520045819015
Apartments,2015,Mar,184627.0,637419.0,3.452469032156727,3708.0,9220.0,2.4865156418554477
Apartments,2015,Apr,287368.0,1009594.0,3.5132443417499513,4805.0,13698.0,2.850780437044745
Apartments,2015,May,302212.0,1003398.0,3.3201792119439335,4487.0,11629.0,2.591709382661021
Apartments,2015,Jun,401461.0,1688788.0,4.206605373871933,5357.0,20372.0,3.802874743326489
Apartments,2015,Jul,540633.0,3007947.0,5.563750270516228,12751.0,64888.0,5.088855776017567
Apartments,2015,Aug,676479.0,4167730.0,6.160915564267332,15569.0,84965.0,5.457319031408568
Apartments,2015,Sep,367836.0,1795636.0,4.881621157254863,6982.0,25238.0,3.6147235749069035
Apartments,2015,Oct,274322.0,963984.0,3.5140601191300735,4301.0,12082.0,2.809114159497791
Apartments,2015,Nov,156545.0,562000.0,3.590022038391517,2993.0,9137.0,3.0527898429669227
Apartments,2015,Dec,231433.0,791643.0,3.4206141734324835,3642.0,10787.0,2.9618341570565625
Apartments,2016,Jan,152989.0,594807.0,3.8879069737039917,4297.0,11227.0,2.6127530835466604
Apartments,2016,Feb,179969.0,605573.0,3.3648739505136995,5569.0,13012.0,2.3365056563117257
Apartments,2016,Mar,291456.0,1041026.0,3.5718118686868685,7614.0,24385.0,3.202653007617547
Apartments,2016,Apr,266249.0,857649.0,3.2212289999211263,5363.0,14898.0,2.777922804400522
Apartments,2016,May,328814.0,1154271.0,3.5104070994544028,5944.0,16596.0,2.792059219380888
Apartments,2016,Jun,443828.0,1846421.0,4.160217471633155,8941.0,27620.0,3.0891399172352085
Apartments,2016,Jul,631517.0,3352625.0,5.3088436257456255,16454.0,77763.0,4.726084842591467
Apartments,2016,Aug,695989.0,4282437.0,6.1530239702064256,20699.0,100947.0,4.876902265809942
Apartments,2016,Sep,437114.0,1989529.0,4.551510589914759,9778.0,34481.0,3.52638576395991
Apartments,2016,Oct,285593.0,1047700.0,3.668507281340929,7709.0,20326.0,2.6366584511609807
Apartments,2016,Nov,177156.0,645325.0,3.6426934453250244,4169.0,12127.0,2.9088510434156873
Apartments,2016,Dec,257953.0,897689.0,3.480048691040616,4582.0,14158.0,3.089917066783064
Apartments,2017,Jan,163263.0,650999.0,3.987425197380913,3424.0,10150.0,2.9643691588785046
Apartments,2017,Feb,190841.0,649497.0,3.403341001147552,4881.0,13087.0,2.6812128662159393
Apartments,2017,Mar,223393.0,738082.0,3.3039620758036286,4314.0,12809.0,2.969170143718127
Apartments,2017,Apr,458656.0,1530402.0,3.3367098653457057,10446.0,27725.0,2.654125981236837
Apartments,2017,May,337768.0,1172680.0,3.4718505009355534,6986.0,17843.0,2.5541082164328657
Apartments,2017,Jun,507584.0,1985335.0,3.9113427531206657,9403.0,29533.0,3.1408061257045623
Apartments,2017,Jul,662595.0,3539791.0,5.342314686950551,18554.0,83872.0,4.520426862132155
Apartments,2017,Aug,752847.0,4546676.0,6.039309448002051,22362.0,104466.0,4.671585725784814
Apartments,2017,Sep,484616.0,2079239.0,4.290487726364792,11061.0,41128.0,3.7182894855799655
Apartments,2017,Oct,300886.0,1073590.0,3.5680955577860054,8557.0,22125.0,2.5856024307584433
Apartments,2017,Nov,187852.0,661329.0,3.5204788876349467,4149.0,11567.0,2.7879006989636057
Apartments,2017,Dec,280473.0,954832.0,3.404363343352123,4954.0,14742.0,2.975777149777957
Apartments,2018,Jan,162496.0,615723.0,3.7891578869633715,3147.0,9025.0,2.8678106132824914
Apartments,2018,Feb,198534.0,648003.0,3.2639396778385565,3390.0,9528.0,2.8106194690265487
Apartments,2018,Mar,312809.0,1057124.0,3.379455194703477,5982.0,16461.0,2.7517552657973923
Apartments,2018,Apr,315024.0,1058606.0,3.3603979379348874,6743.0,17087.0,2.5340352958623757
Apartments,2018,May,331768.0,1161416.0,3.5006872272190206,6883.0,16588.0,2.4099956414354207
Apartments,2018,Jun,511590.0,1924422.0,3.7616489767196386,9639.0,26869.0,2.787529826745513
Apartments,2018,Jul,662484.0,3409285.0,5.14621485198133,17810.0,82436.0,4.628635597978664
Apartments,2018,Aug,777595.0,4404736.0,5.664563172345501,23759.0,108847.0,4.581295509070247
Apartments,2018,Sep,482052.0,2085158.0,4.32558728104022,11289.0,40409.0,3.5795021702542296
Apartments,2018,Oct,304669.0,1044060.0,3.426866533844927,7357.0,20891.0,2.8396085360880794
Apartments,2018,Nov,216671.0,734863.0,3.391607552464335,4167.0,10877.0,2.6102711783057355
Apartments,2018,Dec,279916.0,960547.0,3.431554466339902,5188.0,14011.0,2.700655358519661
Apartments,2019,Jan,159484.0,598954.0,3.7555742268816936,3457.0,8580.0,2.481920740526468
Apartments,2019,Feb,202033.0,623450.0,3.085882009374706,3366.0,8509.0,2.527926322043969
Apartments,2019,Mar,272196.0,830914.0,3.052631192229129,4782.0,11883.0,2.484943538268507
Apartments,2019,Apr,390879.0,1324421.0,3.388314542351981,8943.0,29729.0,3.324275970032428
Apartments,2019,May,378883.0,1246123.0,3.2889388016881203,7540.0,28271.0,3.74946949602122
Apartments,2019,Jun,545008.0,2025538.0,3.7165289316854064,9770.0,32303.0,3.306345957011259
Apartments,2019,Jul,672023.0,3374071.0,5.02076714636255,20532.0,95737.0,4.662819014221703
Apartments,2019,Aug,834401.0,4581486.0,5.4907484530819115,24618.0,113901.0,4.6267365342432365
Apartments,2019,Sep,480084.0,2034461.0,4.2377188158738885,15176.0,49890.0,3.287427517132314
Apartments,2019,Oct,309995.0,967028.0,3.1194954757334794,9588.0,21696.0,2.262828535669587
Apartments,2019,Nov,236062.0,732923.0,3.104790266963764,5371.0,12802.0,2.3835412399925526
Apartments,2019,Dec,291501.0,926390.0,3.1779993893674465,5994.0,16087.0,2.6838505171838505
Apartments,2020,Jan,190249.0,662623.0,3.4829250088042514,3928.0,12357.0,3.1458757637474544
Apartments,2020,Feb,243027.0,726154.0,2.987956070724652,4719.0,13525.0,2.866073320618775
Apartments,2020,Mar,61539.0,282699.0,4.593818554087652,1572.0,7002.0,4.4541984732824424
Apartments,2020,Apr,0.0,0.0,0.0,0.0,0.0,0.0
Apartments,2020,May,0.0,0.0,0.0,0.0,0.0,0.0
Apartments,2020,Jun,108093.0,382767.0,3.541089617274014,4930.0,16895.0,3.426977687626775
Apartments,2020,Jul,506894.0,2320686.0,4.578247128590988,18529.0,78259.0,4.223595444978143
Apartments,2020,Aug,748104.0,3907502.0,5.223206933795301,24949.0,114308.0,4.581666599863722
Apartments,2020,Sep,354397.0,1482058.0,4.181914632460207,11974.0,37578.0,3.13829964924002
Apartments,2020,Oct,195968.0,721181.0,3.680095729915088,5242.0,15229.0,2.9051888592140402
Apartments,2020,Nov,0.0,0.0,0.0,2204.0,10071.0,4.569419237749546
Apartments,2020,Dec,95398.0,445582.0,4.67076877921969,2161.0,11264.0,5.212401665895419
Apartments,2021,Jan,76755.0,388882.0,5.066536381994658,1850.0,9750.0,5.27027027027027
Apartments,2021,Feb,73061.0,370833.0,5.075662802315873,963.0,7642.0,7.935617860851505
Apartments,2021,Mar,129207.0,528702.0,4.091899045717337,4197.0,11169.0,2.6611865618298784
Apartments,2021,Apr,168096.0,652571.0,3.882132828859699,6315.0,16464.0,2.607125890736342
Apartments,2021,May,261612.0,897734.0,3.4315474825313825,7821.0,18727.0,2.394450837488812
Apartments,2021,Jun,510534.0,1911764.0,3.744636008571417,12689.0,39371.0,3.1027661754275355
Apartments,2021,Jul,889744.0,4223363.0,4.746717033214048,27587.0,115341.0,4.180991046507413
Apartments,2021,Aug,1048708.0,5725927.0,5.459982187606083,30781.0,143306.0,4.655664208440272
Apartments,2021,Sep,564063.0,2458215.0,4.3580504305370145,17041.0,56489.0,3.31488762396573
Apartments,2021,Oct,432997.0,1444935.0,3.33705545304009,12357.0,32570.0,2.6357530144857164
Apartments,2021,Nov,234940.0,820919.0,3.494164467523623,5393.0,16483.0,3.056369367698869
Apartments,2021,Dec,324626.0,1115504.0,3.436274358800589,7200.0,22265.0,3.092361111111111
Apartments,2022,Jan,204151.0,781933.0,3.8301698252763887,4582.0,14765.0,3.222391968572676
Apartments,2022,Feb,251639.0,825895.0,3.2820627963074087,7636.0,19934.0,2.6105290728129913
Apartments,2022,Mar,240405.0,857664.0,3.5675797092406563,5616.0,16326.0,2.907051282051282
Apartments,2022,Apr,479919.0,1527313.0,3.1824391199348225,16270.0,36455.0,2.2406269207129688
Apartments,2022,May,422758.0,1370809.0,3.2425382843139574,11629.0,27342.0,2.3511909880471236
Apartments,2022,Jun,622707.0,2372225.0,3.8095364272442738,13979.0,38809.0,2.776235782244796
Apartments,2022,Jul,820502.0,3854632.0,4.697894703486402,30211.0,115059.0,3.8085134553639404
Apartments,2022,Aug,910736.0,4757494.0,5.223790428839971,32584.0,142170.0,4.363184384974221
Rural Tourism,2001,Jan,43967.0,98256.0,2.234766984329156,3112.0,4579.0,1.4714010282776349
Rural Tourism,2001,Feb,59594.0,117510.0,1.9718428029667416,3755.0,6119.0,1.629560585885486
Rural Tourism,2001,Mar,71449.0,134499.0,1.8824476199806854,3677.0,5094.0,1.3853685069350015
Rural Tourism,2001,Apr,114480.0,328653.0,2.870833333333333,8849.0,19819.0,2.239688100350322
Rural Tourism,2001,May,65169.0,135102.0,2.0731022418634626,5046.0,8199.0,1.6248513674197385
Rural Tourism,2001,Jun,78638.0,164525.0,2.092181896792899,6531.0,11269.0,1.7254631756239474
Rural Tourism,2001,Jul,113700.0,391311.0,3.4416094986807386,11132.0,29292.0,2.6313330937836867
Rural Tourism,2001,Aug,158525.0,739833.0,4.66697997161331,20723.0,64045.0,3.0905274332866863
Rural Tourism,2001,Sep,93896.0,253393.0,2.6986559597852944,9722.0,21428.0,2.204073235959679
Rural Tourism,2001,Oct,105092.0,238302.0,2.267556046131009,7865.0,14814.0,1.8835346471710108
Rural Tourism,2001,Nov,81135.0,193276.0,2.3821532014543663,6385.0,10736.0,1.681440877055599
Rural Tourism,2001,Dec,101121.0,273132.0,2.701041326727386,6111.0,12664.0,2.0723285877925055
Rural Tourism,2002,Jan,46204.0,106005.0,2.294281880356679,3126.0,5429.0,1.736724248240563
Rural Tourism,2002,Feb,69567.0,137122.0,1.9710782411200714,4306.0,7042.0,1.6353924756154203
Rural Tourism,2002,Mar,122265.0,335056.0,2.740408129881814,9583.0,21641.0,2.2582698528644474
Rural Tourism,2002,Apr,82509.0,183223.0,2.2206425965652232,5420.0,9925.0,1.831180811808118
Rural Tourism,2002,May,90606.0,206458.0,2.2786349689866015,7359.0,14113.0,1.9177877428998504
Rural Tourism,2002,Jun,88806.0,198268.0,2.232596896606085,6852.0,12815.0,1.87025685931115
Rural Tourism,2002,Jul,125306.0,426038.0,3.399980846886821,14728.0,40097.0,2.722501357957632
Rural Tourism,2002,Aug,183821.0,839262.0,4.565648103317901,24712.0,80853.0,3.2718112657818064
Rural Tourism,2002,Sep,102802.0,274594.0,2.6710958930760103,11115.0,25625.0,2.3054430949167792
Rural Tourism,2002,Oct,112914.0,226323.0,2.0043838673680856,9031.0,15172.0,1.6799911416232975
Rural Tourism,2002,Nov,94500.0,201090.0,2.127936507936508,6688.0,12063.0,1.8036782296650717
Rural Tourism,2002,Dec,94500.0,201090.0,2.127936507936508,6688.0,12063.0,1.8036782296650717
Rural Tourism,2003,Jan,50644.0,120410.0,2.3775768106784616,3438.0,5571.0,1.6204188481675392
Rural Tourism,2003,Feb,75161.0,130945.0,1.7421934247814692,5190.0,7330.0,1.4123314065510597
Rural Tourism,2003,Mar,93011.0,187422.0,2.015051983098773,6695.0,10606.0,1.584167289021658
Rural Tourism,2003,Apr,133314.0,370859.0,2.7818458676508095,10684.0,23514.0,2.200861100711344
Rural Tourism,2003,May,93198.0,238959.0,2.56399278954484,7332.0,14567.0,1.9867703218767048
Rural Tourism,2003,Jun,97471.0,219791.0,2.2549373659857803,7887.0,13346.0,1.692151641942437
Rural Tourism,2003,Jul,134652.0,450465.0,3.3454014793690403,14377.0,34602.0,2.4067607984976003
Rural Tourism,2003,Aug,191124.0,930713.0,4.86968146334317,24769.0,79712.0,3.218216318785579
Rural Tourism,2003,Sep,113595.0,308508.0,2.7158589726660503,11404.0,25523.0,2.2380743598737287
Rural Tourism,2003,Oct,114491.0,239801.0,2.0944965106427578,8339.0,14344.0,1.7201103249790142
Rural Tourism,2003,Nov,96667.0,199815.0,2.0670445963979436,6267.0,10218.0,1.630445189085687
Rural Tourism,2003,Dec,129376.0,327689.0,2.532842258224091,10546.0,19808.0,1.878247676844301
Rural Tourism,2004,Jan,66726.0,180006.0,2.697689056739502,4628.0,7817.0,1.689066551426102
Rural Tourism,2004,Feb,96549.0,190342.0,1.9714549089063584,6513.0,10766.0,1.6530016889298327
Rural Tourism,2004,Mar,116986.0,252083.0,2.154813396474792,7888.0,13301.0,1.6862322515212982
Rural Tourism,2004,Apr,159557.0,428502.0,2.6855731807441856,13283.0,27563.0,2.075058345253331
Rural Tourism,2004,May,113427.0,233007.0,2.0542463434631966,11538.0,18858.0,1.6344253770150805
Rural Tourism,2004,Jun,124093.0,286488.0,2.3086556050703906,11970.0,20478.0,1.7107769423558896
Rural Tourism,2004,Jul,153863.0,537927.0,3.4961426723773745,18248.0,41043.0,2.249177992108724
Rural Tourism,2004,Aug,218510.0,1068940.0,4.891950025170472,29864.0,89155.0,2.9853669970533083
Rural Tourism,2004,Sep,125570.0,337443.0,2.6872899577924665,14703.0,29258.0,1.9899340270693056
Rural Tourism,2004,Oct,164769.0,394418.0,2.3937633899580626,14469.0,27553.0,1.9042781118252816
Rural Tourism,2004,Nov,106177.0,214142.0,2.0168398052308882,6904.0,11760.0,1.7033603707995364
Rural Tourism,2004,Dec,142064.0,419333.0,2.951718943574727,9927.0,20058.0,2.020550015110305
Rural Tourism,2005,Jan,67160.0,162065.0,2.413117927337701,4435.0,7075.0,1.5952649379932355
Rural Tourism,2005,Feb,90336.0,197379.0,2.184942879914984,5013.0,7907.0,1.5772990225413923
Rural Tourism,2005,Mar,161912.0,463972.0,2.865581303424082,10739.0,23345.0,2.1738523139957167
Rural Tourism,2005,Apr,131804.0,249743.0,1.89480592394768,7383.0,11905.0,1.61248814844914
Rural Tourism,2005,May,132048.0,294388.0,2.2294014297831093,9461.0,16529.0,1.747066906246697
Rural Tourism,2005,Jun,134539.0,309317.0,2.299087996789035,9635.0,17683.0,1.8352880124545927
Rural Tourism,2005,Jul,188174.0,675178.0,3.5880514842645637,19244.0,48420.0,2.5161089170650595
Rural Tourism,2005,Aug,256934.0,1267731.0,4.934072563382036,29741.0,97977.0,3.294341145220403
Rural Tourism,2005,Sep,150769.0,401429.0,2.6625433610357567,13673.0,28931.0,2.1159218898559202
Rural Tourism,2005,Oct,162694.0,378027.0,2.323546043492692,10876.0,20389.0,1.8746781905112173
Rural Tourism,2005,Nov,124608.0,257787.0,2.0687837057010787,7489.0,12992.0,1.7348110562157832
Rural Tourism,2005,Dec,169426.0,431592.0,2.5473776161864174,8877.0,17002.0,1.915286695955841
Rural Tourism,2006,Jan,91538.0,214552.0,2.343857195918635,4851.0,8281.0,1.707070707070707
Rural Tourism,2006,Feb,114967.0,239301.0,2.081475553854584,6269.0,10380.0,1.6557664699314085
Rural Tourism,2006,Mar,147768.0,306562.0,2.074616967137675,6512.0,11356.0,1.7438574938574938
Rural Tourism,2006,Apr,247385.0,675067.0,2.7288113668977503,15184.0,32946.0,2.1697839831401473
Rural Tourism,2006,May,145348.0,316619.0,2.1783512673032996,8780.0,14846.0,1.690888382687927
