accommodation_type,year,month,spain_travelers,spain_nights,spain_avg_stay,galicia_travelers,galicia_nights,galicia_avg_stay
Rural Tourism,2013,May,204624.0,493158.0,2.4,9983.0,15887.0,1.6
Rural Tourism,2013,Jun,231387.0,552267.0,2.4,11795.0,19877.0,1.7
Rural Tourism,2013,Jul,276006.0,933348.0,3.4,16636.0,39014.0,2.4
Rural Tourism,2013,Aug,380419.0,1524586.0,4.0,29195.0,80081.0,2.7
Rural Tourism,2013,Sep,223890.0,576811.0,2.6,15844.0,28708.0,1.8
Rural Tourism,2013,Oct,217517.0,490424.0,2.3,10124.0,16129.0,1.6
Rural Tourism,2013,Nov,190920.0,414942.0,2.2,7388.0,12247.0,1.7
Rural Tourism,2013,Dec,209929.0,524606.0,2.5,7089.0,12433.0,1.8
Rural Tourism,2014,Jan,91425.0,223663.0,2.5,2821.0,4883.0,1.7
Rural Tourism,2014,Feb,125622.0,272619.0,2.2,4298.0,6271.0,1.5
Rural Tourism,2014,Mar,158979.0,358548.0,2.3,6686.0,11115.0,1.7
Rural Tourism,2014,Apr,253700.0,696643.0,2.8,11143.0,22191.0,2.0
Rural Tourism,2014,May,244893.0,573623.0,2.3,15422.0,22529.0,1.5
Rural Tourism,2014,Jun,245044.0,614810.0,2.5,14965.0,24700.0,1.7
Rural Tourism,2014,Jul,319015.0,1053848.0,3.3,21608.0,49295.0,2.3
Rural Tourism,2014,Aug,442158.0,1696249.0,3.8,34579.0,89974.0,2.6
Rural Tourism,2014,Sep,260236.0,682461.0,2.6,19571.0,35072.0,1.8
Rural Tourism,2014,Oct,252555.0,569327.0,2.3,11725.0,18918.0,1.6
Rural Tourism,2014,Nov,189931.0,413471.0,2.2,6778.0,10312.0,1.5
Rural Tourism,2014,Dec,239389.0,595314.0,2.5,7395.0,13025.0,1.8
Rural Tourism,2015,Jan,109044.0,275083.0,2.5,3664.0,5764.0,1.6
Rural Tourism,2015,Feb,145879.0,324136.0,2.2,5981.0,8406.0,1.4
Rural Tourism,2015,Mar,197877.0,448674.0,2.3,9855.0,14866.0,1.5
Rural Tourism,2015,Apr,289877.0,736481.0,2.5,12890.0,22870.0,1.8
Rural Tourism,2015,May,280778.0,640102.0,2.3,17553.0,25594.0,1.5
Rural Tourism,2015,Jun,281518.0,672625.0,2.4,19445.0,31037.0,1.6
Rural Tourism,2015,Jul,373598.0,1203638.0,3.2,26331.0,57675.0,2.2
Rural Tourism,2015,Aug,484220.0,1865380.0,3.9,40133.0,100466.0,2.5
Rural Tourism,2015,Sep,307838.0,777253.0,2.5,24360.0,40645.0,1.7
Rural Tourism,2015,Oct,320795.0,755096.0,2.4,17683.0,27547.0,1.6
Rural Tourism,2015,Nov,204654.0,454668.0,2.2,7695.0,12666.0,1.7
Rural Tourism,2015,Dec,268109.0,671931.0,2.5,7738.0,14697.0,1.9
Rural Tourism,2016,Jan,135496.0,345006.0,2.6,5039.0,7481.0,1.5
Rural Tourism,2016,Feb,170575.0,379896.0,2.2,5943.0,8685.0,1.5
Rural Tourism,2016,Mar,292178.0,784860.0,2.7,12357.0,24176.0,2.0
Rural Tourism,2016,Apr,264027.0,590356.0,2.2,11281.0,15747.0,1.4
Rural Tourism,2016,May,292606.0,687933.0,2.4,18852.0,27568.0,1.5
Rural Tourism,2016,Jun,310117.0,754584.0,2.4,21573.0,37384.0,1.7
Rural Tourism,2016,Jul,447976.0,1418477.0,3.2,31637.0,74451.0,2.4
Rural Tourism,2016,Aug,540235.0,2091973.0,3.9,42780.0,118995.0,2.8
Rural Tourism,2016,Sep,341357.0,866382.0,2.5,28192.0,50545.0,1.8
Rural Tourism,2016,Oct,339949.0,820721.0,2.4,19470.0,32990.0,1.7
Rural Tourism,2016,Nov,210370.0,464507.0,2.2,7472.0,12458.0,1.7
Rural Tourism,2016,Dec,286577.0,710017.0,2.5,9071.0,17061.0,1.9
Rural Tourism,2017,Jan,133292.0,324067.0,2.4,4494.0,7865.0,1.8
Rural Tourism,2017,Feb,190824.0,419697.0,2.2,5504.0,8834.0,1.6
Rural Tourism,2017,Mar,240397.0,516944.0,2.2,7662.0,11589.0,1.5
Rural Tourism,2017,Apr,413792.0,1093410.0,2.6,20016.0,38374.0,1.9
Rural Tourism,2017,May,312772.0,723110.0,2.3,18083.0,28002.0,1.6
Rural Tourism,2017,Jun,376799.0,900433.0,2.4,22633.0,38842.0,1.7
Rural Tourism,2017,Jul,489067.0,1547657.0,3.2,31851.0,76076.0,2.4
Rural Tourism,2017,Aug,578524.0,2250173.0,3.9,41654.0,119170.0,2.9
Rural Tourism,2017,Sep,404320.0,1027460.0,2.5,27646.0,51345.0,1.9
Rural Tourism,2017,Oct,351998.0,871649.0,2.5,18777.0,33456.0,1.8
Rural Tourism,2017,Nov,227661.0,492787.0,2.2,8745.0,14563.0,1.7
Rural Tourism,2017,Dec,330528.0,866384.0,2.6,9455.0,20924.0,2.2
Rural Tourism,2018,Jan,139670.0,321955.0,2.3,4542.0,7288.0,1.6
Rural Tourism,2018,Feb,188874.0,419586.0,2.2,6200.0,10602.0,1.7
Rural Tourism,2018,Mar,327077.0,823845.0,2.5,12294.0,23106.0,1.9
Rural Tourism,2018,Apr,341465.0,815378.0,2.4,12921.0,20989.0,1.6
Rural Tourism,2018,May,341270.0,794924.0,2.3,20861.0,30907.0,1.5
Rural Tourism,2018,Jun,406187.0,975249.0,2.4,23521.0,37725.0,1.6
Rural Tourism,2018,Jul,481751.0,1542610.0,3.2,27771.0,60792.0,2.2
Rural Tourism,2018,Aug,617971.0,2310609.0,3.7,41313.0,109451.0,2.7
Rural Tourism,2018,Sep,422060.0,1052592.0,2.5,29476.0,49463.0,1.7
Rural Tourism,2018,Oct,378284.0,905675.0,2.4,20926.0,33379.0,1.6
Rural Tourism,2018,Nov,281690.0,623269.0,2.2,10054.0,16856.0,1.7
Rural Tourism,2018,Dec,334370.0,872014.0,2.6,9407.0,17555.0,1.9
Rural Tourism,2019,Jan,139376.0,321785.0,2.3,4524.0,7996.0,1.8
Rural Tourism,2019,Feb,194847.0,406292.0,2.1,5910.0,9985.0,1.7
Rural Tourism,2019,Mar,288532.0,618980.0,2.2,8268.0,13728.0,1.7
Rural Tourism,2019,Apr,382344.0,1018402.0,2.7,19567.0,34363.0,1.8
Rural Tourism,2019,May,367754.0,850262.0,2.3,23436.0,35974.0,1.5
Rural Tourism,2019,Jun,439082.0,1054793.0,2.4,26757.0,40696.0,1.5
Rural Tourism,2019,Jul,515634.0,1624956.0,3.2,29363.0,67151.0,2.3
Rural Tourism,2019,Aug,655937.0,2403090.0,3.7,44079.0,112514.0,2.6
Rural Tourism,2019,Sep,419287.0,1063493.0,2.5,28968.0,46391.0,1.6
Rural Tourism,2019,Oct,374023.0,833536.0,2.2,18792.0,27544.0,1.5
Rural Tourism,2019,Nov,300454.0,644452.0,2.1,8648.0,13564.0,1.6
Rural Tourism,2019,Dec,341850.0,877322.0,2.6,9042.0,17138.0,1.9
Rural Tourism,2020,Jan,160172.0,365838.0,2.3,4038.0,6073.0,1.5
Rural Tourism,2020,Feb,226830.0,493030.0,2.2,5426.0,8218.0,1.5
Rural Tourism,2020,Mar,56332.0,149317.0,2.7,1379.0,2092.0,1.5
Rural Tourism,2020,Apr,0.0,0.0,0.0,0.0,0.0,0.0
Rural Tourism,2020,May,8005.0,37322.0,4.7,160.0,217.0,1.4
Rural Tourism,2020,Jun,116497.0,277689.0,2.4,3633.0,7608.0,2.1
Rural Tourism,2020,Jul,428995.0,1451102.0,3.4,15475.0,42756.0,2.8
Rural Tourism,2020,Aug,535842.0,2109993.0,3.9,28090.0,79752.0,2.8
Rural Tourism,2020,Sep,259925.0,673666.0,2.6,11530.0,23042.0,2.0
Rural Tourism,2020,Oct,162686.0,398249.0,2.5,6144.0,10804.0,1.8
Rural Tourism,2020,Nov,41937.0,130492.0,3.1,1352.0,2430.0,1.8
Rural Tourism,2020,Dec,85687.0,227904.0,2.7,1429.0,2531.0,1.8
Rural Tourism,2021,Jan,33313.0,111841.0,3.4,601.0,1261.0,2.1
Rural Tourism,2021,Feb,34355.0,114811.0,3.3,292.0,768.0,2.6
Rural Tourism,2021,Mar,99362.0,251495.0,2.5,3329.0,5365.0,1.6
Rural Tourism,2021,Apr,127464.0,330931.0,2.6,5569.0,9850.0,1.8
Rural Tourism,2021,May,199371.0,464569.0,2.3,8672.0,12695.0,1.5
Rural Tourism,2021,Jun,318030.0,798997.0,2.5,11558.0,19723.0,1.7
Rural Tourism,2021,Jul,525007.0,1705124.0,3.3,27885.0,64165.0,2.3
Rural Tourism,2021,Aug,640477.0,2453153.0,3.8,41077.0,108044.0,2.6
Rural Tourism,2021,Sep,425742.0,1116298.0,2.6,24842.0,44164.0,1.8
Rural Tourism,2021,Oct,439833.0,1095321.0,2.5,19552.0,32170.0,1.7
Rural Tourism,2021,Nov,248744.0,570823.0,2.3,8474.0,14479.0,1.7
Rural Tourism,2021,Dec,288182.0,765811.0,2.7,8083.0,15359.0,1.9
Rural Tourism,2022,Jan,141728.0,356351.0,2.5,3160.0,4818.0,1.5
Rural Tourism,2022,Feb,210983.0,486562.0,2.3,4481.0,7236.0,1.6
Rural Tourism,2022,Mar,225036.0,518528.0,2.3,5247.0,7747.0,1.5
Rural Tourism,2022,Apr,413073.0,1076089.0,2.6,19093.0,31825.0,1.7
Rural Tourism,2022,May,366923.0,853724.0,2.3,22650.0,31237.0,1.4
Rural Tourism,2022,Jun,409495.0,1029162.0,2.5,21804.0,34829.0,1.6
Rural Tourism,2022,Jul,553793.0,1792243.0,3.2,30316.0,68206.0,2.3
Rural Tourism,2022,Aug,638619.0,2423936.0,3.8,40530.0,100910.0,2.5
Hotels,2001,Jan,1876469.0,4371423.0,2.3296004357119675,101507.0,219875.0,2.1661067709616084
Hotels,2001,Feb,2179135.0,4869295.0,2.234508187881889,106581.0,225723.0,2.1178540265150447
Hotels,2001,Mar,2519243.0,5913829.0,2.3474627100283696,129918.0,286968.0,2.2088394217891287
Hotels,2001,Apr,3020317.0,7873787.0,2.6069405959705554,158236.0,368551.0,2.329122323617887
Hotels,2001,May,2664737.0,6292310.0,2.361324963776913,147902.0,342371.0,2.3148503738962285
Hotels,2001,Jun,2946672.0,7446393.0,2.527051874114255,171601.0,396343.0,2.3096776825309875
Hotels,2001,Jul,3244732.0,9645273.0,2.9725946549668816,239528.0,620542.0,2.590686683811496
Hotels,2001,Aug,3917546.0,12873952.0,3.286228674787737,355364.0,1001757.0,2.818960277349422
Hotels,2001,Sep,3223605.0,8960900.0,2.779776058170899,213581.0,525114.0,2.4586175736605784
Hotels,2001,Oct,2859626.0,6752436.0,2.361300393827724,176900.0,409983.0,2.3175975127190505
Hotels,2001,Nov,2336166.0,5478825.0,2.3452207591412595,140210.0,307451.0,2.19278938734755
Hotels,2001,Dec,2104053.0,4782544.0,2.273014985839235,121860.0,259180.0,2.126866896438536
Hotels,2002,Jan,1824018.0,4162060.0,2.281808622502629,96185.0,196889.0,2.046982377709622
Hotels,2002,Feb,2163645.0,4878095.0,2.2545727233441717,113314.0,244896.0,2.1612157368021605
Hotels,2002,Mar,2863303.0,7167758.0,2.503318021180434,166786.0,393199.0,2.357506025685609
Hotels,2002,Apr,2626016.0,6502711.0,2.476264805698061,146223.0,348920.0,2.3862183103889265
Hotels,2002,May,2800938.0,6786378.0,2.4228947588272214,157533.0,390835.0,2.4809722407368615
Hotels,2002,Jun,2909167.0,7408601.0,2.5466399831979394,177250.0,438313.0,2.472851904090268
Hotels,2002,Jul,3326284.0,9926692.0,2.9843188374774976,251747.0,660803.0,2.6248694125451344
Hotels,2002,Aug,4093306.0,13607146.0,3.3242435332222904,377593.0,1047092.0,2.7730704753530917
Hotels,2002,Sep,3206586.0,9008303.0,2.809312770653898,208683.0,532005.0,2.54934517905148
Hotels,2002,Oct,2841697.0,6663524.0,2.344910101252878,183697.0,454979.0,2.4767905844951197
Hotels,2002,Nov,2363666.0,5460888.0,2.3103467241141513,136043.0,326496.0,2.399947075556993
Hotels,2002,Dec,2239496.0,5146230.0,2.2979411439002346,123353.0,275176.0,2.230801034429645
Hotels,2003,Jan,1866434.0,4476189.0,2.398257318501485,122462.0,247441.0,2.0205533144975583
Hotels,2003,Feb,2185902.0,4907859.0,2.2452328603935583,123509.0,246385.0,1.9948748674185688
Hotels,2003,Mar,2621941.0,6106543.0,2.329016175421186,155501.0,312960.0,2.012591558896727
Hotels,2003,Apr,3096315.0,7706675.0,2.488982871574759,182461.0,371767.0,2.037514866190583
Hotels,2003,May,2987830.0,7106332.0,2.378425814052339,195477.0,407063.0,2.0824086721199935
Hotels,2003,Jun,3268531.0,8085899.0,2.4738633349354804,220996.0,466540.0,2.1110789335553584
Hotels,2003,Jul,3604009.0,10712570.0,2.9724037870049713,294373.0,676360.0,2.29762919833001
Hotels,2003,Aug,4321876.0,14501388.0,3.3553456878448156,425793.0,1072956.0,2.519900515038998
Hotels,2003,Sep,3508436.0,9750160.0,2.7790616673640334,284889.0,612544.0,2.150114606039545
Hotels,2003,Oct,2961468.0,7075513.0,2.3891911038714584,212470.0,452477.0,2.129604179413564
Hotels,2003,Nov,2478930.0,5602497.0,2.2600464716631774,158651.0,332031.0,2.092838998808706
Hotels,2003,Dec,2381098.0,5263796.0,2.21065911608846,142905.0,282537.0,1.9770966726146741
Hotels,2004,Jan,2014826.0,4764150.0,2.364546615936066,132698.0,261089.0,1.9675428416404166
Hotels,2004,Feb,2548353.0,5686798.0,2.231558186797512,151684.0,297824.0,1.963450330951188
Hotels,2004,Mar,2886872.0,6658937.0,2.30662703438185,186054.0,374700.0,2.01393143925957
Hotels,2004,Apr,3310414.0,8306562.0,2.5092215052256304,244930.0,498705.0,2.036112358633079
Hotels,2004,May,3232971.0,7398208.0,2.288362005103046,254221.0,525853.0,2.0684876544423947
Hotels,2004,Jun,3650036.0,8906012.0,2.4399792221227408,295654.0,639399.0,2.1626597306310753
Hotels,2004,Jul,4051344.0,11777136.0,2.9069701313934337,361781.0,851761.0,2.354355259120849
Hotels,2004,Aug,4762452.0,15791552.0,3.3158448631083317,468415.0,1174325.0,2.5070183491135
Hotels,2004,Sep,3866299.0,10391873.0,2.6878089356255166,338609.0,756724.0,2.2348017920374237
Hotels,2004,Oct,3563172.0,8332309.0,2.338452648370609,290065.0,604603.0,2.084370744488304
Hotels,2004,Nov,2670646.0,5981330.0,2.239656622405216,193019.0,393148.0,2.0368357519207954
Hotels,2004,Dec,2654019.0,6048682.0,2.2790650707474214,172007.0,357886.0,2.08064788060951
Hotels,2005,Jan,2139281.0,5093502.0,2.380941073192348,130891.0,260905.0,1.993299768509676
Hotels,2005,Feb,2621061.0,5906300.0,2.253400435930335,146436.0,280656.0,1.916577890682619
Hotels,2005,Mar,3391717.0,8291242.0,2.4445559579410663,214316.0,449375.0,2.0967869874391085
Hotels,2005,Apr,3316778.0,7685716.0,2.317223522346084,200809.0,399133.0,1.9876250566458675
Hotels,2005,May,3646228.0,8756351.0,2.401482024711565,223232.0,462027.0,2.06971670728211
Hotels,2005,Jun,3865747.0,9591276.0,2.4810925288178454,254693.0,544703.0,2.138664980977098
Hotels,2005,Jul,4366698.0,12921696.0,2.9591457893355573,365832.0,873958.0,2.388959959762951
Hotels,2005,Aug,4985733.0,16576635.0,3.3248140243370434,468195.0,1218855.0,2.603306314676577
Hotels,2005,Sep,4038043.0,11027323.0,2.730858239993977,295630.0,671642.0,2.2719006866691474
Hotels,2005,Oct,3628419.0,8569218.0,2.3616947215853514,240793.0,509751.0,2.116967685937714
Hotels,2005,Nov,2898398.0,6405258.0,2.2099304512354756,197524.0,392404.0,1.9866142848463983
Hotels,2005,Dec,2702235.0,6050803.0,2.239184600895185,164919.0,330036.0,2.0012005893802414
Hotels,2006,Jan,2551856.0,5543720.0,2.172426657303547,148675.0,290107.0,1.951282999831848
Hotels,2006,Feb,3043034.0,6393933.0,2.101170410846543,157591.0,307912.0,1.9538679239296661
Hotels,2006,Mar,3553339.0,7710448.0,2.1699162393455844,194813.0,388385.0,1.9936297885664713
Hotels,2006,Apr,4390094.0,10332751.0,2.3536514252314413,260980.0,544959.0,2.0881255268602956
Hotels,2006,May,3947962.0,8883711.0,2.2502017496622306,231881.0,475049.0,2.0486758294125003
Hotels,2006,Jun,4371721.0,10342158.0,2.3656948830906637,264688.0,559282.0,2.1129858550444296
Hotels,2006,Jul,4941982.0,13816338.0,2.7957078759088967,356589.0,894305.0,2.5079433184983273
Hotels,2006,Aug,5553617.0,17367092.0,3.1271677539160514,442343.0,1170150.0,2.6453453541708583
Hotels,2006,Sep,4563672.0,11628069.0,2.5479633505650714,286742.0,643269.0,2.2433720905901473
Hotels,2006,Oct,4146937.0,9331419.0,2.2501955057431546,246768.0,535246.0,2.1690251572327046
Hotels,2006,Nov,3254904.0,6951324.0,2.135646396944426,188688.0,379884.0,2.0132917832612565
Hotels,2006,Dec,3125022.0,6787290.0,2.1719175097007315,165020.0,336119.0,2.0368379590352683
Hotels,2007,Jan,2604319.0,5584479.0,2.1443145021788808,150174.0,288996.0,1.9244076870829838
Hotels,2007,Feb,3088894.0,6437950.0,2.084224968548613,154763.0,297623.0,1.9230888519865859
Hotels,2007,Mar,3769341.0,8140429.0,2.1596424945368433,202108.0,399393.0,1.9761365210679438
Hotels,2007,Apr,4450863.0,10676929.0,2.3988446734936573,252003.0,532241.0,2.1120423169565443
Hotels,2007,May,4015617.0,8856229.0,2.2054466349753974,222944.0,451964.0,2.0272534806947036
Hotels,2007,Jun,4658070.0,10850954.0,2.3294956924219687,258681.0,560940.0,2.168462314588238
Hotels,2007,Jul,5003539.0,13905160.0,2.779064977808707,351175.0,836021.0,2.380639282409055
Hotels,2007,Aug,5654061.0,17249956.0,3.0508966917760527,457726.0,1171552.0,2.5595050313943277
Hotels,2007,Sep,4604220.0,11609665.0,2.5215269904565814,303405.0,678052.0,2.2348082595870205
Hotels,2007,Oct,4224929.0,9206010.0,2.1789738951826174,276480.0,596686.0,2.1581524884259258
Hotels,2007,Nov,3502020.0,7527475.0,2.149466593565999,205599.0,434480.0,2.1132398503883776
Hotels,2007,Dec,3064815.0,6551469.0,2.1376393028616736,172760.0,350470.0,2.0286524658485763
Hotels,2008,Jan,2673147.0,5661599.0,2.1179527351095917,150410.0,309651.0,2.058712851539126
Hotels,2008,Feb,3326713.0,7028946.0,2.112880191348036,171467.0,343573.0,2.0037266646060177
Hotels,2008,Mar,4097905.0,9562449.0,2.333496994195815,230286.0,503697.0,2.187267137385686
Hotels,2008,Apr,3744345.0,8471861.0,2.2625748962769188,205601.0,429133.0,2.087212610833605
Hotels,2008,May,4226211.0,9512722.0,2.2508866689334726,244517.0,534778.0,2.1870790170008627
Hotels,2008,Jun,4443768.0,10443013.0,2.3500356004183836,246229.0,556379.0,2.2595998034350138
Hotels,2008,Jul,4977811.0,13599423.0,2.7320087082454516,324767.0,799759.0,2.4625623908833103
Hotels,2008,Aug,5584157.0,16843151.0,3.016238798443525,418257.0,1072448.0,2.5640885866823506
Hotels,2008,Sep,4425435.0,11188118.0,2.5281397195981863,267969.0,623126.0,2.3253659938276443
Hotels,2008,Oct,3839709.0,8397307.0,2.186964428814788,251234.0,560036.0,2.2291409602203522
Hotels,2008,Nov,3072911.0,6587614.0,2.1437698651213783,179452.0,389716.0,2.171700510442904
Hotels,2008,Dec,2829046.0,5892089.0,2.0827123348294796,149259.0,312260.0,2.0920681499943052
Hotels,2009,Jan,2331000.0,4971705.0,2.132863577863578,131600.0,261751.0,1.9889893617021277
Hotels,2009,Feb,2892445.0,6073570.0,2.09980483639274,147568.0,297417.0,2.0154572807112654
Hotels,2009,Mar,3292594.0,7385214.0,2.242977421449471,174744.0,368327.0,2.107809137938928
Hotels,2009,Apr,3878166.0,9403135.0,2.4246344792873744,214435.0,468836.0,2.186378156550936
Hotels,2009,May,3939334.0,8823463.0,2.239836226123502,221102.0,481151.0,2.1761494694756265
Hotels,2009,Jun,4188954.0,9964518.0,2.3787604256337023,239428.0,543608.0,2.270444559533555
Hotels,2009,Jul,4888672.0,13703961.0,2.8032072922871487,327882.0,806779.0,2.4605772808510378
Hotels,2009,Aug,5563505.0,17254353.0,3.101345824260066,436526.0,1117813.0,2.5607019971319005
Hotels,2009,Sep,4277206.0,10853013.0,2.5374071297945435,282148.0,643505.0,2.2807356422870266
Hotels,2009,Oct,3959267.0,8746561.0,2.2091364386387684,254540.0,563570.0,2.214072444409523
Hotels,2009,Nov,2990558.0,6507151.0,2.175898611563461,171658.0,364689.0,2.124509198522644
Hotels,2009,Dec,2936381.0,6070229.0,2.0672484258684416,155555.0,313126.0,2.0129600462858797
Hotels,2010,Jan,2351307.0,5094546.0,2.1666868681971345,125731.0,245674.0,1.9539652114434785
Hotels,2010,Feb,2943090.0,6272461.0,2.131250148653286,147111.0,287530.0,1.9545105396605285
Hotels,2010,Mar,3543609.0,8051189.0,2.2720308589350573,201437.0,409948.0,2.0351176794729864
Hotels,2010,Apr,3877568.0,9575308.0,2.4694107234225164,248503.0,531445.0,2.1385858520822687
Hotels,2010,May,4042148.0,9281281.0,2.2961259706472896,262904.0,558830.0,2.125604783495116
Hotels,2010,Jun,4386962.0,10553831.0,2.4057265597468134,292478.0,639584.0,2.186776441304987
Hotels,2010,Jul,5002604.0,13912126.0,2.7809768672475377,364717.0,858602.0,2.3541595264273396
Hotels,2010,Aug,5599468.0,17441176.0,3.1147916194895657,451126.0,1153831.0,2.5576690325984317
Hotels,2010,Sep,4307901.0,10944412.0,2.540543991145572,326117.0,755947.0,2.3180238993980686
Hotels,2010,Oct,4186876.0,9311677.0,2.2240154712009623,291408.0,640473.0,2.197856613408005
Hotels,2010,Nov,2990886.0,6480677.0,2.16680843067907,186311.0,392694.0,2.107733842875622
Hotels,2010,Dec,3000911.0,6317606.0,2.1052293786786747,166347.0,333406.0,2.0042802094417094
Hotels,2011,Jan,2358110.0,5089103.0,2.1581279075191575,116959.0,221052.0,1.8899956394976016
Hotels,2011,Feb,2994483.0,6357361.0,2.1230245755277286,132340.0,257635.0,1.9467659059996978
Hotels,2011,Mar,3380332.0,7754018.0,2.2938628513412294,160293.0,329759.0,2.05722645405601
Hotels,2011,Apr,4088344.0,9878278.0,2.41620519212669,215276.0,477139.0,2.2164059161262752
Hotels,2011,May,3746751.0,8359843.0,2.231224599659812,201701.0,444578.0,2.204143757343791
Hotels,2011,Jun,4430197.0,10605101.0,2.39382153886159,243176.0,527578.0,2.1695315327170444
Hotels,2011,Jul,5093546.0,14101982.0,2.768598143611543,343931.0,828596.0,2.409192541527225
Hotels,2011,Aug,5615032.0,17294136.0,3.0799710491409487,417788.0,1030532.0,2.4666385822474557
Hotels,2011,Sep,4424189.0,11198508.0,2.5312001815473977,275096.0,623876.0,2.2678483147701165
Hotels,2011,Oct,3909150.0,8516886.0,2.1787053451517595,232510.0,517250.0,2.2246354995484063
Hotels,2011,Nov,2891744.0,6287934.0,2.1744435192050195,151606.0,326234.0,2.1518541482527076
Hotels,2011,Dec,2893004.0,6081180.0,2.102029585856086,140786.0,284170.0,2.0184535394144305
Hotels,2012,Jan,2390674.0,5075907.0,2.123211696785091,113860.0,212237.0,1.8640172141226068
Hotels,2012,Feb,2898921.0,6183754.0,2.1331226342490877,138387.0,249599.0,1.8036303988091367
Hotels,2012,Mar,3344772.0,7541920.0,2.2548382969003566,156904.0,314351.0,2.0034607148319994
Hotels,2012,Apr,3877984.0,9338052.0,2.4079655821168937,206239.0,418134.0,2.0274244929426537
Hotels,2012,May,3610640.0,7846939.0,2.1732820220237965,182177.0,385255.0,2.1147290821563645
Hotels,2012,Jun,4164269.0,9674462.0,2.3232077466657413,226777.0,466852.0,2.0586391036128004
Hotels,2012,Jul,4578014.0,12610694.0,2.7546211086292005,293436.0,700690.0,2.3878801510380456
Hotels,2012,Aug,5213797.0,15488372.0,2.9706511396588704,398558.0,990617.0,2.4855027373682126
Hotels,2012,Sep,4020495.0,9962269.0,2.477871257146197,252680.0,548205.0,2.169562292227323
Hotels,2012,Oct,3551117.0,7582005.0,2.135104250296456,218505.0,467711.0,2.140504793940642
Hotels,2012,Nov,2730498.0,5488094.0,2.009924196977987,153029.0,322244.0,2.105770801612766
Hotels,2012,Dec,2644571.0,5308780.0,2.007425779077211,133041.0,252890.0,1.900842597394788
Hotels,2013,Jan,2107452.0,4468136.0,2.120160269367938,113740.0,215028.0,1.890522243713733
Hotels,2013,Feb,2543898.0,5276907.0,2.074339065481399,118884.0,231179.0,1.9445762255644157
Hotels,2013,Mar,3596941.0,8339921.0,2.3186149008282317,178499.0,347558.0,1.9471145496613427
Hotels,2013,Apr,3107991.0,7172337.0,2.3077084200050773,157662.0,317087.0,2.0111821491545205
Hotels,2013,May,3678011.0,8196987.0,2.2286466788707266,196695.0,396529.0,2.0159587178118406
Hotels,2013,Jun,4109160.0,9356983.0,2.2771035929484373,227905.0,435853.0,1.9124328119172462
Hotels,2013,Jul,4622498.0,12499139.0,2.7039793202722855,325560.0,723996.0,2.2238481385919644
Hotels,2013,Aug,5426618.0,15876358.0,2.9256450334259756,451989.0,1066191.0,2.3588870525610135
Hotels,2013,Sep,4055351.0,9939148.0,2.450872439894845,270135.0,578187.0,2.1403631517574544
Hotels,2013,Oct,3529310.0,7608032.0,2.1556712218535634,208133.0,432806.0,2.0794684168296236
Hotels,2013,Nov,2962040.0,6205146.0,2.094889333027238,156933.0,329959.0,2.1025469467862083
Hotels,2013,Dec,2830104.0,5694832.0,2.0122341793799805,139117.0,269797.0,1.9393532062939827
Hotels,2014,Jan,2188084.0,4546501.0,2.0778457316995143,105476.0,207573.0,1.967964276233456
Hotels,2014,Feb,2739686.0,5456934.0,1.991810010344251,129189.0,233365.0,1.8063844444960484
Hotels,2014,Mar,3161425.0,7037862.0,2.2261676301035136,147056.0,294933.0,2.005582907191818
Hotels,2014,Apr,3840663.0,9014634.0,2.34715568640102,204276.0,390314.0,1.910718831384989
Hotels,2014,May,3901968.0,8560446.0,2.193879088706007,209214.0,404494.0,1.9333983385433098
Hotels,2014,Jun,4270431.0,9869795.0,2.3111941160037475,234163.0,471734.0,2.014553964546064
Hotels,2014,Jul,4798578.0,12942831.0,2.697222177069957,340620.0,735697.0,2.159876108273149
Hotels,2014,Aug,5684286.0,16450856.0,2.8940936469417617,479843.0,1098939.0,2.2902053379959697
Hotels,2014,Sep,4271468.0,10553437.0,2.470681508090427,286817.0,606072.0,2.1130965040426473
Hotels,2014,Oct,3801189.0,8177902.0,2.151406309973011,232581.0,481055.0,2.068333182848126
Hotels,2014,Nov,2962597.0,6063282.0,2.046610456974067,156078.0,322387.0,2.0655505580543063
Hotels,2014,Dec,3062373.0,6055408.0,1.9773580814616638,143794.0,263534.0,1.8327190286103732
Hotels,2015,Jan,2393392.0,4981703.0,2.0814404827959647,114604.0,204728.0,1.7863948902307074
Hotels,2015,Feb,2878965.0,5821275.0,2.022002698886579,132654.0,234776.0,1.7698373211512657
Hotels,2015,Mar,3490443.0,7716464.0,2.210740585077596,177739.0,334757.0,1.8834189457575434
Hotels,2015,Apr,4031142.0,9487491.0,2.3535491927597687,214954.0,410119.0,1.9079384426435424
Hotels,2015,May,4102767.0,8808445.0,2.14695228854088,221350.0,419383.0,1.8946600406595888
Hotels,2015,Jun,4587906.0,10571055.0,2.3041132490508742,273485.0,520565.0,1.9034499149861968
Hotels,2015,Jul,5175659.0,13870398.0,2.6799288747577843,408165.0,849171.0,2.080460108044541
Hotels,2015,Aug,5945162.0,17276215.0,2.9059283834485923,504571.0,1169976.0,2.318753951376516
Hotels,2015,Sep,4504038.0,10930759.0,2.4268798353832715,312121.0,628930.0,2.0150198160328845
Hotels,2015,Oct,4137843.0,8586116.0,2.0750221794302006,252380.0,509317.0,2.018056105872098
