,destination,come_from,H_travellers,H_nights,H_avg_stay,R_travellers,R_nights,R_avg_stay,year,month
929,Rías Baixas (Pontevedra e A Coruña),All,100449,237314,2.4,1343,3110,2.3,2005,Jun
930,Rías Baixas (Pontevedra e A Coruña),All,167445,476124,2.8,3059,9109,3,2005,Jul
931,Rías Baixas (Pontevedra e A Coruña),All,209744,623730,3,3985,15483,3.9,2005,Aug
932,Rías Baixas (Pontevedra e A Coruña),All,127238,324484,2.6,1806,4553,2.5,2005,Sep
933,Rías Baixas (Pontevedra e A Coruña),All,92357,204536,2.2,1306,2794,2.1,2005,Oct
934,Rías Baixas (Pontevedra e A Coruña),All,61766,129389,2.1,897,1853,2.1,2005,Nov
935,Rías Baixas (Pontevedra e A Coruña),All,52249,107922,2.1,942,1926,2,2005,Dec
936,Rías Baixas (Pontevedra e A Coruña),All,47371,99304,2.1,461,963,2.1,2006,Jan
937,Rías Baixas (Pontevedra e A Coruña),All,51777,100548,1.9,566,992,1.8,2006,Feb
938,Rías Baixas (Pontevedra e A Coruña),All,61405,121177,2,651,1566,2.4,2006,Mar
939,Rías Baixas (Pontevedra e A Coruña),All,98668,213546,2.2,2033,4402,2.2,2006,Apr
940,Rías Baixas (Pontevedra e A Coruña),All,83833,177838,2.1,1081,2071,1.9,2006,May
941,Rías Baixas (Pontevedra e A Coruña),All,110398,259800,2.4,1771,3634,2.1,2006,Jun
942,Rías Baixas (Pontevedra e A Coruña),All,157813,485859,3.1,3609,10427,2.9,2006,Jul
943,Rías Baixas (Pontevedra e A Coruña),All,190936,608704,3.2,4288,14436,3.4,2006,Aug
944,Rías Baixas (Pontevedra e A Coruña),All,123734,313477,2.5,1871,4350,2.3,2006,Sep
945,Rías Baixas (Pontevedra e A Coruña),All,89355,205185,2.3,1400,2879,2.1,2006,Oct
946,Rías Baixas (Pontevedra e A Coruña),All,65376,128911,2,554,976,1.8,2006,Nov
947,Rías Baixas (Pontevedra e A Coruña),All,54753,114145,2.1,965,2138,2.2,2006,Dec
948,Rías Baixas (Pontevedra e A Coruña),All,48547,102672,2.1,457,994,2.2,2007,Jan
949,Rías Baixas (Pontevedra e A Coruña),All,50383,101406,2,546,962,1.8,2007,Feb
950,Rías Baixas (Pontevedra e A Coruña),All,68087,135608,2,938,1656,1.8,2007,Mar
951,Rías Baixas (Pontevedra e A Coruña),All,92648,216065,2.3,1910,4248,2.2,2007,Apr
952,Rías Baixas (Pontevedra e A Coruña),All,80977,176236,2.2,1476,2925,2,2007,May
953,Rías Baixas (Pontevedra e A Coruña),All,104358,263260,2.5,1891,3604,1.9,2007,Jun
954,Rías Baixas (Pontevedra e A Coruña),All,151045,437799,2.9,3888,9668,2.5,2007,Jul
955,Rías Baixas (Pontevedra e A Coruña),All,186114,594546,3.2,5596,17693,3.2,2007,Aug
956,Rías Baixas (Pontevedra e A Coruña),All,126943,339473,2.7,2607,6126,2.4,2007,Sep
957,Rías Baixas (Pontevedra e A Coruña),All,110407,253671,2.3,1690,3595,2.1,2007,Oct
958,Rías Baixas (Pontevedra e A Coruña),All,66445,141977,2.1,1096,2121,1.9,2007,Nov
959,Rías Baixas (Pontevedra e A Coruña),All,55302,115719,2.1,1093,2482,2.3,2007,Dec
960,Rías Baixas (Pontevedra e A Coruña),All,51767,105273,2,520,1106,2.1,2008,Jan
961,Rías Baixas (Pontevedra e A Coruña),All,53785,114705,2.1,815,1412,1.7,2008,Feb
962,Rías Baixas (Pontevedra e A Coruña),All,78823,193983,2.5,1425,3904,2.7,2008,Mar
963,Rías Baixas (Pontevedra e A Coruña),All,71131,158415,2.2,1131,2248,2,2008,Apr
964,Rías Baixas (Pontevedra e A Coruña),All,87854,204922,2.3,1570,3040,1.9,2008,May
965,Rías Baixas (Pontevedra e A Coruña),All,97393,252126,2.6,287,847,3,2008,Jun
966,Rías Baixas (Pontevedra e A Coruña),All,136202,411023,3,3159,8541,2.7,2008,Jul
967,Rías Baixas (Pontevedra e A Coruña),All,173960,562151,3.2,4370,15841,3.6,2008,Aug
968,Rías Baixas (Pontevedra e A Coruña),All,109849,315928,2.9,1765,4334,2.5,2008,Sep
969,Rías Baixas (Pontevedra e A Coruña),All,95890,241849,2.5,1396,2814,2,2008,Oct
970,Rías Baixas (Pontevedra e A Coruña),All,59394,132697,2.2,619,1136,1.8,2008,Nov
971,Rías Baixas (Pontevedra e A Coruña),All,47935,103418,2.2,917,1827,2,2008,Dec
972,Rías Baixas (Pontevedra e A Coruña),All,38282,82686,2.2,378,736,2,2009,Jan
973,Rías Baixas (Pontevedra e A Coruña),All,43800,90161,2.1,547,925,1.7,2009,Feb
974,Rías Baixas (Pontevedra e A Coruña),All,53150,116981,2.2,779,1523,2,2009,Mar
975,Rías Baixas (Pontevedra e A Coruña),All,68209,170084,2.5,1509,3364,2.2,2009,Apr
976,Rías Baixas (Pontevedra e A Coruña),All,75717,183233,2.4,1461,2948,2,2009,May
977,Rías Baixas (Pontevedra e A Coruña),All,90004,236995,2.6,1479,3318,2.2,2009,Jun
978,Rías Baixas (Pontevedra e A Coruña),All,135317,403795,3,3138,9312,3,2009,Jul
979,Rías Baixas (Pontevedra e A Coruña),All,174486,548163,3.1,4283,16089,3.8,2009,Aug
980,Rías Baixas (Pontevedra e A Coruña),All,109958,306628,2.8,2043,4345,2.1,2009,Sep
981,Rías Baixas (Pontevedra e A Coruña),All,94301,237108,2.5,1530,3487,2.3,2009,Oct
982,Rías Baixas (Pontevedra e A Coruña),All,49665,109106,2.2,726,1109,1.5,2009,Nov
983,Rías Baixas (Pontevedra e A Coruña),All,45456,92317,2,865,1941,2.2,2009,Dec
984,Rías Baixas (Pontevedra e A Coruña),All,35482,73066,2.1,572,1220,2.1,2010,Jan
985,Rías Baixas (Pontevedra e A Coruña),All,39551,81496,2.1,581,1255,2.2,2010,Feb
986,Rías Baixas (Pontevedra e A Coruña),All,55520,119135,2.2,975,1949,2,2010,Mar
987,Rías Baixas (Pontevedra e A Coruña),All,81284,197762,2.4,1569,3127,2,2010,Apr
988,Rías Baixas (Pontevedra e A Coruña),All,88720,213938,2.4,1624,2624,1.6,2010,May
989,Rías Baixas (Pontevedra e A Coruña),All,106552,284632,2.7,1878,4081,2.2,2010,Jun
990,Rías Baixas (Pontevedra e A Coruña),All,147609,431788,2.9,3651,9263,2.5,2010,Jul
991,Rías Baixas (Pontevedra e A Coruña),All,183358,579675,3.2,4552,15683,3.5,2010,Aug
992,Rías Baixas (Pontevedra e A Coruña),All,124950,364032,2.9,2580,6265,2.4,2010,Sep
993,Rías Baixas (Pontevedra e A Coruña),All,96150,257987,2.7,2234,4929,2.2,2010,Oct
994,Rías Baixas (Pontevedra e A Coruña),All,50477,110127,2.2,878,1554,1.8,2010,Nov
995,Rías Baixas (Pontevedra e A Coruña),All,44239,95834,2.2,1254,2779,2.2,2010,Dec
996,Rías Baixas (Pontevedra e A Coruña),All,33248,67586,2,244,516,2.1,2011,Jan
997,Rías Baixas (Pontevedra e A Coruña),All,37482,78607,2.1,397,540,1.4,2011,Feb
998,Rías Baixas (Pontevedra e A Coruña),All,43737,92790,2.1,428,677,1.6,2011,Mar
999,Rías Baixas (Pontevedra e A Coruña),All,70778,174376,2.5,1962,4341,2.2,2011,Apr
1000,Rías Baixas (Pontevedra e A Coruña),All,74138,177841,2.4,1052,2342,2.2,2011,May
1001,Rías Baixas (Pontevedra e A Coruña),All,96033,242308,2.5,1640,3581,2.2,2011,Jun
1002,Rías Baixas (Pontevedra e A Coruña),All,142114,400002,2.8,2765,8270,3,2011,Jul
1003,Rías Baixas (Pontevedra e A Coruña),All,170695,525396,3.1,4725,18222,3.9,2011,Aug
1004,Rías Baixas (Pontevedra e A Coruña),All,103299,285655,2.8,1726,4841,2.8,2011,Sep
1005,Rías Baixas (Pontevedra e A Coruña),All,84742,220848,2.6,1280,2712,2.1,2011,Oct
1006,Rías Baixas (Pontevedra e A Coruña),All,42760,98809,2.3,513,1075,2.1,2011,Nov
1007,Rías Baixas (Pontevedra e A Coruña),All,42014,88336,2.1,1113,2025,1.8,2011,Dec
1008,Rías Baixas (Pontevedra e A Coruña),All,41582,80079,1.9,385,636,1.7,2012,Jan
1009,Rías Baixas (Pontevedra e A Coruña),All,52127,95702,1.8,989,1551,1.6,2012,Feb
1010,Rías Baixas (Pontevedra e A Coruña),All,59034,123966,2.1,1872,2630,1.4,2012,Mar
1011,Rías Baixas (Pontevedra e A Coruña),All,80748,180573,2.2,2703,5505,2,2012,Apr
1012,Rías Baixas (Pontevedra e A Coruña),All,70468,167020,2.4,2079,4308,2.1,2012,May
1013,Rías Baixas (Pontevedra e A Coruña),All,93688,223123,2.4,2569,5419,2.1,2012,Jun
1014,Rías Baixas (Pontevedra e A Coruña),All,133228,374684,2.8,4201,12531,2.9,2012,Jul
1015,Rías Baixas (Pontevedra e A Coruña),All,182943,536915,2.9,6160,23976,3.8,2012,Aug
1016,Rías Baixas (Pontevedra e A Coruña),All,116877,297569,2.6,2576,6456,2.5,2012,Sep
1017,Rías Baixas (Pontevedra e A Coruña),All,85977,207770,2.4,2703,5424,2,2012,Oct
1018,Rías Baixas (Pontevedra e A Coruña),All,50890,115324,2.3,1504,2975,2,2012,Nov
1019,Rías Baixas (Pontevedra e A Coruña),All,50261,92141,1.8,2521,3548,1.4,2012,Dec
1020,Rías Baixas (Pontevedra e A Coruña),All,37352,71889,1.9,655,1198,1.8,2013,Jan
1021,Rías Baixas (Pontevedra e A Coruña),All,39215,76040,1.9,1233,1642,1.3,2013,Feb
1022,Rías Baixas (Pontevedra e A Coruña),All,61597,130112,2.1,1803,4043,2.2,2013,Mar
1023,Rías Baixas (Pontevedra e A Coruña),All,59612,129148,2.2,1380,2096,1.5,2013,Apr
1024,Rías Baixas (Pontevedra e A Coruña),All,77715,162800,2.1,1848,3550,1.9,2013,May
1025,Rías Baixas (Pontevedra e A Coruña),All,96906,213426,2.2,3099,6316,2,2013,Jun
1026,Rías Baixas (Pontevedra e A Coruña),All,141009,389657,2.8,4728,13417,2.8,2013,Jul
1027,Rías Baixas (Pontevedra e A Coruña),All,199936,582841,2.9,7730,26779,3.5,2013,Aug
1028,Rías Baixas (Pontevedra e A Coruña),All,122606,302432,2.5,3850,7993,2.1,2013,Sep
1029,Rías Baixas (Pontevedra e A Coruña),All,88089,200381,2.3,2293,3850,1.7,2013,Oct
1030,Rías Baixas (Pontevedra e A Coruña),All,52376,114750,2.2,1598,2748,1.7,2013,Nov
1031,Rías Baixas (Pontevedra e A Coruña),All,48501,92678,1.9,1864,2875,1.5,2013,Dec
1032,Rías Baixas (Pontevedra e A Coruña),All,35059,65433,1.9,654,1002,1.5,2014,Jan
1033,Rías Baixas (Pontevedra e A Coruña),All,42176,75992,1.8,976,1393,1.4,2014,Feb
1034,Rías Baixas (Pontevedra e A Coruña),All,53732,112638,2.1,1471,2364,1.6,2014,Mar
1035,Rías Baixas (Pontevedra e A Coruña),All,76157,156808,2.1,1983,4559,2.3,2014,Apr
1036,Rías Baixas (Pontevedra e A Coruña),All,85151,182897,2.2,2466,4232,1.7,2014,May
1037,Rías Baixas (Pontevedra e A Coruña),All,96069,232451,2.4,2771,5476,2,2014,Jun
1038,Rías Baixas (Pontevedra e A Coruña),All,149887,392248,2.6,4740,13157,2.8,2014,Jul
1039,Rías Baixas (Pontevedra e A Coruña),All,208201,582923,2.8,8989,27597,3.1,2014,Aug
1040,Rías Baixas (Pontevedra e A Coruña),All,125257,304256,2.4,3916,9113,2.3,2014,Sep
1041,Rías Baixas (Pontevedra e A Coruña),All,94061,214602,2.3,2573,4861,1.9,2014,Oct
1042,Rías Baixas (Pontevedra e A Coruña),All,52176,112460,2.2,1480,2100,1.4,2014,Nov
1043,Rías Baixas (Pontevedra e A Coruña),All,47168,92243,2,2299,4047,1.8,2014,Dec
1044,Rías Baixas (Pontevedra e A Coruña),All,39653,73408,1.9,678,1213,1.8,2015,Jan
1045,Rías Baixas (Pontevedra e A Coruña),All,44555,78392,1.8,1390,2006,1.4,2015,Feb
1046,Rías Baixas (Pontevedra e A Coruña),All,61884,127344,2.1,2108,3375,1.6,2015,Mar
1047,Rías Baixas (Pontevedra e A Coruña),All,75416,160010,2.1,2882,6083,2.1,2015,Apr
1048,Rías Baixas (Pontevedra e A Coruña),All,85303,177460,2.1,3394,6194,1.8,2015,May
1049,Rías Baixas (Pontevedra e A Coruña),All,114583,259289,2.3,3942,8076,2.1,2015,Jun
1050,Rías Baixas (Pontevedra e A Coruña),All,177562,461936,2.6,7143,17926,2.5,2015,Jul
1051,Rías Baixas (Pontevedra e A Coruña),All,209749,627277,3,10222,31201,3.1,2015,Aug
1052,Rías Baixas (Pontevedra e A Coruña),All,132029,318124,2.4,4566,10228,2.2,2015,Sep
1053,Rías Baixas (Pontevedra e A Coruña),All,101866,239630,2.4,3253,5938,1.8,2015,Oct
1054,Rías Baixas (Pontevedra e A Coruña),All,54922,113685,2.1,1195,2135,1.8,2015,Nov
1055,Rías Baixas (Pontevedra e A Coruña),All,52367,98004,1.9,1981,4229,2.1,2015,Dec
1056,Rías Baixas (Pontevedra e A Coruña),All,41893,79648,1.9,1381,2243,1.6,2016,Jan
1057,Rías Baixas (Pontevedra e A Coruña),All,49950,92201,1.9,1201,1773,1.5,2016,Feb
1058,Rías Baixas (Pontevedra e A Coruña),All,72585,155775,2.2,2757,5864,2.1,2016,Mar
1059,Rías Baixas (Pontevedra e A Coruña),All,76103,154338,2,2274,3292,1.5,2016,Apr
1060,Rías Baixas (Pontevedra e A Coruña),All,86990,180892,2.1,3213,5362,1.7,2016,May
1061,Rías Baixas (Pontevedra e A Coruña),All,132054,286027,2.2,4648,9563,2.1,2016,Jun
1062,Rías Baixas (Pontevedra e A Coruña),All,201825,542098,2.7,7760,21477,2.8,2016,Jul
1063,Rías Baixas (Pontevedra e A Coruña),All,232998,667448,2.9,10368,33254,3.2,2016,Aug
1064,Rías Baixas (Pontevedra e A Coruña),All,151851,373356,2.5,6759,14094,2.1,2016,Sep
1065,Rías Baixas (Pontevedra e A Coruña),All,110000,266505,2.4,3562,7355,2.1,2016,Oct
1066,Rías Baixas (Pontevedra e A Coruña),All,60494,136620,2.3,1437,2576,1.8,2016,Nov
1067,Rías Baixas (Pontevedra e A Coruña),All,56367,117271,2.1,2065,4265,2.1,2016,Dec
1068,Rías Baixas (Pontevedra e A Coruña),All,48341,91694,1.9,577,1125,2,2017,Jan
1069,Rías Baixas (Pontevedra e A Coruña),All,53321,97644,1.8,921,1666,1.8,2017,Feb
1070,Rías Baixas (Pontevedra e A Coruña),All,61485,125694,2,1491,2261,1.5,2017,Mar
1071,Rías Baixas (Pontevedra e A Coruña),All,111446,239648,2.2,4132,8668,2.1,2017,Apr
1072,Rías Baixas (Pontevedra e A Coruña),All,101696,206367,2,3473,5736,1.7,2017,May
1073,Rías Baixas (Pontevedra e A Coruña),All,145990,331706,2.3,5067,10280,2,2017,Jun
1074,Rías Baixas (Pontevedra e A Coruña),All,220113,587962,2.7,9246,22786,2.5,2017,Jul
1075,Rías Baixas (Pontevedra e A Coruña),All,261239,763598,2.9,10325,33435,3.2,2017,Aug
1076,Rías Baixas (Pontevedra e A Coruña),All,169802,412552,2.4,6454,13578,2.1,2017,Sep
1077,Rías Baixas (Pontevedra e A Coruña),All,131159,304230,2.3,3824,7446,2,2017,Oct
1078,Rías Baixas (Pontevedra e A Coruña),All,70343,150814,2.1,1569,2809,1.8,2017,Nov
1079,Rías Baixas (Pontevedra e A Coruña),All,64148,127896,2,1706,4368,2.6,2017,Dec
1080,Rías Baixas (Pontevedra e A Coruña),All,53712,106649,2,911,1591,1.8,2018,Jan
1081,Rías Baixas (Pontevedra e A Coruña),All,52850,95242,1.8,948,1503,1.6,2018,Feb
1082,Rías Baixas (Pontevedra e A Coruña),All,77693,160246,2.1,2125,4196,2,2018,Mar
1083,Rías Baixas (Pontevedra e A Coruña),All,93536,199122,2.1,2590,4243,1.6,2018,Apr
1084,Rías Baixas (Pontevedra e A Coruña),All,109562,217435,2,3856,5720,1.5,2018,May
1085,Rías Baixas (Pontevedra e A Coruña),All,141136,321182,2.3,5004,8953,1.8,2018,Jun
1086,Rías Baixas (Pontevedra e A Coruña),All,196685,529205,2.7,7521,17505,2.3,2018,Jul
1087,Rías Baixas (Pontevedra e A Coruña),All,246892,718087,2.9,10034,30010,3,2018,Aug
1088,Rías Baixas (Pontevedra e A Coruña),All,178095,418523,2.4,6793,12936,1.9,2018,Sep
1089,Rías Baixas (Pontevedra e A Coruña),All,121864,291318,2.4,4086,7344,1.8,2018,Oct
1090,Rías Baixas (Pontevedra e A Coruña),All,71227,153484,2.2,1649,2860,1.7,2018,Nov
1091,Rías Baixas (Pontevedra e A Coruña),All,74893,144369,1.9,1826,3650,2,2018,Dec
1092,Rías Baixas (Pontevedra e A Coruña),All,50004,97771,2,1129,2585,2.3,2019,Jan
1093,Rías Baixas (Pontevedra e A Coruña),All,52471,99374,1.9,1394,3100,2.2,2019,Feb
1094,Rías Baixas (Pontevedra e A Coruña),All,71080,148584,2.1,2032,3937,1.9,2019,Mar
1095,Rías Baixas (Pontevedra e A Coruña),All,114542,240400,2.1,4047,7350,1.8,2019,Apr
1096,Rías Baixas (Pontevedra e A Coruña),All,125320,250645,2,4477,7092,1.6,2019,May
1097,Rías Baixas (Pontevedra e A Coruña),All,157457,341235,2.2,5196,8772,1.7,2019,Jun
1098,Rías Baixas (Pontevedra e A Coruña),All,210400,563654,2.7,7674,20294,2.6,2019,Jul
1099,Rías Baixas (Pontevedra e A Coruña),All,248680,727332,2.9,10900,29946,2.8,2019,Aug
1100,Rías Baixas (Pontevedra e A Coruña),All,188973,433400,2.3,5875,11120,1.9,2019,Sep
1101,Rías Baixas (Pontevedra e A Coruña),All,129098,275139,2.1,3305,5432,1.6,2019,Oct
1102,Rías Baixas (Pontevedra e A Coruña),All,75385,154520,2.1,1787,2626,1.5,2019,Nov
1103,Rías Baixas (Pontevedra e A Coruña),All,89438,170404,1.9,2756,5199,1.9,2019,Dec
1104,Rías Baixas (Pontevedra e A Coruña),All,54942,101304,1.8,908,1349,1.5,2020,Jan
1105,Rías Baixas (Pontevedra e A Coruña),All,56919,106897,1.9,1382,2000,1.5,2020,Feb
1106,Rías Baixas (Pontevedra e A Coruña),All,23275,46574,2,369,634,1.7,2020,Mar
1107,Rías Baixas (Pontevedra e A Coruña),All,0,0,0,..,..,..,2020,Apr
1108,Rías Baixas (Pontevedra e A Coruña),All,..,..,..,..,..,..,2020,May
1109,Rías Baixas (Pontevedra e A Coruña),All,..,..,..,..,..,..,2020,Jun
1110,Rías Baixas (Pontevedra e A Coruña),All,117643,314300,2.7,4719,16627,3.5,2020,Jul
1111,Rías Baixas (Pontevedra e A Coruña),All,162475,461872,2.8,8068,26051,3.2,2020,Aug
1112,Rías Baixas (Pontevedra e A Coruña),All,80258,183170,2.3,3523,7435,2.1,2020,Sep
1113,Rías Baixas (Pontevedra e A Coruña),All,47042,93719,2,1376,2056,1.5,2020,Oct
1114,Rías Baixas (Pontevedra e A Coruña),All,15397,39766,2.6,..,..,..,2020,Nov
1115,Rías Baixas (Pontevedra e A Coruña),All,14321,33736,2.4,548,710,1.3,2020,Dec
1116,Rías Baixas (Pontevedra e A Coruña),All,12366,34610,2.8,133,177,1.3,2021,Jan
1117,Rías Baixas (Pontevedra e A Coruña),All,12748,31338,2.5,93,137,1.5,2021,Feb
1118,Rías Baixas (Pontevedra e A Coruña),All,25865,53140,2.1,1115,1416,1.3,2021,Mar
1119,Rías Baixas (Pontevedra e A Coruña),All,28264,54885,1.9,1411,2261,1.6,2021,Apr
1120,Rías Baixas (Pontevedra e A Coruña),All,49372,92122,1.9,2222,2754,1.2,2021,May
1121,Rías Baixas (Pontevedra e A Coruña),All,95166,205515,2.2,3046,5551,1.8,2021,Jun
1122,Rías Baixas (Pontevedra e A Coruña),All,178471,480500,2.7,8149,21318,2.6,2021,Jul
1123,Rías Baixas (Pontevedra e A Coruña),All,233494,679130,2.9,10029,30086,3,2021,Aug
1124,Rías Baixas (Pontevedra e A Coruña),All,148656,359136,2.4,5738,11012,1.9,2021,Sep
1125,Rías Baixas (Pontevedra e A Coruña),All,118794,257096,2.2,3933,6500,1.7,2021,Oct
1126,Rías Baixas (Pontevedra e A Coruña),All,68253,136498,2,2315,3371,1.5,2021,Nov
1127,Rías Baixas (Pontevedra e A Coruña),All,76008,149718,2,2525,4588,1.8,2021,Dec
1128,Rías Baixas (Pontevedra e A Coruña),All,34416,67364,2,960,1308,1.4,2022,Jan
1129,Rías Baixas (Pontevedra e A Coruña),All,47345,89220,1.9,1476,2342,1.6,2022,Feb
1130,Rías Baixas (Pontevedra e A Coruña),All,56606,119942,2.1,1613,2122,1.3,2022,Mar
1131,Rías Baixas (Pontevedra e A Coruña),All,109737,222173,2,4310,6939,1.6,2022,Apr
1132,Rías Baixas (Pontevedra e A Coruña),All,125457,243588,1.9,6157,8818,1.4,2022,May
1133,Rías Baixas (Pontevedra e A Coruña),All,151718,328871,2.2,5244,9358,1.8,2022,Jun
1134,Rías Baixas (Pontevedra e A Coruña),All,225705,577461,2.6,6581,18231,2.8,2022,Jul
1135,Rías Baixas (Pontevedra e A Coruña),All,264535,708512,2.7,10123,27667,2.7,2022,Aug
1136,Costa da Morte (A Coruña),Spain,2875.4,5321.3,..,..,..,..,1999,Jan
1137,Costa da Morte (A Coruña),Spain,2993.5,5539,..,..,..,..,1999,Feb
1138,Costa da Morte (A Coruña),Spain,4507.6,10712.6,..,..,..,..,1999,Mar
1139,Costa da Morte (A Coruña),Spain,4817.8,9880.2,..,..,..,..,1999,Apr
1140,Costa da Morte (A Coruña),Spain,5309.8,10543,..,..,..,..,1999,May
1141,Costa da Morte (A Coruña),Spain,5504.1,11226.4,..,..,..,..,1999,Jun
1142,Costa da Morte (A Coruña),Spain,7695.1,14610.8,..,..,..,..,1999,Jul
1143,Costa da Morte (A Coruña),Spain,10273.2,23865.6,..,..,..,..,1999,Aug
1144,Costa da Morte (A Coruña),Spain,9994.2,18635.1,..,..,..,..,1999,Sep
1145,Costa da Morte (A Coruña),Spain,6839.3,12736.7,..,..,..,..,1999,Oct
1146,Costa da Morte (A Coruña),Spain,4294.4,9674.7,..,..,..,..,1999,Nov
1147,Costa da Morte (A Coruña),Spain,3460.6,5745.3,..,..,..,..,1999,Dec
1148,Costa da Morte (A Coruña),Spain,2405,3991.1,..,..,..,..,2000,Jan
1149,Costa da Morte (A Coruña),Spain,2735.6,7341.5,..,..,..,..,2000,Feb
1150,Costa da Morte (A Coruña),Spain,2692.4,7140.1,..,..,..,..,2000,Mar
1151,Costa da Morte (A Coruña),Spain,5205.5,9385.5,..,..,..,..,2000,Apr
1152,Costa da Morte (A Coruña),Spain,3494.7,8328,..,..,..,..,2000,May
1153,Costa da Morte (A Coruña),Spain,4206.2,9970.3,..,..,..,..,2000,Jun
1154,Costa da Morte (A Coruña),Spain,6921.2,14792.5,..,..,..,..,2000,Jul
1155,Costa da Morte (A Coruña),Spain,15954.4,30908.4,..,..,..,..,2000,Aug
1156,Costa da Morte (A Coruña),Spain,5057.1,10414.8,..,..,..,..,2000,Sep
1157,Costa da Morte (A Coruña),Spain,3669.8,9068.2,..,..,..,..,2000,Oct
1158,Costa da Morte (A Coruña),Spain,2919.6,5922.6,..,..,..,..,2000,Nov
1159,Costa da Morte (A Coruña),Spain,2145.6,6557.7,..,..,..,..,2000,Dec
1160,Costa da Morte (A Coruña),Spain,2487.7,3858,..,..,..,..,2001,Jan
1161,Costa da Morte (A Coruña),Spain,2460.3,6513,..,..,..,..,2001,Feb
1162,Costa da Morte (A Coruña),Spain,2298.6,6806,..,..,..,..,2001,Mar
1163,Costa da Morte (A Coruña),Spain,3757.1,7453.4,..,..,..,..,2001,Apr
1164,Costa da Morte (A Coruña),Spain,3066,8178.3,..,..,..,..,2001,May
1165,Costa da Morte (A Coruña),Spain,3010.4,8260.3,..,..,..,..,2001,Jun
1166,Costa da Morte (A Coruña),Spain,4997.2,12352.1,..,..,..,..,2001,Jul
1167,Costa da Morte (A Coruña),Spain,10692.4,20996.1,..,..,..,..,2001,Aug
1168,Costa da Morte (A Coruña),Spain,3272.4,8263.9,..,..,..,..,2001,Sep
1169,Costa da Morte (A Coruña),Spain,3442.7,7245.1,..,..,..,..,2001,Oct
1170,Costa da Morte (A Coruña),Spain,2363.9,6635.9,..,..,..,..,2001,Nov
1171,Costa da Morte (A Coruña),Spain,3037.7,6220.2,..,..,..,..,2001,Dec
1172,Costa da Morte (A Coruña),Spain,2079.2,2706.9,..,..,..,..,2002,Jan
1173,Costa da Morte (A Coruña),Spain,2159.4,5609.4,..,..,..,..,2002,Feb
1174,Costa da Morte (A Coruña),Spain,5899.1,11214.2,..,..,..,..,2002,Mar
1175,Costa da Morte (A Coruña),Spain,2196.3,5277,..,..,..,..,2002,Apr
1176,Costa da Morte (A Coruña),Spain,2855.2,7316.6,..,..,..,..,2002,May
1177,Costa da Morte (A Coruña),Spain,3443.2,9483.7,..,..,..,..,2002,Jun
1178,Costa da Morte (A Coruña),Spain,5744.1,12008.3,..,..,..,..,2002,Jul
1179,Costa da Morte (A Coruña),Spain,17280.8,30460.3,..,..,..,..,2002,Aug
1180,Costa da Morte (A Coruña),Spain,5115.1,10343.2,..,..,..,..,2002,Sep
1181,Costa da Morte (A Coruña),Spain,3504,7989.5,..,..,..,..,2002,Oct
1182,Costa da Morte (A Coruña),Spain,3624,9067.1,..,..,..,..,2002,Nov
1183,Costa da Morte (A Coruña),Spain,4622.2,10714.8,..,..,..,..,2002,Dec
1184,Costa da Morte (A Coruña),Spain,4131,7526.4,..,..,..,..,2003,Jan
1185,Costa da Morte (A Coruña),Spain,3672.1,7427.3,..,..,..,..,2003,Feb
1186,Costa da Morte (A Coruña),Spain,3784,10610.5,..,..,..,..,2003,Mar
1187,Costa da Morte (A Coruña),Spain,4565.4,11272.9,..,..,..,..,2003,Apr
1188,Costa da Morte (A Coruña),Spain,4011.2,10237.7,..,..,..,..,2003,May
1189,Costa da Morte (A Coruña),Spain,4890.4,12340.4,..,..,..,..,2003,Jun
1190,Costa da Morte (A Coruña),Spain,6344.4,15730.1,..,..,..,..,2003,Jul
1191,Costa da Morte (A Coruña),Spain,13341.6,27275.3,..,..,..,..,2003,Aug
1192,Costa da Morte (A Coruña),Spain,8396,19711.1,..,..,..,..,2003,Sep
1193,Costa da Morte (A Coruña),Spain,4792,11685,..,..,..,..,2003,Oct
1194,Costa da Morte (A Coruña),Spain,4173.5,10955.8,..,..,..,..,2003,Nov
1195,Costa da Morte (A Coruña),Spain,4353.5,9977.7,..,..,..,..,2003,Dec
1196,Costa da Morte (A Coruña),Spain,3236.7,6031.5,..,..,..,..,2004,Jan
1197,Costa da Morte (A Coruña),Spain,3875.7,9180.6,..,..,..,..,2004,Feb
1198,Costa da Morte (A Coruña),Spain,5221.7,11565.5,..,..,..,..,2004,Mar
1199,Costa da Morte (A Coruña),Spain,6624,12633.9,..,..,..,..,2004,Apr
1200,Costa da Morte (A Coruña),Spain,4937.6,11707.8,..,..,..,..,2004,May
1201,Costa da Morte (A Coruña),Spain,5406.4,10930.1,..,..,..,..,2004,Jun
1202,Costa da Morte (A Coruña),Spain,9133.2,19274.6,..,..,..,..,2004,Jul
1203,Costa da Morte (A Coruña),Spain,15878,30656.1,..,..,..,..,2004,Aug
1204,Costa da Morte (A Coruña),Spain,7245.6,14537.5,..,..,..,..,2004,Sep
1205,Costa da Morte (A Coruña),Spain,5443.1,14139.9,..,..,..,..,2004,Oct
1206,Costa da Morte (A Coruña),Spain,4076.5,9934.6,..,..,..,..,2004,Nov
1207,Costa da Morte (A Coruña),Spain,4577.1,10476.7,..,..,..,..,2004,Dec
