,destination,come_from,H_travellers,H_nights,H_avg_stay,R_travellers,R_nights,R_avg_stay,year,month
1832,Costa da Mariña Lucense (Lugo),Spain,10196,17939,..,1023,2411,..,2009,Sep
1833,Costa da Mariña Lucense (Lugo),Spain,7521,13713,..,841,1335,..,2009,Oct
1834,Costa da Mariña Lucense (Lugo),Spain,5627,9689,..,431,663,..,2009,Nov
1835,Costa da Mariña Lucense (Lugo),Spain,4495,8060,..,289,584,..,2009,Dec
1836,Costa da Mariña Lucense (Lugo),Spain,3731,6529,..,38,95,..,2010,Jan
1837,Costa da Mariña Lucense (Lugo),Spain,4217,7620,..,62,114,..,2010,Feb
1838,Costa da Mariña Lucense (Lugo),Spain,6049,9416,..,246,381,..,2010,Mar
1839,Costa da Mariña Lucense (Lugo),Spain,6907,11904,..,408,948,..,2010,Apr
1840,Costa da Mariña Lucense (Lugo),Spain,6799,10968,..,422,792,..,2010,May
1841,Costa da Mariña Lucense (Lugo),Spain,9933,19175,..,442,799,..,2010,Jun
1842,Costa da Mariña Lucense (Lugo),Spain,14941,30491,..,1428,3924,..,2010,Jul
1843,Costa da Mariña Lucense (Lugo),Spain,23038,50833,..,2259,6263,..,2010,Aug
1844,Costa da Mariña Lucense (Lugo),Spain,10494,18223,..,750,1396,..,2010,Sep
1845,Costa da Mariña Lucense (Lugo),Spain,7886,13195,..,513,1043,..,2010,Oct
1846,Costa da Mariña Lucense (Lugo),Spain,4936,8717,..,232,387,..,2010,Nov
1847,Costa da Mariña Lucense (Lugo),Spain,4531,7901,..,365,663,..,2010,Dec
1848,Costa da Mariña Lucense (Lugo),Spain,3197,5330,..,..,..,..,2011,Jan
1849,Costa da Mariña Lucense (Lugo),Spain,3283,5740,..,59,147,..,2011,Feb
1850,Costa da Mariña Lucense (Lugo),Spain,3920,6409,..,152,230,..,2011,Mar
1851,Costa da Mariña Lucense (Lugo),Spain,6897,12296,..,119,273,..,2011,Apr
1852,Costa da Mariña Lucense (Lugo),Spain,5419,8307,..,146,216,..,2011,May
1853,Costa da Mariña Lucense (Lugo),Spain,8534,15763,..,280,390,..,2011,Jun
1854,Costa da Mariña Lucense (Lugo),Spain,15593,31590,..,1095,1906,..,2011,Jul
1855,Costa da Mariña Lucense (Lugo),Spain,18482,43419,..,1354,4342,..,2011,Aug
1856,Costa da Mariña Lucense (Lugo),Spain,9030,15878,..,522,988,..,2011,Sep
1857,Costa da Mariña Lucense (Lugo),Spain,7410,11362,..,218,487,..,2011,Oct
1858,Costa da Mariña Lucense (Lugo),Spain,3955,6566,..,191,243,..,2011,Nov
1859,Costa da Mariña Lucense (Lugo),Spain,3269,5627,..,46,249,..,2011,Dec
1860,Costa da Mariña Lucense (Lugo),Spain,3275,6136,..,..,..,..,2012,Jan
1861,Costa da Mariña Lucense (Lugo),Spain,3645,6685,..,124,149,..,2012,Feb
1862,Costa da Mariña Lucense (Lugo),Spain,4403,8140,..,149,224,..,2012,Mar
1863,Costa da Mariña Lucense (Lugo),Spain,5739,11154,..,735,1738,..,2012,Apr
1864,Costa da Mariña Lucense (Lugo),Spain,4953,9154,..,288,402,..,2012,May
1865,Costa da Mariña Lucense (Lugo),Spain,8528,15051,..,252,509,..,2012,Jun
1866,Costa da Mariña Lucense (Lugo),Spain,13357,29357,..,1016,2337,..,2012,Jul
1867,Costa da Mariña Lucense (Lugo),Spain,22074,51495,..,2422,5752,..,2012,Aug
1868,Costa da Mariña Lucense (Lugo),Spain,10003,17883,..,1618,2948,..,2012,Sep
1869,Costa da Mariña Lucense (Lugo),Spain,7358,11763,..,360,576,..,2012,Oct
1870,Costa da Mariña Lucense (Lugo),Spain,3759,6763,..,251,339,..,2012,Nov
1871,Costa da Mariña Lucense (Lugo),Spain,3387,6140,..,..,..,..,2012,Dec
1872,Costa da Mariña Lucense (Lugo),Spain,2705,4282,..,..,..,..,2013,Jan
1873,Costa da Mariña Lucense (Lugo),Spain,3227,5309,..,..,..,..,2013,Feb
1874,Costa da Mariña Lucense (Lugo),Spain,5915,9911,..,275,594,..,2013,Mar
1875,Costa da Mariña Lucense (Lugo),Spain,4896,7531,..,185,476,..,2013,Apr
1876,Costa da Mariña Lucense (Lugo),Spain,7380,12198,..,308,558,..,2013,May
1877,Costa da Mariña Lucense (Lugo),Spain,10683,17488,..,443,738,..,2013,Jun
1878,Costa da Mariña Lucense (Lugo),Spain,18463,36921,..,1151,2928,..,2013,Jul
1879,Costa da Mariña Lucense (Lugo),Spain,28339,56596,..,2939,7312,..,2013,Aug
1880,Costa da Mariña Lucense (Lugo),Spain,12743,20466,..,525,1434,..,2013,Sep
1881,Costa da Mariña Lucense (Lugo),Spain,8544,12252,..,232,361,..,2013,Oct
1882,Costa da Mariña Lucense (Lugo),Spain,4698,7469,..,246,370,..,2013,Nov
1883,Costa da Mariña Lucense (Lugo),Spain,4241,6560,..,200,391,..,2013,Dec
1884,Costa da Mariña Lucense (Lugo),Spain,2800,4513,..,..,..,..,2014,Jan
1885,Costa da Mariña Lucense (Lugo),Spain,3759,5404,..,..,..,..,2014,Feb
1886,Costa da Mariña Lucense (Lugo),Spain,5446,7545,..,168,335,..,2014,Mar
1887,Costa da Mariña Lucense (Lugo),Spain,9536,15164,..,590,1483,..,2014,Apr
1888,Costa da Mariña Lucense (Lugo),Spain,7580,11683,..,527,931,..,2014,May
1889,Costa da Mariña Lucense (Lugo),Spain,10412,17350,..,752,1565,..,2014,Jun
1890,Costa da Mariña Lucense (Lugo),Spain,18812,36945,..,1418,3555,..,2014,Jul
1891,Costa da Mariña Lucense (Lugo),Spain,26641,55103,..,2431,6838,..,2014,Aug
1892,Costa da Mariña Lucense (Lugo),Spain,13697,24341,..,915,2220,..,2014,Sep
1893,Costa da Mariña Lucense (Lugo),Spain,8586,13304,..,363,777,..,2014,Oct
1894,Costa da Mariña Lucense (Lugo),Spain,5799,8255,..,103,272,..,2014,Nov
1895,Costa da Mariña Lucense (Lugo),Spain,5408,8459,..,113,216,..,2014,Dec
1896,Costa da Mariña Lucense (Lugo),Spain,4185,6865,..,145,243,..,2015,Jan
1897,Costa da Mariña Lucense (Lugo),Spain,4496,7267,..,554,632,..,2015,Feb
1898,Costa da Mariña Lucense (Lugo),Spain,6841,10975,..,1045,1417,..,2015,Mar
1899,Costa da Mariña Lucense (Lugo),Spain,8253,13155,..,782,1507,..,2015,Apr
1900,Costa da Mariña Lucense (Lugo),Spain,9366,14615,..,672,1150,..,2015,May
1901,Costa da Mariña Lucense (Lugo),Spain,11622,18711,..,959,1702,..,2015,Jun
1902,Costa da Mariña Lucense (Lugo),Spain,21010,41465,..,1881,4563,..,2015,Jul
1903,Costa da Mariña Lucense (Lugo),Spain,27780,59198,..,3234,8706,..,2015,Aug
1904,Costa da Mariña Lucense (Lugo),Spain,13824,23313,..,1126,2513,..,2015,Sep
1905,Costa da Mariña Lucense (Lugo),Spain,10384,17476,..,884,1595,..,2015,Oct
1906,Costa da Mariña Lucense (Lugo),Spain,6849,10703,..,349,599,..,2015,Nov
1907,Costa da Mariña Lucense (Lugo),Spain,5586,9068,..,290,652,..,2015,Dec
1908,Costa da Mariña Lucense (Lugo),Spain,4515,7164,..,..,..,..,2016,Jan
1909,Costa da Mariña Lucense (Lugo),Spain,4590,7020,..,..,..,..,2016,Feb
1910,Costa da Mariña Lucense (Lugo),Spain,8383,15423,..,550,1044,..,2016,Mar
1911,Costa da Mariña Lucense (Lugo),Spain,6873,10287,..,468,583,..,2016,Apr
1912,Costa da Mariña Lucense (Lugo),Spain,8586,13799,..,679,1057,..,2016,May
1913,Costa da Mariña Lucense (Lugo),Spain,12233,19153,..,1025,1771,..,2016,Jun
1914,Costa da Mariña Lucense (Lugo),Spain,20170,40897,..,2969,8251,..,2016,Jul
1915,Costa da Mariña Lucense (Lugo),Spain,25549,56131,..,4056,11791,..,2016,Aug
1916,Costa da Mariña Lucense (Lugo),Spain,15256,26542,..,1410,3653,..,2016,Sep
1917,Costa da Mariña Lucense (Lugo),Spain,11061,17841,..,534,1006,..,2016,Oct
1918,Costa da Mariña Lucense (Lugo),Spain,5750,9576,..,150,164,..,2016,Nov
1919,Costa da Mariña Lucense (Lugo),Spain,5750,9623,..,175,330,..,2016,Dec
1920,Costa da Mariña Lucense (Lugo),Spain,3569,7210,..,..,..,..,2017,Jan
1921,Costa da Mariña Lucense (Lugo),Spain,4443,8402,..,..,..,..,2017,Feb
1922,Costa da Mariña Lucense (Lugo),Spain,4910,10766,..,382,700,..,2017,Mar
1923,Costa da Mariña Lucense (Lugo),Spain,10961,20144,..,1005,1856,..,2017,Apr
1924,Costa da Mariña Lucense (Lugo),Spain,7560,14929,..,491,850,..,2017,May
1925,Costa da Mariña Lucense (Lugo),Spain,10185,20741,..,1107,2156,..,2017,Jun
1926,Costa da Mariña Lucense (Lugo),Spain,18850,42628,..,2657,7012,..,2017,Jul
1927,Costa da Mariña Lucense (Lugo),Spain,22240,57500,..,3989,12629,..,2017,Aug
1928,Costa da Mariña Lucense (Lugo),Spain,12585,25022,..,1377,2861,..,2017,Sep
1929,Costa da Mariña Lucense (Lugo),Spain,11976,22539,..,928,1751,..,2017,Oct
1930,Costa da Mariña Lucense (Lugo),Spain,6925,12816,..,427,604,..,2017,Nov
1931,Costa da Mariña Lucense (Lugo),Spain,5927,11952,..,454,855,..,2017,Dec
1932,Costa da Mariña Lucense (Lugo),Spain,4494,9245,..,..,..,..,2018,Jan
1933,Costa da Mariña Lucense (Lugo),Spain,5435,11018,..,104,149,..,2018,Feb
1934,Costa da Mariña Lucense (Lugo),Spain,8115,14976,..,529,966,..,2018,Mar
1935,Costa da Mariña Lucense (Lugo),Spain,8472,15650,..,580,973,..,2018,Apr
1936,Costa da Mariña Lucense (Lugo),Spain,8956,16320,..,680,951,..,2018,May
1937,Costa da Mariña Lucense (Lugo),Spain,12839,24042,..,875,1539,..,2018,Jun
1938,Costa da Mariña Lucense (Lugo),Spain,17320,39515,..,2096,5930,..,2018,Jul
1939,Costa da Mariña Lucense (Lugo),Spain,24783,66489,..,3944,10911,..,2018,Aug
1940,Costa da Mariña Lucense (Lugo),Spain,15153,31612,..,2422,4335,..,2018,Sep
1941,Costa da Mariña Lucense (Lugo),Spain,10736,19766,..,736,1033,..,2018,Oct
1942,Costa da Mariña Lucense (Lugo),Spain,6266,13172,..,159,325,..,2018,Nov
1943,Costa da Mariña Lucense (Lugo),Spain,5561,10855,..,224,373,..,2018,Dec
1944,Costa da Mariña Lucense (Lugo),Spain,4735,9761,..,..,..,..,2019,Jan
1945,Costa da Mariña Lucense (Lugo),Spain,5677,10722,..,..,..,..,2019,Feb
1946,Costa da Mariña Lucense (Lugo),Spain,7391,12924,..,..,..,..,2019,Mar
1947,Costa da Mariña Lucense (Lugo),Spain,10765,21459,..,583,1379,..,2019,Apr
1948,Costa da Mariña Lucense (Lugo),Spain,10906,20464,..,431,855,..,2019,May
1949,Costa da Mariña Lucense (Lugo),Spain,12415,26365,..,831,1447,..,2019,Jun
1950,Costa da Mariña Lucense (Lugo),Spain,19884,44899,..,2207,7358,..,2019,Jul
1951,Costa da Mariña Lucense (Lugo),Spain,24549,63072,..,3195,9991,..,2019,Aug
1952,Costa da Mariña Lucense (Lugo),Spain,15643,30313,..,947,1708,..,2019,Sep
1953,Costa da Mariña Lucense (Lugo),Spain,11708,22754,..,..,..,..,2019,Oct
1954,Costa da Mariña Lucense (Lugo),Spain,8340,14760,..,..,..,..,2019,Nov
1955,Costa da Mariña Lucense (Lugo),Spain,6331,12030,..,..,..,..,2019,Dec
1956,Costa da Mariña Lucense (Lugo),Spain,5189,10236,..,..,..,..,2020,Jan
1957,Costa da Mariña Lucense (Lugo),Spain,6796,12478,..,..,..,..,2020,Feb
1958,Costa da Mariña Lucense (Lugo),Spain,2269,4608,..,..,..,..,2020,Mar
1959,Costa da Mariña Lucense (Lugo),Spain,0,0,..,..,..,..,2020,Apr
1960,Costa da Mariña Lucense (Lugo),Spain,..,..,..,..,..,..,2020,May
1961,Costa da Mariña Lucense (Lugo),Spain,..,..,..,..,..,..,2020,Jun
1962,Costa da Mariña Lucense (Lugo),Spain,8572,16727,..,470,1566,..,2020,Jul
1963,Costa da Mariña Lucense (Lugo),Spain,20905,50554,..,2143,5866,..,2020,Aug
1964,Costa da Mariña Lucense (Lugo),Spain,9914,17523,..,663,1579,..,2020,Sep
1965,Costa da Mariña Lucense (Lugo),Spain,6676,12076,..,355,723,..,2020,Oct
1966,Costa da Mariña Lucense (Lugo),Spain,1305,3372,..,..,..,..,2020,Nov
1967,Costa da Mariña Lucense (Lugo),Spain,1263,2936,..,..,..,..,2020,Dec
1968,Costa da Mariña Lucense (Lugo),Spain,791,2108,..,..,..,..,2021,Jan
1969,Costa da Mariña Lucense (Lugo),Spain,777,1732,..,..,..,..,2021,Feb
1970,Costa da Mariña Lucense (Lugo),Spain,3463,5403,..,180,346,..,2021,Mar
1971,Costa da Mariña Lucense (Lugo),Spain,4048,6778,..,228,433,..,2021,Apr
1972,Costa da Mariña Lucense (Lugo),Spain,6783,12004,..,325,575,..,2021,May
1973,Costa da Mariña Lucense (Lugo),Spain,11089,22039,..,378,633,..,2021,Jun
1974,Costa da Mariña Lucense (Lugo),Spain,23043,49572,..,1708,3837,..,2021,Jul
1975,Costa da Mariña Lucense (Lugo),Spain,32323,74801,..,2307,7426,..,2021,Aug
1976,Costa da Mariña Lucense (Lugo),Spain,18028,35608,..,1014,2267,..,2021,Sep
1977,Costa da Mariña Lucense (Lugo),Spain,13652,25794,..,663,1281,..,2021,Oct
1978,Costa da Mariña Lucense (Lugo),Spain,5979,10992,..,340,625,..,2021,Nov
1979,Costa da Mariña Lucense (Lugo),Spain,4420,7574,..,364,808,..,2021,Dec
1980,Costa da Mariña Lucense (Lugo),Spain,3998,6537,..,99,190,..,2022,Jan
1981,Costa da Mariña Lucense (Lugo),Spain,5694,9323,..,100,186,..,2022,Feb
1982,Costa da Mariña Lucense (Lugo),Spain,6292,10506,..,156,299,..,2022,Mar
1983,Costa da Mariña Lucense (Lugo),Spain,11750,21030,..,825,1804,..,2022,Apr
1984,Costa da Mariña Lucense (Lugo),Spain,10326,18574,..,500,785,..,2022,May
1985,Costa da Mariña Lucense (Lugo),Spain,12959,24364,..,891,1526,..,2022,Jun
1986,Costa da Mariña Lucense (Lugo),Spain,22170,50448,..,1618,5244,..,2022,Jul
1987,Costa da Mariña Lucense (Lugo),Spain,27634,69207,..,2128,7336,..,2022,Aug
1988,Rías Baixas (Pontevedra e A Coruña),Spain,23477,50435.9,..,..,..,..,1999,Jan
1989,Rías Baixas (Pontevedra e A Coruña),Spain,27582,55207.6,..,..,..,..,1999,Feb
1990,Rías Baixas (Pontevedra e A Coruña),Spain,49966.3,98613.9,..,..,..,..,1999,Mar
1991,Rías Baixas (Pontevedra e A Coruña),Spain,58199.1,122241.3,..,..,..,..,1999,Apr
1992,Rías Baixas (Pontevedra e A Coruña),Spain,66047,157651.4,..,..,..,..,1999,May
1993,Rías Baixas (Pontevedra e A Coruña),Spain,85783.8,231504,..,..,..,..,1999,Jun
1994,Rías Baixas (Pontevedra e A Coruña),Spain,117578.4,355289.6,..,..,..,..,1999,Jul
1995,Rías Baixas (Pontevedra e A Coruña),Spain,129994.7,471510,..,..,..,..,1999,Aug
1996,Rías Baixas (Pontevedra e A Coruña),Spain,111221.9,331136.7,..,..,..,..,1999,Sep
1997,Rías Baixas (Pontevedra e A Coruña),Spain,66773.8,159032.5,..,..,..,..,1999,Oct
1998,Rías Baixas (Pontevedra e A Coruña),Spain,40729.3,85215,..,..,..,..,1999,Nov
1999,Rías Baixas (Pontevedra e A Coruña),Spain,38589,79845.4,..,..,..,..,1999,Dec
2000,Rías Baixas (Pontevedra e A Coruña),Spain,30382.1,64160.8,..,..,..,..,2000,Jan
2001,Rías Baixas (Pontevedra e A Coruña),Spain,33488,69130.8,..,..,..,..,2000,Feb
2002,Rías Baixas (Pontevedra e A Coruña),Spain,33940.7,69512.2,..,..,..,..,2000,Mar
2003,Rías Baixas (Pontevedra e A Coruña),Spain,46883,111084,..,..,..,..,2000,Apr
2004,Rías Baixas (Pontevedra e A Coruña),Spain,42545.4,98445.4,..,..,..,..,2000,May
2005,Rías Baixas (Pontevedra e A Coruña),Spain,56812.9,147958.5,..,..,..,..,2000,Jun
2006,Rías Baixas (Pontevedra e A Coruña),Spain,99549.4,348668.4,..,..,..,..,2000,Jul
2007,Rías Baixas (Pontevedra e A Coruña),Spain,132040.1,467999.7,..,..,..,..,2000,Aug
2008,Rías Baixas (Pontevedra e A Coruña),Spain,82900.4,263223.9,..,..,..,..,2000,Sep
2009,Rías Baixas (Pontevedra e A Coruña),Spain,52626.5,128270.2,..,..,..,..,2000,Oct
2010,Rías Baixas (Pontevedra e A Coruña),Spain,36845.9,82732.8,..,..,..,..,2000,Nov
2011,Rías Baixas (Pontevedra e A Coruña),Spain,29112.3,63255.6,..,..,..,..,2000,Dec
2012,Rías Baixas (Pontevedra e A Coruña),Spain,27836,58800.2,..,..,..,..,2001,Jan
2013,Rías Baixas (Pontevedra e A Coruña),Spain,29954,63268,..,..,..,..,2001,Feb
2014,Rías Baixas (Pontevedra e A Coruña),Spain,38531.4,82209,..,..,..,..,2001,Mar
2015,Rías Baixas (Pontevedra e A Coruña),Spain,49148.5,115074.8,..,..,..,..,2001,Apr
2016,Rías Baixas (Pontevedra e A Coruña),Spain,42577.5,99701.5,..,..,..,..,2001,May
2017,Rías Baixas (Pontevedra e A Coruña),Spain,58883.3,145760.7,..,..,..,..,2001,Jun
2018,Rías Baixas (Pontevedra e A Coruña),Spain,96596.5,316883.4,..,..,..,..,2001,Jul
2019,Rías Baixas (Pontevedra e A Coruña),Spain,133093.3,475637.2,..,..,..,..,2001,Aug
2020,Rías Baixas (Pontevedra e A Coruña),Spain,83238.2,252412.4,..,..,..,..,2001,Sep
2021,Rías Baixas (Pontevedra e A Coruña),Spain,58842.6,140498.6,..,..,..,..,2001,Oct
2022,Rías Baixas (Pontevedra e A Coruña),Spain,40005.9,86007.2,..,..,..,..,2001,Nov
2023,Rías Baixas (Pontevedra e A Coruña),Spain,34221.8,70024.4,..,..,..,..,2001,Dec
2024,Rías Baixas (Pontevedra e A Coruña),Spain,25947.8,53820.8,..,..,..,..,2002,Jan
2025,Rías Baixas (Pontevedra e A Coruña),Spain,32058.2,64867.3,..,..,..,..,2002,Feb
2026,Rías Baixas (Pontevedra e A Coruña),Spain,50914.2,130708,..,..,..,..,2002,Mar
2027,Rías Baixas (Pontevedra e A Coruña),Spain,45320.5,112050.4,..,..,..,..,2002,Apr
2028,Rías Baixas (Pontevedra e A Coruña),Spain,49985.1,125941.8,..,..,..,..,2002,May
2029,Rías Baixas (Pontevedra e A Coruña),Spain,58261.1,165005.5,..,..,..,..,2002,Jun
2030,Rías Baixas (Pontevedra e A Coruña),Spain,93053,306716.5,..,..,..,..,2002,Jul
2031,Rías Baixas (Pontevedra e A Coruña),Spain,138837.8,488812.2,..,..,..,..,2002,Aug
2032,Rías Baixas (Pontevedra e A Coruña),Spain,77935.6,245844.9,..,..,..,..,2002,Sep
2033,Rías Baixas (Pontevedra e A Coruña),Spain,63504.1,166259,..,..,..,..,2002,Oct
2034,Rías Baixas (Pontevedra e A Coruña),Spain,40242.6,89481.3,..,..,..,..,2002,Nov
2035,Rías Baixas (Pontevedra e A Coruña),Spain,36438.1,75763,..,..,..,..,2002,Dec
2036,Rías Baixas (Pontevedra e A Coruña),Spain,31177.7,61922.2,..,..,..,..,2003,Jan
2037,Rías Baixas (Pontevedra e A Coruña),Spain,30478.1,58029.3,..,..,..,..,2003,Feb
2038,Rías Baixas (Pontevedra e A Coruña),Spain,41503.5,81659.3,..,..,..,..,2003,Mar
2039,Rías Baixas (Pontevedra e A Coruña),Spain,48299.7,100997.4,..,..,..,..,2003,Apr
2040,Rías Baixas (Pontevedra e A Coruña),Spain,60446.5,123233.8,..,..,..,..,2003,May
2041,Rías Baixas (Pontevedra e A Coruña),Spain,81998.1,191570.8,..,..,..,..,2003,Jun
2042,Rías Baixas (Pontevedra e A Coruña),Spain,109300,317061.2,..,..,..,..,2003,Jul
2043,Rías Baixas (Pontevedra e A Coruña),Spain,187936.8,561636.1,..,..,..,..,2003,Aug
2044,Rías Baixas (Pontevedra e A Coruña),Spain,108208.9,257994,..,..,..,..,2003,Sep
2045,Rías Baixas (Pontevedra e A Coruña),Spain,61277.5,139720.4,..,..,..,..,2003,Oct
2046,Rías Baixas (Pontevedra e A Coruña),Spain,41490,80893.1,..,..,..,..,2003,Nov
2047,Rías Baixas (Pontevedra e A Coruña),Spain,35553.9,68904.9,..,..,..,..,2003,Dec
2048,Rías Baixas (Pontevedra e A Coruña),Spain,32095.1,63208.9,..,..,..,..,2004,Jan
2049,Rías Baixas (Pontevedra e A Coruña),Spain,34892.2,65268,..,..,..,..,2004,Feb
2050,Rías Baixas (Pontevedra e A Coruña),Spain,48759.8,103419.3,..,..,..,..,2004,Mar
2051,Rías Baixas (Pontevedra e A Coruña),Spain,72119.4,158821.8,..,..,..,..,2004,Apr
2052,Rías Baixas (Pontevedra e A Coruña),Spain,80675.7,188247.4,..,..,..,..,2004,May
2053,Rías Baixas (Pontevedra e A Coruña),Spain,103992.4,268592.1,..,..,..,..,2004,Jun
2054,Rías Baixas (Pontevedra e A Coruña),Spain,136338.1,399431.2,..,..,..,..,2004,Jul
2055,Rías Baixas (Pontevedra e A Coruña),Spain,184820.1,538722.9,..,..,..,..,2004,Aug
2056,Rías Baixas (Pontevedra e A Coruña),Spain,117240.6,340724,..,..,..,..,2004,Sep
2057,Rías Baixas (Pontevedra e A Coruña),Spain,90889.3,216452.2,..,..,..,..,2004,Oct
2058,Rías Baixas (Pontevedra e A Coruña),Spain,50737.7,110086.3,..,..,..,..,2004,Nov
2059,Rías Baixas (Pontevedra e A Coruña),Spain,40073.1,90953.5,..,..,..,..,2004,Dec
2060,Rías Baixas (Pontevedra e A Coruña),Spain,28113,61649,..,329,667,..,2005,Jan
2061,Rías Baixas (Pontevedra e A Coruña),Spain,33962,67820,..,345,598,..,2005,Feb
2062,Rías Baixas (Pontevedra e A Coruña),Spain,54345,122174,..,1078,2519,..,2005,Mar
2063,Rías Baixas (Pontevedra e A Coruña),Spain,53791,109416,..,894,1469,..,2005,Apr
2064,Rías Baixas (Pontevedra e A Coruña),Spain,57913,136891,..,1155,2131,..,2005,May
2065,Rías Baixas (Pontevedra e A Coruña),Spain,78297,192151,..,1146,2686,..,2005,Jun
2066,Rías Baixas (Pontevedra e A Coruña),Spain,141415,418123,..,2873,8570,..,2005,Jul
2067,Rías Baixas (Pontevedra e A Coruña),Spain,177748,553468,..,3745,14504,..,2005,Aug
2068,Rías Baixas (Pontevedra e A Coruña),Spain,104299,280709,..,1664,4223,..,2005,Sep
2069,Rías Baixas (Pontevedra e A Coruña),Spain,74178,169093,..,1228,2400,..,2005,Oct
2070,Rías Baixas (Pontevedra e A Coruña),Spain,48524,100626,..,877,1498,..,2005,Nov
2071,Rías Baixas (Pontevedra e A Coruña),Spain,39405,84447,..,920,1590,..,2005,Dec
2072,Rías Baixas (Pontevedra e A Coruña),Spain,38928,82529,..,461,731,..,2006,Jan
2073,Rías Baixas (Pontevedra e A Coruña),Spain,41581,81362,..,527,880,..,2006,Feb
2074,Rías Baixas (Pontevedra e A Coruña),Spain,51955,102152,..,584,1402,..,2006,Mar
2075,Rías Baixas (Pontevedra e A Coruña),Spain,80650,182323,..,1928,4270,..,2006,Apr
2076,Rías Baixas (Pontevedra e A Coruña),Spain,65941,144030,..,951,1638,..,2006,May
2077,Rías Baixas (Pontevedra e A Coruña),Spain,88185,214080,..,1475,3045,..,2006,Jun
2078,Rías Baixas (Pontevedra e A Coruña),Spain,132880,427707,..,3129,9410,..,2006,Jul
2079,Rías Baixas (Pontevedra e A Coruña),Spain,160745,539634,..,4003,13427,..,2006,Aug
2080,Rías Baixas (Pontevedra e A Coruña),Spain,98853,266692,..,1732,3913,..,2006,Sep
2081,Rías Baixas (Pontevedra e A Coruña),Spain,72149,173386,..,1274,2520,..,2006,Oct
2082,Rías Baixas (Pontevedra e A Coruña),Spain,55089,107441,..,511,934,..,2006,Nov
2083,Rías Baixas (Pontevedra e A Coruña),Spain,42325,91043,..,847,1998,..,2006,Dec
2084,Rías Baixas (Pontevedra e A Coruña),Spain,40076,80276,..,453,976,..,2007,Jan
2085,Rías Baixas (Pontevedra e A Coruña),Spain,39862,76161,..,535,951,..,2007,Feb
2086,Rías Baixas (Pontevedra e A Coruña),Spain,55976,106229,..,879,1580,..,2007,Mar
2087,Rías Baixas (Pontevedra e A Coruña),Spain,76930,179931,..,1892,4231,..,2007,Apr
2088,Rías Baixas (Pontevedra e A Coruña),Spain,64163,142395,..,1308,2622,..,2007,May
2089,Rías Baixas (Pontevedra e A Coruña),Spain,82190,207818,..,1810,3466,..,2007,Jun
2090,Rías Baixas (Pontevedra e A Coruña),Spain,127207,379529,..,3356,8469,..,2007,Jul
2091,Rías Baixas (Pontevedra e A Coruña),Spain,158097,526595,..,5100,15956,..,2007,Aug
2092,Rías Baixas (Pontevedra e A Coruña),Spain,102711,287050,..,2198,5430,..,2007,Sep
2093,Rías Baixas (Pontevedra e A Coruña),Spain,90408,216265,..,1499,3206,..,2007,Oct
2094,Rías Baixas (Pontevedra e A Coruña),Spain,55118,116809,..,1062,2080,..,2007,Nov
2095,Rías Baixas (Pontevedra e A Coruña),Spain,43819,90588,..,1093,2482,..,2007,Dec
2096,Rías Baixas (Pontevedra e A Coruña),Spain,39800,84661,..,476,907,..,2008,Jan
2097,Rías Baixas (Pontevedra e A Coruña),Spain,42831,87387,..,801,1379,..,2008,Feb
2098,Rías Baixas (Pontevedra e A Coruña),Spain,66346,161178,..,1395,3838,..,2008,Mar
2099,Rías Baixas (Pontevedra e A Coruña),Spain,56798,127400,..,999,1924,..,2008,Apr
2100,Rías Baixas (Pontevedra e A Coruña),Spain,69873,167506,..,1351,2601,..,2008,May
2101,Rías Baixas (Pontevedra e A Coruña),Spain,78633,208219,..,194,738,..,2008,Jun
2102,Rías Baixas (Pontevedra e A Coruña),Spain,115417,356537,..,2831,7711,..,2008,Jul
2103,Rías Baixas (Pontevedra e A Coruña),Spain,146572,493052,..,3898,14252,..,2008,Aug
2104,Rías Baixas (Pontevedra e A Coruña),Spain,90185,268584,..,1421,3431,..,2008,Sep
2105,Rías Baixas (Pontevedra e A Coruña),Spain,79554,206244,..,1310,2612,..,2008,Oct
2106,Rías Baixas (Pontevedra e A Coruña),Spain,49486,110507,..,608,1096,..,2008,Nov
2107,Rías Baixas (Pontevedra e A Coruña),Spain,38520,81954,..,879,1726,..,2008,Dec
2108,Rías Baixas (Pontevedra e A Coruña),Spain,30898,63587,..,378,735,..,2009,Jan
2109,Rías Baixas (Pontevedra e A Coruña),Spain,35501,71106,..,529,896,..,2009,Feb
2110,Rías Baixas (Pontevedra e A Coruña),Spain,44926,94783,..,763,1499,..,2009,Mar
2111,Rías Baixas (Pontevedra e A Coruña),Spain,57102,145039,..,1434,2853,..,2009,Apr
2112,Rías Baixas (Pontevedra e A Coruña),Spain,62243,153591,..,1341,2739,..,2009,May
2113,Rías Baixas (Pontevedra e A Coruña),Spain,73016,201085,..,1381,2826,..,2009,Jun
2114,Rías Baixas (Pontevedra e A Coruña),Spain,115815,355780,..,2806,8173,..,2009,Jul
2115,Rías Baixas (Pontevedra e A Coruña),Spain,148621,490617,..,3751,14576,..,2009,Aug
2116,Rías Baixas (Pontevedra e A Coruña),Spain,91235,262618,..,1925,4172,..,2009,Sep
2117,Rías Baixas (Pontevedra e A Coruña),Spain,76692,202638,..,1427,3201,..,2009,Oct
