,destination,come_from,H_travellers,H_nights,H_avg_stay,R_travellers,R_nights,R_avg_stay,year,month
0,Spain,All,2775738.0,10406167.0,3.8,..,..,..,1999,Jan
1,Spain,All,3205892.0,11451100.0,3.6,..,..,..,1999,Feb
2,Spain,All,4143343.0,14212113.0,3.4,..,..,..,1999,Mar
3,Spain,All,4931385.0,17472798.0,3.5,..,..,..,1999,Apr
4,Spain,All,5724555.0,21966528.0,3.8,..,..,..,1999,May
5,Spain,All,5834331.0,24313223.0,4.2,..,..,..,1999,Jun
6,Spain,All,6415298.0,28531434.0,4.5,..,..,..,1999,Jul
7,Spain,All,6986211.0,31967269.0,4.6,..,..,..,1999,Aug
8,Spain,All,6349504.0,26750512.0,4.2,..,..,..,1999,Sep
9,Spain,All,5447890.0,21402806.0,3.9,..,..,..,1999,Oct
10,Spain,All,3570715.0,11875758.0,3.3,..,..,..,1999,Nov
11,Spain,All,3204082.0,10189931.0,3.2,..,..,..,1999,Dec
12,Spain,All,2808737.0,9828017.0,3.5,..,..,..,2000,Jan
13,Spain,All,3390877.0,11453033.0,3.4,..,..,..,2000,Feb
14,Spain,All,4244207.0,14537790.0,3.4,..,..,..,2000,Mar
15,Spain,All,5335325.0,18006005.0,3.4,..,..,..,2000,Apr
16,Spain,All,5592100.0,20998662.0,3.8,..,..,..,2000,May
17,Spain,All,5806706.0,24084087.0,4.2,..,..,..,2000,Jun
18,Spain,All,6374389.0,28181545.0,4.4,..,..,..,2000,Jul
19,Spain,All,6994683.0,31282474.0,4.5,..,..,..,2000,Aug
20,Spain,All,6327590.0,26175432.0,4.1,..,..,..,2000,Sep
21,Spain,All,5368961.0,20400125.0,3.8,..,..,..,2000,Oct
22,Spain,All,3691092.0,11871141.0,3.2,..,..,..,2000,Nov
23,Spain,All,3347855.0,10325261.0,3.1,..,..,..,2000,Dec
24,Spain,All,3004915.0,10132886.0,3.4,46422,115986,2.5,2001,Jan
25,Spain,All,3518883.0,11753586.0,3.3,62848,139688,2.2,2001,Feb
26,Spain,All,4333254.0,14516657.0,3.4,76160,162562,2.1,2001,Mar
27,Spain,All,5384678.0,18085751.0,3.4,125897,373464,3,2001,Apr
28,Spain,All,5673119.0,21063744.0,3.7,76959,175038,2.3,2001,May
29,Spain,All,5914352.0,23896573.0,4,95746,222130,2.3,2001,Jun
30,Spain,All,6405959.0,28657024.0,4.5,134634,500619,3.7,2001,Jul
31,Spain,All,7179051.0,32004309.0,4.5,177627,847639,4.8,2001,Aug
32,Spain,All,6307038.0,26584837.0,4.2,108424,319444,3,2001,Sep
33,Spain,All,5310403.0,20014768.0,3.8,114999,288108,2.5,2001,Oct
34,Spain,All,3657828.0,11920037.0,3.3,84496,216711,2.6,2001,Nov
35,Spain,All,3214821.0,10051397.0,3.1,106678,299426,2.8,2001,Dec
36,Spain,All,2873435.0,9797644.0,3.4,49691,123167,2.5,2002,Jan
37,Spain,All,3507891.0,11501625.0,3.3,75763,164753,2.2,2002,Feb
38,Spain,All,4756621.0,15746849.0,3.3,130136,375077,2.9,2002,Mar
39,Spain,All,4853120.0,15757341.0,3.3,94730,232604,2.5,2002,Apr
40,Spain,All,5677357.0,20427391.0,3.6,106965,263528,2.5,2002,May
41,Spain,All,5725690.0,22781459.0,4,102427,254967,2.5,2002,Jun
42,Spain,All,6407711.0,27712422.0,4.3,147928,534160,3.6,2002,Jul
43,Spain,All,7383775.0,32147463.0,4.4,206494,984650,4.8,2002,Aug
44,Spain,All,6224753.0,25483036.0,4.1,117975,353366,3,2002,Sep
45,Spain,All,5360250.0,19395671.0,3.6,123334,277423,2.3,2002,Oct
46,Spain,All,3714810.0,11536070.0,3.1,99925,225739,2.3,2002,Nov
47,Spain,All,3383399.0,10267810.0,3,99925,225739,2.3,2002,Dec
48,Spain,All,2971006.0,10088783.0,3.4,54110,141732,2.6,2003,Jan
49,Spain,All,3463674.0,11135676.0,3.2,80967,160093,2,2003,Feb
50,Spain,All,4421552.0,14414114.0,3.3,101447,232684,2.3,2003,Mar
51,Spain,All,5408500.0,17483719.0,3.2,145878,435674,3,2003,Apr
52,Spain,All,5984961.0,20977540.0,3.5,108089,303225,2.8,2003,May
53,Spain,All,6276681.0,24047255.0,3.8,113783,289836,2.6,2003,Jun
54,Spain,All,6795963.0,28557092.0,4.2,157410,559568,3.6,2003,Jul
55,Spain,All,7697588.0,33851008.0,4.4,212027,1065490,5,2003,Aug
56,Spain,All,6517598.0,25943815.0,4,129209,392890,3,2003,Sep
57,Spain,All,5537248.0,19635547.0,3.6,126940,304257,2.4,2003,Oct
58,Spain,All,3868099.0,11600240.0,3,101588,230290,2.3,2003,Nov
59,Spain,All,3588510.0,10426118.0,2.9,136091,360401,2.7,2003,Dec
60,Spain,All,3153660.0,10404685.0,3.3,70888,207860,2.9,2004,Jan
61,Spain,All,3970007.0,12278676.0,3.1,104311,235251,2.3,2004,Feb
62,Spain,All,4735606.0,14731784.0,3.1,125820,306453,2.4,2004,Mar
63,Spain,All,5591761.0,17537681.0,3.1,173667,504297,2.9,2004,Apr
64,Spain,All,6211439.0,20624722.0,3.3,131611,316659,2.4,2004,May
65,Spain,All,6525030.0,23776940.0,3.6,141044,372638,2.6,2004,Jun
66,Spain,All,7232976.0,29131986.0,4,177598,678120,3.8,2004,Jul
67,Spain,All,8174422.0,34472302.0,4.2,241982,1235149,5.1,2004,Aug
68,Spain,All,6996313.0,26878757.0,3.8,145567,441509,3,2004,Sep
69,Spain,All,6227271.0,21180295.0,3.4,178811,474258,2.7,2004,Oct
70,Spain,All,4135114.0,12294550.0,3,114569,261078,2.3,2004,Nov
71,Spain,All,3877669.0,11384786.0,2.9,148492,459242,3.1,2004,Dec
72,Spain,All,3356718.0,11088055.0,3.3,72998,203021,2.8,2005,Jan
73,Spain,All,4048915.0,12430710.0,3.1,97276,243538,2.5,2005,Feb
74,Spain,All,5247632.0,16184767.0,3.1,173660,535996,3.1,2005,Mar
75,Spain,All,5516765.0,16480644.0,3,147890,334528,2.3,2005,Apr
76,Spain,All,6737689.0,22318874.0,3.3,154735,407305,2.6,2005,May
77,Spain,All,6971240.0,25042689.0,3.6,155529,413801,2.7,2005,Jun
78,Spain,All,7795374.0,31022067.0,4,222874,866386,3.9,2005,Jul
79,Spain,All,8555081.0,35857571.0,4.2,289427,1481363,5.1,2005,Aug
80,Spain,All,7442751.0,28313666.0,3.8,176158,534053,3,2005,Sep
81,Spain,All,6414668.0,22163277.0,3.5,181908,494517,2.7,2005,Oct
82,Spain,All,4511989.0,13162420.0,2.9,132961,309213,2.3,2005,Nov
83,Spain,All,4030203.0,11572418.0,2.9,177485,482609,2.7,2005,Dec
84,Spain,All,4004676.0,12075662.0,3,97041,259528,2.7,2006,Jan
85,Spain,All,4709293.0,13221070.0,2.8,123643,296160,2.4,2006,Feb
86,Spain,All,5763835.0,16370344.0,2.8,161105,388247,2.4,2006,Mar
87,Spain,All,7293282.0,21185887.0,2.9,268905,789513,2.9,2006,Apr
88,Spain,All,7591789.0,23734897.0,3.1,172436,431594,2.5,2006,May
89,Spain,All,8156578.0,27996368.0,3.4,187891,469463,2.5,2006,Jun
90,Spain,All,9057841.0,34105558.0,3.8,254647,933653,3.7,2006,Jul
91,Spain,All,9713364.0,37636214.0,3.9,333524,1647277,4.9,2006,Aug
92,Spain,All,8420366.0,29918731.0,3.6,207324,601761,2.9,2006,Sep
93,Spain,All,7357196.0,23372257.0,3.2,221160,594879,2.7,2006,Oct
94,Spain,All,5114939.0,14269663.0,2.8,165633,378387,2.3,2006,Nov
95,Spain,All,4672741.0,13141207.0,2.8,232119,647920,2.8,2006,Dec
96,Spain,All,4158378.0,12356394.0,3,98344,254032,2.6,2007,Jan
97,Spain,All,4853246.0,13555040.0,2.8,138021,321904,2.3,2007,Feb
98,Spain,All,6151952.0,17428802.0,2.8,185667,423106,2.3,2007,Mar
99,Spain,All,7394418.0,21690169.0,2.9,293189,889476,3,2007,Apr
100,Spain,All,7639348.0,23486608.0,3.1,195204,469856,2.4,2007,May
101,Spain,All,8555535.0,28459008.0,3.3,218557,523882,2.4,2007,Jun
102,Spain,All,9176950.0,34315590.0,3.7,270798,986486,3.6,2007,Jul
103,Spain,All,10025687.0,38132493.0,3.8,363129,1663148,4.6,2007,Aug
104,Spain,All,8621798.0,30142242.0,3.5,217051,618424,2.9,2007,Sep
105,Spain,All,7540505.0,23476804.0,3.1,243478,628529,2.6,2007,Oct
106,Spain,All,5534255.0,15289839.0,2.8,185088,486108,2.6,2007,Nov
107,Spain,All,4771361.0,13356493.0,2.8,236711,673671,2.9,2007,Dec
108,Spain,All,4328480.0,12710146.0,2.9,101802,269168,2.6,2008,Jan
109,Spain,All,5242247.0,14831691.0,2.8,157022,354327,2.3,2008,Feb
110,Spain,All,6614348.0,19216126.0,2.9,238412,749566,3.1,2008,Mar
111,Spain,All,6656665.0,19300764.0,2.9,192375,446425,2.3,2008,Apr
112,Spain,All,8109904.0,25060656.0,3.1,219165,607897,2.8,2008,May
113,Spain,All,8280336.0,27737509.0,3.4,217885,556294,2.6,2008,Jun
114,Spain,All,9219035.0,34559658.0,3.8,275150,991513,3.6,2008,Jul
115,Spain,All,9954774.0,37945216.0,3.8,360216,1702153,4.7,2008,Aug
116,Spain,All,8359855.0,29305643.0,3.5,222309,631022,2.8,2008,Sep
117,Spain,All,7035977.0,22253202.0,3.2,227108,529951,2.3,2008,Oct
118,Spain,All,4870882.0,13685099.0,2.8,180595,396091,2.2,2008,Nov
119,Spain,All,4326374.0,11946130.0,2.8,231312,609517,2.6,2008,Dec
120,Spain,All,3716510.0,11203819.0,3,99435,294596,3,2009,Jan
121,Spain,All,4447323.0,12527991.0,2.8,140059,309801,2.2,2009,Feb
122,Spain,All,5303127.0,15536341.0,2.9,187538,449666,2.4,2009,Mar
123,Spain,All,6542718.0,19591068.0,3,283104,804301,2.8,2009,Apr
124,Spain,All,7378804.0,22661503.0,3.1,225000,542362,2.4,2009,May
125,Spain,All,7630129.0,26082353.0,3.4,213411,540554,2.5,2009,Jun
126,Spain,All,8712905.0,32764251.0,3.8,297731,987814,3.3,2009,Jul
127,Spain,All,9423345.0,36192581.0,3.8,368049,1714810,4.7,2009,Aug
128,Spain,All,7827994.0,27387006.0,3.5,231651,629973,2.7,2009,Sep
129,Spain,All,7011612.0,21752259.0,3.1,255850,630087,2.5,2009,Oct
130,Spain,All,4710822.0,13255271.0,2.8,180707,394622,2.2,2009,Nov
131,Spain,All,4435027.0,12030368.0,2.7,231728,621851,2.7,2009,Dec
132,Spain,All,3767159.0,11308373.0,3,105645,293971,2.8,2010,Jan
133,Spain,All,4610953.0,13108750.0,2.8,138860,311148,2.2,2010,Feb
134,Spain,All,5706500.0,16752851.0,2.9,209051,483946,2.3,2010,Mar
135,Spain,All,6786265.0,19843019.0,2.9,223397,640318,2.9,2010,Apr
136,Spain,All,7810020.0,23982979.0,3.1,219978,478207,2.2,2010,May
137,Spain,All,8087317.0,27357010.0,3.4,224109,543004,2.4,2010,Jun
138,Spain,All,9399554.0,34909440.0,3.7,281685,953678,3.4,2010,Jul
139,Spain,All,10014468.0,39085826.0,3.9,359341,1649048,4.6,2010,Aug
140,Spain,All,8400100.0,29696355.0,3.5,223317,584402,2.6,2010,Sep
141,Spain,All,7679996.0,23976893.0,3.1,276924,685963,2.5,2010,Oct
142,Spain,All,4976017.0,14363392.0,2.9,149870,331845,2.2,2010,Nov
143,Spain,All,4650521.0,12778595.0,2.8,235195,660457,2.8,2010,Dec
144,Spain,All,3929632.0,12183118.0,3.1,96168,249759,2.6,2011,Jan
145,Spain,All,4831381.0,14238644.0,3,138291,315791,2.3,2011,Feb
146,Spain,All,5829113.0,18086818.0,3.1,171619,399187,2.3,2011,Mar
147,Spain,All,7423129.0,22618769.0,3.1,277614,738410,2.7,2011,Apr
148,Spain,All,7797227.0,24670723.0,3.2,212663,484645,2.3,2011,May
149,Spain,All,8809958.0,30704218.0,3.5,247104,598047,2.4,2011,Jun
150,Spain,All,10051429.0,37980214.0,3.8,316359,1079405,3.4,2011,Jul
151,Spain,All,10608293.0,41694917.0,3.9,384287,1703882,4.4,2011,Aug
152,Spain,All,8916593.0,32099863.0,3.6,235570,606935,2.6,2011,Sep
153,Spain,All,7673432.0,24764256.0,3.2,247759,598605,2.4,2011,Oct
154,Spain,All,4902197.0,14674921.0,3,165673,371913,2.2,2011,Nov
155,Spain,All,4594592.0,13044798.0,2.8,222880,549790,2.5,2011,Dec
156,Spain,All,4034869.0,12600203.0,3.1,100338,259689,2.6,2012,Jan
157,Spain,All,4762348.0,14163457.0,3,132956,309619,2.3,2012,Feb
158,Spain,All,5771561.0,17393498.0,3,181837,401156,2.2,2012,Mar
159,Spain,All,7103715.0,21445224.0,3,276853,777128,2.8,2012,Apr
160,Spain,All,7725234.0,24628932.0,3.2,209872,484017,2.3,2012,May
161,Spain,All,8587613.0,30243838.0,3.5,224947,540244,2.4,2012,Jun
162,Spain,All,9616052.0,37395658.0,3.9,298663,999621,3.4,2012,Jul
163,Spain,All,10239776.0,40581091.0,4,377993,1588994,4.2,2012,Aug
164,Spain,All,8756163.0,32045387.0,3.7,225867,597649,2.7,2012,Sep
165,Spain,All,7258395.0,23909187.0,3.3,245239,593145,2.4,2012,Oct
166,Spain,All,4772075.0,13854509.0,2.9,167989,410884,2.5,2012,Nov
167,Spain,All,4334680.0,12398564.0,2.9,227814,565228,2.5,2012,Dec
168,Spain,All,3694459.0,11887105.0,3.2,80203,203588,2.5,2013,Jan
169,Spain,All,4347642.0,13104722.0,3,111331,245875,2.2,2013,Feb
170,Spain,All,6171037.0,18815829.0,3.1,223661,599043,2.7,2013,Mar
171,Spain,All,6283128.0,19135958.0,3.1,159622,379381,2.4,2013,Apr
172,Spain,All,8113029.0,26359256.0,3.3,204624,493158,2.4,2013,May
173,Spain,All,8725022.0,30808604.0,3.5,231387,552267,2.4,2013,Jun
174,Spain,All,9644412.0,37670863.0,3.9,276006,933348,3.4,2013,Jul
175,Spain,All,10715764.0,41900828.0,3.9,380419,1524586,4,2013,Aug
176,Spain,All,8886542.0,32647844.0,3.7,223890,576811,2.6,2013,Sep
177,Spain,All,7468192.0,25015770.0,3.4,217517,490424,2.3,2013,Oct
178,Spain,All,5112181.0,15087587.0,3,190920,414942,2.2,2013,Nov
179,Spain,All,4659511.0,13595795.0,2.9,209929,524606,2.5,2013,Dec
180,Spain,All,3939144.0,12807505.0,3.3,91425,223663,2.5,2014,Jan
181,Spain,All,4657133.0,13875208.0,3,125622,272619,2.2,2014,Feb
182,Spain,All,5770836.0,18129451.0,3.1,158979,358548,2.3,2014,Mar
183,Spain,All,7301730.0,22298622.0,3.1,253700,696643,2.8,2014,Apr
184,Spain,All,8518421.0,26691702.0,3.1,244893,573623,2.3,2014,May
185,Spain,All,9038987.0,31567799.0,3.5,245044,614810,2.5,2014,Jun
186,Spain,All,9885449.0,37641540.0,3.8,319015,1053848,3.3,2014,Jul
187,Spain,All,11228638.0,42991384.0,3.8,442158,1696249,3.8,2014,Aug
188,Spain,All,9342635.0,33858937.0,3.6,260236,682461,2.6,2014,Sep
189,Spain,All,7988684.0,26243441.0,3.3,252555,569327,2.3,2014,Oct
190,Spain,All,5144062.0,15113125.0,2.9,189931,413471,2.2,2014,Nov
191,Spain,All,4998810.0,14041916.0,2.8,239389,595314,2.5,2014,Dec
192,Spain,All,4251906.0,13342087.0,3.1,109044,275083,2.5,2015,Jan
193,Spain,All,4937718.0,14513335.0,2.9,145879,324136,2.2,2015,Feb
194,Spain,All,6146078.0,18596568.0,3,197877,448674,2.3,2015,Mar
195,Spain,All,7668482.0,23087381.0,3,289877,736481,2.5,2015,Apr
196,Spain,All,9087139.0,28041622.0,3.1,280778,640102,2.3,2015,May
197,Spain,All,9481768.0,32092513.0,3.4,281518,672625,2.4,2015,Jun
198,Spain,All,10616662.0,39850064.0,3.8,373598,1203638,3.2,2015,Jul
199,Spain,All,11747649.0,44813404.0,3.8,484220,1865380,3.9,2015,Aug
200,Spain,All,9766395.0,34918861.0,3.6,307838,777253,2.5,2015,Sep
201,Spain,All,8685869.0,28073790.0,3.2,320795,755096,2.4,2015,Oct
202,Spain,All,5509265.0,15862738.0,2.9,204654,454668,2.2,2015,Nov
203,Spain,All,5318037.0,15043365.0,2.8,268109,671931,2.5,2015,Dec
204,Spain,All,4689264.0,14470851.0,3.1,135496,345006,2.6,2016,Jan
205,Spain,All,5561906.0,16379849.0,3,170575,379896,2.2,2016,Feb
206,Spain,All,7221796.0,22022933.0,3.1,292178,784860,2.7,2016,Mar
207,Spain,All,7735455.0,23056973.0,3,266184,597708,2.3,2016,Apr
208,Spain,All,9569945.0,30401275.0,3.2,292606,687933,2.4,2016,May
209,Spain,All,10180427.0,34430872.0,3.4,310117,754584,2.4,2016,Jun
210,Spain,All,11605320.0,42948946.0,3.7,447976,1418477,3.2,2016,Jul
211,Spain,All,12187504.0,46502956.0,3.8,540235,2091973,3.9,2016,Aug
212,Spain,All,10486719.0,37218422.0,3.6,341357,866382,2.5,2016,Sep
213,Spain,All,9274924.0,30587997.0,3.3,339949,820721,2.4,2016,Oct
214,Spain,All,5786675.0,17134705.0,3,210370,464507,2.2,2016,Nov
215,Spain,All,5540097.0,16013165.0,2.9,286577,710017,2.5,2016,Dec
216,Spain,All,4984634.0,15200690.0,3.1,133291,324067,2.4,2017,Jan
217,Spain,All,5689624.0,16346534.0,2.9,190824,419697,2.2,2017,Feb
218,Spain,All,6921086.0,20508641.0,3,240397,516944,2.2,2017,Mar
219,Spain,All,9209285.0,27549426.0,3,413792,1093410,2.6,2017,Apr
220,Spain,All,9844007.0,31439921.0,3.2,312772,723110,2.3,2017,May
221,Spain,All,10640606.0,36646402.0,3.4,376799,900433,2.4,2017,Jun
222,Spain,All,11910574.0,43624461.0,3.7,489067,1547657,3.2,2017,Jul
223,Spain,All,12338502.0,46657187.0,3.8,578524,2250173,3.9,2017,Aug
224,Spain,All,10933323.0,37961598.0,3.5,404320,1027460,2.5,2017,Sep
225,Spain,All,9458367.0,30898617.0,3.3,351998,871649,2.5,2017,Oct
226,Spain,All,6068290.0,17537435.0,2.9,227662,492788,2.2,2017,Nov
227,Spain,All,5805767.0,16211799.0,2.8,330529,866383,2.6,2017,Dec
228,Spain,All,5133729.0,15395882.0,3,139670,321955,2.3,2018,Jan
229,Spain,All,5826145.0,16527859.0,2.8,188874,419586,2.5,2018,Feb
230,Spain,All,7532288.0,21918931.0,2.9,327077,823845,2.2,2018,Mar
231,Spain,All,8499926.0,25207350.0,3,341465,815378,2.4,2018,Apr
232,Spain,All,10040281.0,31921157.0,3.2,341270,794924,2.3,2018,May
233,Spain,All,10846347.0,36168465.0,3.3,406187,975249,2.4,2018,Jun
234,Spain,All,11707840.0,42717096.0,3.7,481751,1542610,3.2,2018,Jul
235,Spain,All,12500596.0,46306240.0,3.7,617971,2310609,3.7,2018,Aug
236,Spain,All,11000902.0,37768667.0,3.4,422060,1052592,2.5,2018,Sep
237,Spain,All,9666570.0,31132356.0,3.2,378284,905675,2.4,2018,Oct
238,Spain,All,6485702.0,18261076.0,2.8,281690,623269,2.2,2018,Nov
239,Spain,All,6071139.0,16655848.0,2.7,334370,872014,2.6,2018,Dec
240,Spain,All,5251558.0,15506154.0,3,139376,321785,2.3,2019,Jan
241,Spain,All,6011298.0,16589486.0,2.8,194847,406292,2.1,2019,Feb
242,Spain,All,7534311.0,21520914.0,2.9,288533,618980,2.2,2019,Mar
243,Spain,All,9138989.0,26808982.0,2.9,382344,1018402,2.7,2019,Apr
244,Spain,All,10509949.0,31905788.0,3,367753,850262,2.3,2019,May
245,Spain,All,11371775.0,37163185.0,3.3,439083,1054793,2.4,2019,Jun
246,Spain,All,12124664.0,43199529.0,3.6,515634,1624955,3.2,2019,Jul
247,Spain,All,13028096.0,47059511.0,3.6,655937,2403090,3.7,2019,Aug
248,Spain,All,11038777.0,37572668.0,3.4,419288,1063492,2.5,2019,Sep
249,Spain,All,9772631.0,30363238.0,3.1,374024,833535,2.2,2019,Oct
250,Spain,All,6693210.0,18339394.0,2.7,300454,644452,2.1,2019,Nov
251,Spain,All,6240787.0,16966743.0,2.7,341850,877322,2.6,2019,Dec
252,Spain,All,5577618.0,15968171.0,2.9,160172,365838,2.3,2020,Jan
253,Spain,All,6456402.0,17614206.0,2.7,226830,493030,2.2,2020,Feb
254,Spain,All,2656776.0,8372820.0,3.2,56332,149317,2.7,2020,Mar
255,Spain,All,0.0,0.0,0,..,..,..,2020,Apr
256,Spain,All,98561.0,271149.0,2.8,8005,37322,4.5,2020,May
257,Spain,All,944923.0,1870057.0,2,116497,277689,2.4,2020,Jun
258,Spain,All,4407783.0,11731245.0,2.7,428995,1451102,3.4,2020,Jul
259,Spain,All,5924218.0,16927211.0,2.9,535842,2109993,3.9,2020,Aug
260,Spain,All,3513294.0,8219094.0,2.3,259925,673666,2.6,2020,Sep
261,Spain,All,2406759.0,5128825.0,2.1,162686,398249,2.5,2020,Oct
262,Spain,All,1184922.0,2874269.0,2.4,41937,130492,3.1,2020,Nov
263,Spain,All,1417815.0,3245991.0,2.3,85687,227904,2.7,2020,Dec
264,Spain,All,1124601.0,2459473.0,2.2,33313,111841,3.4,2021,Jan
265,Spain,All,1179236.0,2436961.0,2.1,34355,114811,3.3,2021,Feb
266,Spain,All,1770722.0,3588559.0,2,99362,251495,2.5,2021,Mar
267,Spain,All,1955719.0,4142415.0,2.1,127464,330931,2.6,2021,Apr
268,Spain,All,3404118.0,7342738.0,2.2,199371,464569,2.3,2021,May
269,Spain,All,5676067.0,14259621.0,2.5,318030,798997,2.5,2021,Jun
270,Spain,All,8544001.0,26351353.0,3.1,525007,1705124,3.3,2021,Jul
271,Spain,All,10408035.0,34460041.0,3.3,640476,2453153,3.8,2021,Aug
272,Spain,All,8256057.0,25679512.0,3.1,425742,1116298,2.6,2021,Sep
273,Spain,All,8131666.0,23935219.0,2.9,439833,1095321,2.5,2021,Oct
274,Spain,All,5391958.0,14930647.0,2.8,248744,570823,2.3,2021,Nov
275,Spain,All,4881952.0,13220155.0,2.7,288181,765812,2.7,2021,Dec
276,Spain,All,3751404.0,10535401.0,2.8,141728,356351,2.5,2022,Jan
277,Spain,All,5142667.0,13619131.0,2.7,210983,486562,2.3,2022,Feb
278,Spain,All,6061335.0,17641307.0,2.9,225036,518528,2.3,2022,Mar
279,Spain,All,8659193.0,25143654.0,2.9,413073,1076089,2.6,2022,Apr
280,Spain,All,9873034.0,29840173.0,3,366923,853724,2.3,2022,May
281,Spain,All,11001231.0,35179402.0,3.2,409495,1029162,2.5,2022,Jun
282,Spain,All,12302057.0,42354522.0,3.4,553793,1792243,3.2,2022,Jul
283,Spain,All,12858732.0,46293221.0,3.6,638618,2423936,3.8,2022,Aug
285,Spain,Spain,1696976.0,4015957.0,..,..,..,..,1999,Jan
286,Spain,Spain,1971767.0,4520079.0,..,..,..,..,1999,Feb
287,Spain,Spain,2462481.0,5847897.0,..,..,..,..,1999,Mar
288,Spain,Spain,2738154.0,7121973.0,..,..,..,..,1999,Apr
289,Spain,Spain,2708247.0,6283940.0,..,..,..,..,1999,May
290,Spain,Spain,2829189.0,6938607.0,..,..,..,..,1999,Jun
291,Spain,Spain,3300631.0,9484027.0,..,..,..,..,1999,Jul
292,Spain,Spain,3753975.0,12066309.0,..,..,..,..,1999,Aug
293,Spain,Spain,3220763.0,8670328.0,..,..,..,..,1999,Sep
294,Spain,Spain,2844631.0,6799252.0,..,..,..,..,1999,Oct
295,Spain,Spain,2132074.0,4881831.0,..,..,..,..,1999,Nov
296,Spain,Spain,2130796.0,4873442.0,..,..,..,..,1999,Dec
297,Spain,Spain,1738456.0,4113167.0,..,..,..,..,2000,Jan
298,Spain,Spain,2098381.0,4774933.0,..,..,..,..,2000,Feb
299,Spain,Spain,2405046.0,5732829.0,..,..,..,..,2000,Mar
300,Spain,Spain,2941255.0,7444144.0,..,..,..,..,2000,Apr
301,Spain,Spain,2656249.0,6323491.0,..,..,..,..,2000,May
302,Spain,Spain,2853802.0,7247304.0,..,..,..,..,2000,Jun
303,Spain,Spain,3187268.0,9494610.0,..,..,..,..,2000,Jul
304,Spain,Spain,3805934.0,12511854.0,..,..,..,..,2000,Aug
305,Spain,Spain,3188546.0,8768530.0,..,..,..,..,2000,Sep
306,Spain,Spain,2798565.0,6823331.0,..,..,..,..,2000,Oct
307,Spain,Spain,2283268.0,5213875.0,..,..,..,..,2000,Nov
308,Spain,Spain,2176222.0,4933903.0,..,..,..,..,2000,Dec
309,Spain,Spain,1876469.0,4371423.0,..,43967,98256,..,2001,Jan
310,Spain,Spain,2179135.0,4869295.0,..,59594,117510,..,2001,Feb
311,Spain,Spain,2519243.0,5913829.0,..,71449,134499,..,2001,Mar
312,Spain,Spain,3020317.0,7873787.0,..,114480,328653,..,2001,Apr
313,Spain,Spain,2664737.0,6292310.0,..,65169,135102,..,2001,May
314,Spain,Spain,2946672.0,7446393.0,..,78638,164525,..,2001,Jun
315,Spain,Spain,3244732.0,9645273.0,..,113700,391311,..,2001,Jul
316,Spain,Spain,3917546.0,12873952.0,..,158525,739833,..,2001,Aug
317,Spain,Spain,3223605.0,8960900.0,..,93896,253393,..,2001,Sep
318,Spain,Spain,2859626.0,6752436.0,..,105092,238302,..,2001,Oct
319,Spain,Spain,2336166.0,5478825.0,..,81135,193276,..,2001,Nov
320,Spain,Spain,2104053.0,4782544.0,..,101121,273132,..,2001,Dec
321,Spain,Spain,1824018.0,4162060.0,..,46204,106005,..,2002,Jan
322,Spain,Spain,2163645.0,4878095.0,..,69567,137122,..,2002,Feb
323,Spain,Spain,2863303.0,7167758.0,..,122265,335056,..,2002,Mar
324,Spain,Spain,2626016.0,6502711.0,..,82509,183223,..,2002,Apr
325,Spain,Spain,2800938.0,6786378.0,..,90606,206458,..,2002,May
326,Spain,Spain,2909167.0,7408601.0,..,88806,198268,..,2002,Jun
327,Spain,Spain,3326284.0,9926692.0,..,125306,426038,..,2002,Jul
328,Spain,Spain,4093306.0,13607146.0,..,183821,839262,..,2002,Aug
329,Spain,Spain,3206586.0,9008303.0,..,102802,274594,..,2002,Sep
330,Spain,Spain,2841697.0,6663524.0,..,112914,226323,..,2002,Oct
331,Spain,Spain,2363666.0,5460888.0,..,94500,201090,..,2002,Nov
332,Spain,Spain,2239496.0,5146230.0,..,94500,201090,..,2002,Dec
333,Spain,Spain,1866434.0,4476189.0,..,50644,120410,..,2003,Jan
334,Spain,Spain,2185902.0,4907859.0,..,75161,130945,..,2003,Feb
335,Spain,Spain,2621941.0,6106543.0,..,93011,187422,..,2003,Mar
336,Spain,Spain,3096315.0,7706675.0,..,133314,370859,..,2003,Apr
337,Spain,Spain,2987830.0,7106332.0,..,93198,238959,..,2003,May
338,Spain,Spain,3268531.0,8085899.0,..,97471,219791,..,2003,Jun
339,Spain,Spain,3604009.0,10712570.0,..,134652,450465,..,2003,Jul
340,Spain,Spain,4321876.0,14501388.0,..,191124,930713,..,2003,Aug
341,Spain,Spain,3508436.0,9750160.0,..,113595,308508,..,2003,Sep
342,Spain,Spain,2961468.0,7075513.0,..,114491,239801,..,2003,Oct
343,Spain,Spain,2478930.0,5602497.0,..,96667,199815,..,2003,Nov
344,Spain,Spain,2381098.0,5263796.0,..,129376,327689,..,2003,Dec
345,Spain,Spain,2014826.0,4764150.0,..,66726,180006,..,2004,Jan
346,Spain,Spain,2548353.0,5686798.0,..,96549,190342,..,2004,Feb
347,Spain,Spain,2886872.0,6658937.0,..,116986,252083,..,2004,Mar
348,Spain,Spain,3310414.0,8306562.0,..,159557,428502,..,2004,Apr
349,Spain,Spain,3232971.0,7398208.0,..,113427,233007,..,2004,May
350,Spain,Spain,3650036.0,8906012.0,..,124093,286488,..,2004,Jun
