,destination,month,year,travellers_Foreing,nights_Foreing,avg_stay_Foreign,travellers_Spain,nights_Spain,avg_stay_Spain,travellers_All,nights_All,avg_stay_All
0,A Coruña,Jan,2005,2303,4729,..,20895,37815,..,23198,42544,1.8
1,A Coruña,Feb,2005,2848,4857,..,24938,41524,..,27786,46381,1.7
2,A Coruña,Mar,2005,3140,4922,..,31503,54421,..,34643,59343,1.7
3,A Coruña,Apr,2005,3437,6315,..,34049,53523,..,37486,59838,1.6
4,A Coruña,May,2005,4055,7587,..,34192,59179,..,38247,66766,1.8
5,A Coruña,Jun,2005,5602,9801,..,34267,64823,..,39869,74624,1.9
6,A Coruña,Jul,2005,7791,13229,..,45763,78031,..,53554,91260,1.7
7,A Coruña,Aug,2005,10238,21417,..,49350,102505,..,59588,123922,2.1
8,A Coruña,Sep,2005,5277,10823,..,38350,65046,..,43627,75869,1.7
9,A Coruña,Oct,2005,4209,7373,..,35416,64004,..,39625,71377,1.8
10,A Coruña,Nov,2005,3856,7384,..,37110,61827,..,40966,69211,1.7
11,A Coruña,Dec,2005,4446,6297,..,28572,48535,..,33018,54832,1.7
12,A Coruña,Jan,2006,2643,5751,..,26108,46043,..,28751,51794,1.8
13,A Coruña,Feb,2006,3065,5399,..,25142,44695,..,28207,50094,1.8
14,A Coruña,Mar,2006,3729,7367,..,29475,51736,..,33204,59103,1.8
15,A Coruña,Apr,2006,4992,8131,..,36984,65142,..,41976,73273,1.8
16,A Coruña,May,2006,4486,8164,..,35148,63246,..,39634,71410,1.8
17,A Coruña,Jun,2006,5005,9381,..,33855,61579,..,38860,70960,1.8
18,A Coruña,Jul,2006,8366,14239,..,36918,74949,..,45284,89188,2
19,A Coruña,Aug,2006,8619,16583,..,44995,101799,..,53614,118382,2.2
20,A Coruña,Sep,2006,6406,12993,..,34301,64560,..,40707,77553,1.9
21,A Coruña,Oct,2006,4141,7647,..,38231,70179,..,42372,77826,1.8
22,A Coruña,Nov,2006,2642,5574,..,25661,51116,..,28303,56690,2
23,A Coruña,Dec,2006,4379,6579,..,25237,48703,..,29616,55282,1.9
24,A Coruña,Jan,2007,2524,4526,..,25712,44290,..,28236,48816,1.7
25,A Coruña,Feb,2007,3528,6797,..,24029,43401,..,27557,50198,1.8
26,A Coruña,Mar,2007,3621,7081,..,34962,59278,..,38583,66359,1.7
27,A Coruña,Apr,2007,5507,10601,..,34018,65469,..,39525,76070,1.9
28,A Coruña,May,2007,6392,13830,..,34128,56762,..,40520,70592,1.7
29,A Coruña,Jun,2007,6508,12832,..,31695,62797,..,38203,75629,2
30,A Coruña,Jul,2007,7742,15021,..,43080,83396,..,50822,98417,1.9
31,A Coruña,Aug,2007,9234,18291,..,43397,95953,..,52631,114244,2.2
32,A Coruña,Sep,2007,6114,11334,..,35357,69311,..,41471,80645,1.9
33,A Coruña,Oct,2007,6652,12919,..,31329,64699,..,37981,77618,2
34,A Coruña,Nov,2007,3911,8229,..,27973,56473,..,31884,64702,2
35,A Coruña,Dec,2007,3579,6841,..,23531,48704,..,27110,55545,2.1
36,A Coruña,Jan,2008,3122,6831,..,23950,47389,..,27072,54220,2
37,A Coruña,Feb,2008,4042,9043,..,25725,48639,..,29767,57682,1.9
38,A Coruña,Mar,2008,4120,8344,..,30251,57157,..,34371,65501,1.9
39,A Coruña,Apr,2008,3922,8650,..,31399,58731,..,35321,67381,1.9
40,A Coruña,May,2008,5170,11873,..,30606,62183,..,35776,74056,2.1
41,A Coruña,Jun,2008,6084,13063,..,29054,56993,..,35138,70056,2
42,A Coruña,Jul,2008,6065,13871,..,28958,69465,..,35023,83336,2.4
43,A Coruña,Aug,2008,7047,14662,..,32970,87842,..,40017,102504,2.6
44,A Coruña,Sep,2008,4522,9039,..,25118,58360,..,29640,67399,2.3
45,A Coruña,Oct,2008,4275,10336,..,27680,60194,..,31955,70530,2.2
46,A Coruña,Nov,2008,3343,7907,..,23683,49647,..,27026,57554,2.1
47,A Coruña,Dec,2008,3270,7395,..,18619,40190,..,21889,47585,2.2
48,A Coruña,Jan,2009,2894,7118,..,17774,35135,..,20668,42253,2
49,A Coruña,Feb,2009,3241,6521,..,18519,38955,..,21760,45476,2.1
50,A Coruña,Mar,2009,3451,6822,..,23219,44920,..,26670,51742,1.9
51,A Coruña,Apr,2009,3263,6701,..,25674,52810,..,28937,59511,2.1
52,A Coruña,May,2009,4056,9150,..,27191,54256,..,31247,63406,2
53,A Coruña,Jun,2009,4725,10213,..,24950,55226,..,29675,65439,2.2
54,A Coruña,Jul,2009,7335,17270,..,31563,77433,..,38898,94703,2.4
55,A Coruña,Aug,2009,6857,15045,..,39734,95898,..,46591,110943,2.4
56,A Coruña,Sep,2009,5328,11610,..,31357,62985,..,36685,74595,2
57,A Coruña,Oct,2009,6969,13520,..,31603,62427,..,38572,75947,2
58,A Coruña,Nov,2009,3032,6623,..,23768,47575,..,26800,54198,2
59,A Coruña,Dec,2009,2886,6191,..,20935,41640,..,23821,47831,2
60,A Coruña,Jan,2010,2362,5734,..,19273,33480,..,21635,39214,1.8
61,A Coruña,Feb,2010,3085,7555,..,19177,33032,..,22262,40587,1.8
62,A Coruña,Mar,2010,2675,5911,..,23979,42683,..,26654,48594,1.8
63,A Coruña,Apr,2010,4374,8906,..,28073,52950,..,32447,61856,1.9
64,A Coruña,May,2010,5939,11114,..,28249,56931,..,34188,68045,2
65,A Coruña,Jun,2010,5858,11741,..,27631,53013,..,33489,64754,1.9
66,A Coruña,Jul,2010,7504,16019,..,31447,70001,..,38951,86020,2.2
67,A Coruña,Aug,2010,9172,20716,..,34760,88981,..,43932,109697,2.5
68,A Coruña,Sep,2010,6766,14993,..,31121,63779,..,37887,78772,2.1
69,A Coruña,Oct,2010,5653,12594,..,30625,59511,..,36278,72105,2
70,A Coruña,Nov,2010,2705,6135,..,22909,42062,..,25614,48197,1.9
71,A Coruña,Dec,2010,3601,7881,..,23102,40092,..,26703,47973,1.8
72,A Coruña,Jan,2011,2320,5842,..,18147,31750,..,20467,37592,1.8
73,A Coruña,Feb,2011,3545,8255,..,20585,35905,..,24130,44160,1.8
74,A Coruña,Mar,2011,3793,7615,..,23491,41645,..,27284,49260,1.8
75,A Coruña,Apr,2011,4711,9833,..,27848,59308,..,32559,69141,2.1
76,A Coruña,May,2011,5436,11470,..,23648,46530,..,29084,58000,2
77,A Coruña,Jun,2011,6283,12702,..,24702,48582,..,30985,61284,2
78,A Coruña,Jul,2011,6712,13595,..,33565,76828,..,40277,90423,2.3
79,A Coruña,Aug,2011,9584,20271,..,33595,80862,..,43179,101133,2.3
80,A Coruña,Sep,2011,7379,14118,..,25205,49687,..,32584,63805,2
81,A Coruña,Oct,2011,4486,8762,..,22878,41243,..,27364,50005,1.8
82,A Coruña,Nov,2011,2767,5262,..,20898,37062,..,23665,42324,1.8
83,A Coruña,Dec,2011,2984,7067,..,18386,35955,..,21370,43022,2
84,A Coruña,Jan,2012,2365,5857,..,15963,31121,..,18328,36978,2
85,A Coruña,Feb,2012,3525,9474,..,16422,33095,..,19947,42569,2.1
86,A Coruña,Mar,2012,3516,6738,..,19341,38452,..,22857,45190,2
87,A Coruña,Apr,2012,3693,7269,..,23407,49773,..,27100,57042,2.1
88,A Coruña,May,2012,5184,10361,..,19052,40604,..,24236,50965,2.1
89,A Coruña,Jun,2012,5462,11743,..,23320,47742,..,28782,59485,2.1
90,A Coruña,Jul,2012,6769,15214,..,30232,70606,..,37001,85820,2.3
91,A Coruña,Aug,2012,8590,18281,..,37761,95273,..,46351,113554,2.5
92,A Coruña,Sep,2012,7242,14540,..,25448,52436,..,32690,66976,2.1
93,A Coruña,Oct,2012,4292,8972,..,25942,51799,..,30234,60771,2
94,A Coruña,Nov,2012,3183,7918,..,20334,42486,..,23517,50404,2.1
95,A Coruña,Dec,2012,3002,7214,..,17656,36986,..,20658,44200,2.1
96,A Coruña,Jan,2013,2729,6374,..,14531,29137,..,17260,35511,2.1
97,A Coruña,Feb,2013,3556,8864,..,16253,31084,..,19809,39948,2
98,A Coruña,Mar,2013,3368,8238,..,21222,42084,..,24590,50322,2.1
99,A Coruña,Apr,2013,4161,9490,..,20189,38768,..,24350,48258,2
100,A Coruña,May,2013,5818,11485,..,21562,42441,..,27380,53926,2
101,A Coruña,Jun,2013,6578,13425,..,26640,48964,..,33218,62389,1.9
102,A Coruña,Jul,2013,8605,18618,..,35657,73355,..,44262,91973,2.1
103,A Coruña,Aug,2013,9003,21567,..,40327,102232,..,49330,123799,2.5
104,A Coruña,Sep,2013,7830,16240,..,23824,51905,..,31654,68145,2.2
105,A Coruña,Oct,2013,4922,11819,..,22622,45685,..,27544,57504,2.1
106,A Coruña,Nov,2013,3077,7878,..,22381,48965,..,25458,56843,2.2
107,A Coruña,Dec,2013,3164,7724,..,21355,48255,..,24519,55979,2.3
108,A Coruña,Jan,2014,2362,7747,..,16570,38036,..,18932,45783,2.4
109,A Coruña,Feb,2014,3831,10118,..,21880,40182,..,25711,50300,2
110,A Coruña,Mar,2014,3261,8284,..,20129,42543,..,23390,50827,2.2
111,A Coruña,Apr,2014,5033,10642,..,22429,47128,..,27462,57770,2.1
112,A Coruña,May,2014,7862,17704,..,23838,47911,..,31700,65615,2.1
113,A Coruña,Jun,2014,6291,13115,..,23878,51034,..,30169,64149,2.1
114,A Coruña,Jul,2014,7007,15217,..,30801,73949,..,37808,89166,2.4
115,A Coruña,Aug,2014,9539,19971,..,37297,100119,..,46836,120090,2.6
116,A Coruña,Sep,2014,8473,17706,..,25027,58810,..,33500,76516,2.3
117,A Coruña,Oct,2014,4954,11533,..,22680,52397,..,27634,63930,2.3
118,A Coruña,Nov,2014,3081,7865,..,19327,42762,..,22408,50627,2.3
119,A Coruña,Dec,2014,3595,8189,..,19989,40249,..,23584,48438,2.1
120,A Coruña,Jan,2015,3039,6930,..,17867,35177,..,20906,42107,2
121,A Coruña,Feb,2015,4202,10470,..,20277,37700,..,24479,48170,2
122,A Coruña,Mar,2015,4557,10767,..,21172,41943,..,25729,52710,2.1
123,A Coruña,Apr,2015,4276,10771,..,25548,49636,..,29824,60407,2
124,A Coruña,May,2015,5696,11740,..,24042,50673,..,29738,62413,2.1
125,A Coruña,Jun,2015,7771,16238,..,27508,54586,..,35279,70824,2
126,A Coruña,Jul,2015,10040,21241,..,40431,81909,..,50471,103150,2
127,A Coruña,Aug,2015,11220,26124,..,40970,107644,..,52190,133768,2.6
128,A Coruña,Sep,2015,7978,20100,..,29752,60855,..,37730,80955,2.2
129,A Coruña,Oct,2015,6398,14319,..,35004,61726,..,41402,76045,1.8
130,A Coruña,Nov,2015,4323,8834,..,24925,43143,..,29248,51977,1.8
131,A Coruña,Dec,2015,4000,8595,..,26874,49361,..,30874,57956,1.9
132,A Coruña,Jan,2016,3274,8155,..,21846,37343,..,25120,45498,1.8
133,A Coruña,Feb,2016,3377,7189,..,25864,52725,..,29241,59914,2.1
134,A Coruña,Mar,2016,3926,8853,..,28808,57010,..,32734,65863,2
135,A Coruña,Apr,2016,5839,11861,..,27735,43753,..,33574,55614,1.7
136,A Coruña,May,2016,7651,15725,..,28821,52711,..,36472,68436,1.9
137,A Coruña,Jun,2016,8085,15932,..,33782,56598,..,41867,72530,1.7
138,A Coruña,Jul,2016,10098,19666,..,46058,94306,..,56156,113972,2
139,A Coruña,Aug,2016,12271,25393,..,47988,112758,..,60259,138151,2.3
140,A Coruña,Sep,2016,9664,20298,..,37526,69987,..,47190,90285,1.9
141,A Coruña,Oct,2016,7155,13773,..,35681,61139,..,42836,74912,1.8
142,A Coruña,Nov,2016,4280,8913,..,27348,47922,..,31628,56835,1.8
143,A Coruña,Dec,2016,4337,9309,..,26019,48002,..,30356,57311,1.9
144,A Coruña,Jan,2017,4538,10366,..,23944,38004,..,28482,48370,1.7
145,A Coruña,Feb,2017,3757,7960,..,26985,43119,..,30742,51079,1.7
146,A Coruña,Mar,2017,4727,10834,..,33384,53754,..,38111,64588,1.7
147,A Coruña,Apr,2017,7357,12559,..,37720,69441,..,45077,82000,1.8
148,A Coruña,May,2017,8993,17119,..,30093,54243,..,39086,71362,1.8
149,A Coruña,Jun,2017,9695,18219,..,35798,64889,..,45493,83108,1.8
150,A Coruña,Jul,2017,11150,22163,..,42071,95684,..,53221,117847,2.2
151,A Coruña,Aug,2017,13318,26059,..,46656,114432,..,59974,140491,2.3
152,A Coruña,Sep,2017,10926,20867,..,32293,71747,..,43219,92614,2.1
153,A Coruña,Oct,2017,8257,15272,..,31360,61519,..,39617,76791,1.9
154,A Coruña,Nov,2017,5030,9721,..,27851,52059,..,32881,61780,1.9
155,A Coruña,Dec,2017,4665,9727,..,30815,59475,..,35480,69202,1.9
156,A Coruña,Jan,2018,4286,12371,..,19893,38048,..,24179,50419,2.1
157,A Coruña,Feb,2018,3863,10007,..,22789,43044,..,26652,53051,2
158,A Coruña,Mar,2018,4740,10404,..,26980,51438,..,31720,61842,2
159,A Coruña,Apr,2018,6434,14436,..,27288,54655,..,33722,69091,2.1
160,A Coruña,May,2018,8121,17578,..,26984,52882,..,35105,70460,2
161,A Coruña,Jun,2018,10589,21858,..,35711,60625,..,46300,82483,1.8
162,A Coruña,Jul,2018,9826,23148,..,36976,90644,..,46802,113792,2.4
163,A Coruña,Aug,2018,10880,24817,..,39881,105250,..,50761,130067,2.6
164,A Coruña,Sep,2018,9835,19394,..,32405,70422,..,42240,89816,2.1
165,A Coruña,Oct,2018,8774,17456,..,32291,64684,..,41065,82140,2
166,A Coruña,Nov,2018,5994,16392,..,29131,60116,..,35125,76508,2.2
167,A Coruña,Dec,2018,4624,9637,..,30726,59403,..,35350,69040,2
168,A Coruña,Jan,2019,4956,11424,..,23417,43694,..,28373,55118,1.9
169,A Coruña,Feb,2019,4703,10836,..,24545,44770,..,29248,55606,1.9
170,A Coruña,Mar,2019,5122,12381,..,25216,49742,..,30338,62123,2.1
171,A Coruña,Apr,2019,8390,16863,..,26858,57410,..,35248,74273,2.1
172,A Coruña,May,2019,9378,19439,..,31632,63865,..,41010,83304,2
173,A Coruña,Jun,2019,10608,23607,..,30837,62607,..,41445,86214,2.1
174,A Coruña,Jul,2019,11513,24823,..,38355,94585,..,49868,119408,2.4
175,A Coruña,Aug,2019,12838,27266,..,43172,113783,..,56010,141049,2.5
176,A Coruña,Sep,2019,11728,26572,..,32018,71575,..,43746,98147,2.2
177,A Coruña,Oct,2019,8653,19465,..,30221,65401,..,38874,84866,2.2
178,A Coruña,Nov,2019,5391,12623,..,26334,56438,..,31725,69061,2.2
179,A Coruña,Dec,2019,4610,11674,..,27008,55873,..,31618,67547,2.1
180,A Coruña,Jan,2020,4869,12237,..,22874,47317,..,27743,59554,2.2
181,A Coruña,Feb,2020,5527,15245,..,24848,52287,..,30375,67532,2.2
182,A Coruña,Mar,2020,1597,6439,..,8885,23261,..,10482,29700,2.8
183,A Coruña,Apr,2020,0,0,..,0,0,..,0,0,0
184,A Coruña,May,2020,..,..,..,..,..,..,..,..,..
185,A Coruña,Jun,2020,..,..,..,..,..,..,..,..,..
186,A Coruña,Jul,2020,2611,6251,..,20593,44058,..,23204,50309,2.2
187,A Coruña,Aug,2020,2860,6454,..,23485,55898,..,26345,62352,2.4
188,A Coruña,Sep,2020,1464,4422,..,16000,31331,..,17464,35753,2.1
189,A Coruña,Oct,2020,1328,3955,..,14172,34115,..,15500,38070,2.5
190,A Coruña,Nov,2020,871,6185,..,6581,19444,..,7452,25629,3.4
191,A Coruña,Dec,2020,641,3736,..,7377,23886,..,8018,27622,3.4
192,A Coruña,Jan,2021,629,2377,..,5675,17821,..,6304,20198,3.2
193,A Coruña,Feb,2021,524,1809,..,6086,16324,..,6610,18133,2.7
194,A Coruña,Mar,2021,834,2504,..,9799,22991,..,10633,25495,2.4
195,A Coruña,Apr,2021,824,3105,..,11701,25131,..,12525,28236,2.3
196,A Coruña,May,2021,1547,3926,..,15972,33829,..,17519,37755,2.2
197,A Coruña,Jun,2021,3453,8317,..,24535,53806,..,27988,62123,2.2
198,A Coruña,Jul,2021,5786,11627,..,33395,75410,..,39181,87037,2.2
199,A Coruña,Aug,2021,7046,15224,..,44307,111902,..,51353,127126,2.5
200,A Coruña,Sep,2021,6046,12408,..,33244,71335,..,39290,83743,2.1
201,A Coruña,Oct,2021,6884,13121,..,32389,69411,..,39273,82532,2.1
202,A Coruña,Nov,2021,4042,9118,..,25286,51768,..,29328,60886,2.1
203,A Coruña,Dec,2021,3587,8264,..,24906,51678,..,28493,59942,2.1
204,A Coruña,Jan,2022,2431,5449,..,15328,26654,..,17759,32103,1.8
205,A Coruña,Feb,2022,3458,6398,..,25977,43719,..,29435,50117,1.7
206,A Coruña,Mar,2022,3930,8083,..,26917,44945,..,30847,53028,1.7
207,A Coruña,Apr,2022,6477,13229,..,30257,54413,..,36734,67642,1.8
208,A Coruña,May,2022,8175,15514,..,30881,54855,..,39056,70369,1.8
209,A Coruña,Jun,2022,8293,20156,..,31649,60146,..,39942,80302,2
210,A Coruña,Jul,2022,9644,23097,..,35890,85331,..,45534,108428,2.4
211,A Coruña,Aug,2022,10741,22435,..,38214,108472,..,48955,130907,2.7
212,Santiago de Compostela,Jan,2005,4225,11903,..,15839,43549,..,20064,55452,2.8
213,Santiago de Compostela,Feb,2005,4373,8416,..,17507,43501,..,21880,51917,2.4
214,Santiago de Compostela,Mar,2005,7458,14768,..,26218,63945,..,33676,78713,2.3
215,Santiago de Compostela,Apr,2005,14614,27081,..,24653,55425,..,39267,82506,2.1
216,Santiago de Compostela,May,2005,21653,38672,..,27888,62919,..,49541,101591,2.1
217,Santiago de Compostela,Jun,2005,23108,47817,..,30974,67771,..,54082,115588,2.1
218,Santiago de Compostela,Jul,2005,21647,41854,..,38587,69444,..,60234,111298,1.9
219,Santiago de Compostela,Aug,2005,24222,40244,..,62007,119074,..,86229,159318,1.9
220,Santiago de Compostela,Sep,2005,24295,43985,..,34488,64893,..,58783,108878,1.9
221,Santiago de Compostela,Oct,2005,20239,35716,..,28147,66405,..,48386,102121,2.1
222,Santiago de Compostela,Nov,2005,7807,16053,..,27283,65379,..,35090,81432,2.3
223,Santiago de Compostela,Dec,2005,6619,12068,..,20865,58458,..,27484,70526,2.6
224,Santiago de Compostela,Jan,2006,5841,12541,..,16464,36750,..,22305,49291,2.2
225,Santiago de Compostela,Feb,2006,6186,12817,..,18001,39834,..,24187,52651,2.2
226,Santiago de Compostela,Mar,2006,7091,13404,..,23536,48496,..,30627,61900,2
227,Santiago de Compostela,Apr,2006,17336,30132,..,28935,63500,..,46271,93632,2
228,Santiago de Compostela,May,2006,22259,38510,..,26967,56228,..,49226,94738,1.9
229,Santiago de Compostela,Jun,2006,22272,37812,..,28994,57753,..,51266,95565,1.9
230,Santiago de Compostela,Jul,2006,21305,39486,..,35979,69422,..,57284,108908,1.9
231,Santiago de Compostela,Aug,2006,24515,44033,..,47866,99150,..,72381,143183,2
232,Santiago de Compostela,Sep,2006,21236,38588,..,31099,61522,..,52335,100110,1.9
233,Santiago de Compostela,Oct,2006,18952,33608,..,29500,65899,..,48452,99507,2.1
234,Santiago de Compostela,Nov,2006,7553,14492,..,21589,47435,..,29142,61927,2.1
235,Santiago de Compostela,Dec,2006,6509,11521,..,20617,48997,..,27126,60518,2.2
236,Santiago de Compostela,Jan,2007,5254,11818,..,16371,38680,..,21625,50498,2.3
237,Santiago de Compostela,Feb,2007,7131,14496,..,16957,39711,..,24088,54207,2.3
238,Santiago de Compostela,Mar,2007,8486,18098,..,21388,48916,..,29874,67014,2.2
239,Santiago de Compostela,Apr,2007,18763,33398,..,29206,65148,..,47969,98546,2.1
240,Santiago de Compostela,May,2007,26147,48427,..,27689,57453,..,53836,105880,2
241,Santiago de Compostela,Jun,2007,26163,46566,..,29236,61040,..,55399,107606,1.9
242,Santiago de Compostela,Jul,2007,24342,44244,..,41060,75878,..,65402,120122,1.8
243,Santiago de Compostela,Aug,2007,28067,47967,..,53686,110824,..,81753,158791,1.9
244,Santiago de Compostela,Sep,2007,28034,47686,..,39611,78577,..,67645,126263,1.9
245,Santiago de Compostela,Oct,2007,25416,44043,..,34415,73840,..,59831,117883,2
246,Santiago de Compostela,Nov,2007,10852,20154,..,26995,61745,..,37847,81899,2.2
247,Santiago de Compostela,Dec,2007,5941,11157,..,21825,53667,..,27766,64824,2.3
248,Santiago de Compostela,Jan,2008,4961,11406,..,18035,45772,..,22996,57178,2.5
249,Santiago de Compostela,Feb,2008,6447,12927,..,20735,49283,..,27182,62210,2.3
250,Santiago de Compostela,Mar,2008,9557,16668,..,28508,69302,..,38065,85970,2.3
251,Santiago de Compostela,Apr,2008,18841,35322,..,23585,51819,..,42426,87141,2.1
252,Santiago de Compostela,May,2008,28909,51124,..,30377,68093,..,59286,119217,2
253,Santiago de Compostela,Jun,2008,22965,41029,..,27953,66582,..,50918,107611,2.1
254,Santiago de Compostela,Jul,2008,23944,46118,..,36831,71107,..,60775,117225,1.9
255,Santiago de Compostela,Aug,2008,24181,41759,..,50157,97631,..,74338,139390,1.9
256,Santiago de Compostela,Sep,2008,25512,46246,..,31891,60321,..,57403,106567,1.9
257,Santiago de Compostela,Oct,2008,19952,35355,..,32295,70157,..,52247,105512,2
258,Santiago de Compostela,Nov,2008,8321,15319,..,23540,56728,..,31861,72047,2.3
259,Santiago de Compostela,Dec,2008,5009,9295,..,20086,52139,..,25095,61434,2.5
260,Santiago de Compostela,Jan,2009,4661,10151,..,18284,48323,..,22945,58474,2.6
261,Santiago de Compostela,Feb,2009,7342,11935,..,21988,56560,..,29330,68495,2.3
262,Santiago de Compostela,Mar,2009,7081,14205,..,21043,52885,..,28124,67090,2.4
263,Santiago de Compostela,Apr,2009,15385,28049,..,28414,68304,..,43799,96353,2.2
264,Santiago de Compostela,May,2009,26241,46412,..,28031,66020,..,54272,112432,2.1
265,Santiago de Compostela,Jun,2009,24816,41782,..,29614,70016,..,54430,111798,2.1
266,Santiago de Compostela,Jul,2009,25413,44129,..,39364,82028,..,64777,126157,2
267,Santiago de Compostela,Aug,2009,26773,45068,..,58553,128908,..,85326,173976,2
268,Santiago de Compostela,Sep,2009,28298,49102,..,36732,74411,..,65030,123513,1.9
269,Santiago de Compostela,Oct,2009,20661,33661,..,33714,77062,..,54375,110723,2
270,Santiago de Compostela,Nov,2009,8370,16408,..,24491,56331,..,32861,72739,2.2
271,Santiago de Compostela,Dec,2009,6306,10973,..,20810,50177,..,27116,61150,2.3
272,Santiago de Compostela,Jan,2010,3676,8261,..,16217,43488,..,19893,51749,2.6
273,Santiago de Compostela,Feb,2010,5813,12584,..,25054,58804,..,30867,71388,2.3
274,Santiago de Compostela,Mar,2010,7828,14666,..,32636,71041,..,40464,85707,2.1
275,Santiago de Compostela,Apr,2010,16184,28085,..,39991,84094,..,56175,112179,2
276,Santiago de Compostela,May,2010,29231,49999,..,40442,84130,..,69673,134129,1.9
277,Santiago de Compostela,Jun,2010,27055,45333,..,45334,96623,..,72389,141956,2
278,Santiago de Compostela,Jul,2010,32899,56912,..,45816,94157,..,78715,151069,1.9
279,Santiago de Compostela,Aug,2010,32406,53911,..,61409,128581,..,93815,182492,2
280,Santiago de Compostela,Sep,2010,34525,62207,..,47866,100619,..,82391,162826,2
281,Santiago de Compostela,Oct,2010,27609,47466,..,50898,105883,..,78507,153349,2
282,Santiago de Compostela,Nov,2010,9174,17015,..,37128,84537,..,46302,101552,2.2
283,Santiago de Compostela,Dec,2010,5814,10438,..,29102,71349,..,34916,81787,2.3
284,Santiago de Compostela,Jan,2011,3623,7509,..,14173,39995,..,17796,47504,2.7
285,Santiago de Compostela,Feb,2011,4444,7932,..,15795,42695,..,20239,50627,2.5
286,Santiago de Compostela,Mar,2011,8033,13812,..,20413,51028,..,28446,64840,2.3
287,Santiago de Compostela,Apr,2011,18802,31746,..,25751,60810,..,44553,92556,2.1
288,Santiago de Compostela,May,2011,28020,46898,..,25541,59871,..,53561,106769,2
289,Santiago de Compostela,Jun,2011,27622,44979,..,31633,71160,..,59255,116139,2
290,Santiago de Compostela,Jul,2011,27937,50723,..,39842,84708,..,67779,135431,2
291,Santiago de Compostela,Aug,2011,33013,52869,..,48283,99468,..,81296,152337,1.9
292,Santiago de Compostela,Sep,2011,32973,55526,..,35999,76655,..,68972,132181,1.9
293,Santiago de Compostela,Oct,2011,21967,38821,..,30693,79577,..,52660,118398,2.3
294,Santiago de Compostela,Nov,2011,8549,15686,..,19426,50837,..,27975,66523,2.4
295,Santiago de Compostela,Dec,2011,5156,9928,..,16624,49242,..,21780,59170,2.7
296,Santiago de Compostela,Jan,2012,4021,7777,..,12346,33945,..,16367,41722,2.6
297,Santiago de Compostela,Feb,2012,4201,7821,..,17015,39633,..,21216,47454,2.2
298,Santiago de Compostela,Mar,2012,8679,14832,..,19014,42378,..,27693,57210,2.1
299,Santiago de Compostela,Apr,2012,20382,34535,..,26526,58802,..,46908,93337,2
300,Santiago de Compostela,May,2012,33060,53910,..,24837,53243,..,57897,107153,1.9
301,Santiago de Compostela,Jun,2012,29456,57036,..,28668,56314,..,58124,113350,2
302,Santiago de Compostela,Jul,2012,25858,45414,..,32098,61910,..,57956,107324,1.9
303,Santiago de Compostela,Aug,2012,33275,55263,..,45324,91859,..,78599,147122,1.9
304,Santiago de Compostela,Sep,2012,38132,64193,..,30361,58324,..,68493,122517,1.8
305,Santiago de Compostela,Oct,2012,27263,48798,..,27797,61488,..,55060,110286,2
306,Santiago de Compostela,Nov,2012,7789,14670,..,21312,49708,..,29101,64378,2.2
307,Santiago de Compostela,Dec,2012,6231,12996,..,15907,40112,..,22138,53108,2.4
308,Santiago de Compostela,Jan,2013,4154,7209,..,16891,37469,..,21045,44678,2.1
309,Santiago de Compostela,Feb,2013,4519,8406,..,16260,36236,..,20779,44642,2.2
310,Santiago de Compostela,Mar,2013,11087,21217,..,23253,51785,..,34340,73002,2.1
311,Santiago de Compostela,Apr,2013,18802,31775,..,20130,44095,..,38932,75870,2
312,Santiago de Compostela,May,2013,36743,61238,..,26984,56967,..,63727,118205,1.9
313,Santiago de Compostela,Jun,2013,36453,64094,..,27042,50866,..,63495,114960,1.8
314,Santiago de Compostela,Jul,2013,29290,53162,..,37030,69174,..,66320,122336,1.8
315,Santiago de Compostela,Aug,2013,34207,56320,..,53448,102307,..,87655,158627,1.8
316,Santiago de Compostela,Sep,2013,37003,62740,..,33534,68807,..,70537,131547,1.9
317,Santiago de Compostela,Oct,2013,30849,51318,..,26307,54914,..,57156,106232,1.9
318,Santiago de Compostela,Nov,2013,10618,17662,..,19506,44412,..,30124,62074,2.1
319,Santiago de Compostela,Dec,2013,5473,9443,..,16953,38893,..,22426,48336,2.2
320,Santiago de Compostela,Jan,2014,5527,8990,..,13001,31062,..,18528,40052,2.2
321,Santiago de Compostela,Feb,2014,4871,8527,..,16610,34329,..,21481,42856,2
322,Santiago de Compostela,Mar,2014,8524,15761,..,19115,42297,..,27639,58058,2.1
323,Santiago de Compostela,Apr,2014,22103,35548,..,26770,51487,..,48873,87035,1.8
324,Santiago de Compostela,May,2014,37740,63391,..,27576,56974,..,65316,120365,1.8
325,Santiago de Compostela,Jun,2014,37772,63848,..,31470,56958,..,69242,120806,1.7
326,Santiago de Compostela,Jul,2014,35084,59060,..,40515,74738,..,75599,133798,1.8
327,Santiago de Compostela,Aug,2014,37833,62771,..,58529,114296,..,96362,177067,1.8
328,Santiago de Compostela,Sep,2014,45178,76258,..,37124,73772,..,82302,150030,1.8
329,Santiago de Compostela,Oct,2014,36438,67125,..,30437,62350,..,66875,129475,1.9
330,Santiago de Compostela,Nov,2014,11109,21044,..,23341,48013,..,34450,69057,2
331,Santiago de Compostela,Dec,2014,6453,10568,..,21345,40713,..,27798,51281,1.8
