,accommodation_type,come_from,total,year,month
2982,Rural Tourism,Foreign,6032,2012,Jun
2983,Rural Tourism,Foreign,4893,2012,May
2984,Rural Tourism,Foreign,2754,2012,Apr
2985,Rural Tourism,Foreign,378,2012,Mar
2986,Rural Tourism,Foreign,412,2012,Feb
2987,Rural Tourism,Foreign,201,2012,Jan
2988,Rural Tourism,Foreign,660,2011,Dec
2989,Rural Tourism,Foreign,233,2011,Nov
2990,Rural Tourism,Foreign,3070,2011,Oct
2991,Rural Tourism,Foreign,6584,2011,Sep
2992,Rural Tourism,Foreign,11573,2011,Aug
2993,Rural Tourism,Foreign,7733,2011,Jul
2994,Rural Tourism,Foreign,3904,2011,Jun
2995,Rural Tourism,Foreign,3726,2011,May
2996,Rural Tourism,Foreign,1110,2011,Apr
2997,Rural Tourism,Foreign,361,2011,Mar
2998,Rural Tourism,Foreign,88,2011,Feb
2999,Rural Tourism,Foreign,216,2011,Jan
3000,Rural Tourism,Foreign,1240,2010,Dec
3001,Rural Tourism,Foreign,410,2010,Nov
3002,Rural Tourism,Foreign,3227,2010,Oct
3003,Rural Tourism,Foreign,8229,2010,Sep
3004,Rural Tourism,Foreign,11147,2010,Aug
3005,Rural Tourism,Foreign,8283,2010,Jul
3006,Rural Tourism,Foreign,4513,2010,Jun
3007,Rural Tourism,Foreign,4730,2010,May
3008,Rural Tourism,Foreign,2205,2010,Apr
3009,Rural Tourism,Foreign,487,2010,Mar
3010,Rural Tourism,Foreign,644,2010,Feb
3011,Rural Tourism,Foreign,367,2010,Jan
3012,Rural Tourism,Foreign,982,2009,Dec
3013,Rural Tourism,Foreign,1051,2009,Nov
3014,Rural Tourism,Foreign,3000,2009,Oct
3015,Rural Tourism,Foreign,3815,2009,Sep
3016,Rural Tourism,Foreign,7004,2009,Aug
3017,Rural Tourism,Foreign,4797,2009,Jul
3018,Rural Tourism,Foreign,4410,2009,Jun
3019,Rural Tourism,Foreign,4765,2009,May
3020,Rural Tourism,Foreign,2402,2009,Apr
3021,Rural Tourism,Foreign,368,2009,Mar
3022,Rural Tourism,Foreign,235,2009,Feb
3023,Rural Tourism,Foreign,174,2009,Jan
3024,Rural Tourism,Foreign,621,2008,Dec
3025,Rural Tourism,Foreign,392,2008,Nov
3026,Rural Tourism,Foreign,1931,2008,Oct
3027,Rural Tourism,Foreign,6239,2008,Sep
3028,Rural Tourism,Foreign,9429,2008,Aug
3029,Rural Tourism,Foreign,6546,2008,Jul
3030,Rural Tourism,Foreign,4622,2008,Jun
3031,Rural Tourism,Foreign,4089,2008,May
3032,Rural Tourism,Foreign,2626,2008,Apr
3033,Rural Tourism,Foreign,907,2008,Mar
3034,Rural Tourism,Foreign,346,2008,Feb
3035,Rural Tourism,Foreign,346,2008,Jan
3036,Rural Tourism,Foreign,625,2007,Dec
3037,Rural Tourism,Foreign,561,2007,Nov
3038,Rural Tourism,Foreign,2576,2007,Oct
3039,Rural Tourism,Foreign,5409,2007,Sep
3040,Rural Tourism,Foreign,8041,2007,Aug
3041,Rural Tourism,Foreign,6601,2007,Jul
3042,Rural Tourism,Foreign,4586,2007,Jun
3043,Rural Tourism,Foreign,4198,2007,May
3044,Rural Tourism,Foreign,2009,2007,Apr
3045,Rural Tourism,Foreign,584,2007,Mar
3046,Rural Tourism,Foreign,438,2007,Feb
3047,Rural Tourism,Foreign,322,2007,Jan
3048,Rural Tourism,Foreign,867,2006,Dec
3049,Rural Tourism,Foreign,358,2006,Nov
3050,Rural Tourism,Foreign,2760,2006,Oct
3051,Rural Tourism,Foreign,4408,2006,Sep
3052,Rural Tourism,Foreign,8812,2006,Aug
3053,Rural Tourism,Foreign,6294,2006,Jul
3054,Rural Tourism,Foreign,3558,2006,Jun
3055,Rural Tourism,Foreign,3528,2006,May
3056,Rural Tourism,Foreign,1224,2006,Apr
3057,Rural Tourism,Foreign,498,2006,Mar
3058,Rural Tourism,Foreign,574,2006,Feb
3059,Rural Tourism,Foreign,352,2006,Jan
3060,Rural Tourism,Foreign,701,2005,Dec
3061,Rural Tourism,Foreign,882,2005,Nov
3062,Rural Tourism,Foreign,1548,2005,Oct
3063,Rural Tourism,Foreign,3554,2005,Sep
3064,Rural Tourism,Foreign,5751,2005,Aug
3065,Rural Tourism,Foreign,6177,2005,Jul
3066,Rural Tourism,Foreign,3908,2005,Jun
3067,Rural Tourism,Foreign,2809,2005,May
3068,Rural Tourism,Foreign,828,2005,Apr
3069,Rural Tourism,Foreign,977,2005,Mar
3070,Rural Tourism,Foreign,298,2005,Feb
3071,Rural Tourism,Foreign,598,2005,Jan
3072,Rural Tourism,Foreign,730,2004,Dec
3073,Rural Tourism,Foreign,547,2004,Nov
3074,Rural Tourism,Foreign,2200,2004,Oct
3075,Rural Tourism,Foreign,2885,2004,Sep
3076,Rural Tourism,Foreign,5875,2004,Aug
3077,Rural Tourism,Foreign,5474,2004,Jul
3078,Rural Tourism,Foreign,3235,2004,Jun
3079,Rural Tourism,Foreign,2937,2004,May
3080,Rural Tourism,Foreign,1465,2004,Apr
3081,Rural Tourism,Foreign,493,2004,Mar
3082,Rural Tourism,Foreign,329,2004,Feb
3083,Rural Tourism,Foreign,747,2004,Jan
3084,Rural Tourism,Foreign,363,2003,Dec
3085,Rural Tourism,Foreign,372,2003,Nov
3086,Rural Tourism,Foreign,1662,2003,Oct
3087,Rural Tourism,Foreign,2680,2003,Sep
3088,Rural Tourism,Foreign,5969,2003,Aug
3089,Rural Tourism,Foreign,4350,2003,Jul
3090,Rural Tourism,Foreign,3093,2003,Jun
3091,Rural Tourism,Foreign,1235,2003,May
3092,Rural Tourism,Foreign,993,2003,Apr
3093,Rural Tourism,Foreign,437,2003,Mar
3094,Rural Tourism,Foreign,671,2003,Feb
3095,Rural Tourism,Foreign,235,2003,Jan
3096,Rural Tourism,Foreign,594,2002,Dec
3097,Rural Tourism,Foreign,594,2002,Nov
3098,Rural Tourism,Foreign,1091,2002,Oct
3099,Rural Tourism,Foreign,3242,2002,Sep
3100,Rural Tourism,Foreign,7884,2002,Aug
3101,Rural Tourism,Foreign,4503,2002,Jul
3102,Rural Tourism,Foreign,3796,2002,Jun
3103,Rural Tourism,Foreign,1879,2002,May
3104,Rural Tourism,Foreign,1101,2002,Apr
3105,Rural Tourism,Foreign,581,2002,Mar
3106,Rural Tourism,Foreign,102,2002,Feb
3107,Rural Tourism,Foreign,53,2002,Jan
3108,Rural Tourism,Foreign,793,2001,Dec
3109,Rural Tourism,Foreign,342,2001,Nov
3110,Rural Tourism,Foreign,692,2001,Oct
3111,Rural Tourism,Foreign,2663,2001,Sep
3112,Rural Tourism,Foreign,4844,2001,Aug
3113,Rural Tourism,Foreign,3973,2001,Jul
3114,Rural Tourism,Foreign,2394,2001,Jun
3115,Rural Tourism,Foreign,990,2001,May
3116,Rural Tourism,Foreign,989,2001,Apr
3117,Rural Tourism,Foreign,278,2001,Mar
3118,Rural Tourism,Foreign,305,2001,Feb
3119,Rural Tourism,Foreign,62,2001,Jan
3380,Apartments,Spain,142170,2022,Aug
3381,Apartments,Spain,115059,2022,Jul
3382,Apartments,Spain,38809,2022,Jun
3383,Apartments,Spain,27342,2022,May
3384,Apartments,Spain,36455,2022,Apr
3385,Apartments,Spain,16326,2022,Mar
3386,Apartments,Spain,19934,2022,Feb
3387,Apartments,Spain,14765,2022,Jan
3388,Apartments,Spain,22265,2021,Dec
3389,Apartments,Spain,16483,2021,Nov
3390,Apartments,Spain,32570,2021,Oct
3391,Apartments,Spain,56489,2021,Sep
3392,Apartments,Spain,143306,2021,Aug
3393,Apartments,Spain,115341,2021,Jul
3394,Apartments,Spain,39371,2021,Jun
3395,Apartments,Spain,18727,2021,May
3396,Apartments,Spain,16464,2021,Apr
3397,Apartments,Spain,11169,2021,Mar
3398,Apartments,Spain,7642,2021,Feb
3399,Apartments,Spain,9750,2021,Jan
3400,Apartments,Spain,11264,2020,Dec
3401,Apartments,Spain,10071,2020,Nov
3402,Apartments,Spain,15229,2020,Oct
3403,Apartments,Spain,37578,2020,Sep
3404,Apartments,Spain,114308,2020,Aug
3405,Apartments,Spain,78259,2020,Jul
3406,Apartments,Spain,16895,2020,Jun
3407,Apartments,Spain,.,2020,May
3408,Apartments,Spain,0,2020,Apr
3409,Apartments,Spain,7002,2020,Mar
3410,Apartments,Spain,13525,2020,Feb
3411,Apartments,Spain,12357,2020,Jan
3412,Apartments,Spain,16087,2019,Dec
3413,Apartments,Spain,12802,2019,Nov
3414,Apartments,Spain,21696,2019,Oct
3415,Apartments,Spain,49890,2019,Sep
3416,Apartments,Spain,113901,2019,Aug
3417,Apartments,Spain,95737,2019,Jul
3418,Apartments,Spain,32303,2019,Jun
3419,Apartments,Spain,28271,2019,May
3420,Apartments,Spain,29729,2019,Apr
3421,Apartments,Spain,11883,2019,Mar
3422,Apartments,Spain,8509,2019,Feb
3423,Apartments,Spain,8580,2019,Jan
3424,Apartments,Spain,14011,2018,Dec
3425,Apartments,Spain,10877,2018,Nov
3426,Apartments,Spain,20891,2018,Oct
3427,Apartments,Spain,40409,2018,Sep
3428,Apartments,Spain,108847,2018,Aug
3429,Apartments,Spain,82436,2018,Jul
3430,Apartments,Spain,26869,2018,Jun
3431,Apartments,Spain,16588,2018,May
3432,Apartments,Spain,17087,2018,Apr
3433,Apartments,Spain,16461,2018,Mar
3434,Apartments,Spain,9528,2018,Feb
3435,Apartments,Spain,9025,2018,Jan
3436,Apartments,Spain,14742,2017,Dec
3437,Apartments,Spain,11567,2017,Nov
3438,Apartments,Spain,22125,2017,Oct
3439,Apartments,Spain,41128,2017,Sep
3440,Apartments,Spain,104466,2017,Aug
3441,Apartments,Spain,83872,2017,Jul
3442,Apartments,Spain,29533,2017,Jun
3443,Apartments,Spain,17843,2017,May
3444,Apartments,Spain,27725,2017,Apr
3445,Apartments,Spain,12809,2017,Mar
3446,Apartments,Spain,13087,2017,Feb
3447,Apartments,Spain,10150,2017,Jan
3448,Apartments,Spain,14158,2016,Dec
3449,Apartments,Spain,12127,2016,Nov
3450,Apartments,Spain,20326,2016,Oct
3451,Apartments,Spain,34481,2016,Sep
3452,Apartments,Spain,100947,2016,Aug
3453,Apartments,Spain,77763,2016,Jul
3454,Apartments,Spain,27620,2016,Jun
3455,Apartments,Spain,16596,2016,May
3456,Apartments,Spain,14320,2016,Apr
3457,Apartments,Spain,24385,2016,Mar
3458,Apartments,Spain,13012,2016,Feb
3459,Apartments,Spain,11227,2016,Jan
3460,Apartments,Spain,10787,2015,Dec
3461,Apartments,Spain,9137,2015,Nov
3462,Apartments,Spain,12082,2015,Oct
3463,Apartments,Spain,25238,2015,Sep
3464,Apartments,Spain,84965,2015,Aug
3465,Apartments,Spain,64888,2015,Jul
3466,Apartments,Spain,20372,2015,Jun
3467,Apartments,Spain,11629,2015,May
3468,Apartments,Spain,13698,2015,Apr
3469,Apartments,Spain,9220,2015,Mar
3470,Apartments,Spain,9961,2015,Feb
3471,Apartments,Spain,7639,2015,Jan
3472,Apartments,Spain,9013,2014,Dec
3473,Apartments,Spain,7633,2014,Nov
3474,Apartments,Spain,8099,2014,Oct
3475,Apartments,Spain,21821,2014,Sep
3476,Apartments,Spain,79467,2014,Aug
3477,Apartments,Spain,52542,2014,Jul
3478,Apartments,Spain,16164,2014,Jun
3479,Apartments,Spain,10134,2014,May
3480,Apartments,Spain,12498,2014,Apr
3481,Apartments,Spain,7720,2014,Mar
3482,Apartments,Spain,6445,2014,Feb
3483,Apartments,Spain,5920,2014,Jan
3484,Apartments,Spain,9980,2013,Dec
3485,Apartments,Spain,7392,2013,Nov
3486,Apartments,Spain,9800,2013,Oct
3487,Apartments,Spain,21728,2013,Sep
3488,Apartments,Spain,65947,2013,Aug
3489,Apartments,Spain,41316,2013,Jul
3490,Apartments,Spain,15829,2013,Jun
3491,Apartments,Spain,9324,2013,May
3492,Apartments,Spain,8006,2013,Apr
3493,Apartments,Spain,8474,2013,Mar
3494,Apartments,Spain,5605,2013,Feb
3495,Apartments,Spain,4915,2013,Jan
3496,Apartments,Spain,7399,2012,Dec
3497,Apartments,Spain,7445,2012,Nov
3498,Apartments,Spain,8535,2012,Oct
3499,Apartments,Spain,23863,2012,Sep
3500,Apartments,Spain,63512,2012,Aug
3501,Apartments,Spain,40420,2012,Jul
3502,Apartments,Spain,14813,2012,Jun
3503,Apartments,Spain,9989,2012,May
3504,Apartments,Spain,16295,2012,Apr
3505,Apartments,Spain,7956,2012,Mar
3506,Apartments,Spain,4401,2012,Feb
3507,Apartments,Spain,4407,2012,Jan
3508,Apartments,Spain,6747,2011,Dec
3509,Apartments,Spain,5428,2011,Nov
3510,Apartments,Spain,7508,2011,Oct
3511,Apartments,Spain,18183,2011,Sep
3512,Apartments,Spain,57889,2011,Aug
3513,Apartments,Spain,46299,2011,Jul
3514,Apartments,Spain,14614,2011,Jun
3515,Apartments,Spain,9304,2011,May
3516,Apartments,Spain,11984,2011,Apr
3517,Apartments,Spain,6980,2011,Mar
3518,Apartments,Spain,5120,2011,Feb
3519,Apartments,Spain,5138,2011,Jan
3520,Apartments,Spain,7545,2010,Dec
3521,Apartments,Spain,4834,2010,Nov
3522,Apartments,Spain,8818,2010,Oct
3523,Apartments,Spain,20010,2010,Sep
3524,Apartments,Spain,58858,2010,Aug
3525,Apartments,Spain,41714,2010,Jul
3526,Apartments,Spain,12372,2010,Jun
3527,Apartments,Spain,7425,2010,May
3528,Apartments,Spain,9434,2010,Apr
3529,Apartments,Spain,5752,2010,Mar
3530,Apartments,Spain,4204,2010,Feb
3531,Apartments,Spain,4554,2010,Jan
3532,Apartments,Spain,7474,2009,Dec
3533,Apartments,Spain,4277,2009,Nov
3534,Apartments,Spain,9116,2009,Oct
3535,Apartments,Spain,16894,2009,Sep
3536,Apartments,Spain,57080,2009,Aug
3537,Apartments,Spain,36946,2009,Jul
3538,Apartments,Spain,12064,2009,Jun
3539,Apartments,Spain,8413,2009,May
3540,Apartments,Spain,11196,2009,Apr
3541,Apartments,Spain,5954,2009,Mar
3542,Apartments,Spain,5074,2009,Feb
3543,Apartments,Spain,4933,2009,Jan
3544,Apartments,Spain,6312,2008,Dec
3545,Apartments,Spain,4742,2008,Nov
3546,Apartments,Spain,6577,2008,Oct
3547,Apartments,Spain,13774,2008,Sep
3548,Apartments,Spain,52751,2008,Aug
3549,Apartments,Spain,36698,2008,Jul
3550,Apartments,Spain,11818,2008,Jun
3551,Apartments,Spain,7922,2008,May
3552,Apartments,Spain,5356,2008,Apr
3553,Apartments,Spain,9729,2008,Mar
3554,Apartments,Spain,5822,2008,Feb
3555,Apartments,Spain,5313,2008,Jan
3556,Apartments,Spain,5835,2007,Dec
3557,Apartments,Spain,4416,2007,Nov
3558,Apartments,Spain,6072,2007,Oct
3559,Apartments,Spain,15970,2007,Sep
3560,Apartments,Spain,54211,2007,Aug
3561,Apartments,Spain,37421,2007,Jul
3562,Apartments,Spain,9738,2007,Jun
3563,Apartments,Spain,5601,2007,May
3564,Apartments,Spain,8388,2007,Apr
3565,Apartments,Spain,5165,2007,Mar
3566,Apartments,Spain,4646,2007,Feb
3567,Apartments,Spain,3730,2007,Jan
3568,Apartments,Spain,5767,2006,Dec
3569,Apartments,Spain,4706,2006,Nov
3570,Apartments,Spain,8436,2006,Oct
3571,Apartments,Spain,12636,2006,Sep
3572,Apartments,Spain,45651,2006,Aug
3573,Apartments,Spain,34789,2006,Jul
3574,Apartments,Spain,8746,2006,Jun
3575,Apartments,Spain,5221,2006,May
3576,Apartments,Spain,7762,2006,Apr
3577,Apartments,Spain,4990,2006,Mar
3578,Apartments,Spain,5752,2006,Feb
3579,Apartments,Spain,4857,2006,Jan
3580,Apartments,Spain,5647,2005,Dec
3581,Apartments,Spain,5138,2005,Nov
3582,Apartments,Spain,5735,2005,Oct
3583,Apartments,Spain,13420,2005,Sep
3584,Apartments,Spain,48514,2005,Aug
3585,Apartments,Spain,35168,2005,Jul
3586,Apartments,Spain,7136,2005,Jun
3587,Apartments,Spain,4381,2005,May
3588,Apartments,Spain,3410,2005,Apr
3589,Apartments,Spain,5898,2005,Mar
3590,Apartments,Spain,3830,2005,Feb
3591,Apartments,Spain,3191,2005,Jan
3592,Apartments,Spain,5993,2004,Dec
3593,Apartments,Spain,2560,2004,Nov
3594,Apartments,Spain,6552,2004,Oct
3595,Apartments,Spain,9661,2004,Sep
3596,Apartments,Spain,38401,2004,Aug
3597,Apartments,Spain,25641,2004,Jul
3598,Apartments,Spain,8416,2004,Jun
3599,Apartments,Spain,4188,2004,May
3600,Apartments,Spain,6632,2004,Apr
3601,Apartments,Spain,3723,2004,Mar
3602,Apartments,Spain,3407,2004,Feb
3603,Apartments,Spain,2847,2004,Jan
3604,Apartments,Spain,3839,2003,Dec
3605,Apartments,Spain,2544,2003,Nov
3606,Apartments,Spain,2419,2003,Oct
3607,Apartments,Spain,8802,2003,Sep
3608,Apartments,Spain,33735,2003,Aug
3609,Apartments,Spain,19762,2003,Jul
3610,Apartments,Spain,5752,2003,Jun
3611,Apartments,Spain,3737,2003,May
3612,Apartments,Spain,6770,2003,Apr
3613,Apartments,Spain,4007,2003,Mar
3614,Apartments,Spain,3290,2003,Feb
3615,Apartments,Spain,3926,2003,Jan
3616,Apartments,Spain,3554,2002,Dec
3617,Apartments,Spain,2528,2002,Nov
3618,Apartments,Spain,3718,2002,Oct
3619,Apartments,Spain,8758,2002,Sep
3620,Apartments,Spain,37421,2002,Aug
3621,Apartments,Spain,21533,2002,Jul
3622,Apartments,Spain,5762,2002,Jun
3623,Apartments,Spain,5692,2002,May
3624,Apartments,Spain,4626,2002,Apr
3625,Apartments,Spain,6256,2002,Mar
3626,Apartments,Spain,3723,2002,Feb
3627,Apartments,Spain,3400,2002,Jan
3628,Apartments,Spain,3550,2001,Dec
3629,Apartments,Spain,3026,2001,Nov
3630,Apartments,Spain,3077,2001,Oct
3631,Apartments,Spain,10236,2001,Sep
3632,Apartments,Spain,31151,2001,Aug
3633,Apartments,Spain,24360,2001,Jul
3634,Apartments,Spain,6371,2001,Jun
3635,Apartments,Spain,5679,2001,May
3636,Apartments,Spain,7110,2001,Apr
3637,Apartments,Spain,5154,2001,Mar
3638,Apartments,Spain,4224,2001,Feb
3639,Apartments,Spain,4055,2001,Jan
3900,Apartments,Foreign,16516,2022,Aug
3901,Apartments,Foreign,14961,2022,Jul
3902,Apartments,Foreign,9946,2022,Jun
3903,Apartments,Foreign,8823,2022,May
3904,Apartments,Foreign,5212,2022,Apr
3905,Apartments,Foreign,2197,2022,Mar
3906,Apartments,Foreign,3341,2022,Feb
3907,Apartments,Foreign,2022,2022,Jan
3908,Apartments,Foreign,2375,2021,Dec
3909,Apartments,Foreign,3068,2021,Nov
3910,Apartments,Foreign,4486,2021,Oct
3911,Apartments,Foreign,5940,2021,Sep
3912,Apartments,Foreign,7420,2021,Aug
3913,Apartments,Foreign,6425,2021,Jul
3914,Apartments,Foreign,3309,2021,Jun
3915,Apartments,Foreign,1773,2021,May
3916,Apartments,Foreign,1842,2021,Apr
3917,Apartments,Foreign,970,2021,Mar
3918,Apartments,Foreign,1012,2021,Feb
3919,Apartments,Foreign,1344,2021,Jan
3920,Apartments,Foreign,1145,2020,Dec
3921,Apartments,Foreign,1908,2020,Nov
3922,Apartments,Foreign,2331,2020,Oct
3923,Apartments,Foreign,4710,2020,Sep
3924,Apartments,Foreign,5727,2020,Aug
3925,Apartments,Foreign,6719,2020,Jul
3926,Apartments,Foreign,5177,2020,Jun
3927,Apartments,Foreign,.,2020,May
3928,Apartments,Foreign,0,2020,Apr
3929,Apartments,Foreign,2264,2020,Mar
3930,Apartments,Foreign,3947,2020,Feb
3931,Apartments,Foreign,2395,2020,Jan
3932,Apartments,Foreign,2083,2019,Dec
3933,Apartments,Foreign,1663,2019,Nov
3934,Apartments,Foreign,5179,2019,Oct
3935,Apartments,Foreign,13188,2019,Sep
3936,Apartments,Foreign,16008,2019,Aug
3937,Apartments,Foreign,12292,2019,Jul
3938,Apartments,Foreign,7974,2019,Jun
3939,Apartments,Foreign,4624,2019,May
3940,Apartments,Foreign,4099,2019,Apr
3941,Apartments,Foreign,1499,2019,Mar
3942,Apartments,Foreign,1077,2019,Feb
3943,Apartments,Foreign,1297,2019,Jan
3944,Apartments,Foreign,1683,2018,Dec
3945,Apartments,Foreign,1809,2018,Nov
3946,Apartments,Foreign,5208,2018,Oct
3947,Apartments,Foreign,11643,2018,Sep
3948,Apartments,Foreign,13928,2018,Aug
3949,Apartments,Foreign,9868,2018,Jul
3950,Apartments,Foreign,6916,2018,Jun
3951,Apartments,Foreign,6999,2018,May
3952,Apartments,Foreign,3881,2018,Apr
3953,Apartments,Foreign,1926,2018,Mar
3954,Apartments,Foreign,1901,2018,Feb
3955,Apartments,Foreign,1447,2018,Jan
3956,Apartments,Foreign,3017,2017,Dec
3957,Apartments,Foreign,2460,2017,Nov
3958,Apartments,Foreign,7347,2017,Oct
3959,Apartments,Foreign,13969,2017,Sep
3960,Apartments,Foreign,16020,2017,Aug
3961,Apartments,Foreign,16715,2017,Jul
3962,Apartments,Foreign,12680,2017,Jun
3963,Apartments,Foreign,7821,2017,May
3964,Apartments,Foreign,5857,2017,Apr
3965,Apartments,Foreign,2390,2017,Mar
3966,Apartments,Foreign,2037,2017,Feb
3967,Apartments,Foreign,1653,2017,Jan
3968,Apartments,Foreign,1959,2016,Dec
3969,Apartments,Foreign,1327,2016,Nov
3970,Apartments,Foreign,5844,2016,Oct
3971,Apartments,Foreign,9048,2016,Sep
3972,Apartments,Foreign,14163,2016,Aug
3973,Apartments,Foreign,11292,2016,Jul
3974,Apartments,Foreign,9107,2016,Jun
3975,Apartments,Foreign,6398,2016,May
3976,Apartments,Foreign,2840,2016,Apr
3977,Apartments,Foreign,1745,2016,Mar
3978,Apartments,Foreign,1290,2016,Feb
3979,Apartments,Foreign,1350,2016,Jan
3980,Apartments,Foreign,1069,2015,Dec
3981,Apartments,Foreign,910,2015,Nov
3982,Apartments,Foreign,2215,2015,Oct
3983,Apartments,Foreign,6385,2015,Sep
3984,Apartments,Foreign,12270,2015,Aug
3985,Apartments,Foreign,8157,2015,Jul
3986,Apartments,Foreign,5148,2015,Jun
3987,Apartments,Foreign,3716,2015,May
3988,Apartments,Foreign,1950,2015,Apr
3989,Apartments,Foreign,1265,2015,Mar
3990,Apartments,Foreign,775,2015,Feb
3991,Apartments,Foreign,649,2015,Jan
3992,Apartments,Foreign,513,2014,Dec
3993,Apartments,Foreign,418,2014,Nov
3994,Apartments,Foreign,1222,2014,Oct
3995,Apartments,Foreign,4400,2014,Sep
3996,Apartments,Foreign,9220,2014,Aug
3997,Apartments,Foreign,6926,2014,Jul
3998,Apartments,Foreign,3168,2014,Jun
3999,Apartments,Foreign,2541,2014,May
4000,Apartments,Foreign,1862,2014,Apr
4001,Apartments,Foreign,772,2014,Mar
4002,Apartments,Foreign,860,2014,Feb
4003,Apartments,Foreign,729,2014,Jan
4004,Apartments,Foreign,1291,2013,Dec
4005,Apartments,Foreign,906,2013,Nov
4006,Apartments,Foreign,1827,2013,Oct
4007,Apartments,Foreign,4571,2013,Sep
4008,Apartments,Foreign,8458,2013,Aug
4009,Apartments,Foreign,6149,2013,Jul
4010,Apartments,Foreign,3251,2013,Jun
4011,Apartments,Foreign,2664,2013,May
4012,Apartments,Foreign,1366,2013,Apr
4013,Apartments,Foreign,1675,2013,Mar
4014,Apartments,Foreign,1215,2013,Feb
4015,Apartments,Foreign,634,2013,Jan
4016,Apartments,Foreign,1467,2012,Dec
4017,Apartments,Foreign,1234,2012,Nov
4018,Apartments,Foreign,1908,2012,Oct
4019,Apartments,Foreign,4630,2012,Sep
4020,Apartments,Foreign,9227,2012,Aug
4021,Apartments,Foreign,6484,2012,Jul
4022,Apartments,Foreign,3609,2012,Jun
4023,Apartments,Foreign,2397,2012,May
4024,Apartments,Foreign,2032,2012,Apr
4025,Apartments,Foreign,1126,2012,Mar
4026,Apartments,Foreign,885,2012,Feb
4027,Apartments,Foreign,603,2012,Jan
4028,Apartments,Foreign,710,2011,Dec
4029,Apartments,Foreign,714,2011,Nov
4030,Apartments,Foreign,1778,2011,Oct
4031,Apartments,Foreign,2606,2011,Sep
4032,Apartments,Foreign,6517,2011,Aug
4033,Apartments,Foreign,5442,2011,Jul
4034,Apartments,Foreign,3460,2011,Jun
4035,Apartments,Foreign,1439,2011,May
4036,Apartments,Foreign,1062,2011,Apr
4037,Apartments,Foreign,804,2011,Mar
4038,Apartments,Foreign,1306,2011,Feb
4039,Apartments,Foreign,1112,2011,Jan
4040,Apartments,Foreign,1425,2010,Dec
4041,Apartments,Foreign,828,2010,Nov
4042,Apartments,Foreign,1596,2010,Oct
4043,Apartments,Foreign,3256,2010,Sep
4044,Apartments,Foreign,5645,2010,Aug
4045,Apartments,Foreign,3861,2010,Jul
4046,Apartments,Foreign,2940,2010,Jun
4047,Apartments,Foreign,1974,2010,May
4048,Apartments,Foreign,1536,2010,Apr
4049,Apartments,Foreign,1724,2010,Mar
4050,Apartments,Foreign,2290,2010,Feb
4051,Apartments,Foreign,1217,2010,Jan
4052,Apartments,Foreign,1146,2009,Dec
4053,Apartments,Foreign,1138,2009,Nov
4054,Apartments,Foreign,1802,2009,Oct
4055,Apartments,Foreign,2448,2009,Sep
4056,Apartments,Foreign,6170,2009,Aug
4057,Apartments,Foreign,4110,2009,Jul
4058,Apartments,Foreign,3548,2009,Jun
4059,Apartments,Foreign,1978,2009,May
4060,Apartments,Foreign,1806,2009,Apr
4061,Apartments,Foreign,1808,2009,Mar
4062,Apartments,Foreign,2466,2009,Feb
4063,Apartments,Foreign,1672,2009,Jan
4064,Apartments,Foreign,1873,2008,Dec
4065,Apartments,Foreign,1490,2008,Nov
4066,Apartments,Foreign,1479,2008,Oct
4067,Apartments,Foreign,2578,2008,Sep
4068,Apartments,Foreign,6442,2008,Aug
4069,Apartments,Foreign,4468,2008,Jul
4070,Apartments,Foreign,3366,2008,Jun
4071,Apartments,Foreign,3442,2008,May
4072,Apartments,Foreign,2408,2008,Apr
4073,Apartments,Foreign,2731,2008,Mar
4074,Apartments,Foreign,2377,2008,Feb
4075,Apartments,Foreign,2210,2008,Jan
4076,Apartments,Foreign,2024,2007,Dec
4077,Apartments,Foreign,1402,2007,Nov
4078,Apartments,Foreign,2170,2007,Oct
4079,Apartments,Foreign,3148,2007,Sep
4080,Apartments,Foreign,6045,2007,Aug
4081,Apartments,Foreign,4236,2007,Jul
4082,Apartments,Foreign,2732,2007,Jun
4083,Apartments,Foreign,2622,2007,May
4084,Apartments,Foreign,2640,2007,Apr
4085,Apartments,Foreign,2149,2007,Mar
4086,Apartments,Foreign,2200,2007,Feb
4087,Apartments,Foreign,1618,2007,Jan
4088,Apartments,Foreign,1670,2006,Dec
4089,Apartments,Foreign,1056,2006,Nov
4090,Apartments,Foreign,1220,2006,Oct
4091,Apartments,Foreign,2032,2006,Sep
4092,Apartments,Foreign,3948,2006,Aug
4093,Apartments,Foreign,4656,2006,Jul
4094,Apartments,Foreign,2602,2006,Jun
4095,Apartments,Foreign,1963,2006,May
4096,Apartments,Foreign,1444,2006,Apr
4097,Apartments,Foreign,1035,2006,Mar
4098,Apartments,Foreign,1818,2006,Feb
4099,Apartments,Foreign,2015,2006,Jan
4100,Apartments,Foreign,2476,2005,Dec
4101,Apartments,Foreign,1162,2005,Nov
4102,Apartments,Foreign,2231,2005,Oct
4103,Apartments,Foreign,2100,2005,Sep
4104,Apartments,Foreign,4208,2005,Aug
4105,Apartments,Foreign,4899,2005,Jul
4106,Apartments,Foreign,3540,2005,Jun
4107,Apartments,Foreign,3756,2005,May
4108,Apartments,Foreign,2802,2005,Apr
4109,Apartments,Foreign,2195,2005,Mar
4110,Apartments,Foreign,1852,2005,Feb
