,accommodation_type,come_from,total,year,month
1874,Campings,Foreign,170,2018,Feb
1875,Campings,Foreign,139,2018,Jan
1876,Campings,Foreign,146,2017,Dec
1877,Campings,Foreign,322,2017,Nov
1878,Campings,Foreign,2660,2017,Oct
1879,Campings,Foreign,24512,2017,Sep
1880,Campings,Foreign,68766,2017,Aug
1881,Campings,Foreign,37406,2017,Jul
1882,Campings,Foreign,18641,2017,Jun
1883,Campings,Foreign,6460,2017,May
1884,Campings,Foreign,3237,2017,Apr
1885,Campings,Foreign,435,2017,Mar
1886,Campings,Foreign,158,2017,Feb
1887,Campings,Foreign,208,2017,Jan
1888,Campings,Foreign,190,2016,Dec
1889,Campings,Foreign,269,2016,Nov
1890,Campings,Foreign,932,2016,Oct
1891,Campings,Foreign,18414,2016,Sep
1892,Campings,Foreign,81721,2016,Aug
1893,Campings,Foreign,42931,2016,Jul
1894,Campings,Foreign,15621,2016,Jun
1895,Campings,Foreign,4510,2016,May
1896,Campings,Foreign,2566,2016,Apr
1897,Campings,Foreign,652,2016,Mar
1898,Campings,Foreign,241,2016,Feb
1899,Campings,Foreign,132,2016,Jan
1900,Campings,Foreign,101,2015,Dec
1901,Campings,Foreign,188,2015,Nov
1902,Campings,Foreign,953,2015,Oct
1903,Campings,Foreign,16404,2015,Sep
1904,Campings,Foreign,57209,2015,Aug
1905,Campings,Foreign,35906,2015,Jul
1906,Campings,Foreign,13481,2015,Jun
1907,Campings,Foreign,5796,2015,May
1908,Campings,Foreign,1723,2015,Apr
1909,Campings,Foreign,455,2015,Mar
1910,Campings,Foreign,144,2015,Feb
1911,Campings,Foreign,124,2015,Jan
1912,Campings,Foreign,181,2014,Dec
1913,Campings,Foreign,233,2014,Nov
1914,Campings,Foreign,697,2014,Oct
1915,Campings,Foreign,11236,2014,Sep
1916,Campings,Foreign,66214,2014,Aug
1917,Campings,Foreign,33164,2014,Jul
1918,Campings,Foreign,14195,2014,Jun
1919,Campings,Foreign,3600,2014,May
1920,Campings,Foreign,2059,2014,Apr
1921,Campings,Foreign,454,2014,Mar
1922,Campings,Foreign,76,2014,Feb
1923,Campings,Foreign,14,2014,Jan
1924,Campings,Foreign,156,2013,Dec
1925,Campings,Foreign,70,2013,Nov
1926,Campings,Foreign,574,2013,Oct
1927,Campings,Foreign,12872,2013,Sep
1928,Campings,Foreign,62083,2013,Aug
1929,Campings,Foreign,29661,2013,Jul
1930,Campings,Foreign,9098,2013,Jun
1931,Campings,Foreign,3816,2013,May
1932,Campings,Foreign,841,2013,Apr
1933,Campings,Foreign,348,2013,Mar
1934,Campings,Foreign,111,2013,Feb
1935,Campings,Foreign,58,2013,Jan
1936,Campings,Foreign,92,2012,Dec
1937,Campings,Foreign,38,2012,Nov
1938,Campings,Foreign,469,2012,Oct
1939,Campings,Foreign,11307,2012,Sep
1940,Campings,Foreign,60465,2012,Aug
1941,Campings,Foreign,32168,2012,Jul
1942,Campings,Foreign,9858,2012,Jun
1943,Campings,Foreign,2853,2012,May
1944,Campings,Foreign,1508,2012,Apr
1945,Campings,Foreign,394,2012,Mar
1946,Campings,Foreign,244,2012,Feb
1947,Campings,Foreign,137,2012,Jan
1948,Campings,Foreign,,2011,Dec
1949,Campings,Foreign,133,2011,Nov
1950,Campings,Foreign,498,2011,Oct
1951,Campings,Foreign,10229,2011,Sep
1952,Campings,Foreign,61124,2011,Aug
1953,Campings,Foreign,33510,2011,Jul
1954,Campings,Foreign,12371,2011,Jun
1955,Campings,Foreign,3755,2011,May
1956,Campings,Foreign,1962,2011,Apr
1957,Campings,Foreign,488,2011,Mar
1958,Campings,Foreign,68,2011,Feb
1959,Campings,Foreign,,2011,Jan
1960,Campings,Foreign,175,2010,Dec
1961,Campings,Foreign,267,2010,Nov
1962,Campings,Foreign,529,2010,Oct
1963,Campings,Foreign,15533,2010,Sep
1964,Campings,Foreign,62585,2010,Aug
1965,Campings,Foreign,33176,2010,Jul
1966,Campings,Foreign,9411,2010,Jun
1967,Campings,Foreign,2788,2010,May
1968,Campings,Foreign,1533,2010,Apr
1969,Campings,Foreign,506,2010,Mar
1970,Campings,Foreign,164,2010,Feb
1971,Campings,Foreign,161,2010,Jan
1972,Campings,Foreign,134,2009,Dec
1973,Campings,Foreign,255,2009,Nov
1974,Campings,Foreign,387,2009,Oct
1975,Campings,Foreign,11143,2009,Sep
1976,Campings,Foreign,57073,2009,Aug
1977,Campings,Foreign,30150,2009,Jul
1978,Campings,Foreign,9427,2009,Jun
1979,Campings,Foreign,2999,2009,May
1980,Campings,Foreign,1349,2009,Apr
1981,Campings,Foreign,528,2009,Mar
1982,Campings,Foreign,176,2009,Feb
1983,Campings,Foreign,47,2009,Jan
1984,Campings,Foreign,99,2008,Dec
1985,Campings,Foreign,120,2008,Nov
1986,Campings,Foreign,486,2008,Oct
1987,Campings,Foreign,9453,2008,Sep
1988,Campings,Foreign,58375,2008,Aug
1989,Campings,Foreign,34305,2008,Jul
1990,Campings,Foreign,10692,2008,Jun
1991,Campings,Foreign,3206,2008,May
1992,Campings,Foreign,2088,2008,Apr
1993,Campings,Foreign,1086,2008,Mar
1994,Campings,Foreign,234,2008,Feb
1995,Campings,Foreign,218,2008,Jan
1996,Campings,Foreign,132,2007,Dec
1997,Campings,Foreign,552,2007,Nov
1998,Campings,Foreign,863,2007,Oct
1999,Campings,Foreign,10858,2007,Sep
2000,Campings,Foreign,69887,2007,Aug
2001,Campings,Foreign,38939,2007,Jul
2002,Campings,Foreign,9645,2007,Jun
2003,Campings,Foreign,3912,2007,May
2004,Campings,Foreign,1688,2007,Apr
2005,Campings,Foreign,302,2007,Mar
2006,Campings,Foreign,87,2007,Feb
2007,Campings,Foreign,23,2007,Jan
2008,Campings,Foreign,124,2006,Dec
2009,Campings,Foreign,163,2006,Nov
2010,Campings,Foreign,326,2006,Oct
2011,Campings,Foreign,9091,2006,Sep
2012,Campings,Foreign,65438,2006,Aug
2013,Campings,Foreign,42333,2006,Jul
2014,Campings,Foreign,12750,2006,Jun
2015,Campings,Foreign,3420,2006,May
2016,Campings,Foreign,2107,2006,Apr
2017,Campings,Foreign,149,2006,Mar
2018,Campings,Foreign,156,2006,Feb
2019,Campings,Foreign,67,2006,Jan
2020,Campings,Foreign,75,2005,Dec
2021,Campings,Foreign,693,2005,Nov
2022,Campings,Foreign,849,2005,Oct
2023,Campings,Foreign,8667,2005,Sep
2024,Campings,Foreign,73531,2005,Aug
2025,Campings,Foreign,36866,2005,Jul
2026,Campings,Foreign,15214,2005,Jun
2027,Campings,Foreign,2591,2005,May
2028,Campings,Foreign,538,2005,Apr
2029,Campings,Foreign,268,2005,Mar
2030,Campings,Foreign,41,2005,Feb
2031,Campings,Foreign,161,2005,Jan
2032,Campings,Foreign,151,2004,Dec
2033,Campings,Foreign,313,2004,Nov
2034,Campings,Foreign,523,2004,Oct
2035,Campings,Foreign,8255,2004,Sep
2036,Campings,Foreign,66533,2004,Aug
2037,Campings,Foreign,37772,2004,Jul
2038,Campings,Foreign,12912,2004,Jun
2039,Campings,Foreign,2230,2004,May
2040,Campings,Foreign,1316,2004,Apr
2041,Campings,Foreign,80,2004,Mar
2042,Campings,Foreign,24,2004,Feb
2043,Campings,Foreign,..,2004,Jan
2044,Campings,Foreign,139,2003,Dec
2045,Campings,Foreign,86,2003,Nov
2046,Campings,Foreign,..,2003,Oct
2047,Campings,Foreign,8285,2003,Sep
2048,Campings,Foreign,58370,2003,Aug
2049,Campings,Foreign,28521,2003,Jul
2050,Campings,Foreign,5915,2003,Jun
2051,Campings,Foreign,2139,2003,May
2052,Campings,Foreign,813,2003,Apr
2053,Campings,Foreign,138,2003,Mar
2054,Campings,Foreign,4,2003,Feb
2055,Campings,Foreign,3148,2003,Jan
2056,Campings,Foreign,..,2002,Dec
2057,Campings,Foreign,..,2002,Nov
2058,Campings,Foreign,407,2002,Oct
2059,Campings,Foreign,7823,2002,Sep
2060,Campings,Foreign,62678,2002,Aug
2061,Campings,Foreign,43733,2002,Jul
2062,Campings,Foreign,6677,2002,Jun
2063,Campings,Foreign,1829,2002,May
2064,Campings,Foreign,1371,2002,Apr
2065,Campings,Foreign,332,2002,Mar
2066,Campings,Foreign,192,2002,Feb
2067,Campings,Foreign,..,2002,Jan
2068,Campings,Foreign,53,2001,Dec
2069,Campings,Foreign,9,2001,Nov
2070,Campings,Foreign,368,2001,Oct
2071,Campings,Foreign,7322,2001,Sep
2072,Campings,Foreign,53292,2001,Aug
2073,Campings,Foreign,36750,2001,Jul
2074,Campings,Foreign,7656,2001,Jun
2075,Campings,Foreign,1107,2001,May
2076,Campings,Foreign,1316,2001,Apr
2077,Campings,Foreign,35,2001,Mar
2078,Campings,Foreign,84,2001,Feb
2079,Campings,Foreign,..,2001,Jan
2340,Rural Tourism,Spain,81935,2022,Aug
2341,Rural Tourism,Spain,52202,2022,Jul
2342,Rural Tourism,Spain,25203,2022,Jun
2343,Rural Tourism,Spain,19445,2022,May
2344,Rural Tourism,Spain,24552,2022,Apr
2345,Rural Tourism,Spain,6821,2022,Mar
2346,Rural Tourism,Spain,6452,2022,Feb
2347,Rural Tourism,Spain,4498,2022,Jan
2348,Rural Tourism,Spain,13992,2021,Dec
2349,Rural Tourism,Spain,12503,2021,Nov
2350,Rural Tourism,Spain,26893,2021,Oct
2351,Rural Tourism,Spain,36763,2021,Sep
2352,Rural Tourism,Spain,99439,2021,Aug
2353,Rural Tourism,Spain,59346,2021,Jul
2354,Rural Tourism,Spain,17962,2021,Jun
2355,Rural Tourism,Spain,12020,2021,May
2356,Rural Tourism,Spain,9000,2021,Apr
2357,Rural Tourism,Spain,5202,2021,Mar
2358,Rural Tourism,Spain,768,2021,Feb
2359,Rural Tourism,Spain,1253,2021,Jan
2360,Rural Tourism,Spain,2510,2020,Dec
2361,Rural Tourism,Spain,.,2020,Nov
2362,Rural Tourism,Spain,10408,2020,Oct
2363,Rural Tourism,Spain,21641,2020,Sep
2364,Rural Tourism,Spain,75147,2020,Aug
2365,Rural Tourism,Spain,39973,2020,Jul
2366,Rural Tourism,Spain,7539,2020,Jun
2367,Rural Tourism,Spain,.,2020,May
2368,Rural Tourism,Spain,.,2020,Apr
2369,Rural Tourism,Spain,1838,2020,Mar
2370,Rural Tourism,Spain,7445,2020,Feb
2371,Rural Tourism,Spain,5439,2020,Jan
2372,Rural Tourism,Spain,15556,2019,Dec
2373,Rural Tourism,Spain,11908,2019,Nov
2374,Rural Tourism,Spain,18588,2019,Oct
2375,Rural Tourism,Spain,29322,2019,Sep
2376,Rural Tourism,Spain,92647,2019,Aug
2377,Rural Tourism,Spain,50196,2019,Jul
2378,Rural Tourism,Spain,25416,2019,Jun
2379,Rural Tourism,Spain,19041,2019,May
2380,Rural Tourism,Spain,25230,2019,Apr
2381,Rural Tourism,Spain,11326,2019,Mar
2382,Rural Tourism,Spain,8041,2019,Feb
2383,Rural Tourism,Spain,7121,2019,Jan
2384,Rural Tourism,Spain,15403,2018,Dec
2385,Rural Tourism,Spain,14413,2018,Nov
2386,Rural Tourism,Spain,21943,2018,Oct
2387,Rural Tourism,Spain,32737,2018,Sep
2388,Rural Tourism,Spain,87484,2018,Aug
2389,Rural Tourism,Spain,45155,2018,Jul
2390,Rural Tourism,Spain,24383,2018,Jun
2391,Rural Tourism,Spain,18919,2018,May
2392,Rural Tourism,Spain,15520,2018,Apr
2393,Rural Tourism,Spain,20288,2018,Mar
2394,Rural Tourism,Spain,8972,2018,Feb
2395,Rural Tourism,Spain,6169,2018,Jan
2396,Rural Tourism,Spain,19428,2017,Dec
2397,Rural Tourism,Spain,12758,2017,Nov
2398,Rural Tourism,Spain,24210,2017,Oct
2399,Rural Tourism,Spain,35247,2017,Sep
2400,Rural Tourism,Spain,95040,2017,Aug
2401,Rural Tourism,Spain,57006,2017,Jul
2402,Rural Tourism,Spain,24864,2017,Jun
2403,Rural Tourism,Spain,15662,2017,May
2404,Rural Tourism,Spain,31194,2017,Apr
2405,Rural Tourism,Spain,10142,2017,Mar
2406,Rural Tourism,Spain,7330,2017,Feb
2407,Rural Tourism,Spain,7178,2017,Jan
2408,Rural Tourism,Spain,14989,2016,Dec
2409,Rural Tourism,Spain,10309,2016,Nov
2410,Rural Tourism,Spain,23115,2016,Oct
2411,Rural Tourism,Spain,32732,2016,Sep
2412,Rural Tourism,Spain,94903,2016,Aug
2413,Rural Tourism,Spain,52104,2016,Jul
2414,Rural Tourism,Spain,24745,2016,Jun
2415,Rural Tourism,Spain,16112,2016,May
2416,Rural Tourism,Spain,10709,2016,Apr
2417,Rural Tourism,Spain,22056,2016,Mar
2418,Rural Tourism,Spain,8235,2016,Feb
2419,Rural Tourism,Spain,7298,2016,Jan
2420,Rural Tourism,Spain,14084,2015,Dec
2421,Rural Tourism,Spain,12158,2015,Nov
2422,Rural Tourism,Spain,21069,2015,Oct
2423,Rural Tourism,Spain,28092,2015,Sep
2424,Rural Tourism,Spain,85049,2015,Aug
2425,Rural Tourism,Spain,43774,2015,Jul
2426,Rural Tourism,Spain,21289,2015,Jun
2427,Rural Tourism,Spain,16442,2015,May
2428,Rural Tourism,Spain,19614,2015,Apr
2429,Rural Tourism,Spain,13957,2015,Mar
2430,Rural Tourism,Spain,8055,2015,Feb
2431,Rural Tourism,Spain,5512,2015,Jan
2432,Rural Tourism,Spain,12564,2014,Dec
2433,Rural Tourism,Spain,9851,2014,Nov
2434,Rural Tourism,Spain,15004,2014,Oct
2435,Rural Tourism,Spain,25600,2014,Sep
2436,Rural Tourism,Spain,76269,2014,Aug
2437,Rural Tourism,Spain,39369,2014,Jul
2438,Rural Tourism,Spain,17935,2014,Jun
2439,Rural Tourism,Spain,15371,2014,May
2440,Rural Tourism,Spain,18216,2014,Apr
2441,Rural Tourism,Spain,10177,2014,Mar
2442,Rural Tourism,Spain,6174,2014,Feb
2443,Rural Tourism,Spain,4726,2014,Jan
2444,Rural Tourism,Spain,11856,2013,Dec
2445,Rural Tourism,Spain,11828,2013,Nov
2446,Rural Tourism,Spain,12346,2013,Oct
2447,Rural Tourism,Spain,22233,2013,Sep
2448,Rural Tourism,Spain,69570,2013,Aug
2449,Rural Tourism,Spain,31832,2013,Jul
2450,Rural Tourism,Spain,14830,2013,Jun
2451,Rural Tourism,Spain,12134,2013,May
2452,Rural Tourism,Spain,6424,2013,Apr
2453,Rural Tourism,Spain,14817,2013,Mar
2454,Rural Tourism,Spain,6477,2013,Feb
2455,Rural Tourism,Spain,3722,2013,Jan
2456,Rural Tourism,Spain,12964,2012,Dec
2457,Rural Tourism,Spain,10304,2012,Nov
2458,Rural Tourism,Spain,18957,2012,Oct
2459,Rural Tourism,Spain,20215,2012,Sep
2460,Rural Tourism,Spain,62665,2012,Aug
2461,Rural Tourism,Spain,29260,2012,Jul
2462,Rural Tourism,Spain,14921,2012,Jun
2463,Rural Tourism,Spain,13035,2012,May
2464,Rural Tourism,Spain,20545,2012,Apr
2465,Rural Tourism,Spain,8862,2012,Mar
2466,Rural Tourism,Spain,6355,2012,Feb
2467,Rural Tourism,Spain,5052,2012,Jan
2468,Rural Tourism,Spain,14161,2011,Dec
2469,Rural Tourism,Spain,10972,2011,Nov
2470,Rural Tourism,Spain,19396,2011,Oct
2471,Rural Tourism,Spain,21165,2011,Sep
2472,Rural Tourism,Spain,79196,2011,Aug
2473,Rural Tourism,Spain,36652,2011,Jul
2474,Rural Tourism,Spain,18992,2011,Jun
2475,Rural Tourism,Spain,13870,2011,May
2476,Rural Tourism,Spain,20745,2011,Apr
2477,Rural Tourism,Spain,9828,2011,Mar
2478,Rural Tourism,Spain,5574,2011,Feb
2479,Rural Tourism,Spain,5193,2011,Jan
2480,Rural Tourism,Spain,20514,2010,Dec
2481,Rural Tourism,Spain,15459,2010,Nov
2482,Rural Tourism,Spain,32245,2010,Oct
2483,Rural Tourism,Spain,30455,2010,Sep
2484,Rural Tourism,Spain,87731,2010,Aug
2485,Rural Tourism,Spain,50240,2010,Jul
2486,Rural Tourism,Spain,25982,2010,Jun
2487,Rural Tourism,Spain,23026,2010,May
2488,Rural Tourism,Spain,24933,2010,Apr
2489,Rural Tourism,Spain,17186,2010,Mar
2490,Rural Tourism,Spain,8294,2010,Feb
2491,Rural Tourism,Spain,7807,2010,Jan
2492,Rural Tourism,Spain,21003,2009,Dec
2493,Rural Tourism,Spain,13915,2009,Nov
2494,Rural Tourism,Spain,25584,2009,Oct
2495,Rural Tourism,Spain,29761,2009,Sep
2496,Rural Tourism,Spain,95200,2009,Aug
2497,Rural Tourism,Spain,46705,2009,Jul
2498,Rural Tourism,Spain,22658,2009,Jun
2499,Rural Tourism,Spain,20965,2009,May
2500,Rural Tourism,Spain,26922,2009,Apr
2501,Rural Tourism,Spain,15717,2009,Mar
2502,Rural Tourism,Spain,10495,2009,Feb
2503,Rural Tourism,Spain,7281,2009,Jan
2504,Rural Tourism,Spain,21388,2008,Dec
2505,Rural Tourism,Spain,16328,2008,Nov
2506,Rural Tourism,Spain,20741,2008,Oct
2507,Rural Tourism,Spain,28143,2008,Sep
2508,Rural Tourism,Spain,88347,2008,Aug
2509,Rural Tourism,Spain,44939,2008,Jul
2510,Rural Tourism,Spain,21498,2008,Jun
2511,Rural Tourism,Spain,23196,2008,May
2512,Rural Tourism,Spain,13696,2008,Apr
2513,Rural Tourism,Spain,29132,2008,Mar
2514,Rural Tourism,Spain,11102,2008,Feb
2515,Rural Tourism,Spain,7610,2008,Jan
2516,Rural Tourism,Spain,20162,2007,Dec
2517,Rural Tourism,Spain,17551,2007,Nov
2518,Rural Tourism,Spain,24776,2007,Oct
2519,Rural Tourism,Spain,31647,2007,Sep
2520,Rural Tourism,Spain,97418,2007,Aug
2521,Rural Tourism,Spain,46075,2007,Jul
2522,Rural Tourism,Spain,21491,2007,Jun
2523,Rural Tourism,Spain,17284,2007,May
2524,Rural Tourism,Spain,31583,2007,Apr
2525,Rural Tourism,Spain,14516,2007,Mar
2526,Rural Tourism,Spain,9332,2007,Feb
2527,Rural Tourism,Spain,8248,2007,Jan
2528,Rural Tourism,Spain,20433,2006,Dec
2529,Rural Tourism,Spain,12013,2006,Nov
2530,Rural Tourism,Spain,19263,2006,Oct
2531,Rural Tourism,Spain,25667,2006,Sep
2532,Rural Tourism,Spain,95839,2006,Aug
2533,Rural Tourism,Spain,48583,2006,Jul
2534,Rural Tourism,Spain,19415,2006,Jun
2535,Rural Tourism,Spain,14846,2006,May
2536,Rural Tourism,Spain,32946,2006,Apr
2537,Rural Tourism,Spain,11356,2006,Mar
2538,Rural Tourism,Spain,10380,2006,Feb
2539,Rural Tourism,Spain,8281,2006,Jan
2540,Rural Tourism,Spain,17002,2005,Dec
2541,Rural Tourism,Spain,12992,2005,Nov
2542,Rural Tourism,Spain,20389,2005,Oct
2543,Rural Tourism,Spain,28931,2005,Sep
2544,Rural Tourism,Spain,97977,2005,Aug
2545,Rural Tourism,Spain,48420,2005,Jul
2546,Rural Tourism,Spain,17683,2005,Jun
2547,Rural Tourism,Spain,16529,2005,May
2548,Rural Tourism,Spain,11905,2005,Apr
2549,Rural Tourism,Spain,23345,2005,Mar
2550,Rural Tourism,Spain,7907,2005,Feb
2551,Rural Tourism,Spain,7075,2005,Jan
2552,Rural Tourism,Spain,20058,2004,Dec
2553,Rural Tourism,Spain,11760,2004,Nov
2554,Rural Tourism,Spain,27553,2004,Oct
2555,Rural Tourism,Spain,29258,2004,Sep
2556,Rural Tourism,Spain,89155,2004,Aug
2557,Rural Tourism,Spain,41043,2004,Jul
2558,Rural Tourism,Spain,20478,2004,Jun
2559,Rural Tourism,Spain,18858,2004,May
2560,Rural Tourism,Spain,27563,2004,Apr
2561,Rural Tourism,Spain,13301,2004,Mar
2562,Rural Tourism,Spain,10766,2004,Feb
2563,Rural Tourism,Spain,7817,2004,Jan
2564,Rural Tourism,Spain,19808,2003,Dec
2565,Rural Tourism,Spain,10218,2003,Nov
2566,Rural Tourism,Spain,14344,2003,Oct
2567,Rural Tourism,Spain,25523,2003,Sep
2568,Rural Tourism,Spain,79712,2003,Aug
2569,Rural Tourism,Spain,34602,2003,Jul
2570,Rural Tourism,Spain,13346,2003,Jun
2571,Rural Tourism,Spain,14567,2003,May
2572,Rural Tourism,Spain,23514,2003,Apr
2573,Rural Tourism,Spain,10606,2003,Mar
2574,Rural Tourism,Spain,7330,2003,Feb
2575,Rural Tourism,Spain,5571,2003,Jan
2576,Rural Tourism,Spain,12063,2002,Dec
2577,Rural Tourism,Spain,12063,2002,Nov
2578,Rural Tourism,Spain,15172,2002,Oct
2579,Rural Tourism,Spain,25625,2002,Sep
2580,Rural Tourism,Spain,80853,2002,Aug
2581,Rural Tourism,Spain,40097,2002,Jul
2582,Rural Tourism,Spain,12815,2002,Jun
2583,Rural Tourism,Spain,14113,2002,May
2584,Rural Tourism,Spain,9925,2002,Apr
2585,Rural Tourism,Spain,21641,2002,Mar
2586,Rural Tourism,Spain,7042,2002,Feb
2587,Rural Tourism,Spain,5429,2002,Jan
2588,Rural Tourism,Spain,12664,2001,Dec
2589,Rural Tourism,Spain,10736,2001,Nov
2590,Rural Tourism,Spain,14814,2001,Oct
2591,Rural Tourism,Spain,21428,2001,Sep
2592,Rural Tourism,Spain,64045,2001,Aug
2593,Rural Tourism,Spain,29292,2001,Jul
2594,Rural Tourism,Spain,11269,2001,Jun
2595,Rural Tourism,Spain,8199,2001,May
2596,Rural Tourism,Spain,19819,2001,Apr
2597,Rural Tourism,Spain,5094,2001,Mar
2598,Rural Tourism,Spain,6119,2001,Feb
2599,Rural Tourism,Spain,4579,2001,Jan
2860,Rural Tourism,Foreign,18976,2022,Aug
2861,Rural Tourism,Foreign,16004,2022,Jul
2862,Rural Tourism,Foreign,9626,2022,Jun
2863,Rural Tourism,Foreign,11792,2022,May
2864,Rural Tourism,Foreign,7273,2022,Apr
2865,Rural Tourism,Foreign,925,2022,Mar
2866,Rural Tourism,Foreign,785,2022,Feb
2867,Rural Tourism,Foreign,320,2022,Jan
2868,Rural Tourism,Foreign,1368,2021,Dec
2869,Rural Tourism,Foreign,1976,2021,Nov
2870,Rural Tourism,Foreign,5278,2021,Oct
2871,Rural Tourism,Foreign,7401,2021,Sep
2872,Rural Tourism,Foreign,8605,2021,Aug
2873,Rural Tourism,Foreign,4819,2021,Jul
2874,Rural Tourism,Foreign,1761,2021,Jun
2875,Rural Tourism,Foreign,675,2021,May
2876,Rural Tourism,Foreign,850,2021,Apr
2877,Rural Tourism,Foreign,163,2021,Mar
2878,Rural Tourism,Foreign,0,2021,Feb
2879,Rural Tourism,Foreign,8,2021,Jan
2880,Rural Tourism,Foreign,21,2020,Dec
2881,Rural Tourism,Foreign,.,2020,Nov
2882,Rural Tourism,Foreign,396,2020,Oct
2883,Rural Tourism,Foreign,1401,2020,Sep
2884,Rural Tourism,Foreign,4605,2020,Aug
2885,Rural Tourism,Foreign,2783,2020,Jul
2886,Rural Tourism,Foreign,70,2020,Jun
2887,Rural Tourism,Foreign,.,2020,May
2888,Rural Tourism,Foreign,.,2020,Apr
2889,Rural Tourism,Foreign,254,2020,Mar
2890,Rural Tourism,Foreign,773,2020,Feb
2891,Rural Tourism,Foreign,634,2020,Jan
2892,Rural Tourism,Foreign,1582,2019,Dec
2893,Rural Tourism,Foreign,1657,2019,Nov
2894,Rural Tourism,Foreign,8956,2019,Oct
2895,Rural Tourism,Foreign,17069,2019,Sep
2896,Rural Tourism,Foreign,19867,2019,Aug
2897,Rural Tourism,Foreign,16955,2019,Jul
2898,Rural Tourism,Foreign,15280,2019,Jun
2899,Rural Tourism,Foreign,16933,2019,May
2900,Rural Tourism,Foreign,9133,2019,Apr
2901,Rural Tourism,Foreign,2402,2019,Mar
2902,Rural Tourism,Foreign,1887,2019,Feb
2903,Rural Tourism,Foreign,875,2019,Jan
2904,Rural Tourism,Foreign,2152,2018,Dec
2905,Rural Tourism,Foreign,2443,2018,Nov
2906,Rural Tourism,Foreign,11436,2018,Oct
2907,Rural Tourism,Foreign,16726,2018,Sep
2908,Rural Tourism,Foreign,21967,2018,Aug
2909,Rural Tourism,Foreign,15637,2018,Jul
2910,Rural Tourism,Foreign,13342,2018,Jun
2911,Rural Tourism,Foreign,11988,2018,May
2912,Rural Tourism,Foreign,5469,2018,Apr
2913,Rural Tourism,Foreign,2817,2018,Mar
2914,Rural Tourism,Foreign,1630,2018,Feb
2915,Rural Tourism,Foreign,1119,2018,Jan
2916,Rural Tourism,Foreign,1496,2017,Dec
2917,Rural Tourism,Foreign,1805,2017,Nov
2918,Rural Tourism,Foreign,9246,2017,Oct
2919,Rural Tourism,Foreign,16098,2017,Sep
2920,Rural Tourism,Foreign,24130,2017,Aug
2921,Rural Tourism,Foreign,19070,2017,Jul
2922,Rural Tourism,Foreign,13978,2017,Jun
2923,Rural Tourism,Foreign,12340,2017,May
2924,Rural Tourism,Foreign,7180,2017,Apr
2925,Rural Tourism,Foreign,1447,2017,Mar
2926,Rural Tourism,Foreign,1504,2017,Feb
2927,Rural Tourism,Foreign,687,2017,Jan
2928,Rural Tourism,Foreign,2073,2016,Dec
2929,Rural Tourism,Foreign,2149,2016,Nov
2930,Rural Tourism,Foreign,9875,2016,Oct
2931,Rural Tourism,Foreign,17813,2016,Sep
2932,Rural Tourism,Foreign,24092,2016,Aug
2933,Rural Tourism,Foreign,22348,2016,Jul
2934,Rural Tourism,Foreign,12638,2016,Jun
2935,Rural Tourism,Foreign,11456,2016,May
2936,Rural Tourism,Foreign,4699,2016,Apr
2937,Rural Tourism,Foreign,2120,2016,Mar
2938,Rural Tourism,Foreign,450,2016,Feb
2939,Rural Tourism,Foreign,183,2016,Jan
2940,Rural Tourism,Foreign,613,2015,Dec
2941,Rural Tourism,Foreign,509,2015,Nov
2942,Rural Tourism,Foreign,6478,2015,Oct
2943,Rural Tourism,Foreign,12553,2015,Sep
2944,Rural Tourism,Foreign,15418,2015,Aug
2945,Rural Tourism,Foreign,13901,2015,Jul
2946,Rural Tourism,Foreign,9748,2015,Jun
2947,Rural Tourism,Foreign,9153,2015,May
2948,Rural Tourism,Foreign,3255,2015,Apr
2949,Rural Tourism,Foreign,910,2015,Mar
2950,Rural Tourism,Foreign,351,2015,Feb
2951,Rural Tourism,Foreign,251,2015,Jan
2952,Rural Tourism,Foreign,461,2014,Dec
2953,Rural Tourism,Foreign,461,2014,Nov
2954,Rural Tourism,Foreign,3915,2014,Oct
2955,Rural Tourism,Foreign,9472,2014,Sep
2956,Rural Tourism,Foreign,13706,2014,Aug
2957,Rural Tourism,Foreign,9927,2014,Jul
2958,Rural Tourism,Foreign,6765,2014,Jun
2959,Rural Tourism,Foreign,7158,2014,May
2960,Rural Tourism,Foreign,3975,2014,Apr
2961,Rural Tourism,Foreign,938,2014,Mar
2962,Rural Tourism,Foreign,97,2014,Feb
2963,Rural Tourism,Foreign,158,2014,Jan
2964,Rural Tourism,Foreign,578,2013,Dec
2965,Rural Tourism,Foreign,419,2013,Nov
2966,Rural Tourism,Foreign,3783,2013,Oct
2967,Rural Tourism,Foreign,6475,2013,Sep
2968,Rural Tourism,Foreign,10510,2013,Aug
2969,Rural Tourism,Foreign,7181,2013,Jul
2970,Rural Tourism,Foreign,5047,2013,Jun
2971,Rural Tourism,Foreign,3753,2013,May
2972,Rural Tourism,Foreign,2255,2013,Apr
2973,Rural Tourism,Foreign,713,2013,Mar
2974,Rural Tourism,Foreign,203,2013,Feb
2975,Rural Tourism,Foreign,163,2013,Jan
2976,Rural Tourism,Foreign,146,2012,Dec
2977,Rural Tourism,Foreign,684,2012,Nov
2978,Rural Tourism,Foreign,2599,2012,Oct
2979,Rural Tourism,Foreign,7935,2012,Sep
2980,Rural Tourism,Foreign,11772,2012,Aug
2981,Rural Tourism,Foreign,9811,2012,Jul
