,destination,come_from,total,year,month
5668,Pontevedra,Foreign,10980,1999,Dec
5669,Pontevedra,Foreign,13758,1999,Nov
5670,Pontevedra,Foreign,23623,1999,Oct
5671,Pontevedra,Foreign,37864,1999,Sep
5672,Pontevedra,Foreign,50116,1999,Aug
5673,Pontevedra,Foreign,43636,1999,Jul
5674,Pontevedra,Foreign,34777,1999,Jun
5675,Pontevedra,Foreign,19954,1999,May
5676,Pontevedra,Foreign,12832,1999,Apr
5677,Pontevedra,Foreign,8842,1999,Mar
5678,Pontevedra,Foreign,8982,1999,Feb
5679,Pontevedra,Foreign,7165,1999,Jan
