,destination,come_from,total,year,month
1704,A Coruña,Spain,501311,2022,Aug
1705,A Coruña,Spain,395273,2022,Jul
1706,A Coruña,Spain,237193,2022,Jun
1707,A Coruña,Spain,213272,2022,May
1708,A Coruña,Spain,218801,2022,Apr
1709,A Coruña,Spain,154593,2022,Mar
1710,A Coruña,Spain,128646,2022,Feb
1711,A Coruña,Spain,90939,2022,Jan
1712,A Coruña,Spain,145928,2021,Dec
1713,A Coruña,Spain,167841,2021,Nov
1714,A Coruña,Spain,244700,2021,Oct
1715,A Coruña,Spain,309445,2021,Sep
1716,A Coruña,Spain,510744,2021,Aug
1717,A Coruña,Spain,360406,2021,Jul
1718,A Coruña,Spain,176101,2021,Jun
1719,A Coruña,Spain,99685,2021,May
1720,A Coruña,Spain,75244,2021,Apr
1721,A Coruña,Spain,70103,2021,Mar
1722,A Coruña,Spain,40665,2021,Feb
1723,A Coruña,Spain,45653,2021,Jan
1724,A Coruña,Spain,52413,2020,Dec
1725,A Coruña,Spain,50983,2020,Nov
1726,A Coruña,Spain,99197,2020,Oct
1727,A Coruña,Spain,127287,2020,Sep
1728,A Coruña,Spain,282290,2020,Aug
1729,A Coruña,Spain,196948,2020,Jul
1730,A Coruña,Spain,32393,2020,Jun
1731,A Coruña,Spain,5158,2020,May
1732,A Coruña,Spain,0,2020,Apr
1733,A Coruña,Spain,57765,2020,Mar
1734,A Coruña,Spain,145266,2020,Feb
1735,A Coruña,Spain,129023,2020,Jan
1736,A Coruña,Spain,148719,2019,Dec
1737,A Coruña,Spain,161816,2019,Nov
1738,A Coruña,Spain,208173,2019,Oct
1739,A Coruña,Spain,241831,2019,Sep
1740,A Coruña,Spain,438877,2019,Aug
1741,A Coruña,Spain,341356,2019,Jul
1742,A Coruña,Spain,213115,2019,Jun
1743,A Coruña,Spain,205266,2019,May
1744,A Coruña,Spain,190217,2019,Apr
1745,A Coruña,Spain,145861,2019,Mar
1746,A Coruña,Spain,125958,2019,Feb
1747,A Coruña,Spain,111602,2019,Jan
1748,A Coruña,Spain,145967,2018,Dec
1749,A Coruña,Spain,159435,2018,Nov
1750,A Coruña,Spain,198879,2018,Oct
1751,A Coruña,Spain,232065,2018,Sep
1752,A Coruña,Spain,409023,2018,Aug
1753,A Coruña,Spain,331941,2018,Jul
1754,A Coruña,Spain,197600,2018,Jun
1755,A Coruña,Spain,170188,2018,May
1756,A Coruña,Spain,168387,2018,Apr
1757,A Coruña,Spain,159821,2018,Mar
1758,A Coruña,Spain,117828,2018,Feb
1759,A Coruña,Spain,101197,2018,Jan
1760,A Coruña,Spain,136098,2017,Dec
1761,A Coruña,Spain,160019,2017,Nov
1762,A Coruña,Spain,200488,2017,Oct
1763,A Coruña,Spain,239832,2017,Sep
1764,A Coruña,Spain,453863,2017,Aug
1765,A Coruña,Spain,339292,2017,Jul
1766,A Coruña,Spain,212008,2017,Jun
1767,A Coruña,Spain,177134,2017,May
1768,A Coruña,Spain,210235,2017,Apr
1769,A Coruña,Spain,147822,2017,Mar
1770,A Coruña,Spain,114122,2017,Feb
1771,A Coruña,Spain,96859,2017,Jan
1772,A Coruña,Spain,125534,2016,Dec
1773,A Coruña,Spain,142776,2016,Nov
1774,A Coruña,Spain,209234,2016,Oct
1775,A Coruña,Spain,250818,2016,Sep
1776,A Coruña,Spain,451746,2016,Aug
1777,A Coruña,Spain,343670,2016,Jul
1778,A Coruña,Spain,193602,2016,Jun
1779,A Coruña,Spain,160710,2016,May
1780,A Coruña,Spain,139514,2016,Apr
1781,A Coruña,Spain,172705,2016,Mar
1782,A Coruña,Spain,128675,2016,Feb
1783,A Coruña,Spain,99339,2016,Jan
1784,A Coruña,Spain,129534,2015,Dec
1785,A Coruña,Spain,122523,2015,Nov
1786,A Coruña,Spain,187152,2015,Oct
1787,A Coruña,Spain,234351,2015,Sep
1788,A Coruña,Spain,419621,2015,Aug
1789,A Coruña,Spain,296794,2015,Jul
1790,A Coruña,Spain,199522,2015,Jun
1791,A Coruña,Spain,178678,2015,May
1792,A Coruña,Spain,176767,2015,Apr
1793,A Coruña,Spain,135598,2015,Mar
1794,A Coruña,Spain,106907,2015,Feb
1795,A Coruña,Spain,93272,2015,Jan
1796,A Coruña,Spain,119814,2014,Dec
1797,A Coruña,Spain,137021,2014,Nov
1798,A Coruña,Spain,183392,2014,Oct
1799,A Coruña,Spain,232319,2014,Sep
1800,A Coruña,Spain,406686,2014,Aug
1801,A Coruña,Spain,268312,2014,Jul
1802,A Coruña,Spain,180628,2014,Jun
1803,A Coruña,Spain,171427,2014,May
1804,A Coruña,Spain,159925,2014,Apr
1805,A Coruña,Spain,134327,2014,Mar
1806,A Coruña,Spain,117009,2014,Feb
1807,A Coruña,Spain,108556,2014,Jan
1808,A Coruña,Spain,129914,2013,Dec
1809,A Coruña,Spain,144059,2013,Nov
1810,A Coruña,Spain,161088,2013,Oct
1811,A Coruña,Spain,208764,2013,Sep
1812,A Coruña,Spain,387432,2013,Aug
1813,A Coruña,Spain,259814,2013,Jul
1814,A Coruña,Spain,162223,2013,Jun
1815,A Coruña,Spain,163745,2013,May
1816,A Coruña,Spain,132190,2013,Apr
1817,A Coruña,Spain,146663,2013,Mar
1818,A Coruña,Spain,109691,2013,Feb
1819,A Coruña,Spain,104000,2013,Jan
1820,A Coruña,Spain,119270,2012,Dec
1821,A Coruña,Spain,140525,2012,Nov
1822,A Coruña,Spain,182992,2012,Oct
1823,A Coruña,Spain,189680,2012,Sep
1824,A Coruña,Spain,364365,2012,Aug
1825,A Coruña,Spain,263602,2012,Jul
1826,A Coruña,Spain,176051,2012,Jun
1827,A Coruña,Spain,155081,2012,May
1828,A Coruña,Spain,171742,2012,Apr
1829,A Coruña,Spain,131297,2012,Mar
1830,A Coruña,Spain,111986,2012,Feb
1831,A Coruña,Spain,99942,2012,Jan
1832,A Coruña,Spain,124816,2011,Dec
1833,A Coruña,Spain,137240,2011,Nov
1834,A Coruña,Spain,183912,2011,Oct
1835,A Coruña,Spain,221877,2011,Sep
1836,A Coruña,Spain,361716,2011,Aug
1837,A Coruña,Spain,309756,2011,Jul
1838,A Coruña,Spain,194138,2011,Jun
1839,A Coruña,Spain,173952,2011,May
1840,A Coruña,Spain,194953,2011,Apr
1841,A Coruña,Spain,143382,2011,Mar
1842,A Coruña,Spain,120088,2011,Feb
1843,A Coruña,Spain,108304,2011,Jan
1844,A Coruña,Spain,166146,2010,Dec
1845,A Coruña,Spain,188966,2010,Nov
1846,A Coruña,Spain,255858,2010,Oct
1847,A Coruña,Spain,270400,2010,Sep
1848,A Coruña,Spain,419935,2010,Aug
1849,A Coruña,Spain,309879,2010,Jul
1850,A Coruña,Spain,251276,2010,Jun
1851,A Coruña,Spain,237096,2010,May
1852,A Coruña,Spain,229266,2010,Apr
1853,A Coruña,Spain,188106,2010,Mar
1854,A Coruña,Spain,149258,2010,Feb
1855,A Coruña,Spain,126595,2010,Jan
1856,A Coruña,Spain,152378,2009,Dec
1857,A Coruña,Spain,170175,2009,Nov
1858,A Coruña,Spain,226066,2009,Oct
1859,A Coruña,Spain,237883,2009,Sep
1860,A Coruña,Spain,424978,2009,Aug
1861,A Coruña,Spain,295376,2009,Jul
1862,A Coruña,Spain,215173,2009,Jun
1863,A Coruña,Spain,207314,2009,May
1864,A Coruña,Spain,203774,2009,Apr
1865,A Coruña,Spain,163868,2009,Mar
1866,A Coruña,Spain,150128,2009,Feb
1867,A Coruña,Spain,137726,2009,Jan
1868,A Coruña,Spain,142386,2008,Dec
1869,A Coruña,Spain,172829,2008,Nov
1870,A Coruña,Spain,220835,2008,Oct
1871,A Coruña,Spain,215759,2008,Sep
1872,A Coruña,Spain,379136,2008,Aug
1873,A Coruña,Spain,290624,2008,Jul
1874,A Coruña,Spain,218563,2008,Jun
1875,A Coruña,Spain,231571,2008,May
1876,A Coruña,Spain,188183,2008,Apr
1877,A Coruña,Spain,220240,2008,Mar
1878,A Coruña,Spain,166425,2008,Feb
1879,A Coruña,Spain,152490,2008,Jan
1880,A Coruña,Spain,161282,2007,Dec
1881,A Coruña,Spain,195787,2007,Nov
1882,A Coruña,Spain,241925,2007,Oct
1883,A Coruña,Spain,253104,2007,Sep
1884,A Coruña,Spain,429021,2007,Aug
1885,A Coruña,Spain,304781,2007,Jul
1886,A Coruña,Spain,217356,2007,Jun
1887,A Coruña,Spain,189390,2007,May
1888,A Coruña,Spain,218117,2007,Apr
1889,A Coruña,Spain,172409,2007,Mar
1890,A Coruña,Spain,135956,2007,Feb
1891,A Coruña,Spain,130671,2007,Jan
1892,A Coruña,Spain,150673,2006,Dec
1893,A Coruña,Spain,158866,2006,Nov
1894,A Coruña,Spain,221936,2006,Oct
1895,A Coruña,Spain,233227,2006,Sep
1896,A Coruña,Spain,410554,2006,Aug
1897,A Coruña,Spain,298662,2006,Jul
1898,A Coruña,Spain,211016,2006,Jun
1899,A Coruña,Spain,203741,2006,May
1900,A Coruña,Spain,229783,2006,Apr
1901,A Coruña,Spain,172816,2006,Mar
1902,A Coruña,Spain,140719,2006,Feb
1903,A Coruña,Spain,128073,2006,Jan
1904,A Coruña,Spain,158805,2005,Dec
1905,A Coruña,Spain,188300,2005,Nov
1906,A Coruña,Spain,204112,2005,Oct
1907,A Coruña,Spain,226897,2005,Sep
1908,A Coruña,Spain,421896,2005,Aug
1909,A Coruña,Spain,284126,2005,Jul
1910,A Coruña,Spain,218569,2005,Jun
1911,A Coruña,Spain,198860,2005,May
1912,A Coruña,Spain,180271,2005,Apr
1913,A Coruña,Spain,201607,2005,Mar
1914,A Coruña,Spain,134464,2005,Feb
1915,A Coruña,Spain,123843,2005,Jan
1916,A Coruña,Spain,179121,2004,Dec
1917,A Coruña,Spain,181055,2004,Nov
1918,A Coruña,Spain,243869,2004,Oct
1919,A Coruña,Spain,258832,2004,Sep
1920,A Coruña,Spain,412129,2004,Aug
1921,A Coruña,Spain,307169,2004,Jul
1922,A Coruña,Spain,235146,2004,Jun
1923,A Coruña,Spain,219191,2004,May
1924,A Coruña,Spain,220915,2004,Apr
1925,A Coruña,Spain,174184,2004,Mar
1926,A Coruña,Spain,154034,2004,Feb
1927,A Coruña,Spain,124529,2004,Jan
1928,A Coruña,Spain,135569,2003,Dec
1929,A Coruña,Spain,151745,2003,Nov
1930,A Coruña,Spain,185810,2003,Oct
1931,A Coruña,Spain,208826,2003,Sep
1932,A Coruña,Spain,342786,2003,Aug
1933,A Coruña,Spain,219065,2003,Jul
1934,A Coruña,Spain,177120,2003,Jun
1935,A Coruña,Spain,169718,2003,May
1936,A Coruña,Spain,160053,2003,Apr
1937,A Coruña,Spain,138179,2003,Mar
1938,A Coruña,Spain,112665,2003,Feb
1939,A Coruña,Spain,117734,2003,Jan
1940,A Coruña,Spain,131366,2002,Dec
1941,A Coruña,Spain,143130,2002,Nov
1942,A Coruña,Spain,169182,2002,Oct
1943,A Coruña,Spain,160296,2002,Sep
1944,A Coruña,Spain,358479,2002,Aug
1945,A Coruña,Spain,224776,2002,Jul
1946,A Coruña,Spain,162714,2002,Jun
1947,A Coruña,Spain,155161,2002,May
1948,A Coruña,Spain,140696,2002,Apr
1949,A Coruña,Spain,158613,2002,Mar
1950,A Coruña,Spain,112748,2002,Feb
1951,A Coruña,Spain,85098,2002,Jan
1952,A Coruña,Spain,115846,2001,Dec
1953,A Coruña,Spain,133086,2001,Nov
1954,A Coruña,Spain,164361,2001,Oct
1955,A Coruña,Spain,166099,2001,Sep
1956,A Coruña,Spain,347813,2001,Aug
1957,A Coruña,Spain,193967,2001,Jul
1958,A Coruña,Spain,159338,2001,Jun
1959,A Coruña,Spain,148981,2001,May
1960,A Coruña,Spain,155462,2001,Apr
1961,A Coruña,Spain,126981,2001,Mar
1962,A Coruña,Spain,107170,2001,Feb
1963,A Coruña,Spain,110996,2001,Jan
1964,A Coruña,Spain,117737,2000,Dec
1965,A Coruña,Spain,130385,2000,Nov
1966,A Coruña,Spain,178200,2000,Oct
1967,A Coruña,Spain,168198,2000,Sep
1968,A Coruña,Spain,345843,2000,Aug
1969,A Coruña,Spain,215861,2000,Jul
1970,A Coruña,Spain,173844,2000,Jun
1971,A Coruña,Spain,161431,2000,May
1972,A Coruña,Spain,167830,2000,Apr
1973,A Coruña,Spain,141373,2000,Mar
1974,A Coruña,Spain,128068,2000,Feb
1975,A Coruña,Spain,108421,2000,Jan
1976,A Coruña,Spain,144798,1999,Dec
1977,A Coruña,Spain,173162,1999,Nov
1978,A Coruña,Spain,303559,1999,Oct
1979,A Coruña,Spain,308768,1999,Sep
1980,A Coruña,Spain,431046,1999,Aug
1981,A Coruña,Spain,316653,1999,Jul
1982,A Coruña,Spain,230834,1999,Jun
1983,A Coruña,Spain,213767,1999,May
1984,A Coruña,Spain,202851,1999,Apr
1985,A Coruña,Spain,158252,1999,Mar
1986,A Coruña,Spain,119374,1999,Feb
1987,A Coruña,Spain,136496,1999,Jan
1988,A Coruña,Foreign,139489,2022,Aug
1989,A Coruña,Foreign,143438,2022,Jul
1990,A Coruña,Foreign,159756,2022,Jun
1991,A Coruña,Foreign,155749,2022,May
1992,A Coruña,Foreign,94201,2022,Apr
1993,A Coruña,Foreign,46128,2022,Mar
1994,A Coruña,Foreign,24863,2022,Feb
1995,A Coruña,Foreign,23188,2022,Jan
1996,A Coruña,Foreign,24545,2021,Dec
1997,A Coruña,Foreign,37108,2021,Nov
1998,A Coruña,Foreign,83545,2021,Oct
1999,A Coruña,Foreign,84700,2021,Sep
2000,A Coruña,Foreign,71344,2021,Aug
2001,A Coruña,Foreign,58287,2021,Jul
2002,A Coruña,Foreign,32456,2021,Jun
2003,A Coruña,Foreign,18374,2021,May
2004,A Coruña,Foreign,9881,2021,Apr
2005,A Coruña,Foreign,9096,2021,Mar
2006,A Coruña,Foreign,4888,2021,Feb
2007,A Coruña,Foreign,5595,2021,Jan
2008,A Coruña,Foreign,6815,2020,Dec
2009,A Coruña,Foreign,11497,2020,Nov
2010,A Coruña,Foreign,16836,2020,Oct
2011,A Coruña,Foreign,19476,2020,Sep
2012,A Coruña,Foreign,33433,2020,Aug
2013,A Coruña,Foreign,24363,2020,Jul
2014,A Coruña,Foreign,3420,2020,Jun
2015,A Coruña,Foreign,613,2020,May
2016,A Coruña,Foreign,0,2020,Apr
2017,A Coruña,Foreign,15579,2020,Mar
2018,A Coruña,Foreign,41169,2020,Feb
2019,A Coruña,Foreign,36880,2020,Jan
2020,A Coruña,Foreign,36632,2019,Dec
2021,A Coruña,Foreign,52586,2019,Nov
2022,A Coruña,Foreign,140896,2019,Oct
2023,A Coruña,Foreign,165066,2019,Sep
2024,A Coruña,Foreign,133955,2019,Aug
2025,A Coruña,Foreign,123413,2019,Jul
2026,A Coruña,Foreign,142808,2019,Jun
2027,A Coruña,Foreign,147322,2019,May
2028,A Coruña,Foreign,100613,2019,Apr
2029,A Coruña,Foreign,51573,2019,Mar
2030,A Coruña,Foreign,28865,2019,Feb
2031,A Coruña,Foreign,29721,2019,Jan
2032,A Coruña,Foreign,31601,2018,Dec
2033,A Coruña,Foreign,65839,2018,Nov
2034,A Coruña,Foreign,115452,2018,Oct
2035,A Coruña,Foreign,144598,2018,Sep
2036,A Coruña,Foreign,144713,2018,Aug
2037,A Coruña,Foreign,121399,2018,Jul
2038,A Coruña,Foreign,132645,2018,Jun
2039,A Coruña,Foreign,141556,2018,May
2040,A Coruña,Foreign,86374,2018,Apr
2041,A Coruña,Foreign,45396,2018,Mar
2042,A Coruña,Foreign,32514,2018,Feb
2043,A Coruña,Foreign,29889,2018,Jan
2044,A Coruña,Foreign,30322,2017,Dec
2045,A Coruña,Foreign,50694,2017,Nov
2046,A Coruña,Foreign,142353,2017,Oct
2047,A Coruña,Foreign,174028,2017,Sep
2048,A Coruña,Foreign,154663,2017,Aug
2049,A Coruña,Foreign,145103,2017,Jul
2050,A Coruña,Foreign,159379,2017,Jun
2051,A Coruña,Foreign,152162,2017,May
2052,A Coruña,Foreign,89561,2017,Apr
2053,A Coruña,Foreign,43496,2017,Mar
2054,A Coruña,Foreign,26963,2017,Feb
2055,A Coruña,Foreign,27928,2017,Jan
2056,A Coruña,Foreign,27468,2016,Dec
2057,A Coruña,Foreign,43598,2016,Nov
2058,A Coruña,Foreign,133810,2016,Oct
2059,A Coruña,Foreign,162494,2016,Sep
2060,A Coruña,Foreign,157507,2016,Aug
2061,A Coruña,Foreign,129427,2016,Jul
2062,A Coruña,Foreign,148868,2016,Jun
2063,A Coruña,Foreign,149598,2016,May
2064,A Coruña,Foreign,77369,2016,Apr
2065,A Coruña,Foreign,43157,2016,Mar
2066,A Coruña,Foreign,24157,2016,Feb
2067,A Coruña,Foreign,23080,2016,Jan
2068,A Coruña,Foreign,27373,2015,Dec
2069,A Coruña,Foreign,39878,2015,Nov
2070,A Coruña,Foreign,121206,2015,Oct
2071,A Coruña,Foreign,171128,2015,Sep
2072,A Coruña,Foreign,167045,2015,Aug
2073,A Coruña,Foreign,145311,2015,Jul
2074,A Coruña,Foreign,154797,2015,Jun
2075,A Coruña,Foreign,135192,2015,May
2076,A Coruña,Foreign,79789,2015,Apr
2077,A Coruña,Foreign,42512,2015,Mar
2078,A Coruña,Foreign,24716,2015,Feb
2079,A Coruña,Foreign,22884,2015,Jan
2080,A Coruña,Foreign,22925,2014,Dec
2081,A Coruña,Foreign,34892,2014,Nov
2082,A Coruña,Foreign,112612,2014,Oct
2083,A Coruña,Foreign,142470,2014,Sep
2084,A Coruña,Foreign,135325,2014,Aug
2085,A Coruña,Foreign,117784,2014,Jul
2086,A Coruña,Foreign,125070,2014,Jun
2087,A Coruña,Foreign,122133,2014,May
2088,A Coruña,Foreign,65619,2014,Apr
2089,A Coruña,Foreign,29562,2014,Mar
2090,A Coruña,Foreign,24776,2014,Feb
2091,A Coruña,Foreign,21573,2014,Jan
2092,A Coruña,Foreign,23037,2013,Dec
2093,A Coruña,Foreign,33482,2013,Nov
2094,A Coruña,Foreign,86501,2013,Oct
2095,A Coruña,Foreign,114301,2013,Sep
2096,A Coruña,Foreign,118487,2013,Aug
2097,A Coruña,Foreign,106140,2013,Jul
2098,A Coruña,Foreign,115151,2013,Jun
2099,A Coruña,Foreign,101064,2013,May
2100,A Coruña,Foreign,58992,2013,Apr
2101,A Coruña,Foreign,37547,2013,Mar
2102,A Coruña,Foreign,24579,2013,Feb
2103,A Coruña,Foreign,22303,2013,Jan
2104,A Coruña,Foreign,26458,2012,Dec
2105,A Coruña,Foreign,30843,2012,Nov
2106,A Coruña,Foreign,76689,2012,Oct
2107,A Coruña,Foreign,110202,2012,Sep
2108,A Coruña,Foreign,105261,2012,Aug
2109,A Coruña,Foreign,82968,2012,Jul
2110,A Coruña,Foreign,95466,2012,Jun
2111,A Coruña,Foreign,87814,2012,May
2112,A Coruña,Foreign,58645,2012,Apr
2113,A Coruña,Foreign,30886,2012,Mar
2114,A Coruña,Foreign,26437,2012,Feb
2115,A Coruña,Foreign,20765,2012,Jan
2116,A Coruña,Foreign,19963,2011,Dec
2117,A Coruña,Foreign,27721,2011,Nov
2118,A Coruña,Foreign,65332,2011,Oct
2119,A Coruña,Foreign,95061,2011,Sep
2120,A Coruña,Foreign,106215,2011,Aug
2121,A Coruña,Foreign,91136,2011,Jul
2122,A Coruña,Foreign,84171,2011,Jun
2123,A Coruña,Foreign,79603,2011,May
2124,A Coruña,Foreign,54702,2011,Apr
2125,A Coruña,Foreign,29043,2011,Mar
2126,A Coruña,Foreign,22348,2011,Feb
2127,A Coruña,Foreign,21526,2011,Jan
2128,A Coruña,Foreign,24442,2010,Dec
2129,A Coruña,Foreign,31127,2010,Nov
2130,A Coruña,Foreign,83905,2010,Oct
2131,A Coruña,Foreign,108149,2010,Sep
2132,A Coruña,Foreign,111701,2010,Aug
2133,A Coruña,Foreign,100899,2010,Jul
2134,A Coruña,Foreign,82431,2010,Jun
2135,A Coruña,Foreign,84160,2010,May
2136,A Coruña,Foreign,54685,2010,Apr
2137,A Coruña,Foreign,32360,2010,Mar
2138,A Coruña,Foreign,29245,2010,Feb
2139,A Coruña,Foreign,20754,2010,Jan
2140,A Coruña,Foreign,21879,2009,Dec
2141,A Coruña,Foreign,33279,2009,Nov
2142,A Coruña,Foreign,66930,2009,Oct
2143,A Coruña,Foreign,83148,2009,Sep
2144,A Coruña,Foreign,83272,2009,Aug
2145,A Coruña,Foreign,81514,2009,Jul
2146,A Coruña,Foreign,76230,2009,Jun
2147,A Coruña,Foreign,76758,2009,May
2148,A Coruña,Foreign,46896,2009,Apr
2149,A Coruña,Foreign,29964,2009,Mar
2150,A Coruña,Foreign,26950,2009,Feb
2151,A Coruña,Foreign,24323,2009,Jan
2152,A Coruña,Foreign,23912,2008,Dec
2153,A Coruña,Foreign,34392,2008,Nov
2154,A Coruña,Foreign,61570,2008,Oct
2155,A Coruña,Foreign,77250,2008,Sep
2156,A Coruña,Foreign,86046,2008,Aug
2157,A Coruña,Foreign,85942,2008,Jul
2158,A Coruña,Foreign,80131,2008,Jun
2159,A Coruña,Foreign,86526,2008,May
2160,A Coruña,Foreign,63844,2008,Apr
2161,A Coruña,Foreign,40431,2008,Mar
2162,A Coruña,Foreign,36995,2008,Feb
2163,A Coruña,Foreign,27092,2008,Jan
2164,A Coruña,Foreign,28475,2007,Dec
2165,A Coruña,Foreign,40682,2007,Nov
2166,A Coruña,Foreign,78554,2007,Oct
2167,A Coruña,Foreign,84827,2007,Sep
2168,A Coruña,Foreign,103105,2007,Aug
2169,A Coruña,Foreign,87501,2007,Jul
2170,A Coruña,Foreign,89962,2007,Jun
2171,A Coruña,Foreign,91126,2007,May
2172,A Coruña,Foreign,61342,2007,Apr
2173,A Coruña,Foreign,36620,2007,Mar
2174,A Coruña,Foreign,31395,2007,Feb
2175,A Coruña,Foreign,25737,2007,Jan
2176,A Coruña,Foreign,26648,2006,Dec
2177,A Coruña,Foreign,33362,2006,Nov
2178,A Coruña,Foreign,60440,2006,Oct
2179,A Coruña,Foreign,75027,2006,Sep
2180,A Coruña,Foreign,92985,2006,Aug
2181,A Coruña,Foreign,81539,2006,Jul
2182,A Coruña,Foreign,73031,2006,Jun
2183,A Coruña,Foreign,71120,2006,May
2184,A Coruña,Foreign,51417,2006,Apr
2185,A Coruña,Foreign,30201,2006,Mar
2186,A Coruña,Foreign,25481,2006,Feb
2187,A Coruña,Foreign,26734,2006,Jan
2188,A Coruña,Foreign,24174,2005,Dec
2189,A Coruña,Foreign,35208,2005,Nov
2190,A Coruña,Foreign,59872,2005,Oct
2191,A Coruña,Foreign,77732,2005,Sep
2192,A Coruña,Foreign,93312,2005,Aug
2193,A Coruña,Foreign,78859,2005,Jul
2194,A Coruña,Foreign,77787,2005,Jun
2195,A Coruña,Foreign,66491,2005,May
2196,A Coruña,Foreign,49488,2005,Apr
2197,A Coruña,Foreign,28023,2005,Mar
2198,A Coruña,Foreign,20812,2005,Feb
2199,A Coruña,Foreign,23521,2005,Jan
2200,A Coruña,Foreign,20881,2004,Dec
2201,A Coruña,Foreign,30599,2004,Nov
2202,A Coruña,Foreign,57297,2004,Oct
2203,A Coruña,Foreign,83534,2004,Sep
2204,A Coruña,Foreign,92719,2004,Aug
2205,A Coruña,Foreign,81072,2004,Jul
2206,A Coruña,Foreign,58344,2004,Jun
2207,A Coruña,Foreign,67131,2004,May
2208,A Coruña,Foreign,39364,2004,Apr
2209,A Coruña,Foreign,28533,2004,Mar
2210,A Coruña,Foreign,28304,2004,Feb
2211,A Coruña,Foreign,17271,2004,Jan
2212,A Coruña,Foreign,21183,2003,Dec
2213,A Coruña,Foreign,29542,2003,Nov
2214,A Coruña,Foreign,50284,2003,Oct
2215,A Coruña,Foreign,72565,2003,Sep
2216,A Coruña,Foreign,82796,2003,Aug
2217,A Coruña,Foreign,67153,2003,Jul
2218,A Coruña,Foreign,59038,2003,Jun
2219,A Coruña,Foreign,56490,2003,May
2220,A Coruña,Foreign,42967,2003,Apr
2221,A Coruña,Foreign,25326,2003,Mar
2222,A Coruña,Foreign,18926,2003,Feb
2223,A Coruña,Foreign,16047,2003,Jan
2224,A Coruña,Foreign,19989,2002,Dec
2225,A Coruña,Foreign,26803,2002,Nov
2226,A Coruña,Foreign,45575,2002,Oct
2227,A Coruña,Foreign,67127,2002,Sep
2228,A Coruña,Foreign,85586,2002,Aug
2229,A Coruña,Foreign,66434,2002,Jul
2230,A Coruña,Foreign,52193,2002,Jun
2231,A Coruña,Foreign,48452,2002,May
2232,A Coruña,Foreign,44066,2002,Apr
2233,A Coruña,Foreign,26198,2002,Mar
2234,A Coruña,Foreign,15725,2002,Feb
2235,A Coruña,Foreign,11040,2002,Jan
2236,A Coruña,Foreign,15325,2001,Dec
2237,A Coruña,Foreign,20700,2001,Nov
2238,A Coruña,Foreign,35665,2001,Oct
2239,A Coruña,Foreign,51181,2001,Sep
2240,A Coruña,Foreign,80442,2001,Aug
2241,A Coruña,Foreign,69009,2001,Jul
2242,A Coruña,Foreign,48108,2001,Jun
2243,A Coruña,Foreign,39253,2001,May
2244,A Coruña,Foreign,38250,2001,Apr
2245,A Coruña,Foreign,28855,2001,Mar
2246,A Coruña,Foreign,23521,2001,Feb
2247,A Coruña,Foreign,12343,2001,Jan
2248,A Coruña,Foreign,21066,2000,Dec
2249,A Coruña,Foreign,22456,2000,Nov
2250,A Coruña,Foreign,45182,2000,Oct
2251,A Coruña,Foreign,92417,2000,Sep
2252,A Coruña,Foreign,77114,2000,Aug
2253,A Coruña,Foreign,69557,2000,Jul
2254,A Coruña,Foreign,47361,2000,Jun
2255,A Coruña,Foreign,44659,2000,May
2256,A Coruña,Foreign,31828,2000,Apr
2257,A Coruña,Foreign,21278,2000,Mar
2258,A Coruña,Foreign,13716,2000,Feb
2259,A Coruña,Foreign,11121,2000,Jan
2260,A Coruña,Foreign,15587,1999,Dec
2261,A Coruña,Foreign,21281,1999,Nov
2262,A Coruña,Foreign,40342,1999,Oct
2263,A Coruña,Foreign,74624,1999,Sep
2264,A Coruña,Foreign,72127,1999,Aug
2265,A Coruña,Foreign,72840,1999,Jul
2266,A Coruña,Foreign,49886,1999,Jun
2267,A Coruña,Foreign,37660,1999,May
2268,A Coruña,Foreign,35945,1999,Apr
2269,A Coruña,Foreign,16849,1999,Mar
2270,A Coruña,Foreign,10828,1999,Feb
2271,A Coruña,Foreign,9310,1999,Jan
2840,Lugo,Spain,169402,2022,Aug
2841,Lugo,Spain,121055,2022,Jul
2842,Lugo,Spain,80026,2022,Jun
2843,Lugo,Spain,68955,2022,May
2844,Lugo,Spain,74537,2022,Apr
2845,Lugo,Spain,41507,2022,Mar
2846,Lugo,Spain,34355,2022,Feb
2847,Lugo,Spain,26584,2022,Jan
2848,Lugo,Spain,34604,2021,Dec
2849,Lugo,Spain,45893,2021,Nov
2850,Lugo,Spain,84467,2021,Oct
2851,Lugo,Spain,104482,2021,Sep
2852,Lugo,Spain,183550,2021,Aug
2853,Lugo,Spain,124031,2021,Jul
2854,Lugo,Spain,64772,2021,Jun
2855,Lugo,Spain,38687,2021,May
2856,Lugo,Spain,23563,2021,Apr
2857,Lugo,Spain,19878,2021,Mar
2858,Lugo,Spain,9362,2021,Feb
2859,Lugo,Spain,9931,2021,Jan
2860,Lugo,Spain,11408,2020,Dec
2861,Lugo,Spain,13864,2020,Nov
2862,Lugo,Spain,37343,2020,Oct
2863,Lugo,Spain,48579,2020,Sep
2864,Lugo,Spain,99151,2020,Aug
2865,Lugo,Spain,48195,2020,Jul
2866,Lugo,Spain,15295,2020,Jun
2867,Lugo,Spain,1111,2020,May
2868,Lugo,Spain,0,2020,Apr
2869,Lugo,Spain,21934,2020,Mar
2870,Lugo,Spain,43831,2020,Feb
2871,Lugo,Spain,33861,2020,Jan
2872,Lugo,Spain,53212,2019,Dec
